,-0.0318823204652636,0.0,0.0318823204652636,0.0637646409305272,0.09564696139579079,0.1275292818610544,0.15941160232631799,0.19129392279158158,0.22317624325684518,0.2550585637221088,0.2869408841873724,0.3188232046526359,0.35070552511789954,0.38258784558316317,0.4144701660484268,0.4463524865136903,0.47823480697895393,0.5101171274442176,0.5419994479094812,0.5738817683747447
thresh,-0.047823480697895396,0.047823480697895396,3,,,,,,,,,,,,,,,,,
unreg,19,3677,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crp,4,524,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crp and GlpR,0,0,0,0,0,1,0,1,0,0,1,1,3,2,0,0,0,0,0,0
unreg_genes,[],[],[],['dhaL' 'dhaK'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
Crp_genes,['ptsG' 'crp' 'malT' 'ptsI'],"['mdh' 'malK' 'fumB' 'grcA' 'manX' 'focA' 'uhpT' 'sgcE' 'araC' 'cspE'
 'argG' 'hofM' 'mhpC' 'cyaA' 'mtlD' 'hofP' 'xylG' 'gatD' 'lsrR' 'lsrA'
 'xylR' 'malF' 'fixA' 'yjhI' 'srlD' 'aldA' 'melA' 'sgcX' 'gntU' 'mtlR'
 'rhaT' 'nagA' 'deoC' 'paaC' 'trxA' 'gcd' 'melB' 'nanS' 'ygeW' 'mtlA'
 'sgcA' 'nupC' 'sgcQ' 'gabP' 'sgbH' 'aspA' 'sgcC' 'bglG' 'cpdB' 'fumA'
 'aroA' 'ompF' 'mlc' 'plaR' 'cyoA' 'gabT' 'nagE' 'csiD' 'sodB' 'fepA'
 'entD' 'fucR' 'tsx' 'gltA' 'caiA' 'mazF' 'xylE' 'gabD' 'sucD' 'lhgO'
 'epd' 'glcC' 'gadX' 'gatA' 'gntK' 'flhC' 'srlR' 'chbB' 'manY' 'nagB'
 'fumC' 'araE' 'ppiA' 'araJ' 'nirB' 'sdhB' 'ynfK' 'ycdZ' 'nfuA' 'paaI'
 'araB' 'sgbE' 'hupA' 'lsrC' 'manZ' 'sgcB' 'treB' 'araH' 'dgoA' 'pdhR'
 'ugpB' 'fucO' 'rpoH' 'xylA' 'deoA' 'mdtF' 'metK' 'entH' 'fadH' 'cirA'
 'malG' 'ykgR' 'galS' 'sucB' 'guaB' 'putP' 'ychH' 'aaeR' 'sucC' 'gatC'
 'chbR' 'nirC' 'lacA' 'malX' 'gutQ' 'fucP' 'mazE' 'tdcD' 'fixB' 'fucA'
 'galT' 'sfsA' 'hupB' 'mhpA' 'focB' 'ldtB' 'gntT' 'sucA' 'nanM' 'araA'
 'dcuB' 'ptsH' 'citX' 'hofC' 'nrdA' 'hyfC' 'fadD' 'gltD' 'dgoK' 'caiT'
 'proP' 'gutM' 'aldB' 'chiP' 'entA' 'nupG' 'entC' 'lacI' 'exuR' 'puuR'
 'dgoD' 'aceB' 'xseA' 'rbsD' 'lsrF' 'chbG' 'idnR' 'csgE' 'uxaA' 'nagC'
 'yfaE' 'nlpE' 'tam' 'casA' 'rpsO' 'srlA' 'entE' 'lpd' 'sdhC' 'uxaC'
 'xylB' 'idnD' 'aegA' 'chbC' 'malS' 'cspD' 'galE' 'cyoE' 'srlB' 'ntrC'
 'mhpF' 'nrdB' 'prpB' 'uxuR' 'mhpD' 'yhfA' 'galM' 'tdcG' 'prpC' 'yaeP'
 'srlE' 'gadA' 'sdhA' 'abgR' 'ygeA' 'uxuA' 'ompR' 'rihA' 'chbA' 'sgcR'
 'mhpR' 'galP' 'gltF' 'melR' 'mdtE' 'uxaB' 'rplM' 'gatB' 'hflX' 'aaeA'
 'arfB' 'chbF' 'bglB' 'ortT' 'dgoT' 'mhpE' 'aaeB' 'rpsI' 'ugpQ' 'fadL'
 'dpiB' 'murP' 'csgD' 'cytR' 'flhD' 'gapA' 'dgoR' 'dctA' 'sbmC' 'glnL'
 'comR' 'gyrA' 'yjcH' 'bglF' 'yiaL' 'paaH' 'treC' 'csqR' 'entB' 'casB'
 'secB' 'envZ' 'yiaN' 'paaZ' 'lsrD' 'rseB' 'yaeQ' 'rseD' 'rpoS' 'serA'
 'uxuB' 'paaA' 'cyoB' 'ybiT' 'hyfI' 'hyfF' 'pgk' 'lacZ' 'exuT' 'yhgH'
 'hflC' 'btsT' 'dcuR' 'citG' 'relA' 'gatZ' 'ygcW' 'ubiG' 'puuD' 'patZ'
 'acnB' 'rseA' 'ansB' 'csgG' 'dusB' 'paaB' 'fucK' 'serC' 'rimP' 'rpoE'
 'malY' 'ampD' 'idnT' 'bhsA' 'psiE' 'hofO' 'caiC' 'ulaF' 'yjhG' 'mokB'
 'rpsF' 'paaD' 'grpE' 'nanK' 'dcuA' 'hyfA' 'pncB' 'gadC' 'glnA' 'cysG'
 'paaF' 'yahN' 'hyfR' 'hofB' 'fis' 'deoB' 'feaB' 'citF' 'malM' 'lyxK'
 'feaR' 'ascB' 'hlyE' 'paaJ' 'paaK' 'aceK' 'hicB' 'fucI' 'rplI' 'ulaD'
 'rpsR' 'mhpB' 'dpiA' 'raiA' 'ilvB' 'zraR' 'fecB' 'hfq' 'dksA' 'gntP'
 'rbsK' 'casD' 'acs' 'lsrK' 'fbaA' 'fecE' 'idnO' 'gatY' 'lamB' 'araG'
 'yjhH' 'malI' 'rseC' 'caiF' 'priB' 'narQ' 'nanA' 'hyfE' 'yqeF' 'manA'
 'modC' 'paaG' 'csiE' 'pflB' 'yiaM' 'gltB' 'hyfH' 'puuB' 'fecD' 'lsrG'
 'murQ' 'rof' 'malE' 'zraS' 'aceE' 'gadE' 'galK' 'glgP' 'cdd' 'marR'
 'cyoC' 'nadC' 'ugpA' 'aceF' 'umpH' 'nanE' 'fecC' 'rbsA' 'tdcF' 'rhaB'
 'casE' 'fucU' 'rbsR' 'ugpE' 'hflK' 'tnaB' 'casC' 'caiE' 'gadB' 'citE'
 'osmY' 'idnK' 'prpD' 'prpR' 'nanC' 'uidC' 'citC' 'hpt' 'gdhA' 'sohB'
 'caiB' 'rspA' 'sdhD' 'hyfD' 'ulaA' 'oxyR' 'cyoD' 'dadX' 'modB' 'araF'
 'rhaD' 'fixC' 'ilvN' 'tdcC' 'cas1' 'dadA' 'aceA' 'nusA' 'gpsA' 'ompA'
 'fecA' 'deoD' 'glgA' 'prpE' 'ebgA' 'rhaA' 'glgS' 'mpl' 'rbfA' 'marB'
 'tdcE' 'yhcH' 'ulaE' 'cas3' 'xylH' 'caiD' 'lacY' 'truB' 'paaE' 'acnA'
 'ugpC' 'agaW' 'csgF' 'yeiP' 'chiQ' 'ompW' 'hyfJ' 'ulaC' 'agp' 'hicA'
 'infB' 'lsrB' 'rmf' 'pnp' 'rspB' 'gcvP' 'sgbU' 'modA' 'ampE' 'araD'
 'psuK' 'speC' 'hyfB' 'lgoR' 'guaA' 'hyfG' 'aaeX' 'yiaO' 'fiu' 'puuC'
 'crr' 'sodA' 'ascF' 'rbsB' 'trg' 'glgC' 'fur' 'uidA' 'yiaK' 'tdcB' 'nirD'
 'lgoD' 'puuE' 'xylF' 'psuG' 'pck' 'dsdA' 'aer' 'udp' 'actP' 'agaA' 'mglA'
 'agaV' 'fixX' 'tnaA' 'gcvH' 'cas2' 'hofN' 'yeiW' 'ppdD' 'gcvT' 'rbsC'
 'marA' 'kbaZ' 'nanT' 'cstA' 'mglC' 'preA' 'glpR' 'tdcA' 'rhaS' 'ebgC'
 'uidB' 'rhaR']",['dsdX' 'ulaB' 'preT' 'mglB' 'glpG' 'glpE'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
Crp and GlpR_genes,[],[],[],[],[],['glpX'],[],['glpQ'],[],[],['glpT'],['glpC'],['glpB' 'glpK' 'glpF'],['glpA' 'glpD'],[],[],[],[],[],[]
