,-0.1054290071061657,-0.07907175532962428,-0.05271450355308285,-0.026357251776541427,0.0,0.026357251776541413,0.05271450355308285,0.0790717553296243,0.1054290071061657,0.13178625888270712,0.15814351065924853,0.18450076243579,0.2108580142123314,0.23721526598887283,0.2635725177654143,0.2899297695419557,0.3162870213184971,0.34264427309503853,0.36900152487157994,0.3953587766481214
thresh,-0.092250381217895,0.092250381217895,1,,,,,,,,,,,,,,,,,
unreg,2,2,15,374,3116,354,18,4,3,1,2,0,0,1,2,0,0,1,0,0
unreg_genes,['ABUW_1104' 'ABUW_3797'],[],[],[],[],[],[],[],['ABUW_3362' 'ABUW_3874' 'ABUW_1564'],['ABUW_0356'],['ABUW_3588' 'ABUW_3839'],[],[],['ABUW_0607'],['ABUW_1563' 'ABUW_3851'],[],[],['ABUW_0603'],[],[]
