,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A
0,AB0057_PGcoculture__PGAB,-6.170929499333333,2.6057247980066522,3.0,0.0,-6.7790867090999996,1.0,-8.4187933564,2.0,-3.3149084325000002,,
1,AB0057_PGcoculture__AB ,-3.469446951953614e-18,0.1306256744009955,4.0,3.0,0.0095223931,4.0,0.0828889226,5.0,-0.1875527932,6.0,0.0951414775
2,AB0057_PGcoculture__ABPG,-3.5763798545000003,0.4803761546838009,4.0,7.0,-3.3955713767,8.0,-3.2623825242,9.0,-4.2920675688,10.0,-3.3554979483
3,AB5075_AZI__AZI_000,0.0,0.12993728195594906,2.0,11.0,0.0918795332,17.0,-0.0918795332,,,,
4,AB5075_AZI__preculture,-2.14200727225,0.20300418390716865,2.0,12.0,-1.9984616372000001,13.0,-2.2855529073,,,,
5,AB5075_AZI__AZI_040,-1.5394620408000002,0.6607927357392019,2.0,14.0,-2.0067130652,18.0,-1.0722110164,,,,
6,AB5075_AZI__AZI_028,0.035882144199999993,0.35445915350920176,2.0,15.0,0.2865226153,19.0,-0.21475832690000002,,,,
7,AB5075_AZI__AZI_003,0.4922742591,0.0759597498271338,2.0,16.0,0.43856260490000004,20.0,0.5459859133,,,,
8,AB5075_VIR-O_AV-T__AV-T/vector,-0.4261684685333333,1.136731285375941,3.0,21.0,-1.3198437526,28.0,0.8532353151000001,29.0,-0.8118969681,,
9,AB5075_VIR-O_AV-T__VIR-O/vector,0.0,2.0721775017966197,3.0,22.0,2.3873817144,23.0,-1.3323487501,24.0,-1.0550329643,,
10,AB5075_VIR-O_AV-T__VIR-O/1645,-0.9041072005666666,1.212660406294306,3.0,25.0,-1.9904469872,26.0,-1.1260808637,27.0,0.40420624920000003,,
11,AB5075_VIR-O_LSO__VIR-O,0.0,0.05244206259318425,3.0,30.0,0.0237881651,32.0,0.0363320756,34.0,-0.0601202407,,
12,AB5075_VIR-O_LSO__LSO,0.5988540135,0.5456326435954709,3.0,31.0,0.45507334930000004,33.0,1.2019790604,35.0,0.1395096308,,
13,AB5075_Zinc__Control,-3.33333360913457e-11,0.4698680831074817,3.0,36.0,-0.17458419,37.0,0.5321699276,38.0,-0.3575857377,,
14,AB5075_Zinc__Zinc,1.8397629992,1.1871036586460748,2.0,39.0,2.6791720462,40.0,1.0003539522,,,,
15,AB5075_biofilm+abx__planktonic,0.0,0.6995221917467195,3.0,41.0,-0.69179527,42.0,-0.0152059167,44.0,0.7070011867,,
16,AB5075_biofilm+abx__biofilm,8.7021795421,0.4036152809356116,3.0,43.0,9.0099497506,45.0,8.2452046507,46.0,8.851384225,,
17,AB5075_biofilm+abx__cip_biofilm,2.3469441702,1.4631823023976893,3.0,47.0,1.1082000601,48.0,1.9713100834000001,50.0,3.9613223671,,
18,AB5075_biofilm+abx__tet_biofilm,15.508080343633333,4.301135502754914,3.0,49.0,18.4446971835,51.0,17.5084860608,52.0,10.5710577866,,
19,AB5075_gigAB__kan_gigB,9.4221258061,1.4895037660375654,3.0,53.0,10.8596345681,54.0,9.5211720661,55.0,7.8855707841000005,,
20,AB5075_gigAB__gigB,2.0937520097999998,0.7846011211333406,3.0,56.0,2.9454828678,57.0,1.4004640154999999,58.0,1.9353091461,,
21,AB5075_gigAB__kan_gigA,8.174878485666667,1.4127555979676276,3.0,59.0,8.6150049838,60.0,6.5944495215,61.0,9.3151809517,,
22,AB5075_gigAB__gigA,1.3247172933666667,1.4891018282053254,3.0,62.0,0.7495377924000001,63.0,0.20898931040000002,64.0,3.0156247773,,
23,AB5075_gigAB__kan_WT,4.578741506566667,1.0259675666854098,3.0,65.0,3.5126209998,66.0,5.559182746,67.0,4.6644207739,,
24,AB5075_gigAB__WT,3.33333360913457e-11,0.214107063062164,3.0,68.0,-0.09745843280000001,69.0,-0.1480402549,70.0,0.2454986878,,
25,AB5075_med__CA-MHB,1.2132778288500001,0.967107579144526,2.0,71.0,0.5294295015,72.0,1.8971261562000001,,,,
26,AB5075_med__CA-MHB_pH6,1.4397585944500002,0.4133175587138044,2.0,73.0,1.7320182430000002,74.0,1.1474989459,,,,
27,AB5075_med__RPMI+_pH7,4.3713123543500005,0.6311956518095563,2.0,75.0,3.9249896287,76.0,4.8176350800000005,,,,
28,AB5075_med__RPMI+_pH6,0.87811825725,1.7340221394744657,2.0,77.0,2.1042570708,78.0,-0.3480205563,,,,
29,AB5075_med__RPMI+_-HCO3,1.63532023285,0.02519647686040164,2.0,79.0,1.6531368325,80.0,1.6175036332000001,,,,
30,AB5075_med__LB,0.0,0.34797047015603005,2.0,81.0,-0.24605227910000002,82.0,0.24605227910000002,,,,
31,AB5075_med__M9+AA,1.7935893818000002,0.7870628753780476,2.0,83.0,2.3501268782,84.0,1.2370518854,,,,
32,AB5075_med__M9-AA,1.29291258135,0.7583885547669843,2.0,85.0,0.7566508915,86.0,1.8291742711999999,,,,
33,AYE_adeB__WT,7.401486830834377e-17,1.885714252836159,3.0,87.0,2.0717065721,88.0,-1.6163204708999999,89.0,-0.4553861012,,
34,AYE_adeB__adeB,2.0378578235333333,2.079239659716141,3.0,90.0,-0.3582285844,91.0,3.3674875269,92.0,3.1043145281,,
35,COL__0ug/ml,0.0,2.3184655998476362,2.0,93.0,-1.6394027476000002,94.0,1.6394027476000002,,,,
36,COL__0.25ug/ml,0.14836502725,1.7303449606251315,2.0,95.0,1.3719036827,96.0,-1.0751736282,,,,
37,COL__1ug/ml,7.1821587421499995,0.7759517169801372,2.0,97.0,7.7308394631,98.0,6.6334780212,,,,
38,H2O2__0ug/ml,0.0,1.0259862907588277,2.0,99.0,0.7254818636,100.0,-0.7254818636,,,,
39,H2O2__1.25ug/ml,-1.0416265351,1.2578466755862603,2.0,101.0,-0.1521946211,102.0,-1.9310584491,,,,
40,H2O2__2.5ug/ml,-0.66223353775,1.2312679203684656,2.0,103.0,0.2084043582,104.0,-1.5328714337,,,,
41,H2O2__5ug/ml,3.45665004985,0.9216574182139922,2.0,105.0,2.8049398395000003,106.0,4.1083602602,,,,
42,MRP__0ug/ml,0.0,1.752193555294349,2.0,107.0,1.2389879449,108.0,-1.2389879449,,,,
43,MRP__25ug/ml,-0.12983559065000005,2.4222914288501607,2.0,109.0,1.5829831047,110.0,-1.8426542860000001,,,,
44,MRP__100ug/ml,-1.5612561939,0.2808668920792106,2.0,111.0,-1.3626533099,112.0,-1.7598590779,,,,
45,MRP__200ug/ml,-1.04280969615,0.9985805378151469,2.0,113.0,-1.7489127660000001,114.0,-0.33670662630000003,,,,
46,growth__2h,0.0,0.18001209207244076,2.0,115.0,0.12728777100000002,116.0,-0.12728777100000002,,,,
47,growth__4h,3.77634047185,0.4679032298273405,2.0,117.0,3.4454829251,118.0,4.1071980186,,,,
48,growth__6h,3.83271202405,0.2796550118189735,2.0,119.0,4.0304579793,120.0,3.6349660688,,,,
49,growth__8h,3.7408452289,0.627388200485893,2.0,121.0,3.2972147779,122.0,4.1844756799,,,,
50,growth__10h,3.0603296028,0.35796914106134353,2.0,123.0,3.3134520098999998,124.0,2.8072071957,,,,
