,-0.1830624662624173,-0.15865413742742832,-0.13424580859243934,-0.10983747975745037,-0.0854291509224614,-0.06102082208747242,-0.03661249325248345,-0.012204164417494473,0.0122041644174945,0.036612493252483475,0.06102082208747245,0.0854291509224614,0.1098374797574504,0.1342458085924394,0.15865413742742834,0.1830624662624173,0.2074707950974063,0.2318791239323953,0.25628745276738424,0.2806957816023732
thresh,-0.0976333153399559,0.0976333153399559,2,,,,,,,,,,,,,,,,,
unreg,0,0,0,0,1,11,114,2008,1967,108,10,3,0,2,0,0,0,0,0,0
CysB,1,0,1,0,2,1,2,7,11,2,0,1,1,1,2,0,1,0,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],['gsiC' 'gsiD'],[],[],[],[],[],[]
CysB_genes,['cysP'],[],['cysU'],[],['yciW' 'tcyP'],['cbl'],['cysB' 'tauA'],['tauB' 'yfbR' 'cysJ' 'dgcZ' 'ariR' 'cysW' 'cysD'],"['tauC' 'ybdN' 'ssuB' 'hslJ' 'ssuC' 'ssuE' 'yoaC' 'ygeH' 'tcyJ' 'ssuA'
 'cysK']",['tauD' 'ssuD'],[],['cysN'],['cysM'],['cysC'],['cysA' 'cysI'],[],['cysH'],[],[],[]
