,b1997
Cr_1,0.004362760708694747
Cr_2,0.013454411570425982
Cr_3,0.02868219713429452
Cr_4,0.04600156605893082
Cr_5,0.06493636280152483
Cr_6,0.07953761767837271
Fe_1,-0.010672202988871535
Fe_2,-0.03224441108581292
Fe_3,-0.057220465099700336
Fe_4,-0.08557811964756819
Fe_5,-0.10843963709927368
Fe_6,-0.11772531537064125
Cd_1,0.004346103579192651
Cd_2,0.00910476854809983
Cd_3,0.012527609173787112
Cd_4,0.009634744647719766
Cd_5,-6.0729434155493885e-05
Cd_6,-0.0021219747590871412
Zn_1,-0.007144349943711701
Zn_2,-0.018083230473802413
Zn_3,-0.01375278514368153
Zn_4,-0.0020100586245681827
Zn_5,0.00399920486510465
Zn_6,0.007779310360813114
Cu_1,-0.002408095972595177
Cu_2,-6.293163429358072e-05
Cu_3,0.005359071238379947
Cu_4,0.010735352990968979
Cu_5,0.02239641542149884
Cu_6,0.04024100150793382
Pb_1,0.002043301490771021
Pb_2,0.007690703086397839
Pb_3,0.01381004242390817
Pb_4,0.02033117812840008
Pb_5,0.026459729605698132
Pb_6,0.03479243386466377
