,b4308_2
pgi__pgi_ale7__1,2.2755240195
pgi__pgi_ale8__1,1.5016298657
ica__wt_glc__1,2.2709619271
ica__wt_glc__2,2.5419023907
ica__wt_glc__3,2.1863878396
ica__wt_glc__4,2.6354523307
ica__arg_sbt__1,2.3989068352
ica__arg_sbt__2,1.5020833195
ica__cytd_rib__1,2.9413561512
ica__cytd_rib__2,3.2513482278
ica__gth__1,2.4425822527
ica__gth__2,1.5846693589
ica__leu_glcr__1,2.27594306
ica__leu_glcr__2,1.8267778034000002
ica__met_glc__1,2.2616660544
ica__met_glc__2,2.4981489813
ica__no3_anaero__1,2.253021706
ica__no3_anaero__2,2.0619501291
ica__phe_acgam__1,2.0641979166
ica__phe_acgam__2,1.8533250951
ica__thm_gal__1,2.381487908
ica__thm_gal__2,1.9686018398
ica__tyr_glcn__1,1.5741030987
ica__tyr_glcn__2,2.5145848474
ica__ura_pyr__1,2.9008242309
ica__ura_pyr__2,1.7936080545
ica__wt_glc__5,2.7954837208
ica__wt_glc__6,2.7503242930000003
ica__bw_delpurR_cytd__1,3.2153850332
ica__bw_delpurR_cytd__2,3.0218108617
ica__ade_glc__1,2.7184850522
ica__ade_glc__2,3.3367136504
ytf__wt_glc__1,2.7179552880999998
ytf__wt_glc__2,3.418985619
ytf__delyafC__1,3.5684237064
ytf__delyafC__2,3.0191262951
ytf__delyeiE__1,3.5229186428
ytf__delyeiE__2,3.1778527131
ytf__delyiaJ__1,3.5347198041
ytf__delyiaJ__2,3.3676006725
ytf__delyieP__1,3.5935810608
ytf__delyieP__2,3.5737746483
ytf__wt_ph5__1,3.0440941903
ytf__wt_ph5__2,2.8619546388
ytf__wt_ph8__1,2.9834387894
ytf__wt_ph8__2,2.1810970136
ytf__delybaO__1,2.9856975574
ytf__delybaO__2,3.5916542293
ytf__delybaQ__1,2.4051907047
ytf__delybaQ__2,3.414618442
ytf__delybiH__1,2.3932096554
ytf__delybiH__2,2.7829912961
ytf__delydcI_ph5__1,3.070059578
ytf__delydcI_ph5__2,2.6586033732
ytf__delydcI_ph8__1,2.7394612077
ytf__delydcI_ph8__2,2.5233675207
ytf__delyddM__1,2.7793747790000003
ytf__delyddM__2,3.2297445588
ytf__delyheO__1,2.9325940098
ytf__delyheO__2,3.3726994141
fps__bw_glc__1,2.9930065937
fps__bw_glc__2,2.5416058958
fps__fps_thrA_ale1__1,3.8526861085
fps__fps_thrA_ale1__2,3.0611745535
fps__fps_thrA_ale2__1,3.0013265878
fps__fps_thrA_ale2__2,2.8610534945
fps__fps_serB_ale1__1,2.677513188
fps__fps_serB_ale1__2,2.9217419473
fps__fps_serB_ale4__1,2.7291207798
fps__fps_serB_ale4__2,2.4072857293
fps__fps_ptsI_ale1__1,3.7023192947
fps__fps_ptsI_ale1__2,3.6986118607
fps__fps_ptsI_ale3__1,3.8531844512999998
fps__fps_ptsI_ale3__2,3.4553715319
pal__lyx_ale2_f6__1,3.1394390941
pal__lyx_ale2__1,2.489112914
pal__lyx_ale2__2,2.7947141266
pal__lyx_ale4__1,2.489112914
pal__lyx_ale4__2,2.7947141266
pal__5drib_ale10_f18__1,3.5026719675
pal__5drib_ale10_f18__2,3.3223852341
pal__5drib_ale10__1,3.5992447212
pal__arab_ale14_f9__1,3.1292676921
pal__arab_ale14_f9__2,2.6300605905000003
pal__arab_ale14__1,2.803591456
pal__arab_ale14__2,2.5779552549
pal__arab_ale16__1,4.1772178112
pal__arab_ale16__2,3.8802333641
pal__tartr_ale26_f10__1,2.3408816508
pal__tartr_ale26_f10__2,2.4018935711
pal__tartr_ale26__1,1.3636325708
pal__tartr_ale26__2,2.4781678663
pal__tartr_ale28_f10__1,3.1146886199
pal__tartr_ale28_f10__2,2.8562260206000003
pal__tartr_ale28__1,2.828707367
pal__tartr_ale28__2,2.6280448768999998
efeU__delmenFentC_citr__1,2.0176846503
efeU__delmenFentC_citr__2,2.1541584375
efeU__delmenFentC__1,2.5643288679
efeU__delmenFentC__2,2.9170722003
efeU__menFentC_ale39__1,2.8235479645
efeU__menFentC_ale39__2,2.5898867835
efeU__menFentC_ale29__1,2.0438987349
efeU__menFentC_ale29__2,2.5487464622
efeU__menFentC_ale30__1,2.7805600665
efeU__menFentC_ale30__2,1.5886274187
efeU__menFentCubiC_ale36__1,2.7914242959
efeU__menFentCubiC_ale36__2,2.6960885799
efeU__menFentCubiC_ale37__1,3.2998852455
efeU__menFentCubiC_ale37__2,2.7358682177
efeU__menFentCubiC_ale38__1,3.0404050574
efeU__menFentCubiC_ale38__2,2.7563145511
