,b4308_2
control__wt_glc__1,2.8823782658
control__wt_glc__2,2.3746495276
fur__wt_dpd__1,1.7502062218
fur__wt_dpd__2,1.3449748051000001
fur__wt_fe__1,2.5001467196
fur__wt_fe__2,1.9605652759
fur__delfur_dpd__1,1.673183912
fur__delfur_dpd__2,1.9348727866000002
fur__delfur_fe2__1,2.2416397873
fur__delfur_fe2__2,2.4619499813
acid__wt_ph5__1,2.2182696814
acid__wt_ph5__2,1.9907897314
acid__delgadx_ph5__1,1.3791488231
acid__delgadx_ph5__2,2.3693134528
acid__delgadw_ph5__1,2.7689110896
acid__delgadw_ph5__2,2.4466297905
acid__delgade_ph5__1,2.6924631616
acid__delgade_ph5__2,2.4355422334
oxidative__wt_pq__1,1.8044899894
oxidative__wt_pq__2,1.5147711358
oxidative__deloxyr_pq__1,2.2821077776
oxidative__deloxyr_pq__2,1.4025064605
oxidative__delsoxr_pq__1,1.4290459233
oxidative__delsoxr_pq__2,1.7772349871
oxidative__delsoxs_pq__1,1.1930930101000001
oxidative__delsoxs_pq__2,1.6465424136
nac_ntrc__wt_csn__1,2.5934348747
nac_ntrc__wt_csn__2,2.4376810894
nac_ntrc__wt_cytd__1,2.2820807434
nac_ntrc__wt_cytd__2,2.4809657938000003
nac_ntrc__wt_gln__1,2.8829736191
nac_ntrc__wt_gln__2,2.236701385
nac_ntrc__bw_delnac_csn__1,3.122242766
nac_ntrc__bw_delnac_csn__2,1.5115101954
nac_ntrc__bw_delnac_cytd__1,2.0711571964
nac_ntrc__bw_delnac_cytd__2,2.4526054239
nac_ntrc__bw_delnac_gln__1,2.1924392193
nac_ntrc__bw_delnac_gln__2,2.1348732598
nac_ntrc__bw_delnac_nh4__1,1.2471574226
nac_ntrc__bw_delnac_nh4__2,2.2326703947
misc__wt_no_te__1,2.5060263927
misc__wt_no_te__2,1.5711069822
misc__bw_delcbl__1,2.0582159365
misc__bw_delcbl__2,1.9338397625
misc__bw_delfabr__1,1.3279323249
misc__bw_delfabr__2,1.9148276928999999
misc__bw_delfadr__1,2.2846236046
misc__bw_delfadr__2,2.6191538272
misc__nitr_031__1,1.368272795
omics__wt_glu__1,1.9995540682000001
omics__wt_glu__2,2.0825918959
omics__wt_gly__1,2.0540025743
omics__wt_gly__2,1.9909599079
omics__wt_thr__1,4.0726121984
omics__wt_thr__2,3.2275361604
omics__bw_ac__1,3.1614817856
omics__bw_ac__2,3.1014641592
omics__bw_fum__1,2.7348961458
omics__bw_fum__2,2.8572628023
omics__bw_glc__1,2.6732671229
omics__bw_glc__2,2.6693595877
omics__bw_pyr__1,3.2037751214
omics__bw_pyr__2,3.1008798769
ompr__wt_nacl__1,2.2224260143
ompr__wt_nacl__2,1.8596621348
ompr__bw_delompr_nacl__1,1.8790601122
ompr__bw_delompr_nacl__2,2.104302506
minspan__wt_ade__1,2.9059285784
minspan__wt_glc__1,1.7384852622
minspan__wt_glc__2,2.1646835388
minspan__wt_glc__3,2.9268363618
minspan__wt_glc__4,2.022991686
minspan__wt_glc_anaero__1,2.0678572064
minspan__wt_glc_anaero__2,3.2837204505
minspan__wt_trp__1,2.8490128893
minspan__bw_delcra_glc__1,2.7230716694
minspan__bw_delcra_glc__2,2.5103110322999997
minspan__bw_delcra_trp__1,3.2948553479
minspan__bw_delmntr__1,1.8479954838000001
minspan__bw_delnac_ade__1,2.8297272594000002
minspan__bw_delnac_glc__1,3.4340069459
cra_crp__wt_ac__1,2.6779333597
cra_crp__wt_ac__2,2.0014819119
cra_crp__wt_fru__1,2.3400405607
cra_crp__wt_fru__2,2.1390198204
cra_crp__delcra_ac__1,2.4583342789
cra_crp__delcra_ac__2,2.1606109014
cra_crp__delcra_fru__1,2.3781766659
cra_crp__delcra_fru__2,2.5980044521
cra_crp__delcra_glc__1,2.3069128803
cra_crp__delcra_glc__2,2.3524170172
rpoB__wt_031__1,2.6487187897
rpoB__wt_044__1,2.1429114825
rpoB__wt_lb__1,2.353485906
rpoB__wt_lb__2,1.6696786512
rpoB__rpoBE546V_031__1,2.5592111905
rpoB__rpoBE546V_044__1,1.5464255556
rpoB__rpoBE546V_lb__1,2.6060928436
rpoB__rpoBE546V_lb__2,2.4820428429
rpoB__rpoBE546V_glc__1,2.1811970832
rpoB__rpoBE672K_glc__1,2.3572183555
rpoB__rpoBE672K_glc__2,2.2118367733
rpoB__rpoBE672K_lb__1,2.7847826738
rpoB__rpoBE672K_lb__2,1.9942003075999999
crp__wt_fru__1,2.4224887147
crp__wt_glyc__1,3.0080923207
crp__wt_glyc__2,3.0042635822
crp__delar1_glyc__1,1.1506228027
crp__delar1_glyc__2,1.5060158478
crp__delar1ar2_glyc__1,1.2229057232
crp__delar1ar2_glyc__2,2.3334922892
crp__delar1ar2_glyc__3,2.2456387609
crp__delar2_glyc__1,1.8348363142
crp__delar2_glyc__2,1.3007844384
crp__delar2_glyc__3,2.4138087976
crp__delcrp_fru__1,2.1671137896
crp__delcrp_fru__2,2.0200826254
crp__delcrp_fru__3,2.3069002067
crp__delcrp_glc__1,1.9887038161000001
crp__delcrp_glc__2,1.6024249941000002
crp__delcrp_glc__3,1.8087581417
crp__delcrp_glyc__1,1.5303064706
crp__delcrp_glyc__2,1.5051745805999999
crp__delcrp_glyc__3,1.032628726
glu__glu_ale3__1,2.0136912176
glu__glu_ale4__1,0.0
glu__glu_ale5__1,0.3489340474
glu__glu_ale6__1,1.2433280163
glu__glu_ale8__1,0.0
glu__glu_ale9__1,0.5178105414
glu__glu_ale10__1,1.6646324933
42c__wt_42c__1,0.9155769666
42c__42c_ale1__1,1.1368740897
42c__42c_ale2__1,1.4583618469
42c__42c_ale3__1,1.4619289638000001
42c__42c_ale4__1,1.2844030576
42c__42c_ale5__1,1.9049251389
42c__42c_ale6__1,0.7320663204000001
42c__42c_ale8__1,1.7841161755
42c__42c_ale9__1,1.2933980078
42c__42c_ale10__1,1.6286454621000002
ssw__wt_ac__1,1.8042887372
ssw__wt_glc__1,2.4292081477
ssw__wt_glyc__1,2.1250552789
ssw__wt_xyl__1,3.2022446751
ssw__glc_ale1__1,2.028839233
ssw__glc_ale2__1,3.0282118889
ssw__glc_ale3__1,0.92295698
ssw__glyc_ale1__1,2.6063407971
ssw__glyc_ale2__1,2.2249292082
ssw__xyl_ale1__1,3.4905805967
ssw__xyl_ale2__1,3.3949459497
ssw__xyl_ale3__1,2.4989119812
ssw__glc_ac_ac2__1,3.0550089833
ssw__glc_ac_glc1__1,3.1601241505
ssw__glc_ac_glc2__1,3.455885032
ssw__glc_glyc_glc__1,2.9815166708
ssw__glc_glyc_glyc__1,2.6641512036
ssw__glc_xyl_glc__1,2.9519262038000003
ssw__glc_xyl_xyl__1,2.4981066187
pgi__glu4_delpgi__1,1.4680964418
pgi__pgi_ale1__1,0.4447838196
pgi__pgi_ale2__1,1.8524858926
pgi__pgi_ale3__1,1.7528416514
pgi__pgi_ale5__1,1.5696665429
pgi__pgi_ale6__1,1.9207279381000002
