,-0.12225191710000001,-0.08150127806666668,-0.040750639033333355,-2.7755575615628914e-17,0.0407506390333333,0.08150127806666661,0.12225191709999995,0.1630025561333333,0.20375319516666662,0.24450383419999994,0.28525447323333325,0.3260051122666666,0.36675575129999993,0.4075063903333333,0.4482570293666666,0.48900766839999993,0.5297583074333332,0.5705089464666665,0.6112595854999998,0.6520102245333331
thresh,-0.061125958550000005,0.061125958550000005,1,,,,,,,,,,,,,,,,,
unreg,1,2,163,5598,140,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
unreg_genes,['PSPTO_4055'],['PSPTO_RS11875' 'PSPTO_RS19070'],[],[],[],['PSPTO_RS25895'],[],[],[],[],[],[],[],[],[],['PSPTO_RS02635'],[],[],[],[]
