,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A
0,algU_regulon__empty_vector,0.0,1.7992991729337482,3.0,0.0,1.6694418236000002,2.0,0.23635355430000002,4.0,-1.9057953779,,,,,,,,,,,,,,,,,,,,,,
1,algU_regulon__algU_overexpression,-1.4495833214999998,0.37524005224648344,3.0,1.0,-1.8774192088000001,3.0,-1.2950154997,5.0,-1.176315256,,,,,,,,,,,,,,,,,,,,,,
2,co_culture__c_viol_40,-0.8269353785,1.279707589772427,4.0,6.0,1.0138921965,20.0,-1.2635110303000001,40.0,-1.1120791142,63.0,-1.9460435660000002,,,,,,,,,,,,,,,,,,,,
3,co_culture__c_viol_12.5,-0.605821162475,1.4486841355060032,4.0,7.0,0.9225840498000001,33.0,-0.3961503772,81.0,-2.5715858262999998,82.0,-0.3781324962,,,,,,,,,,,,,,,,,,,,
4,co_culture__b_thai_30,-1.8540222861499998,0.9175505258605015,4.0,8.0,-1.0262904344,51.0,-3.1296279834,65.0,-1.3922918621,76.0,-1.8678788647000002,,,,,,,,,,,,,,,,,,,,
5,co_culture__b_thai_25,-3.216135629,1.4098574509053576,3.0,9.0,-2.284906496,22.0,-2.5253301774,49.0,-4.8381702136,,,,,,,,,,,,,,,,,,,,,,
6,co_culture__mono_30,-0.75214500235,1.2838156120164648,2.0,10.0,0.1556497227,26.0,-1.6599397274,,,,,,,,,,,,,,,,,,,,,,,,
7,co_culture__b_thai_12.5,0.5715118578666667,0.7465574795791097,3.0,11.0,-0.163712339,54.0,1.3289086476,83.0,0.5493392650000001,,,,,,,,,,,,,,,,,,,,,,
8,co_culture__b_thai_35,-1.4648635724249999,1.172214271523919,4.0,12.0,-1.2192717486,48.0,-3.1698137179,64.0,-0.5227871457000001,78.0,-0.9475816775,,,,,,,,,,,,,,,,,,,,
9,co_culture__mono_25,0.29715216879999995,0.9669129876404878,4.0,13.0,0.7737149756,38.0,1.3763290455,67.0,-0.1622334853,72.0,-0.7992018606,,,,,,,,,,,,,,,,,,,,
10,co_culture__c_viol_30,-1.2773399447,0.05863118850457101,3.0,14.0,-1.2169649994,41.0,-1.2809988337,85.0,-1.334056001,,,,,,,,,,,,,,,,,,,,,,
11,co_culture__c_viol_35,-0.27623302025000007,1.539296523989429,4.0,15.0,-1.0425588103,52.0,-0.4579999189,71.0,-1.5397952439,80.0,1.9354218921,,,,,,,,,,,,,,,,,,,,
12,co_culture__b_thai_40,-0.7720316529,0.9996942469326563,3.0,16.0,0.0617894987,53.0,-0.49760634600000003,77.0,-1.8802781114,,,,,,,,,,,,,,,,,,,,,,
13,co_culture__b_thai_45,-0.8152330863333334,0.9395431403793169,3.0,17.0,-1.1807301659,50.0,-1.5171032363,66.0,0.2521341432,,,,,,,,,,,,,,,,,,,,,,
14,co_culture__b_thai_c_viol_40,-1.0040735700666668,2.0526849278647123,3.0,18.0,-3.2525204735,25.0,-0.5293732549,62.0,0.7696730182,,,,,,,,,,,,,,,,,,,,,,
15,co_culture__mono_35,1.00075044765,3.5124273021993018,4.0,19.0,-1.6782591482,28.0,-1.2860636557,56.0,5.9610725374,73.0,1.0062520571,,,,,,,,,,,,,,,,,,,,
16,co_culture__b_thai_c_viol_45,-2.463441456375,1.6506637975319198,4.0,21.0,-3.7949421677,34.0,-2.0303894905,45.0,-0.3098052065,58.0,-3.7186289608000003,,,,,,,,,,,,,,,,,,,,
17,co_culture__c_viol_25,0.555796699275,2.737544790735436,4.0,23.0,-1.974241423,42.0,4.2652032069,70.0,-0.9356108464,79.0,0.8678358596,,,,,,,,,,,,,,,,,,,,
18,co_culture__mono_45,-0.19755754542499998,1.2792029823918827,4.0,24.0,-0.2797916442,29.0,0.1792611936,68.0,1.1908805708,74.0,-1.8805803019,,,,,,,,,,,,,,,,,,,,
19,co_culture__mono_40,-0.86167168305,1.2429595690275972,4.0,27.0,-2.3563469995,31.0,0.5990060265,69.0,-1.2097988026,75.0,-0.4795469566,,,,,,,,,,,,,,,,,,,,
20,co_culture__b_thai_c_viol_35,-0.28615362745,2.662209179864556,4.0,30.0,-3.6768278066,32.0,2.0081298002,59.0,-1.1344948564,86.0,1.658578353,,,,,,,,,,,,,,,,,,,,
21,co_culture__b_thai_c_viol_25,-1.5957610808,,1.0,35.0,-1.5957610808,,,,,,,,,,,,,,,,,,,,,,,,,,
22,co_culture__b_thai_c_viol_30,-1.090951239825,2.6082610954801115,4.0,36.0,2.1193063636,44.0,-0.22506492460000002,60.0,-3.8522417735000003,61.0,-2.4058046248,,,,,,,,,,,,,,,,,,,,
23,co_culture__mono_12.5,0.0,1.019061071645679,4.0,37.0,0.8488197041000001,46.0,-0.6029588111,57.0,-1.1232250021,84.0,0.8773641091000001,,,,,,,,,,,,,,,,,,,,
