,-0.09474482948390911,0.0,0.09474482948390911,0.18948965896781822,0.28423448845172733,0.37897931793563644,0.47372414741954555,0.5684689769034548,0.6632138063873638,0.7579586358712729,0.8527034653551819,0.9474482948390912,1.0421931243230003,1.1369379538069093,1.2316827832908186,1.3264276127747276,1.4211724422586367,1.5159172717425458,1.6106621012264548,1.705406930710364
thresh,-0.047372414741954555,0.047372414741954555,1,,,,,,,,,,,,,,,,,
unreg,1,4206,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
unreg_genes,['menF'],[],['yeeT'],[],[],['yeeS'],['yeeR'],[],[],['flu'],[],[],[],[],[],[],[],[],[],[]
