,-0.17553950249999997,-0.15213423549999996,-0.12872896849999996,-0.10532370149999995,-0.08191843449999994,-0.058513167499999935,-0.03510790049999993,-0.01170263349999992,0.011702633500000087,0.035107900500000094,0.0585131675000001,0.08191843450000011,0.10532370150000012,0.12872896850000012,0.15213423550000013,0.17553950250000014,0.19894476950000015,0.22235003650000015,0.24575530350000016,0.2691605705000002
thresh,-0.070215801,0.070215801,3,,,,,,,,,,,,,,,,,
unreg,0,0,2,3,1,9,82,2714,2613,98,5,0,0,1,1,0,2,0,0,0
Zur,0,0,0,0,0,3,1,2,1,4,2,2,1,0,1,0,0,0,0,0
Cobalamin,1,1,1,1,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,0
unreg_genes,[],[],['PA1921' 'PA1924'],['nrdG' 'PA1923' 'PA1922'],['nrdD'],[],[],[],[],[],[],[],[],['PA4834'],['PA4835'],[],['PA4836' 'PA4837'],[],[],[]
Zur_genes,[],[],[],[],[],['PA5534' 'PA5535' 'PA5537'],['PA5540'],['PA5539' 'pyrQ'],['amiA'],['PA5536' 'znuB' 'znuC' 'PA0781'],['zur' 'PA5498'],['PA3600' 'PA3601'],['PA4838'],[],['PA4063'],[],[],[],[],[]
Cobalamin_genes,['PA2912'],['PA2911'],['PA2913'],['PA2914'],[],[],[],"['cobV' 'cobN' 'PA2946' 'PA2945' 'PA2947' 'cobJ' 'cobM' 'cobP' 'cobC'
 'PA1274' 'PA1271' 'cobQ' 'cobB' 'cobI' 'cobH']",['cobU' 'PA1280' 'PA2906' 'cobO' 'cobD'],[],[],[],[],[],[],[],[],[],[],[]
