,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,LB__LBexp,-5.8263592442,3.376884006322964,3.0,0.0,-9.707977335,1.0,-4.2066830997,2.0,-3.5644172979,,,,,,,,,,
1,LB__LBtran,6.226687048,3.668834657177506,3.0,3.0,3.0631259224,4.0,10.2486025446,5.0,5.368332677,,,,,,,,,,
2,LB__LBstat,13.077890985566668,2.038395443544968,3.0,6.0,15.0587559522,7.0,13.1884519047,8.0,10.9864650998,,,,,,,,,,
3,LB__LBGexp,-13.277380581566666,0.1890101393331576,3.0,9.0,-13.1711350648,10.0,-13.1654010977,11.0,-13.4956055822,,,,,,,,,,
4,LB__LBGtran,2.37995258115,2.1739587606139126,2.0,12.0,3.9171735628,13.0,0.8427315995,,,,,,,,,,,,
5,LB__LBGstat,6.119856417533334,1.751218784908335,3.0,14.0,8.1309682838,15.0,4.931710702,16.0,5.2968902668,,,,,,,,,,
6,Life Cycle__S0,4.014519775766667,1.5720397652863174,3.0,17.0,4.6961813237,18.0,2.2167016394,19.0,5.1306763642,,,,,,,,,,
7,Life Cycle__S1,-2.6419266926666665,2.0540808574103377,3.0,20.0,-2.4283399429,21.0,-4.7944555573,22.0,-0.7029845778,,,,,,,,,,
8,Life Cycle__S2,-12.061314819933335,2.289943378607039,3.0,23.0,-12.3718539554,24.0,-14.1801417236,25.0,-9.6319487808,,,,,,,,,,
9,Life Cycle__S3,-21.938237763,1.0280841805535093,2.0,26.0,-22.6652030587,27.0,-21.2112724673,,,,,,,,,,,,
10,Life Cycle__S4,-29.07501767613333,1.1131713887527264,3.0,28.0,-28.8519951585,29.0,-30.2828164238,30.0,-28.0902414461,,,,,,,,,,
11,Life Cycle__S5,-34.015412632166665,0.6007633304540139,3.0,31.0,-34.1652605456,32.0,-34.5270684069,33.0,-33.353908944,,,,,,,,,,
12,Life Cycle__S6,-34.515798233925,1.084354335783887,8.0,34.0,-34.7751627868,35.0,-34.4368351676,36.0,-32.5774526913,37.0,-34.5094447375,38.0,-34.1979913067,39.0,-34.049718526,40.0,-35.1436750123,41.0,-36.4361056432
13,Life Cycle__S7,-32.95746184653333,0.10236554914913074,3.0,42.0,-32.99085015,43.0,-32.8425708438,44.0,-33.0389645458,,,,,,,,,,
14,Life Cycle__S8,-32.75816463165,0.331758458964788,2.0,45.0,-32.5235759756,46.0,-32.9927532877,,,,,,,,,,,,
15,Life Cycle__G135,-36.057746925000004,0.8669288745489707,2.0,47.0,-36.670758211,48.0,-35.444735639,,,,,,,,,,,,
16,Life Cycle__G150,-32.17970804953333,1.3648865976438564,3.0,49.0,-32.2164050946,50.0,-33.5258760786,51.0,-30.7968429754,,,,,,,,,,
17,Life Cycle__G180,-36.28946379266667,0.8136336612737582,3.0,52.0,-35.4811095538,53.0,-37.1082760567,54.0,-36.2790057675,,,,,,,,,,
18,Stress Time Course__C30,5.337058025999999,0.009283877166308975,2.0,55.0,5.3436227185,56.0,5.3304933335,,,,,,,,,,,,
19,Stress Time Course__C90,7.899805809,2.1361858897256143,2.0,57.0,6.3892942805,58.0,9.4103173375,,,,,,,,,,,,
20,Biofilm__BI,-12.569649636000001,2.1459927683817113,2.0,59.0,-14.0870956749,60.0,-11.0522035971,,,,,,,,,,,,
21,Biofilm__BC,-41.006711602775,0.6351507712150135,4.0,61.0,-41.36112354,62.0,-41.7178282528,63.0,-40.5490446134,64.0,-40.3988500049,,,,,,,,
22,Biofilm__Sw,-13.51958016235,0.5382366000101941,2.0,65.0,-13.9001709121,66.0,-13.1389894126,,,,,,,,,,,,
23,Life Cycle__BT,-49.1328441519,0.5230886078893634,2.0,67.0,-49.5027236537,68.0,-48.7629646501,,,,,,,,,,,,
24,Life Cycle__B36,-41.65997531645,0.9744555242332175,2.0,69.0,-40.9709312073,70.0,-42.3490194256,,,,,,,,,,,,
25,Life Cycle__B60,-42.05727021765,0.5410401448958418,2.0,71.0,-41.6746970623,72.0,-42.439843373,,,,,,,,,,,,
26,M9__M9exp,-3.33333360913457e-11,0.9126603128318196,3.0,73.0,-0.2723781482,74.0,-0.7454607742,75.0,1.0178389223,,,,,,,,,,
27,M9__M9tran,-3.1109993538333334,0.7371282054859898,3.0,76.0,-3.8734234705,77.0,-3.0574915693,78.0,-2.4020830217,,,,,,,,,,
28,M9__M9stat,-30.0342010685,1.1942639759891729,3.0,79.0,-28.6684543931,80.0,-30.8823573706,81.0,-30.5517914418,,,,,,,,,,
29,Supplement__M+G,3.2509569066999995,4.386308039698146,3.0,82.0,-1.7959863736,83.0,6.1431708189,84.0,5.4056862748,,,,,,,,,,
30,Supplement__Glu,7.208917636300001,1.6901977692529941,3.0,85.0,8.1121131773,86.0,8.2556345391,87.0,5.2590051925,,,,,,,,,,
31,Supplement__Fru,3.186669706,4.6118138561929,3.0,88.0,-2.1213624747,89.0,5.4699799552,90.0,6.2113916375,,,,,,,,,,
32,Supplement__Mal,2.4164607605666664,1.3742740186524163,3.0,91.0,1.5646905064999999,92.0,1.6828224277000001,93.0,4.0018693475,,,,,,,,,,
33,Supplement__G+S,-5.0651121397,0.645549382561464,2.0,94.0,-4.6086397937,95.0,-5.5215844857,,,,,,,,,,,,
34,Supplement__Pyr,-2.4551262136,1.1794557037110507,3.0,96.0,-3.7880619953,97.0,-1.546630621,98.0,-2.0306860245,,,,,,,,,,
35,Supplement__Gly,5.033642433633333,3.1751072362947386,3.0,99.0,5.5436380573,100.0,7.9228828936,101.0,1.63440635,,,,,,,,,,
36,Supplement__Glucon,0.3778470842999999,4.017083025078083,3.0,102.0,1.0682982516,103.0,4.0049525442,104.0,-3.9397095429,,,,,,,,,,
37,Stressors__aero,1.0975546931333333,3.2672347410836373,3.0,105.0,-0.9427637816000001,106.0,-0.6304942575,107.0,4.8659221185,,,,,,,,,,
38,Stressors__nit,-2.1453559405,2.2178874397602533,3.0,108.0,-3.7609960613,109.0,0.38330837360000003,110.0,-3.0583801338,,,,,,,,,,
39,Stressors__ferm,-5.4638841972,1.7131434250386266,3.0,111.0,-6.7715464369,112.0,-3.5246056864,113.0,-6.0955004683,,,,,,,,,,
40,Glc Growth/Exhaust__T-5.40H,4.7263389476,,1.0,114.0,4.7263389476,,,,,,,,,,,,,,
41,Glc Growth/Exhaust__T-4.40H,3.5949682449,,1.0,115.0,3.5949682449,,,,,,,,,,,,,,
42,Glc Growth/Exhaust__T-3.40H,1.1602193832,,1.0,116.0,1.1602193832,,,,,,,,,,,,,,
43,Glc Growth/Exhaust__T-2.40H,1.0013667837,,1.0,117.0,1.0013667837,,,,,,,,,,,,,,
44,Glc Growth/Exhaust__T-1.40H,-0.5241402122000001,,1.0,118.0,-0.5241402122000001,,,,,,,,,,,,,,
45,Glc Growth/Exhaust__T-1.10H,-1.2487815964,,1.0,119.0,-1.2487815964,,,,,,,,,,,,,,
46,Glc Growth/Exhaust__T-0.40H,-0.7614494782,,1.0,120.0,-0.7614494782,,,,,,,,,,,,,,
47,Glc Growth/Exhaust__T0.0H,0.5007087166,,1.0,121.0,0.5007087166,,,,,,,,,,,,,,
48,Glc Growth/Exhaust__T0.30H,-5.8592808467,,1.0,122.0,-5.8592808467,,,,,,,,,,,,,,
49,Glc Growth/Exhaust__T1.0H,-9.4319357856,,1.0,123.0,-9.4319357856,,,,,,,,,,,,,,
50,Glc Growth/Exhaust__T1.30H,-12.9393031715,,1.0,124.0,-12.9393031715,,,,,,,,,,,,,,
51,Glc Growth/Exhaust__T2.0H,-15.7015127267,,1.0,125.0,-15.7015127267,,,,,,,,,,,,,,
52,Glc Growth/Exhaust__T2.30H,-14.7338932308,,1.0,126.0,-14.7338932308,,,,,,,,,,,,,,
53,Glc Growth/Exhaust__T3.0H,-17.3656260967,,1.0,127.0,-17.3656260967,,,,,,,,,,,,,,
54,Glc Growth/Exhaust__T3.30H,-20.2775685564,,1.0,128.0,-20.2775685564,,,,,,,,,,,,,,
55,Glc Growth/Exhaust__T4.0H,-24.0384191396,,1.0,129.0,-24.0384191396,,,,,,,,,,,,,,
56,Glc Growth/Exhaust__T5.0H,-31.4146581374,,1.0,130.0,-31.4146581374,,,,,,,,,,,,,,
57,Stressors__HPh,0.22912554759999995,2.233222157830475,3.0,131.0,1.9946751444,132.0,0.974050713,133.0,-2.2813492146,,,,,,,,,,
58,Stressors__LPh,-1.6610407509666667,1.8642598038008997,3.0,134.0,-0.5130151756,135.0,-0.6580333819,136.0,-3.8120736954,,,,,,,,,,
59,Stressors__LPhT,0.28895870909999993,1.0438672522624943,3.0,137.0,1.0134563665,138.0,0.7609677534,139.0,-0.9075479926000001,,,,,,,,,,
60,Stressors__SMMPr,-0.5513704474333333,1.9512779951709716,3.0,140.0,-0.8771720548,141.0,-2.3192404222,142.0,1.5423011347,,,,,,,,,,
61,Stressors__HiTm,-11.783412229566666,5.013624482527415,3.0,143.0,-17.5466719086,144.0,-8.4273787056,145.0,-9.3761860745,,,,,,,,,,
62,Stressors__LoTm,-25.734724380733336,0.7440607577857333,3.0,146.0,-25.4038319289,147.0,-26.5868357727,148.0,-25.2135054406,,,,,,,,,,
63,Stressors__HiOs,-33.08426274433333,1.8959541691490207,3.0,149.0,-31.4511609724,150.0,-35.1634997209,151.0,-32.6381275397,,,,,,,,,,
64,Stressors__BMM,2.3244245354333333,1.1958435890633146,3.0,152.0,2.9365415362,153.0,3.0902925589,154.0,0.9464395112,,,,,,,,,,
65,Stressors__Heat,-4.7098570689,0.38309654127020637,3.0,155.0,-5.144895135,156.0,-4.4229163482,157.0,-4.5617597235,,,,,,,,,,
66,Stressors__Cold,11.083937867433335,2.0252607032041023,3.0,158.0,13.0885886486,159.0,11.1245469667,160.0,9.038677987,,,,,,,,,,
67,Stressors__Etha,-15.698297431766667,0.7352803341194712,3.0,161.0,-15.9639403147,162.0,-16.263840196,163.0,-14.8671117846,,,,,,,,,,
68,Stress Time Course__SMM,6.2249642884666665,0.18174096724452676,3.0,164.0,6.0895321563,165.0,6.1538517467,166.0,6.4315089624,,,,,,,,,,
69,Stress Time Course__Salt,-9.546115111466667,0.23232145152214592,3.0,167.0,-9.7151043508,168.0,-9.6420511837,169.0,-9.2811897999,,,,,,,,,,
70,Stress Time Course__Mt0,-11.9434204965,4.594226266998504,2.0,170.0,-8.6948119488,171.0,-15.1920290442,,,,,,,,,,,,
71,Stress Time Course__M0t45,2.634380957266667,2.4521651192441336,3.0,172.0,5.4250619643,173.0,1.6539963668,174.0,0.8240845407,,,,,,,,,,
72,Stress Time Course__M0t90,11.2117978355,1.8621532882664713,3.0,175.0,10.844906337,176.0,13.2300890388,177.0,9.5603981307,,,,,,,,,,
73,Stress Time Course__M40t45,2.9710256268666666,3.3745680174499912,3.0,178.0,3.2506191021,179.0,6.1970987502,180.0,-0.5346409717,,,,,,,,,,
74,Stress Time Course__M40t90,8.033063664666667,1.9470897718161617,3.0,181.0,8.9224574373,182.0,9.376632032,183.0,5.8001015247000005,,,,,,,,,,
75,Stress Time Course__dia0,-3.5115060189666667,2.2392506151877485,3.0,184.0,-5.5320393272,185.0,-3.898496385,186.0,-1.1039823447,,,,,,,,,,
76,Stress Time Course__dia5,-7.534943209233334,0.899353430255281,3.0,187.0,-8.0620164354,188.0,-8.0463143024,189.0,-6.4964988899,,,,,,,,,,
77,Stress Time Course__dia15,-9.976485153266667,1.5059498694920008,3.0,190.0,-11.599638226,191.0,-8.6246164864,192.0,-9.7052007474,,,,,,,,,,
78,Stressors__Diami,-7.5772587733,2.5592458363312183,3.0,193.0,-8.5793611745,194.0,-4.6685983158,195.0,-9.4838168296,,,,,,,,,,
79,Stressors__Paraq,-10.426851043033333,1.609200819149777,3.0,196.0,-11.1454797727,197.0,-8.5835532423,198.0,-11.5515201141,,,,,,,,,,
80,Stressors__H2O2,-15.295238976833332,1.7828559834347781,3.0,199.0,-14.1503987567,200.0,-14.3859097456,201.0,-17.3494084282,,,,,,,,,,
81,Stressors__Oxctl,-9.9166981518,0.3900110935051863,3.0,202.0,-9.9977148063,203.0,-10.2598379437,204.0,-9.4925417054,,,,,,,,,,
82,Carbon Transition__GM-0.1,8.2974248228,3.4794303394385135,3.0,205.0,5.027165854,215.0,7.9112947507,225.0,11.9538138637,,,,,,,,,,
83,Carbon Transition__GM-0.2,8.140814701566667,5.261021395780411,3.0,206.0,2.8875715908,216.0,8.1252924794,226.0,13.4095800345,,,,,,,,,,
84,Carbon Transition__GM+5,8.5641929567,2.6120437045512834,3.0,207.0,5.8851707995,217.0,8.703744650400001,227.0,11.1036634202,,,,,,,,,,
85,Carbon Transition__GM+15,8.925385692333334,2.5904953383892764,3.0,208.0,6.2196968465,219.0,9.1736478411,229.0,11.3828123894,,,,,,,,,,
86,Carbon Transition__GM+25,11.4743719374,1.3896861151725748,3.0,209.0,10.5206579412,220.0,13.0688378603,230.0,10.8336200107,,,,,,,,,,
87,Carbon Transition__GM+45,8.326353544666667,1.7286368558834784,3.0,210.0,7.237530444,221.0,10.3195692816,231.0,7.4219609084,,,,,,,,,,
88,Carbon Transition__GM+60,8.052224181433333,0.4294578837936776,3.0,211.0,7.8309963222,222.0,8.5471917889,232.0,7.7784844332,,,,,,,,,,
89,Carbon Transition__GM+90,10.0375752806,2.58453158461096,3.0,212.0,7.0557142839,223.0,11.4227595775,233.0,11.6342519804,,,,,,,,,,
90,Carbon Transition__GM+120,6.36448493345,4.59214617868775,2.0,213.0,3.1173472303,234.0,9.6116226366,,,,,,,,,,,,
91,Carbon Transition__GM+150,5.454889780799999,4.642340714261318,3.0,214.0,4.3059246273,224.0,1.4949223783,235.0,10.5638223368,,,,,,,,,,
92,Carbon Transition__GM+10,9.8787237025,0.5214442876382566,2.0,218.0,10.2474404943,228.0,9.5100069107,,,,,,,,,,,,
