,Value,list
TF,SigD,
reg_genes,150,"['S454' 'S949' 'cwlS' 'S1488' 'csrA' 'xkdA' 'ytlQ' 'swrB' 'S582' 'S748'
 'yvbI' 'yjcM' 'cgeD' 'hpf' 'ytlP' 'yvaQ' 'amyX' 'swrAA/2' 'yabR' 'tlpA'
 'divIC' 'S431' 'yqaS' 'comFC' 'S1190' 'tlpC' 'S1344' 'yviE' 'yabN' 'dltE'
 'S1468' 'S1493' 'yabP' 'yabQ' 'S432' 'yabO' 'dltA' 'yoyG' 'ytlR' 'S1345'
 'minJ' 'comFA' 'S434' 'yxkH' 'nfrA' 'cgeC' 'swrA' 'ylqH' 'dltD' 'yabM'
 'sigA' 'S1402' 'fliW' 'cgeE' 'dltC' 'dltB' 'S1480' 'ywcH' 'sigD' 'S1479'
 'comFB' 'S429' 'ywzH' 'S578']"
comp_genes,94,['S418' 'yonS' 'S144' 'S1369' 'S1133' 'yolB' 'yolA' 'yomK']
both_genes,86,"['fliT' 'hag' 'fliH' 'flhO' 'fliF' 'cheY' 'cwlQ' 'yjcP' 'mcpA' 'fliQ'
 'yvyC' 'S584' 'fliP' 'fliJ' 'cheA' 'rnhB' 'fliD' 'flgD' 'flhB' 'S585'
 'yfmT' 'rnaC' 'fliI' 'motA' 'fliK' 'S1346' 'fliR' 'tlpB' 'flgL' 'lytB'
 'fliZ' 'lytD' 'flhP' 'cheB' 'S1352' 'flgK' 'yxkC' 'fliM' 'fliS' 'yqaR'
 'mcpC' 'lytF' 'S1492' 'hemAT' 'epr' 'yoaH' 'cheV' 'S1353' 'S479' 'cheC'
 'flgM' 'fliY' 'cheD' 'smiA' 'S1404' 'cheW' 'mcpB' 'flgC' 'fliE' 'sivC'
 'yscB' 'degR' 'S1350' 'flgE' 'fliL' 'yvyG' 'flgB' 'motB' 'dgcW' 'yfmS'
 'yvyF' 'S694' 'lytC' 'pgdS' 'ylqG' 'lytA' 'flhA' 'yjcQ' 'flhF' 'fliG'
 'S1351' 'yjfB' 'ybdO' 'flhG' 'ylxF' 'swrD']"
reg_genes2,0,
comp_genes2,0,
both_genes2,0,
reg_ops,60,
comp_ops,37,
both_ops,35,
