,-0.03421984102747069,-0.011406613675823567,0.01140661367582356,0.03421984102747069,0.05703306837911781,0.07984629573076493,0.10265952308241208,0.1254727504340592,0.14828597778570632,0.17109920513735344,0.19391243248900056,0.2167256598406477,0.23953888719229485,0.2623521145439419,0.28516534189558906,0.3079785692472362,0.33079179659888336,0.3536050239505305,0.37641825130217754,0.3992314786538247
thresh,-0.04562645470329425,0.04562645470329425,2,,,,,,,,,,,,,,,,,
unreg,25,2489,1737,25,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
CymR,0,4,12,4,2,2,1,3,2,4,1,1,1,5,0,0,0,0,0,0
unreg_genes,[],[],[],[],['luxS' 'ycgL' 'yjnA' 'cah'],['yxxB'],[],['yhcN' 'yxeR'],[],[],[],[],[],[],[],[],[],[],[],[]
CymR_genes,[],['ygaN' 'ytnM' 'ribR' 'ssuB'],"['ssuD' 'snaA' 'tcyM' 'cmoI' 'ssuA' 'cmoO' 'sndA' 'cmoJ' 'ssuC' 'mtnN'
 'calJ' 'tcyK']",['tcyL' 'tcyN' 'tcyJ' 'yrrT'],['ydbM' 'sirC'],['sirB' 'cysK'],['yrhC'],['mccA' 'cysH' 'cysP'],['mccB' 'sumT'],['ascR' 'yezD' 'cysC' 'sat'],['tcyP'],['yxeQ'],['sndB'],['yxeK' 'yxeO' 'snaB' 'yxeM' 'yxeN'],[],[],[],[],[],[]
