,Value,list
TF,CymR,
reg_genes,42,"['ytnM' 'ssuA' 'mtnN' 'ssuD' 'yrrT' 'ribR' 'ssuC' 'calJ' 'ygaN' 'ssuB'
 'tcyN' 'tcyK' 'tcyM' 'cmoJ' 'tcyL' 'snaA' 'tcyJ' 'sndA' 'cmoO' 'cmoI']"
comp_genes,29,['ycgL' 'luxS' 'yhcN' 'yxxB' 'cah' 'yxeR' 'yjnA']
both_genes,22,"['tcyP' 'sumT' 'ydbM' 'cysC' 'yxeQ' 'cysH' 'yxeK' 'yxeO' 'sirB' 'yrhC'
 'cysP' 'ascR' 'sat' 'yezD' 'yxeM' 'sirC' 'sndB' 'cysK' 'mccA' 'mccB'
 'snaB' 'yxeN']"
reg_genes2,0,
comp_genes2,0,
both_genes2,0,
