,A,CymR
R2,,0.01795153158135787
xmin,,-2.625729702890358
xmid,,
xmax,,1.4509888761349383
ystart,,1.7758545742947698
yend,,-3.6259550531418174
amb:ctrl:1,1.3745828008819174,0.024521560359136
amb:ctrl:2,-0.9570068931024712,-0.1165293159695091
amb:ctrl:3,-0.41757590777941656,0.09200775561037401
amb:amb:1,4.090928839724952,-0.1739666717307724
amb:amb:2,-1.0125470723081802,-0.17545759620274204
amb:amb:3,-1.1840319031286974,0.11389667396922755
ave1:ctrl_5m:1,0.03677208953354842,0.0703518801766867
ave1:vdave1_5m:1,-0.06778097299960405,-0.07192522152305436
ave1:ctrl_20m:1,2.9557236009509134,-0.056435523828420216
ave1:vdave1_20m:1,7.9209475959116125,0.1786921868793474
ave1:supernatant_5m:1,-0.16089595461846468,-0.12846567338527315
ave1:vnave1_20m:1,2.952013577608628,0.04682727841557277
ave1:supernatant_20m:1,2.313207158990406,-0.09695100272613112
ave1:ctrl_5m:2,-0.03677208953355784,-0.0703518801766867
ave1:vdave1_5m:2,0.975033785080213,-0.15598631184079714
ave1:ctrl_20m:2,3.463910275626735,0.14329987697163735
ave1:vdave1_20m:2,8.373976192478018,0.1765517788458162
ave1:supernatant_5m:2,0.02617964727972133,-0.0009437225983024432
ave1:vnave1_20m:2,2.4172845910277574,0.20283791126415893
ave1:supernatant_20m:2,3.379691044632315,0.2009957167151457
biofilm_time:8h:1,-0.6474564227526983,-0.07056998671238103
biofilm_time:8h:2,0.3543195367378983,-0.018442785189451527
biofilm_time:8h:3,0.1688534792494979,0.06052769370404665
biofilm_time:8h:4,0.12428340676529635,0.02848507819778323
biofilm_time:12h:1,-1.4328363342099857,-0.6919538177234514
biofilm_time:12h:2,-2.39303017632285,-0.34042403415871103
biofilm_time:12h:3,-2.414676463406477,-0.4667962052971859
biofilm_time:12h:4,-1.7092807141798918,-0.7522149444569886
biofilm_time:16h:1,-3.965539212816652,-0.6433356288840955
biofilm_time:16h:2,-3.8639609376708375,-0.9230948415860992
biofilm_time:16h:3,-4.777719928461264,-0.9238237891613696
biofilm_time:16h:4,-4.849907844463676,-0.9619183104881
biofilm_time:20h:1,-8.606476003388718,-0.5519597931783649
biofilm_time:20h:2,-4.388290431700509,-0.7837423617082866
biofilm_time:20h:3,-9.679231419803527,-0.4428894096253764
biofilm_time:20h:4,-6.844404851198972,-0.5405510203607199
biofilm_time:24h:1,-6.541607651576879,-0.8653600430838644
biofilm_time:24h:2,-4.691720501480468,-0.4256693511994989
biofilm_time:24h:3,-7.278185873935463,-0.6770641958518331
biofilm_time:24h:4,-7.624372449752634,-0.5188141057994091
biofilm_time:28h:1,-11.177954671452506,-0.23635903948848114
biofilm_time:28h:2,-9.109114284670945,-0.27580363115575235
biofilm_time:28h:3,-8.31455709003826,-0.16545582347051013
biofilm_time:28h:4,-9.297529556182415,-0.3421653340769071
biofilm_time:32h:1,-10.408118966418913,-0.050107037980995806
biofilm_time:32h:2,-11.878493269288885,0.09050042605668727
biofilm_time:32h:3,-12.145641852362385,0.11464770747360298
biofilm_time:32h:4,-11.524622582799957,0.10563629844940436
codY:wt:1,0.6452611098827462,-0.0722282843826676
codY:wt:2,-0.645261109882741,0.0722282843826676
codY:ctrl:1,3.716433299403596,-0.13601080627277273
codY:ctrl:2,2.038598112749623,-0.31306225903818685
codY:codYR61K:1,2.5364485798600014,0.0147679759453343
codY:codYR61K:2,1.5939841322208363,-0.09060162853738253
codY:codYR61H:1,4.260740235016324,-0.1332420654588482
codY:codYR61H:2,1.6692100801243457,-0.28804955119433817
codY:codYF71Y:1,1.5189820556546338,-0.19091893493466827
codY:codYF71Y:2,1.260931450329283,-0.01079727256515639
decay:wt:1,-0.3204095500776802,-0.2348047883091784
decay:wt:2,-0.41355344819694456,0.2586191577760495
decay:wt:3,0.733962998274592,-0.02381436946687021
decay:delpnpA:1,1.4434315386859942,0.3317703249792441
decay:delpnpA:2,0.10810083028445217,0.4567567893813509
decay:delpnpA:3,0.6567479835916266,0.3763984373065634
ecm_tasA:deltasA:1,1.7069370603402014,-0.05114432734127483
ecm_tasA:deltasA:2,0.3942634966362384,0.2940913216609964
ecm_tasA:deltasA:3,1.0770835545189636,-0.015145368908415337
ecm_tasA:delcssRS:1,-5.3271911284419176,0.8596318512933765
ecm_tasA:delcssRS:2,-3.031132962700815,0.39765733368146
ecm_tasA:delcssRS:3,-4.6086543733234,0.5261071274817626
ecm_tasA:wt:1,-0.13743642446131754,-0.023485746857295986
ecm_tasA:wt:2,0.13743642446131232,0.023485746857295098
heatshock:wt_37C:1,-1.016448216228858,-0.14229444719872042
heatshock:wt_37C:2,-1.975165297973131,0.0658898330419948
heatshock:wt_37C:3,2.9916135142020233,0.07640461415672561
heatshock:wt_48C:1,-3.619380816037885,0.7103957307365381
heatshock:wt_48C:2,-3.851725441531222,0.6500697259724504
heatshock:wt_48C:3,-4.0642945372301,0.6519919082063783
heatshock:wt_53C:1,1.7269394776510771,-0.4601914926005275
heatshock:wt_53C:2,1.1033278449733088,-0.6417695294220884
heatshock:wt_48_53C:1,-4.3200420384129465,1.131710682027018
heatshock:wt_48_53C:2,-4.109769777320112,0.7871776655125302
heatshock:wt_48_53C:3,-4.475197298565306,0.6536660105939127
heatshock:delrelA_37C:1,5.696319458196054,-0.5931019587749233
heatshock:delrelA_37C:2,4.826064468692248,-0.8139079616732339
heatshock:delrelA_48C:1,2.377510023142721,-0.6355447619480028
heatshock:delrelA_48C:2,1.2753449312502598,-0.7139406869148548
heatshock:delrelA_48C:3,1.894534128436052,-1.5337103753043655
heatshock:ppGpp_null_37C:1,10.616182427226402,-0.8295135917939138
heatshock:ppGpp_null_37C:2,-1.6382478938345904,-0.1128039672041794
heatshock:ppGpp_null_37C:3,1.764240399844556,-0.5034147720401396
heatshock:ppGpp_null_48C:1,-6.524474007790292,-0.2222438733234462
heatshock:ppGpp_null_48C:2,-3.802571024181847,0.2427001725327749
heatshock:ppGpp_null_48C:3,-6.172046561407098,0.7452388160937033
ldar:yfiJKplus:1,-1.2826536717451649,-0.889681880014078
ldar:yfiJKplus:2,-0.17786849656882905,-1.196569228480036
ldar:yfiJ_A152E:1,-1.1334941164399883,-0.9543324521170408
ldar:yfiJ_A152E:2,1.0312282445293075,-1.0207625060340568
ldar:wt:1,0.5630790677657586,-0.06562540644518577
ldar:wt:2,-0.8915500532619071,0.04823018008005775
ldar:wt:3,0.32847098549612475,0.017395226365127137
mk7:shake:1,0.9126278759190544,-0.08283191639399412
mk7:shake:2,0.6478295639272524,0.06224074684470082
mk7:shake:3,-0.5967907493402607,-0.03886416498528966
mk7:shake:4,-0.9636666905060288,0.059455334534579414
mk7:static:1,19.42463885973037,-2.2687081724516363
mk7:static:2,19.509858813522822,-2.1221084761422957
mk7:static:3,10.597548668836787,-2.1062625175583958
mk7:static:4,10.487118290063247,-1.8236858195068173
nusA:nusA_induced:1,5.931619046788574,0.5418701397822625
nusA:nusA_induced:2,6.328327000909728,0.7353545274918236
nusA:nusA_induced:3,6.8960324697664115,0.9635969192910911
nusA:nusA_induced:4,5.3219701781390905,-0.07228068163231871
nusA:nusA_induced:5,5.396911966678927,-0.4614915876647636
nusA:nusA_induced:6,4.809606677365776,-0.6174485100253051
nusA:no_nusA:1,0.3773551596862109,0.33847341023655186
nusA:no_nusA:2,-0.2817874290991974,0.3194702130898053
nusA:no_nusA:3,-0.15253346591945802,-0.10497741927496483
nusA:no_nusA:4,0.11044759407850778,-0.15952176940837148
nusA:no_nusA:5,-0.3563837519693911,-0.27307586841801346
nusA:no_nusA:6,0.30290189322331723,-0.12036856622499847
pamR:wt_exp:1,-5.473443110871437,-0.21482718305755102
pamR:wt_exp:2,5.4734431108714405,0.21482718305755188
pamR:delydhC_exp:1,-5.562452640528608,-1.9096554061306852
pamR:delydhC_exp:2,-6.2794980710789,-0.6752576688199792
pamR:delydhC_exp:3,-6.314185160020692,-0.4254662775053175
pamR:wt_stat:1,1.2256660278828817,-1.5265889150538428
pamR:wt_stat:2,1.095126800746178,-1.6346623797639843
pamR:wt_stat:3,-1.1053680035509093,-2.4806435837847083
pamR:delydhC_stat:1,-2.8623574493531425,-1.6848473863441988
pamR:delydhC_stat:2,-3.0876009068609527,-2.2009737677461683
rho_strains:ncib3610:1,-1.8319232323161168,-0.11725109588602578
rho_strains:ncib3610:2,1.8319232323161128,0.11725109588602667
rho_strains:ncib3610_delrho:1,-12.100242557625101,0.5482753226352717
rho_strains:ncib3610_delrho:2,0.9109460205399548,0.7036336752259018
rnase_j1:delrnjA:1,-5.343789334998065,1.1612276865445221
rnase_j1:delrnjA:2,-7.395206159261317,1.4509888761349383
rnase_j1:delrnjA:3,-8.146972463947138,1.1820032937690872
rnase_j1:wt:1,11.598035230096615,-0.3987168483061652
rnase_j1:wt:2,-5.755707834793345,-0.11012612824752743
rnase_j1:wt:3,-5.842327395303259,0.5088429765536926
sigI:delrsgI_37C:1,-4.080956651946367,-0.08586540162367662
sigI:delrsgI_37C:2,-1.8361263315098608,0.08163393121124063
sigI:delrsgI_37C:3,1.2937037704549526,-0.2982303334668934
sigI:delrsgI_52C:1,-2.1324119089761893,0.6958887413176669
sigI:delrsgI_52C:2,-5.025128678273244,0.7033349510444333
sigI:delrsgI_52C:3,-5.983304386846482,0.6054870128738097
sigI:delrsgI_sigI_37C:1,-1.9992858016049484,0.006309439502206082
sigI:delrsgI_sigI_37C:2,4.2360158511488395,-0.0646399864705911
sigI:delrsgI_sigI_37C:3,-2.7509941263676208,-0.11398127125006675
sigI:delrsgI_sigI_52C:1,2.158040172871498,0.8754895829042573
sigI:delrsgI_sigI_52C:2,-3.8163801313234087,0.9734464990585936
sigI:delrsgI_sigI_52C:3,-4.168157834090615,1.001442867549593
sigI:wt_37C:1,-0.6503391861999076,-0.08435885060197545
sigI:wt_37C:2,2.644840610281753,0.0693831723135947
sigI:wt_37C:3,-1.9945014240818235,0.014975678288383419
sigI:wt_52C:1,3.2359485385780262,0.8174095423877539
sigI:wt_52C:2,-5.159568831468853,1.0899432530790891
sigI:wt_52C:3,4.492553725133428,0.8503542413573886
spbeta:spbeta_nopep_20m:1,-7.4894935333371375,0.38685845126928703
spbeta:spbeta_pep_20m:1,-7.022189076845208,0.21855953407663972
spbeta:spbeta_nopep_20m:2,-6.873478124857428,0.3001886928081232
spbeta:spbeta_pep_20m:2,-6.458271702481255,0.5350800286801176
spbeta:phi3T_pep_10m:1,10.542305420378836,-0.15132892895156402
spbeta:phi3T_pep_20m:1,-7.1321021376929705,0.1268569625163698
spbeta:phi3T_nopep_10m:1,10.33528428194994,-0.18610101203478013
spbeta:phi3T_nopep_20m:1,-8.553789723013317,0.12507844860345596
spbeta:phi3T_pep_10m:2,-4.57263914367585,0.04765997984461645
spbeta:phi3T_pep_20m:2,-5.736809317050103,-0.07075042721621827
spbeta:phi3T_nopep_10m:2,-2.9351394917110074,0.04993908314076556
spbeta:phi3T_nopep_20m:2,-5.925082294380088,-0.09422630085116168
spbeta:phi3T_pep_10m:3,-5.9696662767029975,0.10366894910694756
spbeta:phi3T_pep_20m:3,-8.403043976464815,0.12531242691065805
spbeta:phi3T_nopep_10m:3,-7.121510083477897,-0.13776485848799336
spbeta:phi3T_nopep_20m:3,-7.888124589936683,-0.10784714146524976
spore_genes:wt_0h:1,2.0450585358644005,0.11701202156309165
spore_genes:delyphF_0h:1,-2.2641143451691472,0.16642643158009562
spore_genes:delyphF_0h:2,-1.6924570106176404,0.057788418306949474
spore_genes:delyphF_0h:3,-2.932893156165484,-0.34407101430546305
spore_genes:delygaB_0h:1,-9.614702652180098,-0.6226111652120245
spore_genes:delygaB_0h:2,-10.720696234631973,-0.7731352390105809
spore_genes:delygaB_0h:3,-10.231230127903665,-0.9468205201382968
spore_genes:wt_3h:1,-17.384667918722872,0.0015984447244070663
spore_genes:wt_3h:2,-17.257753847349946,0.17372475681750646
spore_genes:wt_3h:3,-17.370593095487607,0.10765581983831662
spore_genes:delyizD_3h:1,-17.225053419538405,0.22025417825892912
spore_genes:wt_0h:2,-1.0641768951712982,-0.0586349376212576
spore_genes:delyizD_3h:2,-17.57088393469526,0.2832353205407179
spore_genes:delyizD_3h:3,-17.059207412543106,0.2389374707169241
spore_genes:delykzB_3h:1,-16.051599262126736,-0.06270697044481377
spore_genes:delykzB_3h:2,-15.04829053101141,0.2472548181905099
spore_genes:delykzB_3h:3,-16.493697900096688,0.2878805019644801
spore_genes:delyphF_3h:1,-17.208639661851322,-0.3643602886674424
spore_genes:delyphF_3h:2,-17.423594022416527,-0.2414533033783819
spore_genes:delyphF_3h:3,-16.720486919953867,-0.08206650011110561
spore_genes:delygaB_3h:1,-17.23261162744245,0.21662640986867387
spore_genes:delygaB_3h:2,-16.845153809992677,0.2924146398937486
spore_genes:wt_0h:3,-0.980881640693108,-0.058377083941832275
spore_genes:delygaB_3h:3,-16.85966479067702,0.21892497461196656
spore_genes:delyizD_0h:1,-2.55697264228599,0.4252355578592715
spore_genes:delyizD_0h:2,-1.4693843166570075,-0.005822520286855593
spore_genes:delyizD_0h:3,-1.9272260542922184,-1.9272845859047552
spore_genes:delykzB_0h:1,-3.74107302404428,-0.2871408210021995
spore_genes:delykzB_0h:2,-0.9549232159715144,-0.9598379977721044
spore_genes:delykzB_0h:3,-4.653377787277842,-0.32996045088048304
swarming:comIQ12L:1,-0.3629338101532665,-0.07271477189233178
swarming:comIQ12L:2,-0.2451580485949012,0.08973342320690314
swarming:comIQ12L:3,0.6080918587481863,-0.017018651314569592
swarming:comIQ12L_delefp:1,-1.635006374657466,-0.08864716662874894
swarming:comIQ12L_delefp:2,-1.1867681896716085,0.12243211437909984
swarming:comIQ12L_delefp:3,-0.629048262887412,-0.010924034366545321
swarming:comIQ12L_delefp_fliYS164A:1,-2.0247529209281114,-0.19179944666498727
swarming:comIQ12L_delefp_fliYS164A:2,-0.2757890861822272,-0.05348534186253584
swarming:comIQ12L_delefp_fliYS164A:3,-1.0850453027821008,-0.036321122758636186
swarming:comIQ12L_delefp_nusGN21S:1,-1.3013436437361243,0.11070113428785876
swarming:comIQ12L_delefp_nusGN21S:2,-1.1381124649060887,-0.3493156382908173
swarming:comIQ12L_delefp_nusGN21S:3,-0.4258535966913128,0.07127141108103885
synant49:ctrl:1,1.3745978331424025,0.0245216537387849
synant49:ctrl:2,-0.9569783696922921,-0.11652931512316655
synant49:ctrl:3,-0.41761946345012896,0.092007661384379
synant49:synant49:1,1.4256266563834694,-0.4812599341985066
synant49:synant49:2,3.3174283899790877,-1.4088333033664036
synant49:synant49:3,3.3653905984090287,-1.2215409527271968
tasA:wt_72h:1,-0.3575118931969896,0.2684990508790479
tasA:wt_72h:2,-3.1438776492355816,-0.09838714010484306
tasA:deltasA_72h:1,3.8264986500019,0.6038856040480214
tasA:deltasA_72h:2,3.4156609058140366,0.4725324269093774
tasA:wt_24h:1,3.933946782320592,-0.14462231005459358
tasA:wt_24h:2,-3.9339467823206014,0.14462231005459358
tasA:wt_48h:1,1.0198687498509054,0.6341725993001113
tasA:wt_48h:2,0.3140686477437505,0.8079046268897914
tasA:deltasA_24h:1,9.374865264836854,0.9673847261622974
tasA:deltasA_24h:2,9.819389000085707,1.035504272932947
tasA:deltasA_48h:1,8.696588671420798,0.9235208732995835
tasA:deltasA_48h:2,8.787679408785321,0.8531518930102724
yacP:wt:1,9.818438912171477,-0.026898905703670373
yacP:delyacP:1,9.947519215259346,-0.3468341288916337
yacP:yacP_induced:1,4.818423147873321,0.15310079738071813
yacP:yacP_no_induce:1,2.7241630660213967,0.15293354454467956
yacP:wt:2,-5.7873051088110365,-0.0934316853415842
yacP:delyacP:2,-2.2829134624655687,-0.07224214499341919
yacP:yacP_induced:2,10.06443644855004,0.21520298598356646
yacP:yacP_no_induce:2,10.062713832341679,0.4017951129987161
yacP:wt:3,-4.031133803360446,0.12033059104525368
yacP:delyacP:3,-3.6889782088414673,0.09718413116290048
yacP:yacP_induced:3,3.815442790931213,0.15534570349920074
yacP:yacP_no_induce:3,1.4788959467243077,0.20293595198299208
yonO:wt:1,0.4876016567691071,-0.6413323248372791
yonO:wt:2,-0.20638298398681146,0.3675993495282066
yonO:wt:3,-0.2812186727823153,0.2737329753090725
yonO:wt_mmc:1,0.5049132658273117,-2.2744490052229884
yonO:wt_mmc:2,-0.031874207371235634,-1.9958084624728496
yonO:wt_mmc:3,0.7204952350324646,-1.7086457807260698
yonO:delyonO:1,-0.5720953772757856,0.5698008466981186
yonO:delyonO:2,6.45779463200121,0.17747479046265724
yonO:delyonO:3,0.4704405191854512,-0.5663335573683383
yonO:delyonO_mmc:1,0.04412458748123384,-1.89497042085548
yonO:delyonO_mmc:2,0.26488245215202044,-2.493137373686857
yonO:delyonO_mmc:3,1.1773530203093765,-2.625729702890358
yydF:ctrl:1,-0.1787195711794235,-0.09026656321850712
yydF:ctrl:2,-0.04595813311359169,-0.044841613443858286
yydF:ctrl:3,0.2246777042930208,0.13510817666236452
yydF:yydF:1,-1.1467714444720476,0.1418692774550907
yydF:yydF:2,-1.0303526241268548,0.2291828701086107
yydF:yydF:3,-1.517776282446929,0.2583608131557229
