,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X
0,M9__M9exp,14.559566666666667,0.2990813657407181,3.0,0.0,14.9042,1.0,14.4065,2.0,14.368,,,,,,,,,,
1,M9__M9tran,13.951066666666668,0.2229920252684686,3.0,3.0,13.8693,4.0,13.7805,5.0,14.2034,,,,,,,,,,
2,M9__M9stat,12.547466666666667,0.11365660268252545,3.0,6.0,12.656,7.0,12.5571,8.0,12.4293,,,,,,,,,,
3,Carbon Transition__MG-0.1,14.498233333333333,0.9578652114641877,3.0,9.0,14.7818,10.0,13.4306,11.0,15.2823,,,,,,,,,,
4,Carbon Transition__MG-0.2,14.494399999999999,0.05473006486383809,2.0,12.0,14.5331,13.0,14.4557,,,,,,,,,,,,
5,Carbon Transition__MG+5,14.446800000000001,0.125536289573971,3.0,14.0,14.5908,15.0,14.3892,16.0,14.3604,,,,,,,,,,
6,Carbon Transition__MG+10,14.6484,0.9180135946705793,3.0,17.0,15.338,18.0,15.0008,19.0,13.6064,,,,,,,,,,
7,Carbon Transition__MG+15,14.7139,0.31318416307342295,3.0,20.0,14.4687,21.0,14.6063,22.0,15.0667,,,,,,,,,,
8,Carbon Transition__MG+25,14.669466666666667,0.49751097810333117,3.0,23.0,15.012,24.0,14.0988,25.0,14.8976,,,,,,,,,,
9,Carbon Transition__MG+45,14.580999999999998,0.669901836092423,3.0,26.0,14.4417,27.0,13.9917,28.0,15.3096,,,,,,,,,,
10,Carbon Transition__MG+60,14.59185,0.2566090508925992,2.0,29.0,14.4104,30.0,14.7733,,,,,,,,,,,,
11,Carbon Transition__MG+90,14.519,0.1995455336508434,2.0,31.0,14.3779,32.0,14.6601,,,,,,,,,,,,
12,Carbon Transition__MG+120,13.903066666666668,0.28608932754182426,3.0,33.0,13.7277,34.0,14.2332,35.0,13.7483,,,,,,,,,,
13,Carbon Transition__MG+150,14.271899999999999,0.21411193334328626,2.0,36.0,14.1205,37.0,14.4233,,,,,,,,,,,,
14,Carbon Transition__GM-0.1,14.600066666666669,0.3338423629998649,3.0,38.0,14.2812,39.0,14.9471,40.0,14.5719,,,,,,,,,,
15,Carbon Transition__GM-0.2,14.347,0.43367145398331125,3.0,41.0,14.0371,42.0,14.1613,43.0,14.8426,,,,,,,,,,
16,Carbon Transition__GM+5,14.692366666666667,0.49766906005229283,3.0,44.0,14.1643,45.0,14.7601,46.0,15.1527,,,,,,,,,,
17,Carbon Transition__GM+10,14.198699999999999,0.22881975439196733,2.0,47.0,14.3605,48.0,14.0369,,,,,,,,,,,,
18,Carbon Transition__GM+15,14.334366666666668,0.21627726032418038,3.0,49.0,14.5839,50.0,14.2009,51.0,14.2183,,,,,,,,,,
19,Carbon Transition__GM+25,14.804533333333334,0.4717575895874206,3.0,52.0,15.1865,53.0,14.9499,54.0,14.2772,,,,,,,,,,
20,Carbon Transition__GM+45,14.028866666666667,0.7456598844871121,3.0,55.0,14.8698,56.0,13.7685,57.0,13.4483,,,,,,,,,,
21,Carbon Transition__GM+60,14.005566666666667,0.6573489281449642,3.0,58.0,14.7541,59.0,13.5223,60.0,13.7403,,,,,,,,,,
22,Carbon Transition__GM+90,14.5633,0.6605773005485426,3.0,61.0,14.8754,62.0,15.01,63.0,13.8045,,,,,,,,,,
