,-0.058619132687268746,-6.938893903907228e-18,0.05861913268726873,0.11723826537453748,0.17585739806180622,0.23447653074907493,0.2930956634363437,0.3517147961236124,0.41033392881088115,0.4689530614981499,0.5275721941854187,0.5861913268726874,0.6448104595599562,0.7034295922472249,0.7620487249344936,0.8206678576217624,0.8792869903090311,0.9379061229962998,0.9965252556835686,1.0551443883708373
thresh,-0.08792869903090311,0.08792869903090311,1,,,,,,,,,,,,,,,,,
unreg,32,4147,30,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
unreg_genes,[],[],[],['yeaR'],[],[],[],[],[],[],[],[],[],[],['yoaG'],[],[],[],[],[]
