,A,CymR
R2,,0.06270889336538021
xmin,,-2.625729702890358
xmid,,0.31030944368985125
xmax,,1.4509888761349383
ystart,,-0.08652491157105002
yend,,6.665617739919611
SRX8138083,3.1972292379229854,0.024521560359136
SRX8138084,-2.392938372196401,-0.1165293159695091
SRX8138085,-0.8042908657265554,0.09200775561037401
SRX8138086,-1.8326392180153703,-0.1739666717307724
SRX8138087,0.4878250827082361,-0.17545759620274204
SRX8138088,-2.446626460706668,0.11389667396922755
ERX4111143,0.0597943931729188,0.0703518801766867
ERX4111144,0.4227141863699769,-0.07192522152305436
ERX4111145,-1.5033129687061273,-0.056435523828420216
ERX4111146,0.09274796635158067,0.1786921868793474
ERX4111148,0.15404272810635866,-0.12846567338527315
ERX4111149,-0.8237185256759324,0.04682727841557277
ERX4111150,-0.2328154572659745,-0.09695100272613112
ERX4111151,-0.059794393172939886,-0.0703518801766867
ERX4111152,1.0834667645058282,-0.15598631184079714
ERX4111153,-1.056038651259498,0.14329987697163735
ERX4111154,0.411012354202673,0.1765517788458162
ERX4111156,0.4741959292708342,-0.0009437225983024432
ERX4111157,-0.27913169903472257,0.20283791126415893
ERX4111158,-0.4252240596551861,0.2009957167151457
SRX5577041,-1.097255296755656,-0.07056998671238103
SRX5577042,0.7393282448876326,-0.018442785189451527
SRX5577043,0.2612851083646321,0.06052769370404665
SRX5577044,0.09664194350338598,0.02848507819778323
SRX5577045,-2.824406496861654,-0.6919538177234514
SRX5577046,-0.16394815075386532,-0.34042403415871103
SRX5577047,-1.7965524113788318,-0.4667962052971859
SRX5577048,-1.2287692769535754,-0.7522149444569886
SRX5577049,-3.4899825618024987,-0.6433356288840955
SRX5577050,-3.2411106973951918,-0.9230948415860992
SRX5577051,-5.193278545590854,-0.9238237891613696
SRX5577052,-5.176742115851981,-0.9619183104881
SRX5577053,-6.527299026998818,-0.5519597931783649
SRX5577054,-2.8116215564119047,-0.7837423617082866
SRX5577055,-7.6283426009287325,-0.4428894096253764
SRX5577056,-4.337324596437503,-0.5405510203607199
SRX5577057,-3.949662140191733,-0.8653600430838644
SRX5577058,-0.20211863207529596,-0.4256693511994989
SRX5577059,-5.210944558566509,-0.6770641958518331
SRX5577060,-5.112581314572453,-0.5188141057994091
SRX5577061,-10.956031191651498,-0.23635903948848114
SRX5577062,-5.72269078858895,-0.27580363115575235
SRX5577063,-4.346189674878571,-0.16545582347051013
SRX5577064,-7.128998075574678,-0.3421653340769071
SRX5577065,-4.573833429109465,-0.050107037980995806
SRX5577066,-11.257346037067746,0.09050042605668727
SRX5577067,-11.376534549165006,0.11464770747360298
SRX5577068,-9.543905627621337,0.10563629844940436
SRX533166,0.057802898005339914,-0.0722282843826676
SRX533171,-0.0578028980053414,0.0722282843826676
SRX533786,1.0117368905493818,-0.13601080627277273
SRX533787,0.98646276353823,-0.31306225903818685
SRX533789,1.4141512411683808,0.0147679759453343
SRX533791,0.7972470545125658,-0.09060162853738253
SRX533792,1.7513393311499836,-0.1332420654588482
SRX533793,0.6534837628448079,-0.28804955119433817
SRX533794,0.7123935593722247,-0.19091893493466827
SRX533795,1.4112818880353055,-0.01079727256515639
SRX4703435,0.8298790263341733,-0.2348047883091784
SRX4703436,-0.4993506095130029,0.2586191577760495
SRX4703437,-0.3305284168211869,-0.02381436946687021
SRX4703438,2.4225407733981204,0.3317703249792441
SRX4703439,1.03247292754209,0.4567567893813509
SRX4703440,-0.6544372079501996,0.3763984373065634
SRX6902408,-1.5717142357060792,-0.05114432734127483
SRX6902409,-3.6352318801634866,0.2940913216609964
SRX6902410,-4.807231254903502,-0.015145368908415337
SRX6902411,-7.91647190523342,0.8596318512933765
SRX6902412,-4.718684535715626,0.39765733368146
SRX6902413,-7.059457563125777,0.5261071274817626
SRX6902414,-0.6997580820540179,-0.023485746857295986
SRX6902415,0.699758082054016,0.023485746857295098
SRX5278698,1.4619028610849854,-0.14229444719872042
SRX5278699,0.3885599322093933,0.0658898330419948
SRX5278700,-1.8504627932943576,0.07640461415672561
SRX5278701,1.218428644435845,0.7103957307365381
SRX5278702,1.7792003095506854,0.6500697259724504
SRX5278703,0.5202548766132586,0.6519919082063783
SRX5278704,8.986943536525986,-0.4601914926005275
SRX5278705,9.31865198276157,-0.6417695294220884
SRX5278707,5.179089411714032,1.131710682027018
SRX5278708,4.3217638946145955,0.7871776655125302
SRX5278709,2.3735971337913866,0.6536660105939127
SRX5278710,-0.7144394710060121,-0.5931019587749233
SRX5278711,-0.793479662962505,-0.8139079616732339
SRX5278713,1.3219245323838762,-0.6355447619480028
SRX5278714,0.5770478125043642,-0.7139406869148548
SRX5278715,1.2495610227739702,-1.5337103753043655
SRX5278716,0.47543986992852,-0.8295135917939138
SRX5278717,1.9780307994082875,-0.1128039672041794
SRX5278718,0.2471114181076787,-0.5034147720401396
SRX5278719,2.3089837951629493,-0.2222438733234462
SRX5278720,3.300225555191669,0.2427001725327749
SRX5278721,1.3323085766427512,0.7452388160937033
SRX1254783,4.884328037197437,-0.889681880014078
SRX1254784,4.506563807209312,-1.196569228480036
SRX1254785,3.9933133548649393,-0.9543324521170408
SRX1254786,4.622209923571797,-1.0207625060340568
SRX1473807,0.0648390882942919,-0.06562540644518577
SRX1473808,0.1079885452368508,0.04823018008005775
SRX1473809,-0.1728276335311412,0.017395226365127137
SRX7520944,1.523786700818388,-0.08283191639399412
SRX7520945,1.4922601751250897,0.06224074684470082
SRX7520946,-1.3485548870076374,-0.03886416498528966
SRX7520947,-1.6674919889358248,0.059455334534579414
SRX7520948,19.94927425408777,-2.2687081724516363
SRX7520949,19.737877027363915,-2.1221084761422957
SRX7520950,-5.67052554343242,-2.1062625175583958
SRX7520951,-5.506094802084171,-1.8236858195068173
SRX959206,1.6400521367924077,0.5418701397822625
SRX959207,1.1630956316180314,0.7353545274918236
SRX959208,0.6288265848481768,0.9635969192910911
SRX959209,-0.08263151539987439,-0.07228068163231871
SRX959210,1.5521965193598672,-0.4614915876647636
SRX959211,2.082963228283612,-0.6174485100253051
SRX959212,0.2683027996145844,0.33847341023655186
SRX959213,-0.9661762466875148,0.3194702130898053
SRX959214,0.03824577584123998,-0.10497741927496483
SRX959215,-0.2572661677858064,-0.15952176940837148
SRX959216,0.6512390788501989,-0.27307586841801346
SRX959217,0.2656547601672921,-0.12036856622499847
SRX3269802,0.6990249972636035,-0.21482718305755102
SRX3269803,-0.6990249972636045,0.21482718305755188
SRX3269804,2.5640429547410464,-1.9096554061306852
SRX3269805,0.4133832393883008,-0.6752576688199792
SRX3269806,-0.11629646288299345,-0.4254662775053175
SRX3269807,1.656685652779467,-1.5265889150538428
SRX3269808,6.684493722426393,-1.6346623797639843
SRX3269809,2.213077737497753,-2.4806435837847083
SRX3269810,2.8040160027274434,-1.6848473863441988
SRX3269811,3.5764745698325515,-2.2009737677461683
SRX2529102,-0.5711385080451716,-0.11725109588602578
SRX2529103,0.5711385080451761,0.11725109588602667
SRX2529104,1.04437541274752,0.5482753226352717
SRX2529105,7.303502911684593,0.7036336752259018
ERX1981712,-0.5268622269300635,1.1612276865445221
ERX1981713,0.4844007306102065,1.4509888761349383
ERX1981714,1.110576303019127,1.1820032937690872
ERX1981715,0.9048646595756864,-0.3987168483061652
ERX1981716,-0.8740122232181876,-0.11012612824752743
ERX1981717,-0.030852436357498163,0.5088429765536926
ERX2274784,2.482181813104518,-0.08586540162367662
ERX2274785,-0.00015817190619561106,0.08163393121124063
ERX2274786,0.224604521644947,-0.2982303334668934
ERX2274787,-1.4345782658005108,0.6958887413176669
ERX2274788,-0.2702348136480488,0.7033349510444333
ERX2274789,0.1443212928290072,0.6054870128738097
ERX2274790,1.1273076285012749,0.006309439502206082
ERX2274791,-0.8595413178113879,-0.0646399864705911
ERX2274792,1.27355632544705,-0.11398127125006675
ERX2274793,0.955283470411264,0.8754895829042573
ERX2274794,1.0129097984168676,0.9734464990585936
ERX2274795,-0.2189203540334189,1.001442867549593
ERX2274796,0.8023446081397752,-0.08435885060197545
ERX2274797,-0.3143869595019603,0.0693831723135947
ERX2274798,-0.4879576486378181,0.014975678288383419
ERX2274799,-2.0343206436454087,0.8174095423877539
ERX2274800,-0.1511274384863544,1.0899432530790891
ERX2274801,-0.2351890852208757,0.8503542413573886
ERX1819430,-1.5270609116774672,0.38685845126928703
ERX1819431,-0.3109555183174293,0.21855953407663972
ERX1819432,-1.1934637508036714,0.3001886928081232
ERX1819433,-2.326779527668684,0.5350800286801176
ERX1819434,2.5310447424262854,-0.15132892895156402
ERX1819435,-0.12468064613328445,0.1268569625163698
ERX1819436,2.3272979612392954,-0.18610101203478013
ERX1819437,0.6299774726358377,0.12507844860345596
ERX1819438,-0.8729072553111037,0.04765997984461645
ERX1819439,-2.095951673794452,-0.07075042721621827
ERX1819440,-1.5929709377488517,0.04993908314076556
ERX1819441,-0.2649814959869215,-0.09422630085116168
ERX1819442,-1.6581374871151755,0.10366894910694756
ERX1819443,-0.5719690995407999,0.12531242691065805
ERX1819444,-1.319890814144813,-0.13776485848799336
ERX1819445,-1.6691732202332237,-0.10784714146524976
ERX3440914,0.05176300776578045,0.11701202156309165
ERX3440915,-1.449440466524018,0.16642643158009562
ERX3440916,-0.8890253842397999,0.057788418306949474
ERX3440917,-3.353348106296209,-0.34407101430546305
ERX3440918,-6.108691724351491,-0.6226111652120245
ERX3440919,-5.391407617400988,-0.7731352390105809
ERX3440920,-5.365407681491087,-0.9468205201382968
ERX3440921,1.0354278774529078,0.0015984447244070663
ERX3440922,-0.9176059003457722,0.17372475681750646
ERX3440923,0.02675345619275491,0.10765581983831662
ERX3440924,-0.16935201497853222,0.22025417825892912
ERX3440925,-0.4755788896051227,-0.0586349376212576
ERX3440926,-0.25577528430330604,0.2832353205407179
ERX3440927,0.1630563936911001,0.2389374707169241
ERX3440928,0.6695923750329853,-0.06270697044481377
ERX3440929,2.083539008095622,0.2472548181905099
ERX3440930,0.8165092624399481,0.2878805019644801
ERX3440931,0.8815181530516486,-0.3643602886674424
ERX3440932,0.6167772881333345,-0.2414533033783819
ERX3440933,0.6518413857457651,-0.08206650011110561
ERX3440934,-0.5253760029240306,0.21662640986867387
ERX3440935,-1.083626573673805,0.2924146398937486
ERX3440936,0.4238158818393423,-0.058377083941832275
ERX3440937,-0.8780805834539582,0.21892497461196656
ERX3440938,-2.4004499544984763,0.4252355578592715
ERX3440939,-1.0592041607127984,-0.005822520286855593
ERX3440940,-0.8081879546219136,-1.9272845859047552
ERX3440941,-2.13581580022893,-0.2871408210021995
ERX3440942,-2.358683026696612,-0.9598379977721044
ERX3440943,-1.5215111415938438,-0.32996045088048304
SRX5347612,0.194382767165156,-0.07271477189233178
SRX5347613,0.4969709813399593,0.08973342320690314
SRX5347614,-0.6913537485051087,-0.017018651314569592
SRX5347615,1.0759941612166193,-0.08864716662874894
SRX5347616,-0.06088044341856115,0.12243211437909984
SRX5347617,0.11224125551549696,-0.010924034366545321
SRX5347618,1.4895675571325042,-0.19179944666498727
SRX5347619,0.7083115678180184,-0.05348534186253584
SRX5347620,0.8882734084515065,-0.036321122758636186
SRX5347621,0.679115414438231,0.11070113428785876
SRX5347622,0.5689762945401421,-0.3493156382908173
SRX5347623,0.5493368948599922,0.07127141108103885
SRX8170783,3.197204184271143,0.0245216537387849
SRX8170784,-2.392970304265824,-0.11652931512316655
SRX8170785,-0.8042338800053243,0.092007661384379
SRX8170786,-1.5990723361042418,-0.4812599341985066
SRX8170787,-1.2860878611969897,-1.4088333033664036
SRX8170788,-1.8802196099544737,-1.2215409527271968
SRX5177009,1.811072972658256,0.2684990508790479
SRX5177010,1.8841056144068105,-0.09838714010484306
SRX5177011,12.191172336956615,0.6038856040480214
SRX5177012,10.916763626392601,0.4725324269093774
SRX7354731,6.808436305688828,-0.14462231005459358
SRX7354732,-6.808436305688822,0.14462231005459358
SRX7354733,2.660658521338641,0.6341725993001113
SRX7354734,1.7915916231604918,0.8079046268897914
SRX7354735,19.34792788497801,0.9673847261622974
SRX7354736,17.866661095556086,1.035504272932947
SRX7354737,19.229432150246502,0.9235208732995835
SRX7354738,19.532968566132904,0.8531518930102724
SRX2508581,-0.7178024487473644,-0.026898905703670373
SRX2508582,1.3043490886769264,-0.3468341288916337
SRX2508583,0.006259621031306104,0.15310079738071813
SRX2508584,-0.7953655339242474,0.15293354454467956
SRX2508585,0.4354505817047189,-0.0934316853415842
SRX2508586,-0.4560681606285935,-0.07224214499341919
SRX2508587,0.34439277601287216,0.21520298598356646
SRX2508588,-0.4914725944275945,0.4017951129987161
SRX2508589,0.2823518670426453,0.12033059104525368
SRX2508590,-0.3213420282987843,0.09718413116290048
SRX2508591,-1.0466587220147792,0.15534570349920074
SRX2508592,-1.166594078244665,0.20293595198299208
SRX1736086,-0.2393165235268703,-0.6413323248372791
SRX1736087,0.2085301805016395,0.3675993495282066
