,-0.07329022214761163,-0.05700350611480905,-0.04071679008200646,-0.024430074049203873,-0.008143358016401286,0.0081433580164013,0.024430074049203887,0.040716790082006474,0.05700350611480906,0.07329022214761163,0.08957693818041423,0.10586365421321683,0.12215037024601941,0.13843708627882198,0.15472380231162458,0.17101051834442718,0.18729723437722975,0.20358395041003233,0.2198706664428349,0.23615738247563753
thresh,-0.06514686413121035,0.06514686413121035,2,,,,,,,,,,,,,,,,,
unreg,1,3,28,229,2048,1762,175,26,9,2,0,0,0,0,0,0,0,0,0,0
CymR,0,0,0,0,8,9,3,1,3,2,0,0,3,3,3,2,3,2,0,0
unreg_genes,['fabHB'],[],[],[],[],[],[],[],[],['senS' 'nadC'],[],[],[],[],[],[],[],[],[],[]
CymR_genes,[],[],[],[],['cysC' 'yxeM' 'sndB' 'sat' 'yxeO' 'snaB' 'yxeN' 'yxeQ'],['ydbM' 'cysH' 'tcyP' 'sumT' 'yxeK' 'cysP' 'sirC' 'calJ' 'sirB'],['cysK' 'mtnN' 'yrrT'],['yrhC'],['mccA' 'mccB' 'ascR'],['yezD' 'ygaN'],[],[],['ssuD' 'ssuC' 'ssuA'],['sndA' 'ssuB' 'ytnM'],['cmoJ' 'cmoI' 'tcyM'],['snaA' 'tcyL'],['cmoO' 'tcyN' 'ribR'],['tcyJ' 'tcyK'],[],[]
