,A,CcpA
R2,,0.07169258377698917
xmin,,-2.8020653207242923
xmid,,-0.2831503305990611
xmax,,1.611548133796779
ystart,,-2.214612404636846
yend,,13.304524456326646
amb:ctrl:1,-6.363354759099492,-0.19891176247426048
amb:ctrl:2,0.17117116400764207,0.09815840170332636
amb:ctrl:3,6.192183595091773,0.10075336077093232
amb:amb:1,-6.469150334973851,-0.12837106780823682
amb:amb:2,0.8821555651462945,0.04459366712527313
amb:amb:3,6.302319172098692,-0.13287074834494386
ave1:ctrl_5m:1,-1.1066606888315675,-0.09478961348119874
ave1:vdave1_5m:1,-12.451805012250386,-0.29078522747791524
ave1:ctrl_20m:1,-3.852555697592847,0.010471152283356487
ave1:vdave1_20m:1,-9.00951176835234,0.044776703230796855
ave1:supernatant_5m:1,0.5558246837619151,0.043591833940357816
ave1:vnave1_20m:1,-2.5393590796723102,0.04620700351416929
ave1:supernatant_20m:1,-1.7134323841144568,0.12089302737672547
ave1:ctrl_5m:2,1.1066606888316013,0.09478961348119874
ave1:vdave1_5m:2,-4.225836626191213,-0.00530376156275203
ave1:ctrl_20m:2,-2.6815602454811533,0.07813787828682807
ave1:vdave1_20m:2,-7.807409112208368,-0.021276489697889645
ave1:supernatant_5m:2,-2.9346286883213857,-0.014300545733332726
ave1:vnave1_20m:2,-2.62636073857995,0.0742658316179945
ave1:supernatant_20m:2,-0.2325638624954781,0.14729135156906992
biofilm_time:8h:1,-0.5815807655804929,0.15841078897052974
biofilm_time:8h:2,0.05968853299649252,-0.10750775666200953
biofilm_time:8h:3,0.17782379918420016,-0.061114773045680686
biofilm_time:8h:4,0.3440684333997928,0.0102117407371658
biofilm_time:12h:1,4.017808413353826,-0.15665545811309126
biofilm_time:12h:2,5.780091905187381,-0.4077530027234699
biofilm_time:12h:3,6.200328932282624,-0.2435165908502732
biofilm_time:12h:4,7.307178661946762,-0.27655415924380833
biofilm_time:16h:1,9.995514114598404,-0.23788537375883045
biofilm_time:16h:2,8.945777512993311,-0.2704633269809253
biofilm_time:16h:3,12.846076152009385,-0.2935396967238741
biofilm_time:16h:4,13.032381249540279,-0.3459638157808431
biofilm_time:20h:1,9.508099169770317,-0.746456812606004
biofilm_time:20h:2,3.906227731077952,-0.7397071756089159
biofilm_time:20h:3,10.620967316276378,-0.8149365758426788
biofilm_time:20h:4,6.253298238651805,-0.8088838078632126
biofilm_time:24h:1,7.91532882361313,-0.6064143145462664
biofilm_time:24h:2,5.923191932531763,-1.048102395522973
biofilm_time:24h:3,3.594317287682573,-0.9667777704909436
biofilm_time:24h:4,5.504879597739283,-0.8475245043610631
biofilm_time:28h:1,14.449425460608854,-1.0517632994633646
biofilm_time:28h:2,5.618377147125863,-1.3886660992858442
biofilm_time:28h:3,10.334593276273447,-1.4180700025272222
biofilm_time:28h:4,10.404929741230022,-1.3824738256241789
biofilm_time:32h:1,20.22541903637445,-1.1338222243644722
biofilm_time:32h:2,13.713550266212444,-1.202999439137157
biofilm_time:32h:3,18.140665679899566,-1.0743832475805242
biofilm_time:32h:4,17.415128995992394,-1.2748109016647753
codY:wt:1,0.15212987683793633,0.11319546046194162
codY:wt:2,-0.15212987683796594,-0.11319546046193985
codY:ctrl:1,0.4729802973532816,0.02881883579242661
codY:ctrl:2,-1.6522137367397882,-0.3072176494121361
codY:codYR61K:1,-0.6022738955876327,0.1262229231958969
codY:codYR61K:2,-1.6889789730961615,-0.16279226192037122
codY:codYR61H:1,-1.9156682017332485,0.0436944868679614
codY:codYR61H:2,-1.0176209582711018,-0.27718835398357555
codY:codYF71Y:1,-1.2076489625089533,-0.09148908016750036
codY:codYF71Y:2,-1.4745361122216984,-0.2911512713277613
decay:wt:1,0.19444607298313507,-0.12001988501446005
decay:wt:2,1.4950340892033396,0.20288968572359245
decay:wt:3,-1.6894801621864353,-0.08286980070913419
decay:delpnpA:1,8.578183895199809,0.02503263949733636
decay:delpnpA:2,6.6686688614340754,-0.02455242714183914
decay:delpnpA:3,8.03679839798169,0.09979717343853968
ecm_tasA:deltasA:1,1.0493082514783951,0.06927782364269319
ecm_tasA:deltasA:2,0.35593235218836994,0.2087746612483823
ecm_tasA:deltasA:3,1.4667818468191598,0.07207388540823167
ecm_tasA:delcssRS:1,-2.7456706695941997,-0.07160222930649772
ecm_tasA:delcssRS:2,-1.2669536899278078,0.10637745200680193
ecm_tasA:delcssRS:3,-2.0376696153975016,0.03152138866087206
ecm_tasA:wt:1,-0.15935323467267526,-0.010010962387656974
ecm_tasA:wt:2,0.1593532346726881,0.010010962387656974
heatshock:wt_37C:1,1.7798755491158331,-0.00916280743116715
heatshock:wt_37C:2,1.8171313999472796,0.08517483159890205
heatshock:wt_37C:3,-3.5970069490631635,-0.07601202416773313
heatshock:wt_48C:1,-14.18551494610784,-0.030846659295379556
heatshock:wt_48C:2,-13.186782820027052,-0.09337715933178536
heatshock:wt_48C:3,-20.836104937132703,-0.5640951382849142
heatshock:wt_53C:1,-2.9541878469267884,-1.8005175560851017
heatshock:wt_53C:2,-1.7230740239221531,-1.9834017447368717
heatshock:wt_48_53C:1,-21.917385884984146,-0.0573712644714508
heatshock:wt_48_53C:2,-20.733873657081087,-0.4662846701884256
heatshock:wt_48_53C:3,-26.480768378973462,-0.4982630990411661
heatshock:delrelA_37C:1,-18.20050077081527,-0.8970905953624566
heatshock:delrelA_37C:2,-19.372810404889826,-0.6666745300838635
heatshock:delrelA_48C:1,-22.529050922984148,-0.8259729971791945
heatshock:delrelA_48C:2,-21.605580768257575,-0.8483849011406672
heatshock:delrelA_48C:3,-7.354938504738,-1.0053963523582397
heatshock:ppGpp_null_37C:1,-14.035362091798765,-0.6441327672411017
heatshock:ppGpp_null_37C:2,-0.5162017171073752,-0.3191582159165627
heatshock:ppGpp_null_37C:3,-12.405488421619134,-0.3578661127726441
heatshock:ppGpp_null_48C:1,-11.722490418249947,-0.4469460149713882
heatshock:ppGpp_null_48C:2,-0.12285340515961475,-0.4927063214556835
heatshock:ppGpp_null_48C:3,-7.1754669606030825,-0.4598136215927813
ldar:yfiJKplus:1,-1.0591596859735066,-2.3279163129731453
ldar:yfiJKplus:2,3.180417046121239,-2.6686628466082967
ldar:yfiJ_A152E:1,-0.353310445880334,-2.5391199781281597
ldar:yfiJ_A152E:2,4.8113328917746445,-2.675246152234899
ldar:wt:1,1.8116250982300155,0.15384340562475352
ldar:wt:2,-4.153299595117328,-0.21584334079681256
ldar:wt:3,2.3416744968873253,0.06199993517206081
mk7:shake:1,0.6693377151900072,0.13143226306251865
mk7:shake:2,0.20909137560945826,0.13022860677537285
mk7:shake:3,-0.2369775495971974,-0.08949140327202443
mk7:shake:4,-0.6414515412022765,-0.17216946656586707
mk7:static:1,-13.183704345140873,0.9523385102862924
mk7:static:2,-13.517084731115466,0.9012520409802028
mk7:static:3,-9.24195176926076,0.0638174848269939
mk7:static:4,-9.581188337050529,0.05921440217407081
nusA:nusA_induced:1,-2.2661015252621293,0.1970291599588876
nusA:nusA_induced:2,0.6152669630628271,0.5241708187639862
nusA:nusA_induced:3,-0.7530862568703316,0.30584266210315997
nusA:nusA_induced:4,-2.1804823611095685,0.0937535642270202
nusA:nusA_induced:5,-0.4905433698036359,-0.2566756259974925
nusA:nusA_induced:6,-1.2396669581107376,-0.34598792304573056
nusA:no_nusA:1,-0.4200462056455141,0.05816657256628144
nusA:no_nusA:2,-0.32964572794494895,0.2097356561640371
nusA:no_nusA:3,0.9807482192243846,-0.21599105837503615
nusA:no_nusA:4,-0.20532001789602305,0.21949381300819934
nusA:no_nusA:5,-0.646794877819428,-0.1541509743960905
nusA:no_nusA:6,0.6210586100815683,-0.11725400896739213
pamR:wt_exp:1,-2.614353091853944,-0.08845957073660582
pamR:wt_exp:2,2.61435309185395,0.08845957073660671
pamR:delydhC_exp:1,-4.585973003121948,-0.9590630336660873
pamR:delydhC_exp:2,-13.075069270606955,-0.9831849733969422
pamR:delydhC_exp:3,-3.8800615300494736,-0.5676314241287947
pamR:wt_stat:1,16.62320373888522,0.09571986331898152
pamR:wt_stat:2,10.263165313292854,-0.4678213767567918
pamR:wt_stat:3,9.935102575911651,-0.8665697579970706
pamR:delydhC_stat:1,3.972297514600573,-0.506774822690776
pamR:delydhC_stat:2,1.6182928648256238,-1.8141812012617209
rho_strains:ncib3610:1,9.16254180560216,0.11629175182472196
rho_strains:ncib3610:2,-9.162541805602187,-0.11629175182472196
rho_strains:ncib3610_delrho:1,20.90446361902545,0.3665994108728032
rho_strains:ncib3610_delrho:2,18.827070320456336,0.3210262490230509
rnase_j1:delrnjA:1,21.510972694943852,1.611548133796779
rnase_j1:delrnjA:2,21.477851699553327,1.4243739467692789
rnase_j1:delrnjA:3,22.95479968565424,1.3358343656422242
rnase_j1:wt:1,-3.5702947380309515,-0.1824319983806504
rnase_j1:wt:2,1.2887370238685072,0.1534250828333228
rnase_j1:wt:3,2.2815577141624326,0.029006915547327594
sigI:delrsgI_37C:1,-11.637996312847195,-0.6951579469914453
sigI:delrsgI_37C:2,9.859130605849481,0.031516209080589164
sigI:delrsgI_37C:3,6.50839850301344,0.007988393000747607
sigI:delrsgI_52C:1,7.9079766395810545,-0.099023017397311
sigI:delrsgI_52C:2,6.291502775153532,-0.10830682798604664
sigI:delrsgI_52C:3,7.581897082467724,-0.23905832191740475
sigI:delrsgI_sigI_37C:1,-13.02262717482949,-0.922737178416356
sigI:delrsgI_sigI_37C:2,4.839564508113405,0.020658708121892744
sigI:delrsgI_sigI_37C:3,6.200921181346189,0.2908810726533062
sigI:delrsgI_sigI_52C:1,5.667150008909072,-0.0578422981094171
sigI:delrsgI_sigI_52C:2,0.7011385207590037,-0.21658448594999055
sigI:delrsgI_sigI_52C:3,5.690880197756942,0.03035977482584506
sigI:wt_37C:1,-3.7666485712466993,-0.15827037275070846
sigI:wt_37C:2,-3.1148964729075916,-0.05102492884063636
sigI:wt_37C:3,6.881545044154308,0.20929530159134654
sigI:wt_52C:1,6.682716954674932,0.07914843379686509
sigI:wt_52C:2,6.15431634869055,-0.36914095270278224
sigI:wt_52C:3,9.192821529548453,-0.18660884626454965
spbeta:spbeta_nopep_20m:1,-4.729535327165786,-0.7422001605681707
spbeta:spbeta_pep_20m:1,-3.2172131560301738,-0.7933233109849338
spbeta:spbeta_nopep_20m:2,-1.5952467031806168,-0.6726844358532755
spbeta:spbeta_pep_20m:2,-2.2391519548584418,-0.6600160124563388
spbeta:phi3T_pep_10m:1,-0.11434527780785783,-0.4027164360074433
spbeta:phi3T_pep_20m:1,-10.647992459076024,-0.3405679825360988
spbeta:phi3T_nopep_10m:1,-1.378755449086882,-0.3820929776383668
spbeta:phi3T_nopep_20m:1,-7.966709002233612,-0.4355851005822817
spbeta:phi3T_pep_10m:2,13.278360200129061,0.17774620449352518
