,Value,list
TF,CcpA,
reg_genes,262,"['ilvB' 'yfkN' 'cwlS' 'rapG' 'rocG' 'phrG' 'rsbW' 'etfB' 'yjmD' 'qcrA'
 'degU' 'nagR' 'sigB' 'serA' 'resE' 'rapA' 'yvcI' 'ypiF' 'scoA' 'resC'
 'iolE' 'yobO' 'sigL' 'acoL' 'qcrC' 'cydB' 'odhA' 'tyrS' 'egsA' 'rsbV'
 'exuR' 'ctaG' 'ykuK' 'phrE' 'fadE' 'levE' 'rbsB' 'malR' 'araP' 'dprA'
 'xylB' 'melA' 'ctaD' 'fadB' 'yvnA' 'yneN' 'pchR' 'yxkF' 'yozM' 'odhB'
 'yvcJ' 'araD' 'uxuA' 'ganA' 'citZ' 'galK' 'uxuB' 'mmgB' 'leuA' 'iolG'
 'abbA' 'ctaE' 'iolJ' 'uxaC' 'ctaC' 'yhaR' 'pftB' 'resB' 'yxiE' 'pupG'
 'iolI' 'galT' 'cydA' 'scoB' 'xynB' 'mgfK' 'ylbP' 'araE' 'whiA' 'kdgT'
 'etfA' 'yjmC' 'abfA' 'citM' 'glpD' 'nagBA' 'levG' 'leuC' 'kdgA' 'rsbS'
 'araB' 'yxjF' 'exuM' 'kduI' 'mdh' 'xylA' 'phoP' 'degS' 'rsbU' 'levF'
 'glpT' 'gmuG' 'yqxI' 'glpQA' 'pftA' 'ganB' 'cydC' 'ykuL' 'deoB' 'rsbT'
 'yesN' 'mmgE' 'yqxJ' 'mleA' 'mleN' 'ccpC' 'ctaB' 'topA' 'araA' 'rapC'
 'hutM' 'araL' 'ltdD' 'mmgC' 'citB' 'fadN' 'deoC' 'yflN' 'rhaR' 'ilvC'
 'pchE' 'kduD' 'phrA' 'xynP' 'ctaF' 'rsbX' 'resA' 'pdp' 'aimP' 'ywdA'
 'gmuB' 'ilvH' 'sucC' 'refZ' 'sucD' 'phrC' 'phrF' 'pta' 'licH' 'acsA'
 'resD' 'qcrB' 'wprA' 'gmuD' 'ykuJ' 'hutG' 'kdgK' 'ackA' 'gmuA' 'crh'
 'phoR' 'hutI' 'mmgF' 'uxaB' 'hutH' 'mmgD' 'acoB' 'fadR' 'gmuE' 'cydD'
 'gmuR' 'gmuC' 'uxaA' 'iolH' 'gmuF' 'rapF' 'kdgR' 'fadA' 'iolF' 'acoC'
 'araQ' 'malA' 'pelA' 'levD' 'sacC' 'mmgA' 'gntZ' 'araN' 'exuT' 'ysfE'
 'abnA' 'yxjC' 'cimH' 'leuB' 'icd' 'yvcN' 'hutU' 'acoA' 'leuD' 'yslB'
 'lcfB' 'rsbRA' 'nagA']"
comp_genes,82,"['yjdB' 'cidB' 'yrpDX' 'ytcP' 'ywcE' 'yncC' 'rgpA' 'yqaO' 'glcR' 'ykoM'
 'yerC' 'yerA' 'vbfA' 'yxeI' 'yydK' 'yerB' 'dhaS' 'yjcZ' 'ykzK' 'yugN'
 'yhaX' 'cidA' 'yrbE']"
both_genes,59,"['bofC' 'acoR' 'rbsD' 'licB' 'bglS' 'mtlR' 'acuA' 'rhaM' 'iolB' 'rbsK'
 'iolA' 'msmF' 'rhaB' 'msmX' 'treP' 'bglP' 'rbsR' 'iolD' 'sacA' 'iolC'
 'gntR' 'msmG' 'msmR' 'glpK' 'abfB' 'sacP' 'yesL' 'yesM' 'rhaE' 'amyE'
 'rhaA' 'acuC' 'licC' 'cstA' 'gntK' 'glpF' 'csbX' 'treA' 'nupC' 'malP'
 'opuE' 'gntP' 'manR' 'acuB' 'cccA' 'bglH' 'rbsC' 'hutP' 'licA' 'sspH'
 'ganP' 'lcfA' 'msmE' 'abnB' 'ganS' 'treR' 'ganQ' 'rbsA' 'dctP']"
reg_genes2,0,
comp_genes2,0,
both_genes2,0,
