,Value,list
TF,PA1226,
reg_genes,29,"['algK' 'algX' 'algI' 'pilE' 'PA2711' 'algG' 'pilY1' 'PA2404' 'PA2406'
 'pilX' 'PA2403' 'fimU' 'pilY2' 'PA2405' 'PA0754' 'alg8' 'algE' 'alg44'
 'PA4203' 'pilW' 'PA3927' 'pilV' 'algL' 'algD' 'PA1413' 'PA5284']"
comp_genes,53,"['PA2037' 'pyoS5' 'wbpE' 'PA1371' 'wbpB' 'PA1509' 'PA0981' 'PA1372' 'galE'
 'PA4674' 'PA2224' 'hisF2' 'PA1385' 'PA2036' 'fppA' 'PA5088' 'PA5264'
 'PA2461' 'PA1369' 'PA3157' 'PA2225' 'PA2226' 'PA0715' 'PA5087' 'PA1370'
 'PA3488' 'pys2' 'wzz' 'PA2223' 'wzx' 'wbpL' 'hisH2' 'PA3291' 'PA2459'
 'PA0826' 'PA0984' 'xisF4' 'wbpJ' 'imm2' 'vqsM' 'PA3292' 'wbpD' 'PA3866'
 'PA2222' 'PA2228' 'PA3865a' 'PA3835' 'PA2145' 'PA2730' 'wzy']"
both_genes,3,['wbpG' 'wbpI' 'wbpH']
reg_genes2,0,
comp_genes2,0,
both_genes2,0,
