,Value,list
TF,AbrB,
reg_genes,374,"['ycbD' 'ywbF' 'ybaJ' 'S374' 'ahpA' 'ctaC' 'S748' 'glpK' 'epsC' 'antE'
 'yoqM' 'S269' 'S618' 'bmrD' 'yxaB' 'S1185' 'S252' 'rbsB' 'scoC' 'aprE'
 'pksH' 'S679' 'S438' 'ymaE' 'yocD' 'ctaF' 'pksR' 'rocA' 'yvrP' 'S95'
 'epsG' 'S1296' 'gmuE' 'pksI' 'ycbG' 'yolC' 'S1382' 'spoIIAA' 'ydjH'
 'yncM' 'S1334' 'bacB' 'S429' 'phrK' 'cwlS' 'ynzD' 'yqzG' 'S1295' 'S704'
 'S1336' 'yqxJ' 'pksM' 'sdpC' 'S677' 'slrR' 'rbsD' 'yxaL' 'epsJ' 'epsE'
 'rpmGB' 'phrE' 'yoaW' 'S565' 'S341' 'S616' 'S948' 'S617' 'S1313' 'qcrA'
 'S507' 'S257' 'bacD' 'S1470' 'yscB' 'S981' 'xynC' 'epsB' 'S33' 'albE'
 'albA' 'gmuR' 'ybfO' 'albF' 'comK' 'gmuD' 'S101' 'ppsE' 'rapH' 'S1025'
 'yvmC' 'yjcM' 'dhbF' 'dacF' 'yknZ' 'S47' 'S234' 'yokL' 'epsM' 'S854'
 'S431' 'ycnJ' 'S94' 'rbsK' 'ppsA' 'S807' 'S1249' 'rbsR' 'rbsA' 'ydeJ'
 'sigE' 'spo0E' 'S973' 'sigG' 'S272' 'yqcF' 'bacF' 'yphE' 'dhbC' 'yobO'
 'ppsD' 'phy' 'gntR' 'yocH' 'yhaP' 'bacA' 'S1330' 'glpD' 'ntdR' 'yxzE'
 'S705' 'sigF' 'yphF' 'yokJ' 'bmrC' 'S1312' 'ydjG' 'nprE' 'S23' 'gmuB'
 'S1248' 'S889' 'albB' 'ptpZ' 'spoIIGA' 'epsL' 'sdpI' 'yrzI' 'ybdZ' 'bdhA'
 'pksL' 'S1461' 'glpF' 'phrH' 'epsA' 'ybfP' 'S1394' 'tkmA' 'S564' 'ybfQ'
 'albC' 'yjdG' 'sdpR' 'ydjI' 'ycdA' 'epsF' 'S340' 'yorD' 'sboX' 'cccA'
 'S542' 'S59' 'S89' 'epsN' 'S224' 'ctaD' 'sinI' 'ywcE' 'spoIIAB' 'gmuF'
 'cypX' 'dhbE' 'yflA' 'mcpA' 'rocB' 'yqcG' 'yokI' 'ppsC' 'yrpD' 'ylaE'
 'S322' 'S1294' 'ymzB' 'gmuA' 'ywbE' 'bacE' 'ycbH' 'S1489' 'xynD' 'yfmJ'
 'qcrC' 'yqaP' 'gntZ' 'S363' 'bslA' 'pnbA' 'yddJ' 'rocC' 'yxeD' 'ycbF'
 'bmrB' 'yxaA' 'sboA' 'S351' 'yolB' 'yerI' 'yhaQ' 'yfmI' 'dhbB' 'rsiW'
 'yvcA' 'S1450' 'S375' 'gntK' 'spoVG' 'ugd' 'gntP' 'ycbE' 'S489' 'sivC'
 'S676' 'S221' 'tapA' 'pksJ' 'S373' 'epsO' 'S519' 'yvgO' 'S924' 'ctaG'
 'yurI' 'ycbC' 'rok' 'yvrN' 'epsD' 'pksN' 'ctaO' 'S1228' 'S245' 'yvcB'
 'amyE' 'pksC' 'yokK' 'S644' 'ctaE' 'S437' 'S1007' 'yvzA' 'S544' 'S563'
 'acpK' 'gmuG' 'S1230' 'pksG' 'sigH' 'epsH' 'dhbA' 'S1462' 'yolA' 'besA'
 'sivA' 'albG' 'pbpH' 'epsI' 'csn' 'sinR' 'ahpT' 'yxaJ' 'epsK' 'S727'
 'pksD' 'yknX' 'S321' 'S1026' 'qcrB' 'gmuC' 'yomJ' 'S443' 'ycnI' 'S490'
 'yflD' 'ppsB' 'ydeH' 'S947' 'S1297' 'rbsC' 'yvqJ' 'S578' 'ycnK' 'yflB'
 'S108' 'pspA' 'pksF' 'yqxI' 'S203' 'ctaB' 'secE' 'S1460' 'yvnA' 'rocG'
 'ptkA' 'yvrO' 'bacC' 'S1539' 'tasA' 'S366' 'S323' 'S48' 'yknW' 'S432'
 'S367' 'yjdB' 'S725' 'albD' 'S543' 'rqcH' 'ywoF' 'sigW' 'pksE' 'sipW'
 'rapK' 'ycbJ' 'ybdO' 'ylbA' 'yknY']"
comp_genes,48,['S254' 'pftB' 'S612' 'pftA' 'S561' 'S1534' 'S1141' 'S100']
both_genes,40,"['skfF' 'skfA' 'yfmG' 'lip' 'yxbB' 'sunT' 'yxbC' 'S77' 'S1533' 'abrB'
 'tlpA' 'yxbA' 'S808' 'S1190' 'sdpA' 'skfH' 'skfC' 'yydF' 'sunA' 'bdbB'
 'yydG' 'skfB' 'sdpB' 'S1543' 'S1293' 'ybdN' 'yxnB' 'skfG' 'yydJ' 'S78'
 'asnH' 'skfE' 'yydH' 'yxaM' 'yydI' 'bdbA' 'S182' 'yxbD' 'S256' 'yolJ']"
reg_genes2,0,
comp_genes2,0,
both_genes2,0,
reg_ops,133,
comp_ops,15,
both_ops,14,
