,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,LB__LBexp,-16.679136141433332,3.105077881591028,3.0,0.0,-20.2499921444,1.0,-15.1734387341,2.0,-14.6139775458,,,,,,,,,,
1,LB__LBtran,-1.9716927951,0.3362293198688887,3.0,3.0,-1.5851513748000001,4.0,-2.1335079281000002,5.0,-2.1964190824,,,,,,,,,,
2,LB__LBstat,3.3340261131666664,0.9566293302627014,3.0,6.0,2.5837875868999998,7.0,4.4112823222,8.0,3.0070084304,,,,,,,,,,
3,LB__LBGexp,-20.573170497433335,1.1747862078486564,3.0,9.0,-21.9051125576,10.0,-19.684555367,11.0,-20.1298435677,,,,,,,,,,
4,LB__LBGtran,-9.328064447100001,1.8668616677453993,2.0,12.0,-8.0079939023,13.0,-10.6481349919,,,,,,,,,,,,
5,LB__LBGstat,-7.084608278099999,1.7921456683296426,3.0,14.0,-9.1440967919,15.0,-6.229982246,16.0,-5.8797457964,,,,,,,,,,
6,Life Cycle__S0,-4.880508332666667,1.569164163839265,3.0,17.0,-3.0915420798,18.0,-5.5260416998,19.0,-6.0239412184,,,,,,,,,,
7,Life Cycle__S1,8.233480655433334,1.5383521611826307,3.0,20.0,9.6430787931,21.0,6.5925714491,22.0,8.4647917241,,,,,,,,,,
8,Life Cycle__S2,15.496658572566666,1.351119963681647,3.0,23.0,13.9516876859,24.0,16.0811975454,25.0,16.4570904864,,,,,,,,,,
9,Life Cycle__S3,10.3129007125,0.3902977207160897,2.0,26.0,10.0369185475,27.0,10.5888828775,,,,,,,,,,,,
10,Life Cycle__S4,7.783262838833333,1.4456165264450835,3.0,28.0,7.0466484436,29.0,6.8543204205,30.0,9.4488196524,,,,,,,,,,
11,Life Cycle__S5,1.9363442628333336,1.0719365603544957,3.0,31.0,2.3055250428000003,32.0,0.7286081583,33.0,2.7748995874,,,,,,,,,,
12,Life Cycle__S6,-3.6729785834125,2.4702310455775534,8.0,34.0,-4.015729232,35.0,-6.0343300896,36.0,-1.5836994499000001,37.0,-5.1523017725,38.0,-7.7423858843,39.0,-2.164603432,40.0,-1.9765519945,41.0,-0.7142268125
13,Life Cycle__S7,-3.3849837044,0.46004750849109843,3.0,42.0,-3.5156877384,43.0,-3.7655364437000003,44.0,-2.8737269311,,,,,,,,,,
14,Life Cycle__S8,-5.6863008951000005,0.1721490254919302,2.0,45.0,-5.8080286384,46.0,-5.5645731518,,,,,,,,,,,,
15,Life Cycle__G135,-25.77155534,2.518794556476082,2.0,47.0,-27.5526120513,48.0,-23.9904986287,,,,,,,,,,,,
16,Life Cycle__G150,-26.4621992073,1.7488840401636592,3.0,49.0,-24.7356538344,50.0,-28.232597129,51.0,-26.4183466585,,,,,,,,,,
17,Life Cycle__G180,-30.19609730276667,2.8129830202753503,3.0,52.0,-30.0152943646,53.0,-33.0951205327,54.0,-27.477877011,,,,,,,,,,
18,Stress Time Course__C30,-13.53399395655,0.4001445232574484,2.0,55.0,-13.2510490507,56.0,-13.8169388624,,,,,,,,,,,,
19,Stress Time Course__C90,-8.7102698552,0.06522982260557926,2.0,57.0,-8.6641454053,58.0,-8.7563943051,,,,,,,,,,,,
20,Biofilm__BI,1.96216897655,1.134048329453718,2.0,59.0,1.1602757126,60.0,2.7640622405,,,,,,,,,,,,
21,Biofilm__BC,3.4279974815,2.0032073447520915,4.0,61.0,3.9925762838,62.0,3.138549044,63.0,0.8823063662,64.0,5.698558232,,,,,,,,
22,Biofilm__Sw,-0.23629441685000002,1.2075578460967031,2.0,65.0,-1.0901667585,66.0,0.6175779248000001,,,,,,,,,,,,
23,Life Cycle__BT,8.342881619549999,1.1664817852063498,2.0,67.0,9.1677088,68.0,7.5180544391,,,,,,,,,,,,
24,Life Cycle__B36,13.00290858595,1.3296048788732606,2.0,69.0,13.943081212100001,70.0,12.0627359598,,,,,,,,,,,,
25,Life Cycle__B60,16.48540674665,1.510892308170564,2.0,71.0,17.5537689434,72.0,15.4170445499,,,,,,,,,,,,
26,M9__M9exp,0.0,0.21669964307940195,3.0,73.0,0.1601843809,74.0,0.0863844097,75.0,-0.2465687906,,,,,,,,,,
27,M9__M9tran,19.212191185833333,0.44842217616354657,3.0,76.0,18.7790225219,77.0,19.6744503629,78.0,19.1831006727,,,,,,,,,,
28,M9__M9stat,16.299733317199998,1.1167723362347013,3.0,79.0,15.0110266479,80.0,16.9040018498,81.0,16.9841714539,,,,,,,,,,
