,PSPTOB0045
SRX1828913,-0.154337262
SRX1828914,-0.1624768342
SRX1828915,0.227012031
SRX1828916,0.172492491
SRX1828917,-0.07267476910000001
SRX1828918,-0.1737107863
SRX3983989,1.0865142625
SRX3983990,0.1303722388
SRX3983993,-1.3634160973
SRX3983994,-1.6075755716
SRX3983995,1.3016664546
SRX3983996,-1.5880187425
SRX3983997,-1.1665514747
SRX3983998,1.1021092871
SRX3983999,1.4778657812
SRX3984000,0.6433012449000001
SRX3984001,-0.9562488033000001
SRX3984002,-0.9812678645
SRX3984003,-0.8851909248000001
SRX3984004,1.0427110127
SRX3984005,0.4680821619
SRX3984006,-0.43402645770000003
SRX3984007,-1.405003768
SRX3984008,0.4540034879
SRX3984009,0.041166533400000004
SRX3984010,0.1776740755
SRX3984011,0.45640178800000003
SRX3984012,0.17918991410000001
SRX3984013,0.010373920600000001
SRX3984014,0.9778243439000001
SRX3984015,-0.6418460961
SRX3984016,0.7614016787
SRX3984017,0.15718464370000002
SRX3984019,0.13291793600000001
SRX3984020,-0.069140503
SRX3984021,-0.027329925
SRX3984022,-0.012274986100000001
SRX3984023,-0.09418408660000001
SRX3984024,0.5353648048
SRX3984025,0.7504034254
SRX3984026,0.9884028771000001
SRX3984027,0.7514372816
SRX3984028,0.9247671117
SRX3984029,0.6106535377
SRX3984031,-0.45007801880000003
SRX3984032,-0.36566731750000003
SRX3984034,0.229574304
SRX3984035,-0.6755847449
SRX3984036,-0.10161571970000001
SRX3984037,-0.36449139010000003
SRX3984038,-0.5288410887
SRX3984039,-0.1134166815
SRX3984040,0.9308722654
SRX3984041,-0.013725279000000002
SRX3984042,-1.4996622302
SRX3984043,-1.2100577714
SRX3984045,0.2688252857
SRX3984046,-0.0572086777
SRX3984047,-0.24113217720000002
SRX3984048,-0.7970410417
SRX3984049,-0.8825299446
SRX3984050,-0.5028662314
SRX3984051,-0.4764819442
SRX3984052,0.8228877409
SRX3984056,-0.37200331130000003
SRX3984057,-0.8042169194000001
SRX3984058,-0.1617062745
SRX3984059,0.42874181920000004
SRX3984061,0.17433895630000001
SRX3984062,0.6701572503000001
