,A,Fnr,ihfB,Fis,NarL,ArcA
ytf__wt_ph5__1,2.083139085921688,-0.5570430830000017,0.07739173499999907,0.002440269999999245,-0.21598817950000004,0.9167918759999996
ytf__wt_ph5__2,1.696211838720381,-0.5606580010000021,0.1304866149999988,0.1315691629999982,-0.19248613749999954,0.9727493060000008
ytf__wt_ph8__1,-2.3190148375851947,-0.5787427820000008,0.17264195499999954,0.0214959549999989,-0.35995393949999954,0.4022586050000001
ytf__wt_ph8__2,-2.21009535561042,-0.3957363220000012,0.20743109499999868,0.00825253799999892,-0.27431484150000074,0.3799462089999999
ytf__delybaO__1,-3.175398877371041,-1.6552725600000002,0.785503584999999,-0.7056685390000013,0.4246207255000005,1.1015642860000003
ytf__delybaO__2,-2.4653179333354287,-1.410532003000002,0.6704792449999992,-0.5684933150000013,0.5214714285000001,0.9576076560000004
ytf__delybaQ__1,0.29303755302513,-0.606795733000002,-0.10467602500000163,0.3621375399999991,-0.2681458604999998,0.5094368070000002
ytf__delybaQ__2,0.6349651477341389,-0.5836305950000007,-0.13997920500000127,0.4029114379999985,-0.2141154734999997,0.5953066400000004
ytf__delybiH__1,-1.6189074157318806,-0.9780890030000008,0.18352660499999907,-1.6457132240000023,-0.021794833499999555,0.3101881330000005
ytf__delybiH__2,-2.718152189896963,-1.476111577000001,0.5048975449999986,-1.3773916110000002,0.20510170549999973,0.5978125009999999
ytf__delydcI_ph5__1,3.6410063884454575,-0.6045711670000014,-0.1335313650000014,0.17376930599999876,-0.3228478054999995,0.647191126000001
ytf__delydcI_ph5__2,2.653275486316998,-0.612837080000002,-0.0947178250000018,0.22134906099999974,-0.4355703905000015,0.7488411960000008
ytf__delydcI_ph8__1,-2.9198006084075647,-0.4941553620000008,0.2929409749999987,-0.10210103300000027,-0.23065727849999984,0.4665607180000002
ytf__delydcI_ph8__2,-1.0587782793462663,-0.6297628440000018,-0.07397079500000102,0.21290542599999893,-0.3051913155000001,0.2092860830000003
ytf__delyddM__1,-0.9688073135456828,-0.5226934970000006,0.5608763049999991,-0.02804566300000033,0.11745116450000025,1.0571620460000002
ytf__delyddM__2,-0.5944954209161832,-0.4254320210000007,0.4931839349999994,0.08832547799999979,0.07583943649999991,1.0171542260000006
ytf__delyheO__1,-3.0076408334809384,-1.8218537240000008,0.7981991849999996,-0.7522795910000006,0.3870393585,1.222256766000001
ytf__delyheO__2,-2.2645170635771223,-1.8295830700000009,0.7979975949999982,-0.7015370450000002,0.3588376784999987,1.0483744460000004
fps__bw_glc__1,-1.057031501915742,-0.6606700440000015,-0.5939824160000011,0.7081232429999993,-0.7943733424999992,0.012904308999999614
fps__bw_glc__2,-0.2420024784451895,-0.7722607140000015,-0.4638760710000014,0.7702317429999983,-0.6581343165,-0.0037995829999992736
fps__fps_thrA_ale1__1,-1.23574397046657,-0.5674762880000017,0.2506921749999993,0.19931290299999915,-0.2444576485000001,0.9413362959999994
fps__fps_thrA_ale1__2,-0.7864276436382379,-0.7100081640000013,0.1171958749999984,0.09163859399999907,-0.22257904050000032,0.8375840960000005
fps__fps_thrA_ale2__1,-1.37270585508624,-0.7084273220000004,-0.05670448500000092,-0.12039704700000088,-0.3165566974999994,0.5460123210000011
fps__fps_thrA_ale2__2,-1.2517437308990684,-0.6741296350000017,-0.07788523500000187,-0.07681882900000048,-0.2330808065000003,0.5933185139999999
fps__fps_serB_ale1__1,-0.7928225612626227,-0.7472038340000005,-0.0532821650000006,0.09774364299999938,-0.42182246549999997,0.5135887639999996
fps__fps_serB_ale1__2,-0.7686669376550955,-0.6559473680000014,-0.17460455500000016,0.2347258369999992,-0.2425066065000001,0.4864586440000007
fps__fps_serB_ale4__1,-5.161812006839333,-1.1846466490000012,0.3308044149999993,-0.8203783950000005,-0.7474121245000003,0.5143922659999998
fps__fps_serB_ale4__2,-5.570060153199631,-1.019253874000002,0.34874165499999954,-0.43628564800000014,-0.4772296524999993,0.549033884
fps__fps_ptsI_ale1__1,0.2461128964813077,-0.9269502930000008,0.1815387649999991,-0.2415639900000013,-0.9798916594999998,0.6779612319999995
fps__fps_ptsI_ale1__2,0.609238738852278,-0.8308143870000021,0.07463568499999873,-0.15810514600000047,-0.9160638715000003,0.6642249929999995
fps__fps_ptsI_ale3__1,0.1043010549371193,-0.8180644960000016,-0.04807274500000069,0.1924995779999996,-1.0673735244999998,0.12885385700000107
fps__fps_ptsI_ale3__2,0.1242070242667863,-0.8140812820000018,-0.08459257500000028,0.17170113199999906,-0.9897267365000006,0.21322360100000104
pal__lyx_ale2_f6__1,-0.9698225814236636,-0.4994335160000016,0.16817323499999934,-0.5704345190000009,-0.8733868394999984,0.9302748659999996
pal__lyx_ale2__1,1.3255654557988954,-0.5389567430000017,0.40226726499999893,-0.4842204320000008,-0.5212098915000007,0.8953828860000002
pal__lyx_ale2__2,2.0394156905244216,-0.5235788160000006,0.31857179499999866,-0.500015685000001,-0.43257182249999904,0.8937969960000007
pal__lyx_ale4__1,2.108523486581614,-0.7789653710000017,-0.18964956500000166,-0.049625876000000346,-1.2860029674999989,0.04450695899999957
pal__lyx_ale4__2,1.484481266337954,-0.7546695460000006,-0.25435758500000105,-0.07563649300000108,-0.9581307365000002,0.0478946889999996
pal__5drib_ale10_f18__1,1.1011122127362258,-0.8584368649999998,-0.2652826550000018,-0.9088146790000008,-0.7201649965000003,0.1514443449999998
pal__5drib_ale10_f18__2,1.0400655145371296,-0.7536076010000006,-0.279414645000001,-0.7851870170000002,-0.6814127944999999,0.1912255130000009
pal__5drib_ale10__1,4.9917818010103465,-0.6081119500000014,-0.027787695000000667,-0.8244112930000007,-0.1758722205000005,0.5395594510000006
pal__arab_ale14_f9__1,0.1393978690517524,-0.6507291250000016,0.35386881499999845,0.0633738399999988,-0.07170880249999902,0.6120842819999996
pal__arab_ale14_f9__2,-0.0810087119395559,-0.5790906580000019,0.4197409349999983,-0.11674324900000065,0.05077463449999975,0.6312031329999996
pal__arab_ale14__1,0.4100086304712318,-0.5612669600000011,-0.07372504500000154,0.10429669799999887,-0.31848850949999985,0.01188651300000032
pal__arab_ale14__2,0.7797982456995551,-0.6327277780000014,-0.2081712850000006,0.10532616499999924,-0.6615002365000002,0.05354830199999938
pal__arab_ale16__1,3.802666393260816,-0.6648468970000003,-0.6507081960000018,0.11300174299999988,0.5829491044999999,-0.012330540999998972
pal__arab_ale16__2,3.139874228358732,-0.6864830750000017,-0.4782767980000013,-0.03148543900000078,0.5586155835000001,0.1783269599999997
pal__tartr_ale26_f10__1,3.319049670645478,-0.703734273000002,0.1868565149999988,-1.1851001180000011,-0.8698164945000002,0.5663584280000009
pal__tartr_ale26_f10__2,3.219139382176837,-0.6609027810000008,0.2504594549999997,-1.4199424219999999,-0.6115317274999992,0.8012373759999996
pal__tartr_ale26__1,3.8622511313272794,-0.7898414690000024,0.13564000499999904,-0.9077654010000008,-0.7410600384999997,0.4466712580000003
pal__tartr_ale26__2,3.288677899588629,-0.7943045050000013,-0.011190665000000877,-0.9591731680000012,-0.7062647344999995,0.4330986750000001
pal__tartr_ale28_f10__1,-0.6957786554989102,-0.6169361680000005,0.4280308849999983,-0.8562402750000011,-0.7938215304999998,1.4321042960000003
pal__tartr_ale28_f10__2,-1.4963980628979845,-0.6927632880000019,0.20570409499999973,-0.7917852110000005,-0.9818579145,1.232142026
pal__tartr_ale28__1,2.427581096725396,-0.7137339220000012,-0.16646052500000152,-0.24550037500000066,-0.7693066324999993,0.43821218400000106
pal__tartr_ale28__2,-0.1250527472801599,-0.6521569950000004,-0.06146080500000117,-0.1720577480000003,-0.8011193074999996,0.5097042599999995
efeU__delmenFentC_citr__1,0.771899480083618,-1.164833993000002,-0.14562678500000106,-0.0828142990000007,-0.0938442644999995,0.5647371930000009
efeU__delmenFentC_citr__2,2.043584820719651,-1.2848913940000024,-0.11630271500000156,-0.7087839660000004,-0.2117927454999995,0.5130675520000008
efeU__delmenFentC__1,-7.703980885124732,-0.5161069770000015,0.5495783949999993,-0.6539198410000004,0.19650876050000046,0.991366136
efeU__delmenFentC__2,-7.775776014812003,-0.5080433480000011,0.4305821349999999,-0.6727862890000011,0.1538504965000005,1.0004466859999999
efeU__menFentC_ale39__1,0.858226028120939,-2.109849670000001,0.19065538499999946,-1.1338076280000011,0.1517904105000003,0.7605526959999995
efeU__menFentC_ale39__2,0.553366948521743,-2.0968477890000026,0.2521241949999986,-1.0326346870000016,0.3921516294999998,0.8838205660000007
efeU__menFentC_ale29__1,-2.0998592228739965,-2.366996998000001,0.5006850849999989,-1.886550784000001,-0.4200080484999997,0.7593666260000003
efeU__menFentC_ale29__2,-1.7015248569315884,-2.3954243040000014,0.5216775849999991,-1.804710842000001,-0.5188053044999998,0.7573062359999998
efeU__menFentC_ale30__1,0.6489153360483029,-0.5423336000000011,-0.1897157650000008,0.03323916499999946,-0.7710836915000003,-0.2916557810000011
efeU__menFentC_ale30__2,1.6435539527045426,-0.4112517400000009,-0.22000278500000012,-0.12992281000000186,-0.6546561955000003,-0.3666411319999998
efeU__menFentCubiC_ale36__1,-0.9502550260453074,-0.4590538350000006,0.2871915549999997,-0.5210973000000011,0.10485902650000156,0.5628257560000005
efeU__menFentCubiC_ale36__2,-1.1522706043119335,-0.5276504510000013,0.25688472499999904,-0.5147561280000019,-0.2659715915000005,0.5128759540000001
efeU__menFentCubiC_ale37__1,-1.806432057844528,-0.4292119980000013,0.3463923049999984,-0.43319910800000017,-0.3369691674999995,0.8163334459999998
efeU__menFentCubiC_ale37__2,-1.86825527874342,-0.37967822400000095,0.4903697649999987,-0.43814929600000063,-0.21318631050000025,0.8380346260000007
efeU__menFentCubiC_ale38__1,2.6790990928854943,-0.4036745170000007,-0.3222252850000018,0.6251196729999986,-0.1927905494999997,-0.07417242300000026
efeU__menFentCubiC_ale38__2,2.325489525632206,-0.3732575010000012,-0.26249254500000063,0.4619099559999995,-0.1314762604999995,-0.0990833569999996
misc2__salc_glc__1,0.9991235801609608,-0.22932395800000194,-0.24330995500000085,-0.5905981150000006,0.04884142349999987,0.5844178910000011
misc2__salc_glc__2,1.0454409334061838,-0.03345726400000082,-0.07304562500000067,-0.5513312360000011,-0.05881932949999946,0.8081587460000001
misc2__dbcn_glc__1,1.4253610530778846,-0.7301900130000014,-1.2718927590000018,0.7331280029999991,-1.3161856565,0.15480885800000088
misc2__dbcn_glc__2,0.7158078823592487,-0.8092735110000007,-0.6345241590000015,0.7975963229999987,-0.9762902215000002,0.5578135900000003
misc2__tyr_glc__1,-2.8249030924184586,-0.5575643070000016,0.2544356249999993,0.032765533000000964,-0.29137660349999983,0.31652371500000065
misc2__tyr_glc__2,-2.959982424850943,-0.5539005700000015,0.4108888149999999,0.04775615899999863,-0.2493271774999997,0.3480515739999994
misc2__arg_cytd__1,0.7363491083882003,-1.1034638080000008,-0.4898077300000008,1.1018715229999998,-0.7299638994999995,0.16937141400000044
misc2__arg_cytd__2,0.996467000313734,-0.7432087820000017,-0.5114058730000011,0.9913410529999992,-0.7226907684999997,0.010136641000000779
misc2__delyheO_pyr__1,1.6935066598972868,-0.7526202150000003,0.11592525499999873,0.032948736999999895,-0.16499258649999948,0.3383925960000003
misc2__delyheO_pyr__2,2.1803757157995163,-0.4191611070000008,0.0593419949999987,0.043106159999998894,-0.3955289274999991,0.2719717680000002
misc2__dellon_glc__1,-1.5653428829473897,0.3493916779999981,0.25172330499999873,-2.3724268100000003,-0.4105492865000002,-0.3140844999999999
misc2__dellon_glc__2,-0.8504858822472886,0.5194171779999994,0.6127397649999988,-3.1956505830000013,-0.7020863384999999,-0.8715660150000009
nquinone__delubiC__1,0.3862699799679475,-0.6095067330000017,-0.3165028550000013,0.012225096999998186,-0.4614789295000001,-0.2148950660000004
nquinone__delubiC__2,-1.9602096972119287,-0.6044100700000019,-0.02727430500000061,-0.1273950070000005,-0.25647179449999946,-0.0332633910000002
nquinone__ubiC_ale1__1,1.7329816526279,-0.4323583200000005,0.21852216499999955,-0.1146149800000007,-0.05616607949999963,0.4289268980000003
nquinone__ubiC_ale1__2,1.3941929702286842,-0.6067025980000018,0.08954444499999957,0.12613169799999824,-0.09777098249999927,0.4503520650000006
nquinone__ubiC_ale2__1,2.684613985660925,-0.5499352390000016,0.2511572449999981,-0.2448535200000013,0.043204039499999965,0.6083629190000011
nquinone__ubiC_ale2__2,3.0075274575190503,-0.5028724020000013,0.2315929149999985,-0.19319528200000136,-0.025497963499999443,0.5533521980000007
nquinone__ubiC_ale3__1,-2.5608492807109102,-0.5823368140000014,-0.3982712850000016,-0.3616967190000011,-0.8959829054999995,-0.16367548899999915
nquinone__ubiC_ale3__2,-2.4594184010130333,-0.5599778960000013,-0.3618970550000018,-0.4735645540000011,-0.9659653554999998,-0.11664080599999947
nquinone__ubiC_ale4__1,1.5992088289562474,-0.6001517920000019,0.2344778549999997,-0.02245709400000173,0.006563358499999339,0.5165691680000002
nquinone__ubiC_ale4__2,1.1748424802768056,-0.5363889490000009,0.15228342499999847,-0.2517588030000013,0.20412599849999946,0.5599829019999998
nquinone__delpdhR__1,0.1135822857024343,-0.8817682130000009,-0.06809953500000178,0.2263779199999991,-1.1638198045,0.13690307999999973
nquinone__delpdhR__2,0.1986991915835396,-0.8676659450000006,-0.036035855000001504,0.34277249199999993,-1.2477763024999993,0.13527434200000066
quinone__glu_ale4__1,0.4116995806186998,-0.7937296570000019,-0.18176504500000054,0.31662175199999965,-0.6137973695000003,0.3255562130000005
quinone__glu_ale4__2,-2.062617654643609,-1.3345289250000008,0.2692058249999985,-0.2794920230000013,0.08294221950000047,0.554928426
quinone__delmenF__1,0.6232531266378405,-0.6263961320000018,0.14804228499999894,0.6238538529999982,-0.0494158054999998,0.6222112749999997
quinone__delmenF__2,2.117389294449728,-0.5904860330000012,-0.2509082750000005,0.4075892719999992,-0.06627740650000025,0.3857585669999999
quinone__menF_ale5__1,1.490533247815152,-1.5730570960000012,0.4851317649999984,-1.7928494180000012,0.03095992349999932,0.21714596200000005
quinone__menF_ale5__2,2.132310259933556,-1.5773257790000024,0.2662817649999987,-1.7853024400000006,-0.001696112499999458,0.31143739000000004
quinone__menF_ale6__1,0.7050326921523044,-2.032580734000001,0.3820239249999986,-1.2818451570000011,-0.04363322650000079,0.5224541430000009
quinone__menF_ale6__2,1.365618760276886,-2.029661312000001,0.4210743349999984,-1.2135049999999996,0.05963873849999945,0.4843214759999999
quinone__menF_ale7__1,0.2194305182730502,-2.266448492000001,0.6367400649999997,-1.1442002320000009,0.2125941684999999,0.7122535630000009
quinone__menF_ale7__2,0.6823562097557943,-2.358642473000001,0.6910517749999983,-1.0622830340000018,0.20252375549999968,0.6510489049999997
quinone__menF_ale8__1,-1.967728486582,-2.309375750000001,0.695164694999999,-1.3261454080000004,0.3216119255000001,1.1158997159999997
quinone__menF_ale8__2,-2.89711390640364,-0.8210202880000015,0.9719048149999984,-1.6340184730000011,0.30951476250000104,0.5338657950000005
quinone__delmenFubiC__1,0.6922853893387199,-0.5446679390000018,0.04541585499999812,-0.06451722800000148,0.0021142935000000307,0.4180014029999999
quinone__delmenFubiC__2,0.0821745223567422,-0.5307565460000011,0.1522571149999994,0.061991156999999575,0.13728447050000006,0.41796379
quinone__menFubiC_ale1__1,1.9259502574174532,-2.5481107570000012,0.5501011249999994,-0.7282662460000005,0.7491145084999999,0.9901619559999996
quinone__menFubiC_ale1__2,1.8046500657975455,-2.5745257670000012,0.5323446749999992,-0.7259140320000004,0.6345051144999987,0.9831297560000004
quinone__menFubiC_ale2__1,2.0996003482301147,-2.5041279210000007,0.6266830349999992,-0.6250713710000007,0.9392737994999996,0.8927740160000006
quinone__menFubiC_ale2__2,2.5352014641194085,-2.4451129780000027,0.5967368449999988,-0.6242659800000006,1.0102653854999994,0.9872195559999994
quinone__menFubiC_ale3__1,3.597651854253265,-0.5054432390000017,-0.15358316500000058,0.14885626699999932,-0.1866845735,0.07436142200000084
quinone__menFubiC_ale3__2,3.627619590368279,-0.5051048730000005,-0.03658966500000105,0.07710783299999946,-0.2045876594999996,0.0958823009999996
quinone__menFubiC_ale4__1,0.4260267820087628,-1.639778015000001,0.7750295049999991,-1.046684625000001,0.22164052750000085,0.8589243359999994
quinone__menFubiC_ale4__2,0.0343449852128554,-1.525707863000001,0.8413603549999991,-1.0611232790000023,0.12060501250000046,0.8446312159999998
oxyR__wt_glc__1,2.20841930495218,-0.8089780310000005,-0.4855698300000011,1.0080422329999994,-1.1792619845,-0.14620173800000025
oxyR__wt_glc__2,2.8464882548667454,-0.6878140150000007,-0.46299467600000105,0.8698581529999991,-1.2122088054999995,-0.07992881999999922
oxyR__wt_h2o2__1,2.052287744427987,-0.7709993870000016,-0.5230424000000014,0.9135048929999988,-1.2092205445,-0.05830860899999912
oxyR__wt_h2o2__2,1.3546263470437028,-0.5165665970000006,0.050135134999999664,0.616684832999999,-0.7819696074999998,0.5117792669999996
oxyR__glu_ale4__1,-1.0707116477172114,-0.4998186800000006,0.5308955750000006,0.4743439519999999,-0.4191883424999992,0.487343675
oxyR__glu_ale4__2,-0.2998529644620656,-1.0535432470000003,0.2399631049999993,0.7330823529999986,-0.44187062549999995,0.5504527800000005
oxyR__glu_ale4_h2o2__1,-1.094529495073118,-0.8761725550000001,0.32139321499999873,0.5247851929999996,-0.3740276255000001,0.4265243719999994
oxyR__glu_ale4_h2o2__2,-1.782816304710719,-1.0044108940000012,0.1753315449999988,0.2183634689999998,-0.3782253115000005,0.4192397589999999
oxyR__oxyR_ale17__1,-1.1435912776090769,-0.9421467330000012,-0.012998075000000496,-0.21022535000000173,-0.7739573244999995,-0.4725852669999995
oxyR__oxyR_ale17__2,-1.429929356852403,-1.093086918000001,-0.17918820500000088,-0.3285318830000001,-0.8888965104999995,-0.31939124600000035
oxyR__oxyR_ale17_h2o2__1,-1.4470096496978309,-0.9796284760000002,0.11520936499999836,0.13694469899999895,-0.9141537815000004,-0.4078490469999991
oxyR__oxyR_ale17_h2o2__2,-0.7024482207341676,-0.5898082770000013,-0.10849309500000183,0.21885896399999893,-1.1604518145,-0.3608836310000001
oxyR__oxyR_ale18__1,3.173137547487842,-1.166562635,-0.7126828950000004,1.0373219729999992,-1.5072900634999984,-0.4237501869999996
oxyR__oxyR_ale18__2,2.0659072231029603,-0.6725769710000016,-0.4551578200000002,1.0461106229999988,-1.4919827405,-0.5801326749999998
oxyR__oxyR_ale18_h2o2__1,-1.057073920193875,-1.0918933600000005,-0.19995716500000071,0.11635266799999933,-0.9541385955,-0.4320935919999993
oxyR__oxyR_ale18_h2o2__2,-1.3502519985708543,-1.1393528260000014,-0.057134725000000934,-0.02620139700000124,-1.0521794555,-0.3286914099999993
oxyR__oxyR_ale19__1,2.936640538389093,-1.0451964960000009,-0.6934130190000012,1.1898620429999998,-1.6118221615,-0.7517432799999995
oxyR__oxyR_ale19__2,1.7037587393534008,-0.725073354000001,-0.6157795100000012,1.0465704729999992,-1.4187666805,-0.826522765
oxyR__oxyR_ale19_h2o2__1,3.2382534264718466,-0.7358367710000007,-0.8395102720000018,1.0364567329999996,-1.5853093895,-1.194452201999999
oxyR__oxyR_ale19_h2o2__2,3.573734972915509,-0.8039380640000022,-0.7059307200000013,0.9756588629999996,-1.4801573155000003,-0.9790123919999996
oxyR__oxyR_ale20__1,-0.185973702357941,-1.4027556840000024,-0.6174351720000004,-0.05891534800000109,-1.0670861065000006,-0.6693386969999988
oxyR__oxyR_ale20__2,-0.007891454869992,-1.4280679270000007,-0.7454431260000014,-0.029860925000001263,-0.9915333705,-0.6717542049999992
oxyR__oxyR_ale20_h2o2__1,-0.0116058920505884,-1.0986975080000008,-0.5537788040000002,0.1506384429999983,-0.9357440224999998,-0.8095416889999996
oxyR__oxyR_ale20_h2o2__2,0.0082858320122055,-1.127493234000001,-0.3934294450000007,0.07156199399999963,-0.8875884924999989,-0.8087535079999988
svns_pgi__BmePgi24_15__1,3.091219199675652,-0.5360552860000016,-0.24206837500000056,0.8566230529999999,-0.3760668074999991,0.15738168700000088
svns_pgi__BmePgi24_15__2,2.8108924852809984,-0.5360455760000011,-0.145811075000001,0.7949840929999983,-0.3804900634999999,0.15838339899999987
svns_pgi__BmePgi24_26__1,2.479598647169744,-0.524884001000002,-0.22252184500000105,0.9098056829999984,-0.9001993245000001,0.019257944999999662
svns_pgi__BmePgi24_26__2,1.4103507582778656,-0.4864099500000005,-0.29012591500000084,1.0202385729999983,-0.7239035174999993,0.15177349800000073
svns_pgi__BmePgi24_41__1,-1.545476148336379,-0.44696534900000096,0.8187271749999994,0.40898316399999857,0.08582189050000011,1.0171154859999998
svns_pgi__BmePgi24_41__2,2.4249378407356965,-0.4670558630000006,-0.4369876700000006,0.7854916929999991,-0.7092105915000007,0.04357631200000078
svns_pgi__BmePgi24_52__1,3.086035652572978,-0.4944578470000014,-0.2328075750000007,0.8188250129999997,-0.6891163764999995,0.04473909800000087
svns_pgi__BmePgi24_52__2,2.8362373921862623,-0.541468839000002,-0.44035611500000016,0.8502294829999997,-0.7073035484999997,0.0577324370000003
svns_pgi__PaePgi2_34__1,0.8368605694957474,-0.35587768100000083,0.4863356349999997,0.2573766869999989,0.1432086865000004,0.7317756190000004
svns_pgi__PaePgi2_34__2,0.3651167321229151,-0.3716520780000003,0.4692240849999987,0.3173087549999991,0.05695397549999993,0.6990008759999995
svns_pgi__PaePgi2_63__1,-1.1366929436474933,-0.3306225780000016,0.3104227549999994,-0.018749232000001115,-0.1039783605000002,0.7554666760000011
svns_pgi__PaePgi2_63__2,-1.026531016747128,-0.3901852840000011,0.4064369049999996,-0.041486231000000366,-0.2280742484999996,0.7990900859999996
svns_pgi__PaePgi24_54__1,2.128413465876376,-0.8311115560000015,0.1076003649999997,0.4447054299999991,-0.10879174349999944,0.8522783159999996
svns_pgi__PaePgi24_54__2,1.891401122720631,-0.8662979580000005,0.14424013499999866,0.4380413229999984,-0.1511696984999995,0.9083083060000005
svns_pgi__PaePgi24_90__1,1.9429099961530687,-0.7702927290000012,0.21443858499999813,0.4862334649999998,-0.3593032334999995,1.0974230360000004
svns_pgi__PaePgi24_90__2,1.070082321095613,-0.7893792930000014,0.2561814749999982,0.6243183729999995,-0.4299964124999995,1.168052266
abx_media__m9_ctrl__1,-0.3995565528364648,-0.8938289440000009,-0.7748466310000008,-0.11097518400000084,-1.2446789615,0.3883267759999995
abx_media__m9_ctrl__2,-1.090601102348497,-0.8991160770000004,-0.6426665800000002,0.12504452299999969,-1.3104621934999994,0.5281267029999999
abx_media__rpmi_ctrl__1,-1.7000250972881237,-1.557518067000002,-1.9395773050000005,1.6606466929999986,-0.6316149024999991,1.1483981659999998
abx_media__rpmi_ctrl__2,1.163024597467733,-1.5839219300000007,-2.2417902950000013,1.5690785729999988,-0.3341771624999996,0.960487886000001
abx_media__camhb_ctrl__1,-2.8925742251425204,-1.179529736000001,-1.209246395000001,1.9071262229999988,-2.6131021825,-0.9133811219999988
abx_media__camhb_ctrl__2,-1.3037100727236055,-1.261389653000002,-1.4088831260000008,1.7512558129999984,-2.5333668405000003,-0.9972484690000004
abx_media__m9_mero__1,-3.723945928959216,-0.9119070650000012,-0.6924105510000018,0.06856020599999901,-2.3783633935,0.4937336929999994
abx_media__m9_mero__2,-0.3511627837796214,-1.133278434000001,-0.7606332670000011,0.12638181499999845,-1.9206515735,0.2396448220000007
abx_media__rpmi_mero__1,0.6497781405580778,-1.6535658390000023,-2.122024952000002,1.2792711829999988,-1.4034768095,0.7501314160000003
abx_media__rpmi_mero__2,0.3990097683723942,-1.8328940680000023,-1.9855761210000007,1.5803693429999992,-1.0727006215,1.1177838960000006
abx_media__camhb_mero__1,-1.6422331360599074,-1.4644877940000018,-1.8093093730000012,1.5875963629999994,-2.9774129214999996,-1.3432604789999996
abx_media__camhb_mero__2,-0.5617292243391521,-1.4166246660000006,-1.769452582000001,1.5886438029999983,-3.0560450505000003,-1.375806483
abx_media__m9_trisulf__1,2.788651377630993,-0.4676025150000012,-0.6541391340000011,-0.03236569300000092,-1.8272529995,0.4252124980000005
abx_media__m9_trisulf__2,3.7004419385619176,-0.5692284570000012,-0.6735024630000002,0.22496729099999868,-1.6281453684999994,0.20257965200000072
abx_media__rpmi_trisulf__1,-2.868921633939572,-0.7884398340000018,-1.4955450310000007,1.5207276029999992,-1.6446397755000002,-0.9967804939999994
abx_media__rpmi_trisulf__2,-2.410766004001897,-0.7543595560000007,-1.372559379,1.5026259329999991,-1.6024175795,-0.8691007629999987
abx_media__camhb_trisulf__1,1.286939494427107,-0.6868955570000015,-1.6427038780000007,1.520355992999999,-2.2186303355000003,-0.7674668800000006
abx_media__camhb_trisulf__2,1.3164971420013023,-0.7414238250000018,-1.6088839750000012,1.4155661829999993,-2.2708530125,-0.6975454829999991
abx_media__m9_cef__1,1.8565755238328825,-0.6019969600000009,-0.7174840370000002,0.4615924899999992,-1.5982843585,0.3227459160000006
abx_media__m9_cef__2,2.351407152073909,-0.8015251920000015,-0.7950130220000009,0.6555212929999996,-1.5207189815,0.32773048800000026
abx_media__rpmi_cef__1,0.2572466293075883,-0.8307925950000001,-2.3858350260000005,1.080170472999999,-2.0186258885,-0.031158745999999123
abx_media__rpmi_cef__2,0.020014746752834,-0.7416807140000009,-2.3775118020000012,1.0556754029999986,-1.8782758075,-0.00014696599999908244
abx_media__camhb_cef__1,1.1439650450683865,-1.0817596130000011,-1.4990258550000009,1.5783863029999985,-2.2702762055,-0.82586124
abx_media__camhb_cef__2,1.0785037243574058,-1.061934583000001,-1.4296273730000006,1.6467797429999995,-2.4516748774999995,-0.8162018060000005
abx_media__m9_cipro__1,1.1144908697195732,-0.7758492030000017,-0.7975387430000005,0.014654270999999497,-1.3917499184999995,0.2594127660000005
abx_media__m9_cipro__2,1.2608728797653288,-0.853964598000001,-0.7153731150000002,-0.052372151000000144,-1.6073914874999993,0.2547250020000007
abx_media__rpmi_cipro__1,-0.529594315550049,-1.0100535220000015,-1.9697559320000015,1.1901098129999994,-1.6759964104999998,-0.4646577569999994
abx_media__rpmi_cipro__2,-0.9759114640819998,-0.9865308030000008,-1.8929784500000009,1.1086732429999984,-1.9203096015,-0.2081252419999995
abx_media__camhb_cipro__1,-0.0739541143356923,-0.6598682350000011,-1.2859188550000002,1.514446122999999,-2.2605209705,-1.631458556
abx_media__camhb_cipro__2,0.4351066767336498,-0.7293645650000009,-1.3209167520000005,1.456631612999999,-2.1954210295000003,-1.5782649329999998
hot_tale__42c_ale3_30c__1,-2.1970077361038745,-0.31695025400000176,-0.31172612500000163,1.0326763729999993,-0.6455651495000003,-0.08502499699999966
hot_tale__42c_ale3_30c__2,-3.035045316486384,-0.3400038020000018,-0.3136982150000005,1.0107942329999986,-0.6768525995000001,-0.1116924309999998
hot_tale__42c_ale3_37c__1,-3.928112536570589,-0.3753982770000004,-0.3565505050000013,0.9126266729999984,-0.5762783755000003,-0.1255460199999998
hot_tale__42c_ale3_37c__2,-2.912447557709802,-0.3437324220000004,-0.28684450500000125,0.8297639029999999,-0.6036873374999994,-0.12163840100000026
hot_tale__42c_ale3_44c__1,-3.532404613562617,-0.6295553280000004,0.8838351349999982,-1.2652746090000022,0.3937830455000002,0.14701169099999944
hot_tale__42c_ale3_44c__2,-3.962494939913853,-0.7233255390000011,0.9156934849999984,-1.4870632130000008,0.4017930665000016,0.17322447000000096
hot_tale__hot_ale3_mid_30c__1,-0.1765801707247881,-0.4170887780000019,0.005993264999998971,0.3741862759999997,-0.5350687824999998,0.59222252
hot_tale__hot_ale3_mid_30c__2,-2.33077772374974,-0.4165719660000011,-0.007385775000001259,0.20167876899999904,-0.4399935324999991,0.5040568430000008
hot_tale__hot_ale3_mid_37c__1,-3.150574282586961,-0.3567725280000005,-0.5016858060000011,0.5192941929999986,-0.7768702584999998,0.2296881840000005
