,-0.13540922058966032,-0.11457703280663566,-0.093744845023611,-0.07291265724058633,-0.05208046945756167,-0.031248281674537012,-0.010416093891512351,0.010416093891512324,0.03124828167453697,0.05208046945756162,0.07291265724058629,0.09374484502361097,0.11457703280663561,0.13540922058966026,0.15624140837268496,0.1770735961557096,0.19790578393873426,0.2187379717217589,0.23957015950478355,0.26040234728780826
thresh,-0.08332875113209864,0.08332875113209864,38,,,,,,,,,,,,,,,,,
unreg,0,0,0,1,9,106,1766,1573,102,9,0,0,0,0,0,0,0,0,0,0
ArcA,0,0,0,0,3,4,35,51,6,1,0,1,0,0,0,0,0,0,0,0
Fnr,0,0,0,0,1,7,46,56,3,1,0,0,0,0,0,0,0,0,0,0
IHF,0,0,0,0,0,6,59,54,0,0,0,0,0,0,0,0,0,0,0,0
ryhB,0,0,0,0,0,3,7,16,2,0,0,0,0,0,0,0,0,0,0,0
Fis,0,0,0,0,0,5,39,28,2,1,0,0,0,0,0,0,0,0,0,0
NarL,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
ArcA and Fnr,0,0,0,0,1,0,14,16,2,0,0,0,0,0,0,0,0,0,0,0
ArcA and IHF,0,0,0,0,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0
ArcA and Fis,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
ArcA and NarL,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
Fnr and IHF,0,0,0,0,0,1,7,22,0,0,0,0,0,0,0,0,0,0,0,0
Fnr and Fis,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
Fnr and NarL,0,0,0,0,0,0,19,26,2,0,0,0,0,0,0,0,0,0,0,0
IHF and ryhB,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
IHF and Fis,0,0,0,0,0,0,3,5,0,3,0,0,0,0,0,0,0,0,0,0
ryhB and Fis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fis and NarL,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
"ArcA, Fnr, IHF, and NarL",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ArcA, Fnr, and ryhB",0,0,0,0,0,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0
"ArcA, Fnr, IHF, Fis, and NarL",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ArcA, Fis, and NarL",0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0
"Fnr, IHF, Fis, and NarL",0,0,0,0,0,2,8,8,0,0,0,0,0,0,0,0,0,0,0,0
"ArcA, Fnr, and IHF",0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"ArcA, Fnr, Fis, and NarL",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ArcA, Fnr, and NarL",0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0
"ArcA, Fnr, and Fis",0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0
"Fnr, Fis, and NarL",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fnr, IHF, and NarL",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
