,A,LexA
cstr_pfr__str_0120m__1,-0.4848097397,0.0718581919
cstr_pfr__str_0210m__1,-0.4860734224,0.050988883000000006
cstr_pfr__str_0330m__1,-1.0355499978,0.018499374500000002
cstr_pfr__str_1500m__1,-0.4825368481,0.08097941310000001
cstr_pfr__str_1560m__1,0.23286985240000002,0.2756761735
cstr_pfr__str_1680m__1,0.1141084495,0.1623759868
cstr_pfr__str_ref1__1,-0.1079929231,-0.0167738892
cstr_pfr__str_ref2__1,0.2689783505,0.1976579931
cstr_pfr__str_ref3__1,0.0519130821,0.010762740100000001
cstr_pfr__pfr_P5_0005m__1,0.9558734398000001,0.2757582671
cstr_pfr__pfr_P5_0010m__1,1.1411993082,0.20200720900000002
cstr_pfr__pfr_P5_0025m__1,1.2622869334,0.3409843088
cstr_pfr__pfr_P3_0025m__1,0.8917248353,0.1790822849
cstr_pfr__pfr_P1_0025m__1,0.1542517649,0.0786041226
cstr_pfr__pfr_P5_0045m__1,0.9775445024,0.2707528012
cstr_pfr__pfr_P5_0120m__1,0.3096310719,0.2426506366
cstr_pfr__pfr_P3_0120m__1,-0.1559545295,0.016918085700000002
cstr_pfr__pfr_P1_0120m__1,0.35637358150000004,0.4724985122
cstr_pfr__pfr_P5_0210m__1,-0.1149333803,0.228396327
cstr_pfr__pfr_P5_1500m__1,1.1637008761,0.3264057227
cstr_pfr__pfr_P3_1680m__1,0.11767896950000001,0.1869692714
cstr_pfr__pfr_P5_1680m__1,1.3255008842,0.3519676316
cstr_pfr__pfr_P1_1680m__1,0.437775287,0.20018654460000002
cstr_pfr__str_0005m__2,-0.5058034689,-0.0400727353
cstr_pfr__str_0010m__2,-0.0007501207,-0.0743724037
cstr_pfr__str_0025m__2,-0.3592886027,-0.0434133707
cstr_pfr__str_0045m__2,-0.7604872662000001,0.1319974828
cstr_pfr__str_0075m__2,-0.5118975412,0.0650407777
cstr_pfr__str_0120m__2,-0.9399127976,-0.0198414931
cstr_pfr__str_0210m__2,-1.1896845401,-0.0685581681
cstr_pfr__str_0330m__2,-0.6675436969,-0.0380606463
cstr_pfr__str_1500m__2,-0.9107060717000001,0.1358309502
cstr_pfr__str_1560m__2,-0.1309483606,0.1243012785
cstr_pfr__str_1680m__2,-0.7144909227,0.08070467120000001
cstr_pfr__str_ref1__2,0.1079929231,0.0167738892
cstr_pfr__str_ref2__2,-0.1717628816,0.0183003485
cstr_pfr__str_ref3__2,-0.26900230610000003,-0.0082501185
cstr_pfr__pfr_P5_0005m__2,0.2855654032,0.0631955564
cstr_pfr__pfr_P5_0010m__2,0.5497723813000001,0.14129122700000002
cstr_pfr__pfr_P5_0025m__2,0.2707281556,0.2144158296
cstr_pfr__pfr_P3_0025m__2,0.39090918220000004,0.0859244659
cstr_pfr__pfr_P1_0025m__2,0.06830707700000001,-0.053795074000000005
cstr_pfr__pfr_P5_0045m__2,0.6974299708,0.36916192010000004
cstr_pfr__pfr_P5_0120m__2,0.2003646647,0.1409218546
cstr_pfr__pfr_P3_0120m__2,-0.1234004712,0.0596294527
cstr_pfr__pfr_P1_0120m__2,-0.405453394,0.053531371300000005
cstr_pfr__pfr_P5_0210m__2,-1.1788676024,0.5041451992
cstr_pfr__pfr_P5_1500m__2,1.0323782972,0.3698714053
cstr_pfr__pfr_P3_1680m__2,1.2037745756,0.3311231664
cstr_pfr__pfr_P5_1680m__2,0.7187859185000001,0.20232213370000002
cstr_pfr__pfr_P1_1680m__2,0.1300882061,0.1329753138
darobactin__daro_30m__1,0.13575163540000001,0.49367208770000004
darobactin__daro_30m__2,-0.062034854800000004,0.3444689087
darobactin__solv_1h__1,-0.8208851817,0.4105669529
darobactin__solv_1h__2,0.4878935193,0.1810783498
darobactin__daro_1h__1,-1.335989218,0.2890053724
darobactin__solv_1h__3,-0.6260127905,0.5619994260000001
darobactin__daro_1h__2,-1.198175925,-0.1857998675
darobactin__daro_1h__3,-0.8105793299,0.43798703
darobactin__daro_30m__3,-0.7351467962,0.2999589677
darobactin__solv_30m__1,0.4508772782,0.4127935961
darobactin__solv_15m__1,0.3857039863,0.1335141106
darobactin__solv_15m__2,-0.34142824190000004,0.028950476000000003
darobactin__daro_15m__1,-0.7579255753,-0.2761305336
darobactin__solv_15m__3,-0.044275744400000004,-0.16246458660000002
darobactin__daro_15m__2,-0.8899741376,-0.28408610700000003
darobactin__daro_15m__3,-0.0936161665,0.45624276220000004
darobactin__solv_30m__2,0.4403030066,0.0933319377
darobactin__solv_30m__3,1.5531979998,0.1004950762
ddp__pNT3_aroP__1,1.3064750425,0.5242790384
ddp__pNT3_aroP__2,2.4964336565,0.9668686940000001
ddp__pNT3_bamC__1,0.45572700330000004,-0.08124162780000001
ddp__pNT3_bamC__2,1.8476458797,0.004438536
ddp__pNT3_cusA__1,3.6466429134,0.7823174854
ddp__pNT3_cusA__2,3.8521131336,0.5523174912000001
ddp__pNT3_hemX__1,2.4423413658,0.8406119206
ddp__pNT3_hemX__2,3.2902677477,1.1037152316
ddp__pNT3_empty__1,-0.3011023311,-0.1498909557
ddp__pNT3_empty__2,0.3011023311,0.1498909557
ddp__pNT3_topA__1,0.16314760920000002,-0.185326032
ddp__pNT3_topA__2,1.1618310233,0.3390137891
ddp__pNT3_yicR__1,7.7124268554,1.7863834505
ddp__pNT3_yicR__2,9.1775409487,2.0829291666
ddp__pNT3_yqjD__1,2.3078578807,0.7116427967000001
ddp__pNT3_yqjD__2,3.2890601493,0.9986577734000001
ecomics__del_gabT__1,0.7897085580000001,-0.0061142744
ecomics__del_gabT__2,-0.7897085580000001,0.0061142744
ecomics__del_putP__1,1.0926551421,-0.018149662400000002
ecomics__del_putP__2,0.8179199731,-0.06053672
ecomics__del_entF__1,-1.7702862546,-0.15486668920000002
ecomics__del_entF__2,0.42973528440000003,-0.3122698141
ecomics__del_entF__3,-0.7359555172000001,-0.2232850717
ecomics__del_cysA__1,-1.1468696814000001,0.1655080324
ecomics__del_cysA__2,-0.9965335113,-0.1646334848
elyC__wt_21C__1,0.2995758439,0.507521909
elyC__wt_21C__2,-0.6890669619,-0.0020278782
elyC__wt_21C__3,0.08049108490000001,0.3004286536
elyC__wt_37C__1,-0.15788057930000002,-0.1922046219
elyC__wt_37C__2,-0.1998196674,0.0465457182
elyC__wt_37C__3,0.3577002466,0.1456589037
elyC__delelyC_21C__1,0.38057124200000003,0.4498995545
elyC__delelyC_21C__2,-0.1801761762,0.3913145072
elyC__delelyC_21C__3,-0.015543563000000002,0.389811326
elyC__delelyC_37C__1,-0.3322884338,-0.09507358020000001
elyC__delelyC_37C__2,0.1047445055,0.0599878598
elyC__delelyC_37C__3,-0.2762832277,-0.10332827530000001
evo_acid_w__F9_2__1,-1.1486142827,-0.1398138247
evo_acid_w__F11_1__1,2.1445717475,1.1854984848
evo_acid_w__F11_1__2,1.9449765867000002,1.2529162699
evo_acid_w__F11_1__3,2.1857027604,1.271735632
evo_acid_w__wt__1,-0.2716379997,-0.10500743130000001
evo_acid_w__F11_2__1,1.3227925872,0.9155876416000001
evo_acid_w__B11_2__1,1.1493792318,1.0839805888
evo_acid_w__F11_2__2,1.5756880142,1.1456591939
evo_acid_w__wt__2,0.2012202106,-0.2758454138
evo_acid_w__B11_1__1,1.8101289725,1.1447314669
evo_acid_w__H9_1__1,5.4630112285,0.5839696191
evo_acid_w__H9_2__1,-0.6645411492000001,0.5565984363
evo_acid_w__B11_2__2,1.5882404490000002,1.1375042367
evo_acid_w__wt__3,0.1848472363,-0.2132921451
evo_acid_w__H9_2__2,-0.9685914173000001,0.5882298446
evo_acid_w__B11_2__3,1.5950934909,1.0722799298
evo_acid_w__F11_2__3,1.5153416352,1.2594557111
evo_acid_w__F9_2__2,-1.0991961596,-0.1113461387
evo_acid_w__wt__4,-0.3039534463,0.0950215491
evo_acid_w__wt__5,-0.3934095523,-0.0110894913
evo_acid_w__wt__6,0.8894033745000001,0.4516161389
evo_acid_w__H9_1__2,5.5417668732,0.6451570075
evo_acid_w__F9_1__1,0.1751694973,0.1198153545
evo_acid_w__F9_1__2,0.0418456648,0.2467226813
evo_acid_w__B11_1__2,1.3413916402,0.8324973188
evo_acid_w__H9_2__3,-0.9628721556000001,0.6855758027000001
evo_acid_w__wt__7,-0.3200447866,0.1566898417
evo_acid_w__F9_1__3,0.5884655236,0.2345048159
evo_acid_w__F9_2__3,-1.0447997871,-0.053820105400000005
evo_acid_w__wt__8,0.0680394659,-0.054418611900000004
evo_acid_w__B11_1__3,1.202088765,0.9015649017
evo_acid_w__wt__9,-0.0544645023,-0.0436744363
evo_bz__c3_1_bz__1,3.6882281184,-0.3718004089
evo_bz__c3_1_bz__2,-1.2146277458,-0.8990305382
evo_bz__c3_1_bz__3,-1.0466544458,-0.8343980804000001
evo_bz__c3_1_bz__4,-1.1760808987,-0.8507831126000001
evo_bz__g5_1_bz__1,-0.4232744392,-0.7914729631
evo_bz__g5_1_bz__2,0.2174975362,-0.9172154979
evo_bz__g5_1_bz__3,-0.41906408380000004,-0.9860602197
evo_bz__g5_1_bz__4,-2.4264828283,-1.0404220636
evo_bz__g5_1_bz__5,-2.0376598452,-0.8059324063000001
evo_bz__g5_1_bz__6,-2.2265824806,-0.9698869425000001
evo_bz__w3110d13__1,-0.4989132525,0.033343195900000004
evo_bz__w3110d13__2,-0.2505382074,-0.0571019024
evo_bz__w3110d13__3,0.3472256459,-0.14065455870000002
evo_bz__w3110d13__4,-0.2686335158,-0.038892684600000005
evo_bz__w3110d13__5,0.5489119527,0.0971982209
evo_bz__w3110d13__6,0.1219473771,0.10610772880000001
evo_bz__w3110d13_bz__1,-0.7968546248,-1.2793805809
evo_bz__w3110d13_bz__2,-0.5637211839,-1.2632670202
evo_bz__w3110d13_bz__3,-1.1656314815,-0.7684220759
evo_bz__w3110d13_bz__4,-1.1897163317000001,-1.3906378549
evo_bz__c3_1_bz__5,3.5715707691,-0.2603334091
evo_bz__c3_1_bz__6,3.3938824959,-0.4981865957
evo_bz__g5_2_bz__1,-1.9658219507,-1.0237229292
evo_bz__g5_2_bz__2,-1.9506124245,-0.9793772774
evo_bz__g5_2_bz__3,-1.8078367301,-0.9135849796000001
evo_bz__g5_2_bz__4,-0.4289301573,-0.7006123572
evo_bz__g5_2_bz__5,-0.343261,-0.8643075898
evo_bz__g5_2_bz__6,-0.0897224687,-0.8860865155000001
evo_bz__w3110d13_bz__5,-1.1633289744,-0.903124723
evo_bz__w3110d13_bz__6,-1.4687000286,-0.8799077614
evo_bz__a1_1_bz__1,0.0184404503,-0.9169427405
evo_bz__a1_1_bz__2,-0.5784865676000001,-0.8639538342
evo_bz__a1_1_bz__3,-1.7448572447,-0.6374799290000001
evo_bz__a1_1_bz__4,-0.7413801689,-0.8839628889000001
evo_bz__a1_1_bz__5,-2.3586001824,-0.7500301627
evo_bz__a1_1_bz__6,-1.6021246798000002,-0.6619564146
evo_metab__wt__1,0.5497546392,0.0693595774
evo_metab__del_zwf__1,0.4538313947,0.1585426593
evo_metab__zwf_ale1__1,0.6330857489,0.1781079291
evo_metab__zwf_ale2__1,0.19875135430000002,-0.0845697208
evo_metab__del_ppk__1,-0.8217132759,-0.0652758027
evo_metab__ppk_ale1__1,-0.8845961667000001,0.3020665051
evo_metab__ppk_ale2__1,0.6213786440000001,0.3063250678
evo_metab__ppk_ale3__1,0.8942835453,0.4973512296
evo_metab__del_dapF__1,0.3535230854,0.2562639484
evo_metab__dapF_ale1__1,0.2985731212,0.1628804667
evo_metab__dapF_ale3__1,-1.0074136492,0.2345661199
evo_metab__del_entC__1,-1.120001296,-0.0242408097
evo_metab__entC_ale1__1,-1.3691760012,-0.3083855709
evo_metab__entC_ale2__1,1.0357566964,0.5016219761
evo_metab__del_dgk__1,-1.5467432775,0.2889889794
evo_metab__dgk_ale1__1,-0.9848741867,0.86191768
evo_metab__dgk_ale2__1,0.0716395727,1.0195535049
evo_metab__dgk_ale3__1,-1.8595312515,-0.15807264440000002
evo_metab__wt__2,-0.6432578887,-0.2416854904
evo_metab__del_zwf__2,1.1095222739,-0.3031563845
evo_metab__zwf_ale1__2,-0.10479961410000001,0.15642705710000002
evo_metab__zwf_ale2__2,-0.3759427762,-0.3864509325
evo_metab__del_ppk__2,-0.47257394340000003,-0.1519065852
evo_metab__ppk_ale1__2,0.2625951945,0.6806433337000001
evo_metab__ppk_ale2__2,-0.1108603927,0.31860693370000004
evo_metab__ppk_ale3__2,-0.7831327793,-0.2892611888
evo_metab__del_dapF__2,1.441635539,-0.42236363260000004
evo_metab__dapF_ale1__2,2.9965339229000003,0.1403888461
evo_metab__dapF_ale3__2,1.951724841,-0.0757575604
evo_metab__del_entC__2,-1.1712322566,-0.1816302283
evo_metab__entC_ale1__2,-0.9231878880000001,-0.1797194168
evo_metab__entC_ale2__2,-0.6329176871000001,-0.13779995450000002
evo_metab__entC_ale3__1,0.8654842041,0.6073946611000001
evo_metab__del_dgk__2,-1.7228978114,0.34119521340000003
evo_metab__dgk_ale1__2,-0.43717640630000004,0.7581212658
evo_metab__dgk_ale2__2,-0.24225580730000001,0.5154123829
evo_metab__dgk_ale3__2,-0.3080175938,0.2941239856
evo_metab__wt__3,0.0935032496,0.172325913
evo_metab__del_zwf__3,-0.33737205730000003,-0.4439718703
evo_metab__zwf_ale1__3,0.2772211296,0.0086973497
evo_metab__zwf_ale2__3,-0.6907957715,-0.6164464472
evo_metab__del_ppk__3,-0.1931400874,0.053220403900000005
evo_metab__ppk_ale1__3,-0.0634572826,0.10319865410000001
evo_metab__ppk_ale2__3,-0.9100979448000001,-0.0333884279
evo_metab__ppk_ale3__3,-0.3298546148,-0.31575431260000003
evo_metab__del_dapF__3,1.5546212648000002,-0.3134632012
evo_metab__dapF_ale1__3,3.0737626087,-0.018550898200000002
evo_metab__dapF_ale3__3,1.7567481986,-0.0827694436
evo_metab__del_entC__3,-1.11990372,-0.3260891038
evo_metab__entC_ale1__3,-0.1602178307,0.29177363640000004
evo_metab__entC_ale2__3,-0.7017492533,0.045940146800000005
evo_metab__entC_ale3__2,-0.5168937045,0.11382351580000001
evo_metab__del_dgk__3,-1.4741790436,0.3269850664
evo_metab__dgk_ale1__3,-0.2982632901,0.82210122
evo_metab__dgk_ale2__3,-0.7641373526,0.4180364818
evo_metab__dgk_ale3__3,0.23281904020000002,0.5487662847
flag_reg__wt__1,0.1952624023,0.061937895400000005
flag_reg__del_fliA__1,-0.0935877423,0.2076608883
flag_reg__del_flhC__1,0.4822546916,0.2231269013
flag_reg__del_flhD__1,1.1028623083,0.2444757187
flag_reg__wt__2,-0.1952624023,-0.061937895400000005
flag_reg__del_fliA__2,0.5563405739,0.2693166605
flag_reg__del_flhC__2,0.3068633145,0.0792989986
flag_reg__del_flhD__2,0.0197475461,0.318663322
flgM__27C__1,-0.8389222654,-0.3471298279
flgM__27C__2,-0.31719691250000004,-0.1032984063
flgM__27C__3,-0.5941831802,-0.2918563456
flgM__32C__1,0.1804267451,-0.29845938510000003
flgM__32C__2,-0.3578055504,-0.08279309300000001
flgM__32C__3,-0.0916349949,-0.18627491200000001
flgM__37C__1,0.1029556143,-0.027329876000000003
flgM__37C__2,-0.0560927616,0.049488129000000006
flgM__37C__3,-0.0468628528,-0.022158253000000003
flgM__42C__1,-0.9357653953,-0.4486649753
flgM__42C__2,-0.7893250251,-0.3501494416
flgM__42C__3,0.5451404400000001,-0.11952192440000001
histone__untreated__1,0.1276786309,-0.166300465
histone__untreated__2,-0.0728103138,0.30160487210000003
histone__untreated__3,-0.05486831700000001,-0.1353044071
histone__10ug_H2A__1,-0.1571028503,-0.2072180266
histone__10ug_H2A__2,0.0420966839,0.1160224864
histone__10ug_H2A__3,-0.1954140051,-0.1085947506
histone__50ug_H2A__1,-0.9722271899,-0.5199680753
histone__50ug_H2A__2,-0.659191104,-0.45243960980000003
histone__50ug_H2A__3,-0.954691112,-0.3680062441
histone__100ug_H2A__1,-1.0919487617,-0.4861784376
histone__100ug_H2A__2,-0.8624921362,-0.4363581553
histone__100ug_H2A__3,-0.9728133797,-0.4036338358
hns__del_hns_spike__1,-0.9585055274000001,-0.2230401091
hns__del_hns_spike__2,0.0647452909,0.39528289040000003
hns__del_hns__1,-1.0141633631,-0.1729213595
hns__del_hns__2,0.2966562253,0.407822526
hns__wt_spike__1,0.1089219142,0.0782749219
hns__wt_spike__2,-0.7607322097,0.1140304214
hns__wt__1,0.025435234,-0.0190362035
hns__wt__2,-0.025435234,0.0190362035
hns_stpA__evo100G4_delhns_delstpA__1,0.3781507297,-0.0466006101
hns_stpA__evo100G4_delhns_delstpA__2,0.46551518080000004,-0.1875257904
hns_stpA__evo100G12_delhns_delstpA__1,-0.6042987909,-0.177553182
hns_stpA__evo100G12_delhns_delstpA__2,-0.2820445023,-0.4664110883
hns_stpA__delhns_delstpA_delrpoS__1,1.1854037551,-0.2914650615
hns_stpA__delhns_delstpA_delrpoS__2,-0.6960321199,-0.8738962645
hns_stpA__wt__1,0.1681092291,0.40732705750000003
hns_stpA__wt__2,-0.1681092291,-0.40732705750000003
hns_stpA__delhns_delstpA__1,-1.9730802433,-1.8599015637
hns_stpA__delhns_delstpA__2,-2.0154639205,-1.3868898976000001
hu__wt_log_pH7__1,-0.6978879574,-0.8588249960000001
hu__wt_log_pH7__2,-1.8492483682,-0.301371953
hu__wt_log_pH7__3,0.46233905750000004,0.22485941010000002
hu__wt_lag_pH7__1,0.3767240143,0.1405984791
hu__wt_lag_pH7__2,1.3528487406,-0.09463203070000001
hu__wt_lag_pH7__3,-1.7295727549,-0.0459664484
hu__delhupA_lag_pH7__1,0.0459521855,0.0943295256
hu__delhupA_lag_pH7__2,0.5778498477,-0.2204134013
hu__delhupA_lag_pH7__3,-2.4417515803,-0.1512669687
hu__delhupB_lag_pH7__1,0.4007823984,-0.06965403120000001
hu__delhupB_lag_pH7__2,0.8447818914,-0.139269807
hu__delhupB_lag_pH7__3,-2.5367379384,-0.35465874940000003
hu__delhupAhupB_lag_pH7__1,-1.9208520533,-0.9398486434000001
hu__delhupAhupB_lag_pH7__2,-0.24633398480000002,-0.5111918579
hu__delhupAhupB_lag_pH7__3,-3.424406587,-0.4789754252
hu__hupAE34K_hupB_lag_pH7__1,1.3072236469,0.4029526272
hu__hupAE34K_hupB_lag_pH7__2,1.8302265833,0.42251703500000004
hu__hupAE34K_hupB_lag_pH7__3,-1.2228966907,-0.08748829670000001
hu__hupAE34K_delhupB_lag_pH7__1,-0.0495510646,0.1527884475
hu__hupAE34K_delhupB_lag_pH7__2,1.3213265186,0.17347024390000002
hu__hupAE34K_delhupB_lag_pH7__3,-1.8089582131,-0.1152135953
hu__wt_lag_pH5__1,-0.48629671360000004,-0.5430414218
hu__wt_lag_pH5__2,0.4716089063,0.0636323919
hu__wt_lag_pH5__3,-1.43462993,-0.7911169323
hu__delhupA_lag_pH5__1,-1.1343610253,-0.8152079459
hu__delhupA_lag_pH5__2,0.0202944081,-0.1206294564
hu__delhupA_lag_pH5__3,-2.3919432791,-1.0581794957
hu__delhupAhupB_lag_pH5__1,-1.0550044182,-0.9028232545
hu__delhupAhupB_lag_pH5__2,-0.8883004835,-0.6453287421
hu__delhupAhupB_lag_pH5__3,-3.6579824484,-1.3796494343
hu__hupAE34K_hupB_lag_pH5__1,-0.5153318137,-0.6327261777000001
hu__hupAE34K_hupB_lag_pH5__2,-3.2759874864,-1.1771553878
hu__hupAE34K_hupB_lag_pH5__3,-2.6850034588,-0.6971212807
hu__hupAE34K_delhupB_lag_pH5__1,-3.9520710382,-1.5489455499
hu__hupAE34K_delhupB_lag_pH5__2,-0.2440043524,-0.3943566066
hu__hupAE34K_delhupB_lag_pH5__3,-2.9024944981000003,-1.3013507872
hyperpersistence__low_GFP__1,0.3479872835,0.4344882761
hyperpersistence__wt__1,-0.2189170776,-0.1384092307
hyperpersistence__high_GFP__1,3.2444958844,0.6570035767
hyperpersistence__pth_mut__1,-0.6561460545000001,-0.1604676477
hyperpersistence__pth_mut__2,0.2346510082,-0.3276004142
hyperpersistence__metG_mut__1,0.2856278057,0.1550975114
hyperpersistence__metG_mut__2,-0.3744601681,0.0212995209
hyperpersistence__high_GFP__2,2.8296487344,0.1208706561
hyperpersistence__wt__2,0.2189170776,0.1384092307
hyperpersistence__low_GFP__2,-0.5972191979,-0.07967495320000001
kan_efg__cpxAF218Y__1,-0.0822181704,0.46402978910000003
kan_efg__cpxAF218Y__2,-0.0444791676,0.5527841122
kan_efg__cyaAN600Y__1,0.4612660693,0.8341211708
kan_efg__cyaAN600Y__2,0.6219103803,1.1477726132
kan_efg__fusAA608E__1,2.4590341938,0.33836540400000004
kan_efg__fusAA608E__2,3.0432207741,0.381333474
kan_efg__fusAA608E_cpxAF218Y__1,3.0019197997,0.6127465055
kan_efg__fusAA608E_cpxAF218Y__2,3.1827727759,0.798155798
kan_efg__fusAA608E_cyaAN600Y__1,2.1661152706,0.7658708478
kan_efg__fusAA608E_cyaAN600Y__2,1.7179310982,0.7917322202
kan_efg__fusAA608E_rpoDL261Q__1,1.2336238998,0.2294695264
kan_efg__fusAA608E_rpoDL261Q__2,2.0215009938,0.3024010706
kan_efg__fusAA608E_topAS180L__1,1.1315996249,0.2628394297
kan_efg__fusAA608E_topAS180L__2,2.1185744221,0.4614202993
kan_efg__rpoDL261Q__1,-0.0445724922,0.0909169529
kan_efg__rpoDL261Q__2,0.6215326435,0.29353073620000003
kan_efg__wt__1,-0.28749085950000003,-0.1239890289
kan_efg__wt__2,0.28749085950000003,0.1239890289
lrp__wt_min_log__1,0.05748178,0.0444698815
lrp__wt_min_log__2,-0.05748178,-0.0444698815
lrp__wt_min_trans__1,2.5477093646,1.3256391643
lrp__wt_min_trans__2,2.979376499,1.1533173525
lrp__wt_min_stat__1,3.7081923302,0.0372085014
lrp__wt_min_stat__2,3.4711412765,-0.1850217714
lrp__wt_liv_log__1,-0.024861974800000002,-0.0618399517
lrp__wt_liv_log__2,-0.2541032784,-0.033535556200000004
lrp__wt_liv_trans__1,0.3776548832,-0.365600286
lrp__wt_liv_trans__2,-0.1073652727,-0.6593636620000001
lrp__wt_liv_stat__1,2.0526756284,0.3918088329
lrp__wt_liv_stat__2,2.1447734413,-0.15276592760000002
lrp__wt_rich_log__1,1.138688488,0.1349487458
lrp__wt_rich_log__2,0.3468196549,0.056252234500000005
lrp__wt_rich_trans__1,0.4973823208,-0.2591893481
lrp__wt_rich_trans__2,0.1418518422,-0.7587822385
lrp__wt_rich_stat__1,0.10502954140000001,-0.9451234367
lrp__wt_rich_stat__2,-0.1667330579,-0.9889414083
lrp__dellrp_min_log__1,-0.11065417770000001,0.0722146651
lrp__dellrp_min_log__2,-0.3650967802,-0.0679927827
lrp__dellrp_min_trans__1,1.3762033081,0.0156131128
lrp__dellrp_min_trans__2,2.2696631411,-0.5771992589
lrp__dellrp_min_stat__1,3.7706155137,-0.2370431217
lrp__dellrp_min_stat__2,3.4147311406,-0.4925170908
lrp__dellrp_liv_log__1,0.7090770772,-0.37196222030000003
lrp__dellrp_liv_log__2,0.1425767531,-0.4504566807
lrp__dellrp_liv_trans__1,0.5280182996,-0.4858500673
lrp__dellrp_liv_trans__2,0.5607354129000001,-0.43866172610000004
lrp__dellrp_liv_stat__1,2.8138868321,-0.0760758962
lrp__dellrp_liv_stat__2,3.1462563762,-0.47137993840000003
lrp__dellrp_rich_log__1,0.6364507083000001,0.0989304379
lrp__dellrp_rich_log__2,0.44346974580000004,0.18235185080000002
lrp__dellrp_rich_trans__1,0.7063652113000001,-0.1480671098
lrp__dellrp_rich_trans__2,2.2757547193,-0.2919650744
lrp__dellrp_rich_stat__1,2.787830741,0.2631776923
lrp__dellrp_rich_stat__2,3.3267352739,0.34377965050000003
mazF_circuit__t0__1,-0.0256972126,-0.0077362951
mazF_circuit__t2__1,-0.4270102076,0.0912360982
mazF_circuit__t4__1,0.3456775563,-0.0070642378
mazF_circuit__t6__1,-1.5603774497,-0.36628629160000004
mazF_circuit__t8__1,0.5809485959,-0.1124386022
mazF_circuit__t0__2,0.0256972126,0.0077362951
mazF_circuit__t2__2,0.33037214870000003,-0.0465158766
mazF_circuit__t4__2,-0.9699369788000001,-0.38577279880000004
mazF_circuit__t6__2,0.9414488906,-0.469292142
mazF_circuit__t8__2,0.3336568764,-0.12094615630000001
mazF_ribo__emptyvec_mrna_5m__1,0.0684037773,-0.0331419783
mazF_ribo__emptyvec_mrna_5m__2,-0.0684037773,0.0331419783
mazF_ribo__mazF_mrna_5m__1,-0.056085509400000004,0.36147036060000004
mazF_ribo__mazF_mrna_5m__2,0.1383973305,0.42766632520000003
mazF_ribo__emptyvec_total_5m__1,-0.4343902704,-0.1631326176
mazF_ribo__emptyvec_total_5m__2,-1.4652236161,-0.46439908900000004
mazF_ribo__mazF_total_60m__1,6.8262497215,1.1375944172
mazF_ribo__mazF_total_60m__2,6.496229647,0.9990179883
mercury__ctrl_t00__1,0.4280432334,0.0246760675
mercury__ctrl_t10__1,0.37556828200000003,0.28965230210000004
mercury__ctrl_t30__1,0.6627012387,0.4588776245
mercury__ctrl_t60__1,0.2865442233,0.5941920802
mercury__hg_t10__1,10.5365352876,2.5930447965
mercury__hg_t30__1,7.1971595946,2.8765293634
mercury__hg_t60__1,5.862300897,1.8689131848
mercury__pma_t10__1,1.9977179242,1.7746861713
mercury__pma_t30__1,2.7349587215,1.7212544356000001
mercury__pma_t60__1,0.43061064,0.0172375016
mercury__ctrl_t00__2,-0.2815428353,0.0098810566
mercury__ctrl_t10__2,0.6653643471,0.31361651690000003
mercury__ctrl_t30__2,0.6877018197,0.5678418711000001
mercury__ctrl_t60__2,0.8049306214,0.7276982
mercury__hg_t10__2,8.61201747,2.4495696894
mercury__hg_t30__2,4.9498013204,2.5376699415
mercury__hg_t60__2,1.4349975071,0.3267788884
mercury__pma_t10__2,1.4080605474,1.7041479731
mercury__pma_t30__2,2.5906730264,1.5817881911
mercury__pma_t60__2,0.0408189552,0.10953454230000001
mercury__ctrl_t00__3,-0.1465003982,-0.0345571241
mercury__ctrl_t10__3,-0.0249480332,0.0668795451
mercury__ctrl_t30__3,0.1649197568,0.4067529134
mercury__ctrl_t60__3,0.14134975560000002,0.421792836
mercury__hg_t10__3,12.2026423113,2.2820038049
mercury__hg_t30__3,9.6783543359,3.2458528282
mercury__hg_t60__3,5.7689636345,1.3914504744
mercury__pma_t10__3,1.4827128881,1.7049639482
mercury__pma_t30__3,2.2160427336,1.6307538979
mercury__pma_t60__3,0.17325803210000001,0.1733442208
ml_abx__az_lolcde__1,-1.0050276911,-0.0808926968
ml_abx__az_lolcde__2,-0.3627981786,0.0561699296
ml_abx__az_lolcde__3,-0.4629630314,0.6638525030000001
ml_abx__b01__1,0.0958177632,-0.2085384018
ml_abx__b01__2,-0.16107859730000001,-0.1423886908
ml_abx__b01__3,1.1510497248,-0.0021297595
ml_abx__cro__1,-0.9272644090000001,0.2890552511
ml_abx__cro__2,-0.43734993180000004,-0.1253911683
ml_abx__cro__3,1.3185844211,0.2597071042
ml_abx__chl__1,2.4052557733,-0.1267988387
ml_abx__chl__2,3.4422141144,-0.23363388100000002
ml_abx__chl__3,5.3508273583,0.18340352810000002
ml_abx__cip__1,13.9934664723,2.5564733111
ml_abx__cip__2,14.1765005578,2.1881980512
ml_abx__cip__3,15.8563518467,1.876095253
ml_abx__clr__1,2.3413591857,-0.13260610720000002
ml_abx__clr__2,2.0938739817,-0.3977798503
ml_abx__clr__3,3.1340653667,-0.1281862561
ml_abx__cst__1,-0.49330971690000003,0.38093509540000003
ml_abx__cst__2,-0.2784099642,0.028777508900000002
ml_abx__cst__3,0.1258142978,0.1028611406
ml_abx__ctrl__1,-0.6690129582000001,0.0902284537
ml_abx__ctrl__2,-0.8608610777,0.1573925509
