,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A
0,ALE__GalactoseA5,-3.813533759325091,0.090999610311336,2.0,0.0,-3.749187317788612,1.0,-3.87788020086157,,,,
1,ALE__GalactoseA6,-3.1287181715775114,0.40799821667913355,2.0,2.0,-3.417216477303345,3.0,-2.8402198658516777,,,,
2,ALE__GalactoseA8,-4.360227171295806,0.26270341280176657,2.0,4.0,-4.174467806662828,5.0,-4.545986535928784,,,,
3,ALE__IL_Control,4.202921344287347e-11,0.8087549539912806,4.0,6.0,-0.4894980519753735,7.0,1.1999685477449429,8.0,-0.2320753805723226,9.0,-0.4783951150291299
4,ALE__IL_TEOH_OAc,-0.026881358453088477,2.7121085961243163,2.0,10.0,-1.94463173808692,11.0,1.890869021180743,,,,
5,ALE__IL_TEA_HS,3.0801867544453936,1.473139417178893,2.0,12.0,4.121853625965787,13.0,2.038519882925,,,,
6,ALE__IL_Mixed,1.4306814774472478,1.0598294752081212,2.0,14.0,2.1800940862682903,15.0,0.6812688686262054,,,,
7,ALE__IL_PP5350,4.442299301396412,0.2358962582979522,2.0,16.0,4.609103145295427,17.0,4.275495457497397,,,,
8,ALE__IL_T8,1.0203507468163402,0.6570540480762228,2.0,18.0,1.4849581198171091,19.0,0.5557433738155712,,,,
9,ALE__IL_T9,4.787284684331907,0.34494467076371954,2.0,20.0,5.031197400163094,21.0,4.54337196850072,,,,
10,ALE__IL_Control2,-2.615959367753998,0.16857070462603496,2.0,22.0,-2.735156856104462,23.0,-2.4967618794035342,,,,
11,ALE__IL_Glc+Ace,-1.0306387339144556,0.5055414792727699,2.0,24.0,-1.3881105420793096,25.0,-0.6731669257496015,,,,
12,ALE__XyloseA1,-1.4718136338311028,0.6272698581928196,2.0,26.0,-1.9153604041931696,27.0,-1.0282668634690362,,,,
13,ALE__XyloseA2,-2.808351632421557,0.44879801386294393,2.0,28.0,-3.1256997514070988,29.0,-2.491003513436015,,,,
14,ALE__XyloseA3,-2.5534685709501805,0.1555564536121579,2.0,30.0,-2.443473547743693,31.0,-2.663463594156668,,,,
15,ALE__XyloseA4,-3.054714912669817,0.122744337705134,2.0,32.0,-2.9679215591262653,33.0,-3.141508266213369,,,,
16,Aromatic__Coumarate,3.3773810215247217,0.40233783717856203,3.0,34.0,3.691274283898149,35.0,2.9238218482853364,36.0,3.5170469323906817,,
17,Aromatic__Coumarate+ferulate,1.6553248490161672,0.297108958367983,3.0,37.0,1.7804186673184703,38.0,1.3161240304232358,39.0,1.869431849306796,,
18,Aromatic__Ferulate,0.8084178520862063,0.31960533180004963,3.0,40.0,0.472587537344323,41.0,1.1088511889281003,42.0,0.8438148299861954,,
19,Aromatic__Glucose,-4.263955346213895e-10,0.5310235218211965,3.0,43.0,-0.5664732961511586,44.0,0.486502445470064,45.0,0.079970849401908,,
20,Bioreactor1__24h,4.122092667202537e-10,1.9663843733893138,2.0,46.0,-1.3904437244306345,47.0,1.390443725255053,,,,
21,Bioreactor2__S_0min,-1.7526199010594232e-10,0.9307984194301749,3.0,48.0,-0.4285180165886944,60.0,1.0678777342907455,72.0,-0.6393597182278371,,
22,Bioreactor2__S_15min,-0.45372699583401627,0.5007000141694171,3.0,49.0,-0.7003422918193876,61.0,0.1224450645701441,73.0,-0.7832837602528054,,
23,Bioreactor2__P1_15min,0.03153238104331676,0.3095015075738473,3.0,50.0,-0.1577513628508362,62.0,0.3887003115322907,74.0,-0.1363518055515042,,
24,Bioreactor2__P3_15min,1.4105506292724677,0.3983473736301643,3.0,51.0,1.0675350184070789,63.0,1.3166609062595624,75.0,1.8474559631507617,,
25,Bioreactor2__P5_15min,1.8104362101439968,0.3182409858323516,3.0,52.0,1.586362445930585,64.0,2.174704208901625,76.0,1.67024197559978,,
26,Bioreactor2__S_1h,-0.599068362828297,0.47533141805644386,3.0,53.0,-0.4031905498515423,65.0,-0.252975886665479,77.0,-1.14103865196787,,
27,Bioreactor2__S_3h,-0.3816418022327496,0.35813611156780695,3.0,54.0,-0.4600886182626309,66.0,0.0092150046509406,78.0,-0.6940517930865585,,
28,Bioreactor2__S_9h,0.2460847849504574,0.6002454272620346,3.0,55.0,0.8267071460387343,67.0,0.2835735865634088,79.0,-0.3720263777507708,,
29,Bioreactor2__S_25h,0.11269459817583229,0.3011638799074349,3.0,56.0,-0.2350594907203611,68.0,0.2865187003564095,80.0,0.2866245848914485,,
30,Bioreactor2__P1_25h,1.1332406524712155,0.37461073605841716,3.0,57.0,0.7503234681451535,69.0,1.150446479861117,81.0,1.498952009407376,,
