,-0.06622084663308334,-0.05518403886090278,-0.04414723108872222,-0.03311042331654166,-0.022073615544361103,-0.011036807772180544,1.3877787807814457e-17,0.011036807772180579,0.02207361554436113,0.03311042331654168,0.04414723108872225,0.05518403886090281,0.06622084663308336,0.07725765440526391,0.0882944621774445,0.09933126994962505,0.1103680777218056,0.12140488549398615,0.1324416932661667,0.14347850103834728
thresh,-0.0496656349748125,0.0496656349748125,1,,,,,,,,,,,,,,,,,
unreg,1,1,12,39,215,1214,1499,479,199,125,52,27,17,8,3,1,2,1,0,0
unreg_genes,['ABUW_0556'],['ABUW_3015'],[],[],[],[],[],[],[],[],[],"['ABUW_2019' 'ABUW_3801' 'ABUW_2343' 'ABUW_3501' 'ABUW_1435' 'ABUW_1754'
 'ABUW_1301' 'ABUW_1494' 'ABUW_2733' 'ABUW_2024' 'ABUW_1267' 'ABUW_3621'
 'ureJ' 'ABUW_2739' 'ABUW_3037' 'ABUW_2047' 'ABUW_0373' 'ABUW_2570'
 'ABUW_1597' 'ABUW_2795' 'ABUW_3896' 'ABUW_6002' 'ABUW_0230' 'ABUW_0901'
 'ABUW_1654' 'abaM' 'rnhB']","['ABUW_0904' 'ABUW_1541' 'ABUW_3760' 'ABUW_0809' 'ABUW_0866' 'ABUW_0566'
 'ABUW_2613' 'ABUW_2553' 'ABUW_4046' 'ABUW_0943' 'ABUW_0671' 'ABUW_0634'
 'alkB' 'ABUW_2659' 'traK' 'ABUW_1987' 'ABUW_0448']","['ABUW_4019' 'ABUW_4015' 'pfeA' 'ABUW_3477' 'ABUW_4123' 'ABUW_1918'
 'ABUW_0810' 'ABUW_1815']",['crcB' 'ABUW_2901' 'ABUW_1525'],['ABUW_0487'],['ABUW_2833' 'ABUW_2851'],['ABUW_0880'],[],[]
