,-0.09525650004588418,-0.06350433336392278,-0.031752166681961375,2.7755575615628914e-17,0.03175216668196143,0.06350433336392283,0.09525650004588423,0.12700866672784564,0.15876083340980704,0.19051300009176844,0.22226516677372984,0.2540173334556912,0.2857695001376527,0.317521666819614,0.3492738335015755,0.38102600018353683,0.4127781668654983,0.44453033354745963,0.4762825002294211,0.5080346669113825
thresh,-0.11113258338686488,0.11113258338686488,1,,,,,,,,,,,,,,,,,
unreg,1,4,279,3351,241,4,2,1,0,0,0,0,0,0,1,1,1,0,0,0
unreg_genes,[],[],[],[],[],[],[],['rbsK'],[],[],[],[],[],[],['STM2692'],['STM2691'],['STM2690'],[],[],[]
