,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A
0,ALE__GalactoseA5,0.5092768867167088,0.030206871467626368,2.0,0.0,0.5306363703698979,1.0,0.4879174030635198,,,,
1,ALE__GalactoseA6,-1.0444496781581656,0.2331998708510509,2.0,2.0,-1.2093468882087708,3.0,-0.8795524681075604,,,,
2,ALE__GalactoseA8,1.3589719197725902,0.2570464719757953,2.0,4.0,1.540731223186753,5.0,1.1772126163584276,,,,
3,ALE__IL_Control,-1.385344755577833e-10,0.5348138926990417,4.0,6.0,-0.0223959341439927,7.0,0.3210222882317265,8.0,-0.7451033930095807,9.0,0.446477038367709
4,ALE__IL_TEOH_OAc,-1.454921484001924,1.4614910842742286,2.0,10.0,-2.488351740335911,11.0,-0.4214912276679369,,,,
5,ALE__IL_TEA_HS,-0.5993982768207446,0.43884256842731645,2.0,12.0,-0.9097068328290216,13.0,-0.2890897208124677,,,,
6,ALE__IL_Mixed,-0.44295757856510476,0.71316421405536,2.0,14.0,0.0613256732930149,15.0,-0.9472408304232244,,,,
7,ALE__IL_PP5350,-2.2216318375027915,0.2691290204088951,2.0,16.0,-2.031328882157569,17.0,-2.411934792848014,,,,
8,ALE__IL_T8,-0.9087475004722818,0.08136202040185812,2.0,18.0,-0.966279136829474,19.0,-0.8512158641150898,,,,
9,ALE__IL_T9,2.8285644977638267,0.8800203200440091,2.0,20.0,3.4508328336489016,21.0,2.206296161878752,,,,
10,ALE__IL_Control2,-2.110321828240099,0.3788332986837052,2.0,22.0,-1.8424462338015823,23.0,-2.378197422678616,,,,
11,ALE__IL_Glc+Ace,-1.443549093368627,0.198456307353004,2.0,24.0,-1.583878894067178,25.0,-1.3032192926700763,,,,
12,ALE__XyloseA1,-3.56527957411779,0.37567210862998157,2.0,26.0,-3.2996392786028808,27.0,-3.8309198696326994,,,,
13,ALE__XyloseA2,0.10312463750915035,0.07367700896234677,2.0,28.0,0.0510271248543329,29.0,0.1552221501639678,,,,
14,ALE__XyloseA3,-0.7231448224709907,0.21239486281680134,2.0,30.0,-0.5729589746840439,31.0,-0.8733306702579373,,,,
15,ALE__XyloseA4,-1.0104453910777025,0.051998738516491894,2.0,32.0,-0.9736767304595448,33.0,-1.04721405169586,,,,
16,Aromatic__Coumarate,-2.1147813890561444,0.21416988071455165,3.0,34.0,-2.3104182456563667,35.0,-2.1479721324195977,36.0,-1.8859537890924687,,
17,Aromatic__Coumarate+ferulate,-2.3594693662054387,0.30067661025497877,3.0,37.0,-2.6878444619113817,38.0,-2.097640785254138,39.0,-2.2929228514507973,,
18,Aromatic__Ferulate,-3.554695193468563,0.05317091397277595,3.0,40.0,-3.612298579593065,41.0,-3.544292780907027,42.0,-3.507494219905597,,
19,Aromatic__Glucose,2.433721372578172e-10,0.1988833546540337,3.0,43.0,0.0111333933699989,44.0,-0.2042161977705065,45.0,0.193082805130624,,
20,Bioreactor1__24h,-1.4690350325086143e-10,0.3119000378845861,2.0,46.0,0.2205466316936284,47.0,-0.2205466319874354,,,,
21,Bioreactor2__S_0min,2.6948205241369056e-11,0.4460901852421494,3.0,48.0,-0.4246637846776149,60.0,0.4648035855245654,72.0,-0.0401398007661059,,
22,Bioreactor2__S_15min,-0.006003933001519653,0.34667765010466345,3.0,49.0,-0.0072985501286116,61.0,0.3413192127023758,73.0,-0.3520324615783232,,
23,Bioreactor2__P1_15min,0.099888598058548,0.5440651931743743,3.0,50.0,-0.2901750923204431,62.0,0.721411559814158,74.0,-0.131570673318071,,
24,Bioreactor2__P3_15min,0.4262817332325466,0.4149697137392195,3.0,51.0,-0.0145687308944919,63.0,0.8093046729368589,75.0,0.4841092576552729,,
25,Bioreactor2__P5_15min,0.3230547163308784,0.49251223961270646,3.0,52.0,-0.2305875715673976,64.0,0.712474567894251,76.0,0.4872771526657818,,
26,Bioreactor2__S_1h,-0.43265564845517707,0.06135309480083679,3.0,53.0,-0.3755091459311411,65.0,-0.4974905899507353,77.0,-0.4249672094836547,,
27,Bioreactor2__S_3h,-0.04679944527031923,0.20037690135828903,3.0,54.0,0.0632169769900509,66.0,-0.2780835558386307,78.0,0.0744682430376221,,
28,Bioreactor2__S_9h,0.0272396686585805,0.4895602768649823,3.0,55.0,-0.1389269699110473,67.0,0.5782554091902783,79.0,-0.3576094333034895,,
29,Bioreactor2__S_25h,0.14541027812061944,0.599213702735889,3.0,56.0,-0.4940630556970449,68.0,0.6939753808685009,80.0,0.2363185091904023,,
30,Bioreactor2__P1_25h,0.14966082020894936,0.11744006715972302,3.0,57.0,0.0354216937672728,69.0,0.1435013516193828,81.0,0.2700594152401925,,
31,Bioreactor2__P3_25h,0.2783435613549245,0.2544870488432568,3.0,58.0,-0.0008141027051594,70.0,0.3384434214720247,82.0,0.4974013652979082,,
32,Bioreactor2__P5_25h,0.8658272143326592,0.39462955362290647,3.0,59.0,1.1002476845575908,71.0,1.0870217175842651,83.0,0.4102122408561216,,
33,Carbon__Citrate,-3.4387264105297763,0.6625963251244356,3.0,84.0,-3.4877964830383488,85.0,-2.752959201694324,86.0,-4.075423546856657,,
34,Carbon__Ferulate,-5.050109192661378,0.3679502848539598,3.0,87.0,-5.465317260376236,88.0,-4.76447242527192,89.0,-4.920537892335977,,
35,Carbon__Glucose,1.0800664876353672e-10,0.07737206196898229,2.0,90.0,-0.0547103095846465,91.0,0.0547103098006598,,,,
36,Carbon__Serine,-5.472638904341866,0.3625326060823803,3.0,92.0,-5.371971317821537,93.0,-5.874866741656503,94.0,-5.171078653547557,,
37,Carbon2__Glucose,9.324703278042652e-11,0.06138517501957948,3.0,95.0,0.0314605515543545,96.0,-0.0707376841247701,97.0,0.0392771328501567,,
38,Carbon2__Coumarate,-3.3507855239661377,0.5238898650822834,3.0,98.0,-3.8946686119475857,99.0,-2.849488402995571,100.0,-3.308199556955256,,
39,Crc__Control,-1.270663296804031e-10,0.5030685136553542,2.0,101.0,0.3557231572800719,102.0,-0.3557231575342046,,,,
40,Crc__Del_crc,-1.9240137585005166,0.17141096214567825,2.0,103.0,-2.0452196122034363,104.0,-1.802807904797597,,,,
41,Crc__Del_crcZ_crcY,-5.5509691270274,0.6393908809727167,2.0,105.0,-6.003086754792049,106.0,-5.098851499262752,,,,
42,FinR__Control,-7.894039588673962e-11,0.08369462760898502,3.0,107.0,0.0230007860154133,108.0,0.0697892960717633,109.0,-0.0927900823239978,,
43,FinR__Del_finR,-1.2822670057940162,0.20530518476056792,3.0,110.0,-1.1872185736130527,111.0,-1.1417099481102957,112.0,-1.5178724956587006,,
44,FleQ__Del_fleQ,0.4051793407137739,0.2370261677093748,3.0,113.0,0.3239894717132935,114.0,0.6721314223460547,115.0,0.2194171280819735,,
45,FleQ__OE_wspR,1.473525962694982,0.5026317462195553,3.0,116.0,1.9819767668419144,117.0,1.4616783795932042,119.0,0.9769227416498268,,
46,FleQ__Control,6.492095657358495e-10,0.08558624357408724,3.0,118.0,-0.0944857497460292,120.0,0.0221562794593262,121.0,0.0723294722343317,,
47,Fuel__Butanol,4.064806908413096,0.23870789019877053,2.0,122.0,3.896014940530811,123.0,4.23359887629538,,,,
48,Fuel__Control,-5.0652947114482316e-11,0.13626736220197824,2.0,124.0,0.0963555758167693,125.0,-0.0963555759180752,,,,
49,Fuel__Isopentanol,4.183898786583675,1.0381089260380856,2.0,126.0,4.917952647795489,127.0,3.44984492537186,,,,
50,Glycolaldehyde__Glycolaldehyde,-2.694474486753755,0.4297409326719383,2.0,128.0,-2.390601759107996,130.0,-2.9983472143995145,,,,
51,Glycolaldehyde__Control,8.45559733342327e-12,0.20193360705376573,2.0,129.0,-0.1427886228887218,131.0,0.142788622905633,,,,
52,HNS_protein__Control_ex,3.059743985955876e-10,0.06845328684474009,2.0,132.0,-0.0484037830164492,147.0,0.048403783628398,,,,
53,HNS_protein__Del_turB_ex,-0.030394288372062747,0.1446887989274825,2.0,133.0,0.071916142511297,134.0,-0.1327047192554225,,,,
54,HNS_protein__WT_pCAR1_ex,-2.818151284346693,0.08842104962685764,2.0,135.0,-2.7556281605559096,140.0,-2.880674408137476,,,,
55,HNS_protein__WT_pCAR1_Del_turA_ex,-4.566789366173568,0.09347635101496043,2.0,136.0,-4.63288712785682,138.0,-4.500691604490315,,,,
56,HNS_protein__WT_pCAR1_Del_turA_st,-5.368785083553116,0.7933623823146184,2.0,137.0,-4.807793163080135,139.0,-5.929777004026097,,,,
57,HNS_protein__WT_pCAR1_Del_turB_ex,-4.185111562945511,0.40201382710893513,2.0,141.0,-3.900844859666026,143.0,-4.469378266224995,,,,
