,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A
0,AB0057_PGcoculture__PGAB,-2.6489524293666666,1.3306086730153086,3.0,0.0,-1.8397528733000001,1.0,-1.9224392601,2.0,-4.1846651547,,
1,AB0057_PGcoculture__AB ,-6.938893903907228e-18,0.28335782285217176,4.0,3.0,0.2033058247,4.0,-0.2519543871,5.0,0.2840138598,6.0,-0.2353652974
2,AB0057_PGcoculture__ABPG,-1.037174846275,0.518194799316989,4.0,7.0,-1.2022119728,8.0,-1.539967785,9.0,-0.3143246907,10.0,-1.0921949365999999
3,AB5075_AZI__AZI_000,0.0,1.0614274816323581,2.0,11.0,-0.75054257,17.0,0.75054257,,,,
4,AB5075_AZI__preculture,1.35062111015,0.08552613616364858,2.0,12.0,1.2901449993,13.0,1.411097221,,,,
5,AB5075_AZI__AZI_040,10.6674656868,0.021801263557579362,2.0,14.0,10.6828815081,18.0,10.6520498655,,,,
6,AB5075_AZI__AZI_028,-0.4490955798,1.6411187427063485,2.0,15.0,-1.6095417715,19.0,0.7113506119,,,,
7,AB5075_AZI__AZI_003,0.4165216189,0.44859715383823384,2.0,16.0,0.7337277084,20.0,0.0993155294,,,,
8,AB5075_VIR-O_AV-T__AV-T/vector,0.45502722440000004,0.39734737840740786,3.0,21.0,0.18596195100000001,28.0,0.2677091999,29.0,0.9114105223000001,,
9,AB5075_VIR-O_AV-T__VIR-O/vector,-3.33333360913457e-11,0.9304874901665503,3.0,22.0,0.6720895337,23.0,0.3899226658,24.0,-1.0620121996,,
10,AB5075_VIR-O_AV-T__VIR-O/1645,0.7149290831333334,1.889739621381989,3.0,25.0,2.1796928511,26.0,1.3832492248000001,27.0,-1.4181548265,,
11,AB5075_VIR-O_LSO__VIR-O,3.333333146541643e-11,0.15559513046609436,3.0,30.0,0.06995202810000001,32.0,-0.17829342380000002,34.0,0.1083413958,,
12,AB5075_VIR-O_LSO__LSO,-1.4361123438333336,0.5416603261204276,3.0,31.0,-1.4453509787,33.0,-1.9730942585000002,35.0,-0.8898917943,,
13,AB5075_Zinc__Control,0.0,1.5139443072234393,3.0,36.0,-1.1958659942,37.0,1.7022227047,38.0,-0.5063567105,,
14,AB5075_Zinc__Zinc,-8.1529272635,0.052867986695403824,2.0,39.0,-8.1903105754,40.0,-8.1155439516,,,,
15,AB5075_biofilm+abx__planktonic,0.0,2.1596872109250467,3.0,41.0,-1.8556328787,42.0,-0.5149998392,44.0,2.3706327179,,
16,AB5075_biofilm+abx__biofilm,-0.9194531314333334,1.7923760411539467,3.0,43.0,-2.9887629111000003,45.0,0.1480597823,46.0,0.0823437345,,
17,AB5075_biofilm+abx__cip_biofilm,-8.892372972166667,4.0309125655892935,3.0,47.0,-9.8666135979,48.0,-4.4636289439,50.0,-12.3468763747,,
18,AB5075_biofilm+abx__tet_biofilm,-9.175516340433333,2.0746298512187757,3.0,49.0,-7.6996064698,51.0,-8.27934871,52.0,-11.5475938415,,
19,AB5075_gigAB__kan_gigB,2.089959353033333,1.5939256768588375,3.0,53.0,2.2357512294,54.0,0.4281462962,55.0,3.6059805335,,
20,AB5075_gigAB__gigB,-2.4341766943333334,0.4926898885556988,3.0,56.0,-1.9070763295000002,57.0,-2.8831108845,58.0,-2.5123428690000003,,
21,AB5075_gigAB__kan_gigA,3.119434883333333,1.2311543815504142,3.0,59.0,3.2865272068999998,60.0,4.2585093609,61.0,1.8132680822,,
22,AB5075_gigAB__gigA,1.736693583666667,5.703100209244008,3.0,62.0,-1.0028992389,63.0,8.2926567269,64.0,-2.079676737,,
23,AB5075_gigAB__kan_WT,1.4930078812666665,0.8891324586309046,3.0,65.0,1.6717487927999999,66.0,2.2791917036,67.0,0.5280831474000001,,
24,AB5075_gigAB__WT,-3.333335459506278e-11,0.5968882280322815,3.0,68.0,0.3596687167,69.0,-0.6890046319,70.0,0.3293359151,,
25,AB5075_med__CA-MHB,-13.138796032250001,4.712180458174612,2.0,71.0,-16.4708107884,72.0,-9.8067812761,,,,
26,AB5075_med__CA-MHB_pH6,-15.13896067765,1.6850185671400932,2.0,73.0,-13.9474726224,74.0,-16.3304487329,,,,
