,-0.09865114410300116,-0.07672866763566757,-0.05480619116833399,-0.032883714701000405,-0.01096123823366682,0.010961238233666765,0.03288371470100035,0.054806191168333934,0.07672866763566752,0.0986511441030011,0.12057362057033469,0.14249609703766827,0.16441857350500186,0.18634104997233544,0.20826352643966903,0.2301860029070026,0.2521084793743362,0.2740309558416698,0.2959534323090034,0.317875908776337
thresh,-0.10961238233666795,0.10961238233666795,2,,,,,,,,,,,,,,,,,
unreg,2,3,9,134,1873,1740,110,13,1,3,1,2,0,0,0,0,0,0,1,0
KpdE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],['ABUW_3198'],['ABUW_2316' 'pobA'],[],[],[],[],[],[],['ABUW_1580'],[]
KpdE_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],['kdpC'],['kdpB'],[],['kdpA'],[],[]
