,new_2829449_2829527_c
M9exp_1,14.4164
M9exp_2,13.8475
M9exp_3,13.7586
M9tran_1,13.8361
M9tran_2,13.8976
M9tran_3,14.0734
M9stat_1,12.1556
M9stat_2,11.7151
M9stat_3,11.6448
MG-0.1_1,13.7331
MG-0.1_2,12.7887
MG-0.1_3,14.5985
MG-0.2_2,13.6681
MG-0.2_3,14.0518
MG+5_1,13.9242
MG+5_2,13.684
MG+5_3,13.809
MG+10_1,14.1903
MG+10_2,13.8711
MG+10_3,12.8275
MG+15_1,13.5585
MG+15_2,14.5319
MG+15_3,14.1925
MG+25_1,13.9519
MG+25_2,13.7037
MG+25_3,14.3718
MG+45_1,14.1645
MG+45_2,13.2118
MG+45_3,14.6053
MG+60_2,13.6676
MG+60_3,13.6663
MG+90_2,13.215
MG+90_3,14.1273
MG+120_1,13.0522
MG+120_2,14.2622
MG+120_3,13.9453
MG+150_1,13.9177
MG+150_3,14.3437
GM-0.1_1,13.6215
GM-0.1_2,13.9054
GM-0.1_3,13.9062
GM-0.2_1,13.7841
GM-0.2_2,14.1139
GM-0.2_3,13.8263
GM+5_1,13.4931
GM+5_2,14.046
GM+5_3,14.0934
GM+10_2,13.8986
GM+10_3,12.7982
GM+15_1,13.7515
GM+15_2,13.7592
GM+15_3,13.7518
GM+25_1,14.4215
GM+25_2,13.9805
GM+25_3,13.3728
GM+45_1,14.3285
GM+45_2,12.7666
GM+45_3,12.6453
GM+60_1,14.189
GM+60_2,12.9332
GM+60_3,13.0516
GM+90_1,14.0793
GM+90_2,14.1246
GM+90_3,13.5636
GM+120_1,13.0792
GM+120_3,13.7496
GM+150_1,13.5872
GM+150_2,13.6066
GM+150_3,13.791
BT_1,12.3331
BT_2,11.2644
B36_1,11.4572
B36_2,11.1617
B60_1,11.9461
B60_2,12.2704
S0_1,13.4018
S0_2,13.5096
S0_3,13.6141
S1_1,14.1045
S1_2,13.9858
S1_3,14.2406
S2_1,14.0564
S2_2,13.9535
S2_3,13.4698
S3_1,13.7148
S3_2,13.6571
S4_1,13.6332
S4_2,13.2536
S4_3,12.9605
S5_1,12.5109
S5_2,12.7362
S5_3,13.0246
S6_1,11.3122
S6_2,8.3453
S6_3,12.29
S6/t_1,11.2188
S6/t_2,8.1105
S6_4,10.9215
S6_5,11.338
S6_6,11.3352
S7_4,11.3483
S7_5,11.3982
S7_6,11.2873
S8_4,10.9085
S8_5,9.564
G135_1,13.9708
G135_3,11.439
G150_1,13.6498
G150_2,13.8364
G150_3,14.0935
G180_1,13.7326
G180_2,14.0713
G180_3,12.8032
T-5.40H_1,14.4377
T-4.40H_1,14.3019
T-3.40H_1,14.3603
T-2.40H_1,13.9295
T-1.40H_1,13.7924
T-1.10H_1,13.8797
T-0.40H_1,13.8337
T0.0H_1,13.7532
T0.30H_1,13.056
T1.0H_1,13.1978
T1.30H_1,12.943
T2.0H_1,12.5967
T2.30H_1,13.5615
T3.0H_1,13.1692
T3.30H_1,13.3164
T4.0H_1,13.5258
T5.0H_1,12.8302
LBexp_1,14.2828
LBexp_2,14.4296
LBexp_3,14.416
LBtran_1,14.4631
LBtran_2,14.2621
LBtran_3,14.5447
LBstat_1,13.8104
LBstat_2,13.369000000000002
LBstat_3,12.4859
LBGexp_1,11.7501
LBGexp_2,13.8643
LBGexp_3,14.2976
LBGtran_2,14.3524
LBGtran_3,14.7265
LBGstat_1,11.3742
LBGstat_2,11.2209
LBGstat_3,13.0798
Mt0_1,13.8651
Mt0_3,13.8744
M0t45_1,14.2271
M0t45_2,13.9666
M0t45_3,14.4548
M0t90_1,13.1795
M0t90_2,14.1165
M0t90_3,13.6954
M40t45_1,13.8695
M40t45_2,14.349
M40t45_3,14.4855
M40t90_1,13.2388
M40t90_2,14.0543
M40t90_3,14.3622
dia0_1,13.8194
dia0_2,14.1314
dia0_3,14.3403
dia5_1,13.7357
dia5_2,13.8095
dia5_3,13.7474
dia15_1,13.6341
