,-0.08556838357750955,-0.06845470686200764,-0.05134103014650572,-0.034227353431003804,-0.017113676715501888,2.7755575615628914e-17,0.017113676715501944,0.03422735343100386,0.051341030146505776,0.06845470686200768,0.08556838357750961,0.10268206029301154,0.11979573700851344,0.13690941372401533,0.15402309043951729,0.1711367671550192,0.1882504438705211,0.205364120586023,0.2224777973015249,0.23959147401702685
thresh,-0.0941252219352605,0.0941252219352605,1,,,,,,,,,,,,,,,,,
unreg,3,5,9,60,542,1209,364,56,17,12,2,1,3,3,2,1,6,1,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],['fadJ_4'],['Saci_2212' 'Saci_2211' 'Saci_2226'],['Saci_2137' 'Saci_2214' 'Saci_2216'],['fadJ_5' 'Saci_2224'],['Saci_2215'],['Saci_2225' 'bpoC' 'Saci_2221' 'Saci_2223' 'mmgC_2' 'Saci_2219'],['Saci_2220'],[],[]
