,A,DegU
R2,,0.41710790170381096
xmin,,-2.8119355942867568
xmid,,0.15647164098276517
xmax,,2.159423930283745
ystart,,-0.039277109785515574
yend,,19.98819723067181
amb:ctrl:1,1.5294710699372838,0.015289314218542847
amb:ctrl:2,-0.9243457566929592,-0.11227479918272733
amb:ctrl:3,-0.6051253132443157,0.09698548496418713
amb:amb:1,-0.3320454121602001,-0.02027907136020257
amb:amb:2,-1.0931163184251806,-0.11939798558353855
amb:amb:3,-1.1652218115597262,0.16090329491056554
ave1:ctrl_5m:1,-0.16682360055746998,-0.015460456802973256
ave1:vdave1_5m:1,2.333169668793696,-0.12786071848157032
ave1:ctrl_20m:1,1.0420788719705385,0.14153017382174227
ave1:vdave1_20m:1,-0.9836942697762776,-0.13120447857530682
ave1:supernatant_5m:1,-0.13933994699720334,0.13091725972907398
ave1:vnave1_20m:1,0.4803434164744299,-0.06501649648956942
ave1:supernatant_20m:1,0.7902227734626509,0.05547541837961667
ave1:ctrl_5m:2,0.1668236005574508,0.015460456802973256
ave1:vdave1_5m:2,2.6283079315880395,-0.05266154367727083
ave1:ctrl_20m:2,1.3538028817687349,0.10452031526203777
ave1:vdave1_20m:2,-0.5674842090193102,-0.1123526565116162
ave1:supernatant_5m:2,-1.738371700715828,0.0042436317229785905
ave1:vnave1_20m:2,0.523579549168164,-0.038157337506306455
ave1:supernatant_20m:2,0.8860553373904521,0.07974786912916798
biofilm_time:8h:1,0.4880864407623949,-0.026017530342270945
biofilm_time:8h:2,-0.2134946673616856,0.02105077338428529
biofilm_time:8h:3,-0.05346503899378777,-0.000917682575742873
biofilm_time:8h:4,-0.22112673440692288,0.0058844395337320785
biofilm_time:12h:1,-2.028669210569676,0.2736770327117579
biofilm_time:12h:2,-2.0406468461086105,0.6890799285738325
biofilm_time:12h:3,-2.1346222945014617,0.8069757935778608
biofilm_time:12h:4,-2.2241433411537783,0.7986993938941271
biofilm_time:16h:1,-5.095556020072517,-0.14745763064062345
biofilm_time:16h:2,-4.52908020841266,-0.2430732388972085
biofilm_time:16h:3,-5.4305272753475515,-0.19421139346827052
biofilm_time:16h:4,-5.648857173451447,-0.26350081667947123
biofilm_time:20h:1,-5.738138572231353,-0.022618552784674503
biofilm_time:20h:2,-3.9381679408531203,0.04206559260114595
biofilm_time:20h:3,-6.0785011107741775,-0.128381578752764
biofilm_time:20h:4,-4.171162952362953,0.07376705707893905
biofilm_time:24h:1,-3.230578323130266,0.0012400215041079574
biofilm_time:24h:2,-3.7143221163003366,0.20602177780309286
biofilm_time:24h:3,-1.76739214107463,0.19155679428442876
biofilm_time:24h:4,-1.8236316104000683,0.22270525098678284
biofilm_time:28h:1,-4.725657459868327,0.10227484398679644
biofilm_time:28h:2,-2.6357665376868455,0.5853681537096111
biofilm_time:28h:3,-2.0402193589936246,0.6396749445051579
biofilm_time:28h:4,-5.339593988048692,0.08813391571876927
biofilm_time:32h:1,-1.5125355310438788,0.3189840684381178
biofilm_time:32h:2,-3.972129943767349,0.16762182151253313
biofilm_time:32h:3,-4.409285161207566,0.20462674922048046
biofilm_time:32h:4,-3.6043384713774103,0.3276241219873679
codY:wt:1,-1.1903394580169488,0.1542260828765727
codY:wt:2,1.1903394580169584,-0.1542260828765727
codY:ctrl:1,-2.273962766999234,0.011278236412406885
codY:ctrl:2,1.0200935980841332,-0.19174035705710324
codY:codYR61K:1,-1.6497503571422687,-0.1550141452464615
codY:codYR61K:2,0.4756592892522822,-0.21038461531452946
codY:codYR61H:1,-2.3310361769908035,-0.1812654100038973
codY:codYR61H:2,1.3351064453082435,-0.37056030597864975
codY:codYF71Y:1,0.7402354343024621,-0.21531296112916287
codY:codYF71Y:2,1.0196600404688545,-0.37761636869076654
decay:wt:1,0.214348677791434,0.0746400396104221
decay:wt:2,0.353117602962043,-0.011150579719035214
decay:wt:3,-0.5674662807534965,-0.06348945989138688
decay:delpnpA:1,0.02630290518682315,-0.3538226510434468
decay:delpnpA:2,1.1099105019733808,-0.37853829615597423
decay:delpnpA:3,-0.04669569713694793,-0.1503006962491309
ecm_tasA:deltasA:1,-2.9754790565687625,-0.20244619932228505
ecm_tasA:deltasA:2,-2.947312390728304,-0.2289711000833829
ecm_tasA:deltasA:3,-3.1852792244866834,-0.10998098396031077
ecm_tasA:delcssRS:1,-1.9348384979526825,-0.08594758216477416
ecm_tasA:delcssRS:2,2.0495927631313835,0.11483906431751124
ecm_tasA:delcssRS:3,0.7333520950345219,-0.21295090279867068
ecm_tasA:wt:1,0.2453210439371487,0.048951047685728
ecm_tasA:wt:2,-0.2453210439371408,-0.048951047685729776
heatshock:wt_37C:1,-1.0932640371666342,0.21115058597834668
heatshock:wt_37C:2,-1.0912500148454791,0.06726795550632403
heatshock:wt_37C:3,2.1845140520121125,-0.2784185414846689
heatshock:wt_48C:1,1.4666210860280038,0.4806858575258683
heatshock:wt_48C:2,2.798728152027559,0.4978907282515497
heatshock:wt_48C:3,3.483973055197961,0.5048533792544756
heatshock:wt_53C:1,0.3743011610941911,-0.6958063586318817
heatshock:wt_53C:2,0.03766193464608432,-0.8450925854243979
heatshock:wt_48_53C:1,0.30028512491103737,0.15229032996141711
heatshock:wt_48_53C:2,-1.105058585614652,0.6689583937798211
heatshock:wt_48_53C:3,-2.4060618878662727,0.7419595770892418
heatshock:delrelA_37C:1,0.408627328190273,0.5359896800066704
heatshock:delrelA_37C:2,-1.3909877380197075,0.8201748200274928
heatshock:delrelA_48C:1,6.837804947746738,1.1857720805779015
heatshock:delrelA_48C:2,4.928642424574163,1.2225918145694568
heatshock:delrelA_48C:3,4.536243213911066,1.1283471889025891
heatshock:ppGpp_null_37C:1,13.33587307085687,0.9441448236595776
heatshock:ppGpp_null_37C:2,9.823441615749696,0.7660603504840324
heatshock:ppGpp_null_37C:3,17.88373712293829,0.6213541775517228
heatshock:ppGpp_null_48C:1,14.450233284144574,1.3388548726709466
heatshock:ppGpp_null_48C:2,10.845482212414447,1.350429627024489
heatshock:ppGpp_null_48C:3,14.785299053468973,1.161416079579876
ldar:yfiJKplus:1,-5.488200206942955,0.02706125651848001
ldar:yfiJKplus:2,-4.076021930331832,0.8234811190843283
ldar:yfiJ_A152E:1,-0.6694181555302986,1.7992448244010673
ldar:yfiJ_A152E:2,-4.227156703871644,0.7634871267768704
ldar:wt:1,0.1725628419508624,0.035580634541913625
ldar:wt:2,-0.7095108240647218,-0.06100903087425635
ldar:wt:3,0.5369479821138362,0.025428396332343617
mk7:shake:1,0.8084139712915929,-0.16263153759804094
mk7:shake:2,1.8263068392178352,-0.14305958412975972
mk7:shake:3,-1.5373223176009143,0.16184359900131895
mk7:shake:4,-1.0973984929085052,0.14384752272647994
mk7:static:1,14.543300399712207,1.367296131012325
mk7:static:2,15.078906724353708,1.3747063771680326
mk7:static:3,10.503247303978863,2.159423930283745
mk7:static:4,11.250406332058372,2.1455462415342046
nusA:nusA_induced:1,5.54644636704079,0.3881685646408917
nusA:nusA_induced:2,4.1774508819841545,0.42097569355223374
nusA:nusA_induced:3,5.727317632986968,0.638656028287282
nusA:nusA_induced:4,5.702122648616848,0.4127418842303881
nusA:nusA_induced:5,5.339905393647762,0.22391089939233133
nusA:nusA_induced:6,6.940346557964822,0.3783576262653048
nusA:no_nusA:1,-0.025428780393576343,-0.01624862605456023
nusA:no_nusA:2,-0.05760008155961997,0.0980511018537813
nusA:no_nusA:3,-0.8037728359337655,0.029851464037474074
nusA:no_nusA:4,-0.413439882575635,0.05638180352658484
nusA:no_nusA:5,0.6381309086682593,-0.0652580831208196
nusA:no_nusA:6,0.6621106717943347,-0.10277766024245948
pamR:wt_exp:1,0.012280889713731164,-0.0447989269986202
pamR:wt_exp:2,-0.012280889713742131,0.044798926998618434
pamR:delydhC_exp:1,1.3041841415707285,-0.468887479229057
pamR:delydhC_exp:2,1.6377585057432154,-0.24696608728863545
pamR:delydhC_exp:3,-0.644691722378398,-0.13541043223396446
pamR:wt_stat:1,13.116802824128992,1.4616206863788648
pamR:wt_stat:2,15.790784114324856,1.0487987233331209
pamR:wt_stat:3,15.752430615593633,1.178561750604327
pamR:delydhC_stat:1,15.813690375761395,1.179971431298302
pamR:delydhC_stat:2,16.637792207081525,0.7965947837533864
rho_strains:ncib3610:1,-1.72856506786861,-0.10897031843853178
rho_strains:ncib3610:2,1.7285650678686162,0.10897031843853178
rho_strains:ncib3610_delrho:1,-2.378745062900298,0.3340836858596168
rho_strains:ncib3610_delrho:2,-2.3884903515878357,0.3323527939585125
rnase_j1:delrnjA:1,6.389931850327574,-0.2311409487815093
rnase_j1:delrnjA:2,6.414378031670825,0.5213035756053719
rnase_j1:delrnjA:3,8.197110063989726,0.7334729619174256
rnase_j1:wt:1,1.5995906211807909,-0.18133315401370356
rnase_j1:wt:2,-0.7637393410354579,-0.04971339574117728
rnase_j1:wt:3,-0.8358512801453247,0.2310465497548835
sigI:delrsgI_37C:1,0.6696968067388721,-0.06463097573176846
sigI:delrsgI_37C:2,-2.2445620291166355,0.6107287709085999
sigI:delrsgI_37C:3,-0.5972741050846615,-0.0014075712537096052
sigI:delrsgI_52C:1,19.863352231378396,1.302676835393238
sigI:delrsgI_52C:2,20.43473315820121,1.161609689807093
sigI:delrsgI_52C:3,14.854715033950304,0.7234537307659963
sigI:delrsgI_sigI_37C:1,1.3271725824914886,0.18089496659777812
sigI:delrsgI_sigI_37C:2,-2.5906667856273558,0.6371924986484707
sigI:delrsgI_sigI_37C:3,-0.6861050738552871,-0.17999305377590513
sigI:delrsgI_sigI_52C:1,16.647577194764448,1.356485164837392
sigI:delrsgI_sigI_52C:2,13.492606884879784,1.2942280296319657
sigI:delrsgI_sigI_52C:3,17.946135526657578,1.1293314709297195
sigI:wt_37C:1,-0.8363602827789811,-0.2469045242041901
sigI:wt_37C:2,3.931255387537971,0.09137814802410027
sigI:wt_37C:3,-3.0948951047589786,0.1555263761800898
sigI:wt_52C:1,19.248919723259093,1.1260161791126206
sigI:wt_52C:2,14.968136578939927,1.0576405589844926
sigI:wt_52C:3,19.17564204813002,1.6710760353572924
spbeta:spbeta_nopep_20m:1,1.1488732996714652,-0.1328829217882932
spbeta:spbeta_pep_20m:1,1.1155535528239502,-0.11960201635953906
spbeta:spbeta_nopep_20m:2,1.1618085130967113,-0.19661054090410526
spbeta:spbeta_pep_20m:2,0.9224249128764253,-0.16060643977428324
spbeta:phi3T_pep_10m:1,-2.836424851012472,-0.2791205690777643
spbeta:phi3T_pep_20m:1,-1.2215028241581325,0.10428689188480432
spbeta:phi3T_nopep_10m:1,-1.8730703743561503,-0.2628049629677456
spbeta:phi3T_nopep_20m:1,0.045474789050665015,0.19598978500820508
spbeta:phi3T_pep_10m:2,1.2363565766750342,0.0007215599645995496
spbeta:phi3T_pep_20m:2,-0.6672417584150122,-0.11298877159281152
spbeta:phi3T_nopep_10m:2,2.473078647336791,0.00992853097664348
spbeta:phi3T_nopep_20m:2,-0.8774282508281125,-0.14148283465451605
spbeta:phi3T_pep_10m:3,1.6000682743374446,0.2783990091131656
spbeta:phi3T_pep_20m:3,0.8796381115048607,-0.09121787702749007
spbeta:phi3T_nopep_10m:3,1.9122119295151825,0.30906636249259023
spbeta:phi3T_nopep_20m:3,1.765762881008318,-0.05456313849715588
spore_genes:wt_0h:1,-0.6608639064722358,-0.2646327263052095
spore_genes:delyphF_0h:1,-0.6358741754394792,-0.15002806062213025
spore_genes:delyphF_0h:2,0.9471026372396696,-0.10502339712182884
spore_genes:delyphF_0h:3,-2.691943061613722,-0.3274126073090686
spore_genes:delygaB_0h:1,3.4773785969467563,0.8050657375955952
spore_genes:delygaB_0h:2,4.404132716465722,0.9053175632838936
spore_genes:delygaB_0h:3,3.566229728294532,0.7819552932867184
spore_genes:wt_3h:1,1.5215720628618126,-2.0210862441486794
spore_genes:wt_3h:2,2.5651937174613657,-2.040467161429929
spore_genes:wt_3h:3,4.569652863917205,-2.1900018827193346
spore_genes:delyizD_3h:1,3.088512683031852,-1.6581815861894578
spore_genes:wt_0h:2,-0.3720499196849062,0.025365886445527508
spore_genes:delyizD_3h:2,3.968499132949923,-1.5334604427708207
spore_genes:delyizD_3h:3,4.30836595680569,-1.5316424259812749
spore_genes:delykzB_3h:1,5.684324838295328,-1.9881336996226888
spore_genes:delykzB_3h:2,8.465519685340402,-2.8119355942867568
spore_genes:delykzB_3h:3,7.9629382848873504,-2.087661081918812
spore_genes:delyphF_3h:1,-0.13352341793204725,-2.1367885546848786
spore_genes:delyphF_3h:2,3.4667012168487745,-2.1308628600061104
spore_genes:delyphF_3h:3,1.7672227752134813,-1.8951888281040403
spore_genes:delygaB_3h:1,2.972442050166148,-1.5907012730358696
spore_genes:delygaB_3h:2,2.5592910303808303,-1.7277253037130995
spore_genes:wt_0h:3,1.032913826157149,0.23926683985968203
spore_genes:delygaB_3h:3,2.7772883718072245,-1.7501435612589704
spore_genes:delyizD_0h:1,4.1631995222994105,-0.06045444806666377
spore_genes:delyizD_0h:2,2.168195956050928,0.0002075369867018395
spore_genes:delyizD_0h:3,1.1019782291051383,0.08376996994075814
spore_genes:delykzB_0h:1,-0.8889404409212105,-0.09455108114076972
spore_genes:delykzB_0h:2,-2.5547930349489176,-0.02313508588096358
spore_genes:delykzB_0h:3,-0.52514248669843,0.17298361986444366
swarming:comIQ12L:1,1.844956426595972,0.14045855874006374
swarming:comIQ12L:2,-2.6558923296767785,-0.06861192913141599
swarming:comIQ12L:3,0.8109359030808012,-0.07184662960864685
swarming:comIQ12L_delefp:1,17.122960288940796,0.7512822859713557
swarming:comIQ12L_delefp:2,16.076207528975342,0.6377436885498815
swarming:comIQ12L_delefp:3,18.458006763155613,0.6159309402129169
swarming:comIQ12L_delefp_fliYS164A:1,14.850899453889765,0.6282936678629918
swarming:comIQ12L_delefp_fliYS164A:2,9.967441246987363,0.4062885646631171
swarming:comIQ12L_delefp_fliYS164A:3,12.795260716836404,0.4874509304914634
swarming:comIQ12L_delefp_nusGN21S:1,10.171897626376923,0.10375607051853386
swarming:comIQ12L_delefp_nusGN21S:2,7.274498780264741,0.11294384449662775
swarming:comIQ12L_delefp_nusGN21S:3,9.33954549941216,0.0041523503787317395
synant49:ctrl:1,1.5295356226260608,0.015289407761896356
synant49:ctrl:2,-0.9243038986871124,-0.11227479833600372
synant49:ctrl:3,-0.6052317239389435,0.09698539057411004
synant49:synant49:1,-1.9267866325865493,0.32922522136260124
synant49:synant49:2,-1.819616761015965,0.08080310488437359
synant49:synant49:3,-1.547608677107614,0.1663863750501582
tasA:wt_72h:1,-4.76645243002597,-1.2795222377817028
tasA:wt_72h:2,-5.528305259735181,-0.8220280777305781
tasA:deltasA_72h:1,-4.858795408258704,-0.7969936327856875
tasA:deltasA_72h:2,-9.162974727124675,-1.225306544849852
tasA:wt_24h:1,0.17787141561044276,0.06536209192841548
tasA:wt_24h:2,-0.17787141561044628,-0.06536209192841548
tasA:wt_48h:1,-7.941869396363344,-1.2947053267255164
tasA:wt_48h:2,-9.920880180455496,-1.0188079670500372
tasA:deltasA_24h:1,-6.112653472016808,-0.4341972685398439
tasA:deltasA_24h:2,-7.135149752072638,-0.5648550506306229
tasA:deltasA_48h:1,-6.694683230514923,-0.3526351683723963
tasA:deltasA_48h:2,-5.933684574005557,-0.2579902853265956
yacP:wt:1,-0.28110904222853056,0.056291913622396265
yacP:delyacP:1,2.3686533696233725,-0.07890126439572764
yacP:yacP_induced:1,4.95299896935388,-0.15724554359968934
yacP:yacP_no_induce:1,4.4232137934251785,0.0318336736719127
yacP:wt:2,0.11106944464178647,-0.009395636781471595
yacP:delyacP:2,2.323705014864206,0.023515706429431127
yacP:yacP_induced:2,4.241457585123747,-0.06329942972367243
yacP:yacP_no_induce:2,3.665655750628085,-0.07203533180528332
yacP:wt:3,0.17003959758673834,-0.04689627684092201
yacP:delyacP:3,1.8532557663712368,-0.04989108256241348
yacP:yacP_induced:3,3.0900879718758887,-0.2217741111159448
yacP:yacP_no_induce:3,3.103719500198036,-0.005802472530865188
yonO:wt:1,0.9722147211528284,0.1122426752018173
yonO:wt:2,-1.927901230318764,-0.16161173016501262
yonO:wt:3,0.9556865091659442,0.04936905496319355
yonO:wt_mmc:1,-1.0622512348466666,-1.384437985397054
yonO:wt_mmc:2,-1.1638639899598653,-0.9305400157948718
yonO:wt_mmc:3,-1.2355861793675895,-1.4115451910945005
yonO:delyonO:1,0.7331058473305242,0.4518402422972043
yonO:delyonO:2,-0.2981989745531666,0.32719813758738514
yonO:delyonO:3,0.26320351560200683,0.41520740655480015
yonO:delyonO_mmc:1,0.35895483977347115,0.00971200666004357
yonO:delyonO_mmc:2,-1.1772271913946153,-0.29874280461832203
yonO:delyonO_mmc:3,2.5427150998580657,-0.2734675140589813
yydF:ctrl:1,-0.4501556557774918,0.023332561228762042
