sample,BSU26640
LBexp_1,9.9669
LBexp_2,11.0866
LBexp_3,11.0401
LBtran_1,9.2024
LBtran_2,11.8115
LBtran_3,12.4339
LBstat_1,8.2672
LBstat_2,8.1898
LBstat_3,8.2043
LBGexp_1,11.3425
LBGexp_2,11.9861
LBGexp_3,11.6689
LBGtran_2,14.7802
LBGtran_3,14.7434
LBGstat_1,12.0833
LBGstat_2,11.9206
LBGstat_3,12.3103
S0_1,7.9426
S0_2,8.2934
S0_3,8.5058
S1_1,8.7617
S1_2,8.5543
S1_3,8.6919
S2_1,8.4543
S2_2,8.1968
S2_3,7.9993
S3_1,8.6188
S3_2,8.4785
S4_1,8.7952
S4_2,8.5529
S4_3,8.3992
S5_1,8.4727
S5_2,8.6491
S5_3,8.6685
S6_1,7.8906
S6_2,8.0177
S6_3,7.9209
S6/t_1,8.4424
S6/t_2,7.7120000000000015
S6_4,8.0656
S6_5,8.3965
S6_6,8.3205
S7_4,9.3259
S7_5,9.401
S7_6,9.7886
S8_4,9.1015
S8_5,9.6661
G135_1,8.5526
G135_3,7.7179
G150_1,8.2873
G150_2,8.2409
G150_3,8.4268
G180_1,8.1859
G180_2,8.2404
G180_3,7.7567
C30_1,9.0559
C30_2,9.013
C90_1,9.5299
C90_2,9.2279
BI_1,9.0108
BI_2,9.4951
BC_2,8.0512
BC/t_1,8.038
BC/t_2,9.2588
BC_1,7.7496
Sw_1,8.3466
Sw_2,8.106
BT_1,8.0843
BT_2,7.5604
B36_1,8.0194
B36_2,8.3563
B60_1,8.5309
B60_2,8.0224
M9exp_1,9.0919
M9exp_2,8.9041
M9exp_3,8.8105
M9tran_1,9.1152
M9tran_2,8.7975
M9tran_3,9.0262
M9stat_1,8.4435
M9stat_2,8.4772
M9stat_3,8.2667
M+G_1,9.4858
M+G_2,8.9034
M+G_3,9.0247
Glu_1,9.0786
Glu_2,8.8253
Glu_3,9.0578
Fru_1,9.5537
Fru_2,9.3106
Fru_3,8.6377
Mal_1,9.0849
Mal_2,9.1404
Mal_3,9.3326
G+S_2,8.7683
G+S_3,8.8954
Pyr_1,8.5891
Pyr_2,8.7589
Pyr_3,8.5564
Gly_1,11.2767
Gly_2,12.112
Gly_3,12.2774
Glucon_1,8.7648
Glucon_2,8.6737
Glucon_3,8.6
aero_1,8.7172
aero_2,8.2939
aero_3,8.5659
nit_1,8.6677
nit_2,9.7601
nit_3,8.7102
ferm_1,8.9363
ferm_2,9.1224
ferm_3,9.2626
T-5.40H_1,8.6401
T-4.40H_1,8.4692
T-3.40H_1,8.3974
T-2.40H_1,8.177999999999999
T-1.40H_1,7.9662
T-1.10H_1,7.9925
T-0.40H_1,7.7522
T0.0H_1,7.7866
T0.30H_1,9.8549
T1.0H_1,8.216000000000001
T1.30H_1,8.3747
T2.0H_1,8.3843
T2.30H_1,8.488999999999999
T3.0H_1,8.1143
T3.30H_1,8.3998
T4.0H_1,8.3038
T5.0H_1,8.1823
HPh_1,9.2105
HPh_2,8.9886
HPh_3,9.1327
LPh_1,9.3322
LPh_2,9.4528
LPh_3,9.2141
LPhT_1,9.7857
LPhT_2,9.6422
LPhT_3,9.9254
SMMPr_1,10.2823
SMMPr_2,10.5627
SMMPr_3,10.6411
HiTm_1,10.1087
HiTm_2,10.1887
HiTm_3,9.9932
LoTm_1,11.675999999999998
LoTm_2,11.302
LoTm_3,11.2134
HiOs_1,8.9747
HiOs_2,8.9117
HiOs_3,8.9358
BMM_1,8.3415
BMM_2,8.3353
BMM_3,8.3398
Heat_1,9.1686
Heat_2,8.8133
Heat_3,8.9832
Cold_1,8.3927
Cold_2,7.4277
Cold_3,7.5176
Etha_1,8.1742
Etha_2,8.1855
Etha_3,8.1132
SMM_1,9.8825
SMM_2,9.8654
SMM_3,10.0805
Salt_1,8.0558
Salt_2,7.9586
Salt_3,8.0683
Mt0_1,10.2074
Mt0_3,8.7895
M0t45_1,11.5951
M0t45_2,13.2034
M0t45_3,10.2465
M0t90_1,8.7857
M0t90_2,9.11
M0t90_3,8.7437
M40t45_1,11.5168
M40t45_2,9.9065
M40t45_3,10.3836
M40t90_1,9.1581
M40t90_2,9.3461
M40t90_3,10.0125
dia0_1,9.7992
dia0_2,10.4874
dia0_3,12.0969
dia5_1,14.8909
dia5_2,15.3296
dia5_3,15.0081
dia15_1,11.1777
dia15_2,10.1423
dia15_3,9.5698
Diami_1,13.1339
Diami_2,14.0514
Diami_3,13.1536
Paraq_1,8.1657
Paraq_2,8.3851
Paraq_3,7.6477
H2O2_1,8.0767
H2O2_2,8.3008
H2O2_3,8.2088
Oxctl_1,8.3162
Oxctl_2,8.9288
Oxctl_3,8.4008
GM-0.1_1,8.5864
GM-0.2_1,8.6709
GM+5_1,8.3922
GM+15_1,8.8424
GM+25_1,8.9815
GM+45_1,8.882
GM+60_1,8.8443
GM+90_1,8.9215
GM+120_1,8.3505
GM+150_1,8.8166
GM-0.1_2,8.9727
GM-0.2_2,9.0884
GM+5_2,8.4413
GM+10_2,8.7383
GM+15_2,8.9723
GM+25_2,8.8623
GM+45_2,7.8726
GM+60_2,8.1828
GM+90_2,9.1054
GM+150_2,8.236
GM-0.1_3,8.7759
GM-0.2_3,8.5763
GM+5_3,8.5357
GM+10_3,7.9423
GM+15_3,8.6202
GM+25_3,8.6716
GM+45_3,8.4975
GM+60_3,8.4164
GM+90_3,8.6688
GM+120_3,9.0788
GM+150_3,8.6332
MG-0.1_1,9.0556
MG+5_1,9.3108
MG+10_1,9.3023
MG+15_1,8.488
MG+25_1,8.7887
MG+45_1,8.972000000000003
MG+120_1,8.6484
MG+150_1,8.7572
MG-0.1_2,8.3398
MG-0.2_2,8.799
MG+5_2,8.9955
MG+10_2,8.9619
MG+15_2,9.3929
MG+25_2,8.6148
MG+45_2,8.283999999999999
MG+60_2,8.9641
MG+90_2,8.3492
MG+120_2,9.9802
MG-0.1_3,9.8348
MG-0.2_3,9.4443
MG+5_3,9.3898
MG+10_3,8.5488
MG+15_3,9.1059
MG+25_3,9.2706
MG+45_3,9.6077
MG+60_3,9.0578
MG+90_3,9.4315
MG+120_3,10.0164
MG+150_3,9.4363
