sample,new_875144_875427
LBexp_1,8.8965
LBexp_2,8.8901
LBexp_3,8.7721
LBtran_1,10.6772
LBtran_2,9.7658
LBtran_3,9.5722
LBstat_1,10.6849
LBstat_2,10.4052
LBstat_3,9.8822
LBGexp_1,8.7531
LBGexp_2,8.9418
LBGexp_3,8.6505
LBGtran_2,9.057
LBGtran_3,9.4482
LBGstat_1,9.3305
LBGstat_2,9.0911
LBGstat_3,9.519
S0_1,10.8146
S0_2,10.4062
S0_3,10.2036
S1_1,12.3734
S1_2,11.9169
S1_3,12.3997
S2_1,12.2194
S2_2,11.9221
S2_3,11.8681
S3_1,11.888
S3_2,12.1592
S4_1,11.9492
S4_2,11.5766
S4_3,11.3464
S5_1,10.9071
S5_2,10.9958
S5_3,11.1048
S6_1,9.91
S6_2,8.4335
S6_3,10.0721
S6/t_1,9.5295
S6/t_2,7.949
S6_4,9.378
S6_5,9.945
S6_6,10.1121
S7_4,10.1769
S7_5,10.1694
S7_6,10.1004
S8_4,9.7158
S8_5,9.8426
G135_1,8.8411
G135_3,7.9498
G150_1,8.3244
G150_2,8.9171
G150_3,8.6237
G180_1,8.3646
G180_2,8.4525
G180_3,8.1651
C30_1,9.7989
C30_2,9.5798
C90_1,10.2804
C90_2,10.1529
BI_1,11.4209
BI_2,11.9523
BC_2,11.857
BC/t_1,11.347
BC/t_2,11.8021
BC_1,11.5625
Sw_1,10.0874
Sw_2,10.5887
BT_1,10.3682
BT_2,9.9036
B36_1,11.872
B36_2,11.6568
B60_1,12.3545
B60_2,12.6898
M9exp_1,11.0574
M9exp_2,10.8796
M9exp_3,10.4445
M9tran_1,12.0261
M9tran_2,11.9108
M9tran_3,12.3315
M9stat_1,11.8082
M9stat_2,12.2431
M9stat_3,11.7218
M+G_1,11.0157
M+G_2,10.8849
M+G_3,10.674
Glu_1,11.237
Glu_2,10.5643
Glu_3,10.7686
Fru_1,9.1177
Fru_2,11.9138
Fru_3,10.6352
Mal_1,10.3834
Mal_2,10.4368
Mal_3,10.0645
G+S_2,11.9536
G+S_3,11.7549
Pyr_1,11.1958
Pyr_2,11.9398
Pyr_3,11.6462
Gly_1,8.8304
Gly_2,9.4599
Gly_3,8.8144
Glucon_1,10.2155
Glucon_2,10.1261
Glucon_3,8.8903
aero_1,11.626
aero_2,10.9209
aero_3,11.4017
nit_1,11.5845
nit_2,12.1871
nit_3,12.0086
ferm_1,11.8944
ferm_2,11.3377
ferm_3,11.7404
T-5.40H_1,12.4112
T-4.40H_1,12.1104
T-3.40H_1,12.2341
T-2.40H_1,12.0284
T-1.40H_1,11.9362
T-1.10H_1,11.9653
T-0.40H_1,11.7275
T0.0H_1,11.8009
T0.30H_1,12.718
T1.0H_1,12.0754
T1.30H_1,12.3787
T2.0H_1,11.8997
T2.30H_1,12.4985
T3.0H_1,12.1911
T3.30H_1,12.4469
T4.0H_1,12.3016
T5.0H_1,11.2104
HPh_1,10.2592
HPh_2,9.9764
HPh_3,10.4062
LPh_1,9.8356
LPh_2,10.099
LPh_3,9.9254
LPhT_1,11.5981
LPhT_2,11.2842
LPhT_3,11.1875
SMMPr_1,11.5824
SMMPr_2,11.6382
SMMPr_3,12.055
HiTm_1,8.5717
HiTm_2,9.6444
HiTm_3,10.0191
LoTm_1,13.034
LoTm_2,13.0052
LoTm_3,12.9221
HiOs_1,11.3974
HiOs_2,11.2435
HiOs_3,11.4222
BMM_1,10.1705
BMM_2,9.9693
BMM_3,10.0485
Heat_1,10.2835
Heat_2,9.7829
Heat_3,9.8753
Cold_1,11.675999999999998
Cold_2,11.1853
Cold_3,10.6173
Etha_1,9.5003
Etha_2,9.527
Etha_3,9.5442
SMM_1,11.3013
SMM_2,11.4798
SMM_3,11.467
