,SP5448_03650
SRX1726505,-0.2389809532
SRX1726506,0.2616391977
SRX1726507,-0.0226582445
SRX1726508,-0.18542655530000002
SRX1726509,-0.26130224550000003
SRX1726510,-0.25947220530000004
SRX1726511,-0.2302715062
SRX1726512,0.0070143808
SRX1726513,-0.21914457140000002
SRX1081650,-0.0678365087
SRX1081651,-0.9371310261
SRX1081652,-0.4379426885
SRX1081653,0.0508105513
SRX1081654,-0.5173239945
SRX1081655,-0.2736735869
SRX1081656,2.9236060888
SRX1081657,3.1532003665
SRX1081658,3.4844671534
SRX1081659,-0.33826867780000003
SRX1081660,-0.3751984533
SRX1081661,-1.0216660057
SRX1081662,-0.8674686628
SRX1081663,-0.5307995023000001
SRX1081664,-0.7769177888000001
SRX1081665,-1.0621492974
SRX1081666,0.12892423020000002
SRX1081668,-0.43170679500000003
SRX1081669,-0.5899189904000001
SRX1081670,-0.7203754640000001
SRX1081671,-0.7926309481
SRX1081672,0.8774086764000001
SRX1081673,-0.7059803589
SRX1081674,-0.0419228908
SRX1081675,0.5635553647
SRX1081676,-0.6497365228
SRX1081677,0.5868991491000001
SRX1081678,1.7263374405
SRX1081679,2.8687743986000003
SRX1081680,2.3267102378
SRX1081681,-0.11265733850000001
SRX1081682,0.2648596507
SRX1081683,-0.7945627835
SRX1081684,0.13872854810000002
SRX1081685,0.2254389417
SRX1081686,-0.09699965790000001
SRX1081687,-0.38597449180000004
SRX1081688,1.2154784185
SRX1081689,0.3074201787
SRX1081690,0.160268232
SRX1081691,0.6606269545
SRX1081692,-0.6311044088000001
SRX1962715,-0.27731042440000003
SRX1962716,0.1451871398
SRX1962717,0.1321232847
SRX1962718,-0.8700293705000001
SRX1962719,-1.0557304236
SRX1962720,-1.0767058605
SRX1962721,-0.4543685437
SRX4892146,0.0073533002
SRX4892147,-0.2085700036
SRX4892148,-0.0798129873
SRX4892149,0.2810296906
SRX4892150,-1.5312954991
SRX4892151,-0.6656581866
SRX4892152,-0.8941813489
SRX4892153,-1.3677220038
SRX4892154,-0.8265142646
SRX4892155,-1.1901863113
SRX4892156,-1.239901705
SRX4892157,-1.2729324148
SRX4892158,1.061311267
SRX4892159,1.3760554772
SRX4892160,0.5617487486
SRX4892161,0.4113296368
SRX7620814,0.0065337315
SRX7620815,0.22598399800000002
SRX7620816,0.1971826171
SRX7620817,0.1163727737
SRX7620818,0.160740821
SRX7620819,0.039382127600000004
SRX7620856,-0.2616262033
SRX7620857,0.5531569118
SRX7620858,-0.3311367418
SRX7620859,0.5375348631
SRX7620860,0.119015854
SRX7620861,0.33085957600000004
SRX7620862,-0.3748361797
SRX7620863,0.4576797609
SRX7620864,-0.0556862323
SRX7620865,0.5681121646
SRX7620866,0.0008220654
SRX7620867,0.2212558292
SRX2161502,-0.2438908176
SRX2161503,0.1697501311
SRX2161504,0.0741406865
SRX2161505,0.6637273228
SRX2161506,0.7556866378
SRX2161507,-0.07502067600000001
SRX2161508,0.005455573
SRX2161509,0.0652290849
SRX2161510,-0.0176970338
SRX2161511,-0.4463384493
SRX2161512,-0.2622602062
SRX2161513,-0.6181277749
SRX2161514,0.4391783688
SRX2161515,0.1945581483
SRX2161516,0.3667999894
SRX2161517,0.7134909553000001
SRX2161518,0.6842524083
SRX2161519,-0.1270108127
SRX2161520,0.6948389566000001
SRX2161521,1.137555939
SRX2161522,0.6966559163
SRX2161523,-0.1852620267
SRX2161524,-0.0415216952
SRX2161525,-0.2081608788
