,-0.08884621718438518,-0.07615390044375872,-0.06346158370313226,-0.050769266962505805,-0.038076950221879347,-0.02538463348125289,-0.01269231674062643,2.7755575615628914e-17,0.012692316740626486,0.025384633481252944,0.0380769502218794,0.05076926696250586,0.06346158370313232,0.07615390044375878,0.08884621718438523,0.10153853392501169,0.11423085066563815,0.1269231674062646,0.13961548414689107,0.15230780088751752
thresh,-0.08250005881407195,0.08250005881407195,2,,,,,,,,,,,,,,,,,
unreg,1,1,4,8,18,192,1131,2062,821,181,48,13,8,6,0,2,1,5,1,0
PhrR,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,5,1,0,0
unreg_genes,['dmeF'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['PN96_RS18095' 'PN96_RS15260'],['PN96_RS02115'],"['PN96_RS18100' 'PN96_RS02105' 'PN96_RS02100' 'PN96_RS20615'
 'PN96_RS02110']",['PN96_RS11850'],[]
PhrR_genes,[],[],[],[],[],[],[],[],['phr' 'ykuD'],['PhrR' 'COG3272'],[],[],[],[],['PN96_RS07970'],['PN96_RS07980'],"['PN96_RS07965' 'PN96_RS07975' 'PN96_RS07955' 'PN96_RS07990'
 'PN96_RS07985']",['PN96_RS07960'],[],[]
