,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,ALE__GalactoseA5,0.32912949124999935,0.06835881126594301,2.0,0.0,0.2807925122499997,1.0,0.377466470249999,,,,
1,ALE__GalactoseA6,-0.1916957277500004,0.2480335738057782,2.0,2.0,-0.3670819497500002,3.0,-0.0163095057500006,,,,
2,ALE__GalactoseA8,0.0693814087499995,0.039153423834435166,2.0,4.0,0.0970670602499996,5.0,0.0416957572499994,,,,
3,ALE__IL_Control,-4.527628272299467e-16,0.25529367322985813,4.0,6.0,-0.3703200737500003,7.0,0.1746750732499995,8.0,0.1639199942499996,9.0,0.0317250062499994
4,ALE__IL_TEOH_OAc,0.1552813892499993,0.12911265374488617,2.0,10.0,0.0639849562499996,11.0,0.246577822249999,,,,
5,ALE__IL_TEA_HS,0.12455386574999941,0.2704985521126535,2.0,12.0,0.3158252262499994,13.0,-0.0667174947500006,,,,
6,ALE__IL_Mixed,0.36784170174999925,0.20635831020478412,2.0,14.0,0.5137590622499992,15.0,0.2219243412499993,,,,
7,ALE__IL_PP5350,-0.7445632267500009,0.015505802364957712,2.0,16.0,-0.7555274847500009,17.0,-0.7335989687500009,,,,
8,ALE__IL_T8,-0.2562103317500006,0.03968600746963614,2.0,18.0,-0.2842725767500003,19.0,-0.2281480867500009,,,,
9,ALE__IL_T9,0.27629115174999924,0.04422007868108794,2.0,20.0,0.3075594692499992,21.0,0.2450228342499993,,,,
10,ALE__IL_Control2,0.17696832474999935,0.3019494172318958,2.0,22.0,0.390478805249999,23.0,-0.0365421557500003,,,,
11,ALE__IL_Glc+Ace,0.1315250707499995,0.09265298006343912,2.0,24.0,0.1970406212499993,25.0,0.0660095202499997,,,,
12,ALE__XyloseA1,0.5274577457499996,0.2777192465478454,2.0,26.0,0.3310805832499994,27.0,0.7238349082499997,,,,
13,ALE__XyloseA2,0.30795329074999905,0.06199186553754095,2.0,28.0,0.2641184222499992,29.0,0.3517881592499989,,,,
14,ALE__XyloseA3,0.37015180674999915,0.1360554092531309,2.0,30.0,0.2739461042499993,31.0,0.4663575092499989,,,,
15,ALE__XyloseA4,0.3155454692499995,0.28783523141790524,2.0,32.0,0.5190757132499995,33.0,0.1120152252499995,,,,
16,Aromatic__Coumarate,0.2656187903333323,0.43899756389383066,3.0,34.0,-0.2407235703333343,35.0,0.5395726906666658,36.0,0.4980072506666655,,
17,Aromatic__Coumarate+ferulate,0.41494874233333273,0.2316273653658888,3.0,37.0,0.6534552396666662,38.0,0.4005154556666657,39.0,0.1908755316666663,,
18,Aromatic__Ferulate,0.9906925843333324,0.1250022072098028,3.0,40.0,1.1339257016666655,41.0,0.9345278016666656,42.0,0.9036242496666658,,
19,Aromatic__Glucose,-6.059967342745646e-16,0.2426331818758899,3.0,43.0,-0.2611969543333341,44.0,0.2183650666666663,45.0,0.042831887666666,,
20,Bioreactor1__24h,0.0,0.5685731875253142,2.0,46.0,0.4020419565000002,47.0,-0.4020419565000002,,,,
21,Bioreactor2__S_0min,1.6653345369377348e-16,0.4191841147210115,3.0,48.0,-0.0308282716666665,60.0,0.4337471793333334,72.0,-0.4029189076666664,,
22,Bioreactor2__S_15min,-0.22756961599999972,0.1364145280745539,3.0,49.0,-0.1070004946666665,61.0,-0.2000689916666664,73.0,-0.3756393616666664,,
23,Bioreactor2__P1_15min,-0.43098598166666635,0.23172983062081123,3.0,50.0,-0.3252148836666664,62.0,-0.2710146056666662,74.0,-0.6967284556666664,,
24,Bioreactor2__P3_15min,-0.33991928166666624,0.48012818186867406,3.0,51.0,-0.5512194606666663,63.0,0.2096195853333338,75.0,-0.6781579696666662,,
25,Bioreactor2__P5_15min,-0.46696821199999966,0.43350688422565437,3.0,52.0,-0.7721289976666665,64.0,-0.6580240946666662,76.0,0.0292484563333337,,
26,Bioreactor2__S_1h,-0.09907236266666652,0.2671647706093042,3.0,53.0,0.0055771983333334,65.0,0.0999260883333335,77.0,-0.4027203746666665,,
27,Bioreactor2__S_3h,-0.02580409766666643,0.11153090602269274,3.0,54.0,0.0654710813333334,66.0,-0.1501231606666664,78.0,0.0072397863333337,,
28,Bioreactor2__S_9h,-0.002570756999999683,0.3960901720233815,3.0,55.0,-0.1767683046666666,67.0,0.4507640543333338,79.0,-0.2817080206666662,,
29,Bioreactor2__S_25h,-0.18361653466666647,0.35470549892868813,3.0,56.0,0.0396181483333335,68.0,0.0021559323333337,80.0,-0.5926236846666666,,
30,Bioreactor2__P1_25h,-0.11320005199999968,0.14375314258881855,3.0,57.0,0.0513932183333336,69.0,-0.1768752606666663,81.0,-0.2141181136666663,,
31,Bioreactor2__P3_25h,-0.36540753899999984,0.5253076426025683,3.0,58.0,0.1263057223333334,70.0,-0.9188542716666666,82.0,-0.3036740676666665,,
32,Bioreactor2__P5_25h,-0.356230970333333,0.3609680501876031,3.0,59.0,-0.0395965436666663,71.0,-0.2798038266666665,83.0,-0.7492925406666662,,
33,Carbon__Citrate,0.16752752816666627,0.24289206660271975,3.0,84.0,0.2074980064999998,85.0,0.3879551144999995,86.0,-0.0928705365000004,,
34,Carbon__Ferulate,-0.14306129716666702,0.3165370061631965,3.0,87.0,-0.4426246645000002,88.0,0.1880819534999993,89.0,-0.1746411805000001,,
35,Carbon__Glucose,-4.510281037539698e-16,0.16841141630712678,2.0,90.0,-0.1190848545000005,91.0,0.1190848544999996,,,,
36,Carbon__Serine,0.4008246481666662,0.27574840971394354,3.0,92.0,0.4651445064999997,93.0,0.6387284194999996,94.0,0.0986010184999992,,
37,Carbon2__Glucose,2.590520390792032e-16,0.3379863642022825,3.0,95.0,0.1664457543333335,96.0,0.2224839113333336,97.0,-0.3889296656666663,,
38,Carbon2__Coumarate,0.35219966833333344,0.4980820630789777,3.0,98.0,0.4331449923333337,99.0,-0.1813973516666664,100.0,0.804851364333333,,
39,Crc__Control,0.0,0.03444356658428727,2.0,101.0,0.0243552794999999,102.0,-0.0243552794999999,,,,
40,Crc__Del_crc,0.0395539259999999,0.042528308736536145,2.0,103.0,0.0696259814999997,104.0,0.0094818705000001,,,,
41,Crc__Del_crcZ_crcY,0.6734383075000001,0.36293926579144836,2.0,105.0,0.4168014915000002,106.0,0.9300751235,,,,
42,FinR__Control,-4.0245584642661925e-16,0.11266842227225951,3.0,107.0,0.1236091806666661,108.0,-0.0266655633333336,109.0,-0.0969436173333337,,
