,ABUW_2193
SRX3737100,-2.8020187387
SRX3737101,-2.9591804056
SRX3737103,-3.363401714
SRX3737104,0.1232255683
SRX3737105,-0.05018089
SRX3737106,0.09268976770000001
SRX3737107,-0.165734446
SRX3737108,-1.0333578421
SRX3737109,-1.1528571455
SRX3737110,-0.5609989168
SRX3737111,-1.0146721059
Abaum_0017,-0.100801426
Abaum_0018,-1.1990647175
Abaum_0019,-1.1035090556
Abaum_0020,-1.0368978323
Abaum_0021,-0.4234341783
Abaum_0022,-0.267222448
Abaum_0023,0.100801426
Abaum_0024,-1.0643484353
Abaum_0025,-0.409949661
Abaum_0026,0.0878421904
SRX3141471,-0.0808250747
SRX3141472,-0.3869263062
SRX3141473,0.0755573013
SRX3141474,0.3113690049
SRX3141475,-0.2825094957
SRX3141476,-0.4573899207
SRX3141477,0.1408598777
SRX3141478,0.5777180785
SRX3141479,-0.2662960868
SRX8944518,-0.1377118374
SRX8944519,-0.3977285789
SRX8944520,-0.08631400210000001
SRX8944521,-0.8303309794
SRX8944522,0.22402583950000002
SRX8944523,-0.1162655162
SRX5930997,-0.1993311966
SRX5930998,-0.0731314962
SRX5930999,0.2724626929
SRX5931001,0.8110330720000001
SRX5931002,0.41395722
SRX4488546,1.4395987235
SRX4488547,-0.48559380820000003
SRX4488548,1.5645864724
SRX4488549,-0.9540049153000001
SRX4488550,2.3316718478
SRX4488551,2.4249604524
SRX4488552,1.7396204406
SRX4488553,1.3212430527
SRX4488554,2.0373998968
SRX4488555,1.4391409561000001
SRX4488556,1.8001586627
SRX4488557,1.3645211162
SRX2568047,1.5117679304
SRX2568048,1.1067739336
SRX2568049,1.4062340772
SRX2568050,0.7035102853
SRX2568051,0.8461940046
SRX2568052,0.7280823093000001
SRX2568053,1.7550899286
SRX2568054,0.6255793952
SRX2568055,0.5996101187
SRX2568056,0.5604309047
SRX2568057,0.2497391692
SRX2568058,0.3380291593
SRX2568059,0.5947810178
SRX2568060,-0.2557273732
SRX2568061,0.3882300487
SRX2568062,0.23728141130000002
SRX2568063,0.0229623066
SRX2568064,-0.2602437178
Abaum_0001,-0.7857543452
Abaum_0002,-1.019983002
Abaum_0003,-1.2444743157
Abaum_0004,0.1696406805
Abaum_0005,0.5532003217
Abaum_0006,1.5338580648
Abaum_0007,0.7184301305
Abaum_0008,-0.4759416312
Abaum_0009,0.20926645600000002
Abaum_0010,-0.1194778979
Abaum_0011,0.1166080782
Abaum_0012,-0.1166080782
Abaum_0013,-0.7072152336
Abaum_0014,-0.7998978358000001
Abaum_0015,-0.6053266225
Abaum_0016,-0.26049103690000003
ERX1221046,-0.0793873158
ERX1221048,-0.0591793154
ERX1221049,0.1385666312
ERX1221050,-0.3974780717
ERX1221052,0.1850209914
ERX1221053,0.5484877371
ABNM035,0.12276203200000001
ABNM036,-0.12276203200000001
ABNM037,-0.788130273
ABNM038,0.09477142300000001
ABNM041,-0.9161977250000001
ABNM042,-0.512244147
ABNM019,-0.1850909539
ABNM020,0.1850909539
ABNM021,1.1377448288
ABNM022,1.0653968697
ABNM023,1.3174837411
ABNM024,1.4451258588
ABNM025,2.1184695768
ABNM026,2.3666985641
ABNM027,0.006978975300000001
ABNM028,-0.006978975300000001
ABNM029,0.2947427067
ABNM030,0.0329685454
ABNM031,-0.0179863151
ABNM032,-0.2110457283
ABNM033,-0.092567176
ABNM034,0.36036317570000004
ABNM001,0.4310416949
ABNM002,-0.4310416949
ABNM003,0.6104559005
ABNM004,1.0955287639
ABNM005,0.48092942730000005
ABNM006,0.8995125526000001
ABNM007,1.210581056
ABNM008,0.8776265524
ABNM009,0.30891919100000004
ABNM010,-0.3577672416
ABNM043,-0.3597840915
ABNM044,0.3597840915
ABNM045,-0.5328576645
ABNM046,0.2817428655
ABNM047,1.0185629245
ABNM048,0.8469388445
ABNM011,-0.1772873171
ABNM012,0.1772873171
ABNM013,-0.3866214113
ABNM014,-0.2332797039
ABNM015,-0.3162718238
ABNM016,-0.5157637665
ABNM017,-0.4931427647
ABNM018,-0.38119185050000004
