,A,YgbI
time_course__lb_8hr__2,-0.4004389917,-0.1733107972
time_course__lb_8hr__3,-0.2097621051,-0.3489127026
time_course__lb_24hr__1,-1.4189879918,0.6188713601
time_course__lb_24hr__2,-1.8602326864,0.9271855581
time_course__lb_24hr__3,-3.2573042097,0.9034835337
time_course__lb_72hr__1,-0.6550405519,1.137716084
time_course__lb_72hr__2,-1.3021196020999999,0.9592029561000001
time_course__lb_72hr__3,-1.0779024569,0.9578950454
time_course__lb_144hr__1,-3.7877891784,0.24621659
time_course__lb_144hr__2,-2.7400221076999998,0.25155232720000004
time_course__lb_144hr__3,-2.2581929767,0.1938377124
time_course__lb_192hr__1,-1.7017774049,0.728614231
time_course__lb_192hr__2,-2.4427060985,0.4298591299
time_course__lb_192hr__3,-0.8037408699,0.5064458788
triclosan__wt__1,-0.29400253190000003,-0.329935493
triclosan__wt__2,-0.9467042166,-0.1239505229
triclosan__wt__3,1.2407067485,0.4538860159
triclosan__evo_amx_tcs__1,0.888368777,-1.2019595913
triclosan__evo_amx_tcs__2,1.5197832637,-0.35408798610000003
triclosan__evo_amx_tcs__3,0.0834313379,-1.3756162563
triclosan__evo_chl_tcs__1,0.6608583371,-0.1868807384
triclosan__evo_chl_tcs__2,-0.1898583438,-0.7905200787000001
triclosan__evo_chl_tcs__3,-0.2661462193,-0.9460892877
triclosan__evo_tet_tcs__1,-0.00041601640000000004,-0.8099417014
triclosan__evo_tet_tcs__2,-0.1448902135,-0.9403956640000001
truHMM__48C_15m__1,0.3977350222,0.6330002026
truHMM__48C_15m__2,0.32805044310000003,0.5853927205
truHMM__48C_15m__3,0.6377474003,1.5040987522
truHMM__48C_30m__1,2.3470318101,1.1104314762
truHMM__48C_30m__2,2.0778323912,1.1069218906
truHMM__48C_60m__1,2.3112580596,0.8755541041
truHMM__48C_60m__2,2.3233790267,0.8722319299
truHMM__phos_0h__1,-0.1103240737,-0.0153618999
truHMM__phos_0h__2,0.1103240737,0.0153618999
truHMM__phos_2h__1,2.1069934606,1.6092318095
truHMM__phos_2h__2,2.0210895509,1.6787870174
truHMM__phos_4h__1,1.2859900558000001,0.6295575446
truHMM__phos_4h__2,1.8921551742,0.6421340536
truHMM__phos_4h__3,1.6452996569,1.4318916515
control__wt_glc__1,0.050460952100000005,0.0785546325
control__wt_glc__2,-0.050460952100000005,-0.0785546325
fur__wt_dpd__1,1.2200175682,0.0272103785
fur__wt_dpd__2,1.9573465199000002,-0.1230322115
fur__wt_fe__1,-0.3185288129,-0.5645261045000001
fur__wt_fe__2,-0.40727245160000003,-0.9664712925000001
fur__delfur_dpd__1,0.8878103350000001,0.0272601625
fur__delfur_dpd__2,0.8174912471,-0.0659990245
fur__delfur_fe2__1,0.0838489952,-0.4767812315
fur__delfur_fe2__2,-0.1683310926,-0.35061745850000003
acid__wt_ph5__1,0.8684932964000001,-0.09835916950000001
acid__wt_ph5__2,0.7028151739,-0.3421549515
acid__delgadx_ph5__1,0.4398264338,-0.21954871050000002
acid__delgadw_ph5__1,0.8481453637,-0.2765927755
acid__delgadw_ph5__2,1.0023708961,-0.3723729665
acid__delgade_ph5__1,0.4190999445,0.0146592505
acid__delgade_ph5__2,0.4175218751,-0.0960195445
oxidative__wt_pq__1,1.5375136619,-0.1395426585
oxidative__wt_pq__2,1.4912471049,-0.21278452050000002
oxidative__deloxyr_pq__1,1.3064071878,-0.061520157500000006
oxidative__deloxyr_pq__2,1.2374128748,-0.28156834950000004
oxidative__delsoxr_pq__1,1.1615974475,-0.5097612965
oxidative__delsoxr_pq__2,1.2532889184,-0.33941231850000003
oxidative__delsoxs_pq__1,1.6285528969,-0.0298011215
oxidative__delsoxs_pq__2,1.5204475923,-0.3629459425
nac_ntrc__wt_csn__1,1.1044631557,0.2524186345
nac_ntrc__wt_csn__2,0.5704954619,0.25209789450000003
nac_ntrc__wt_cytd__1,-0.163960657,-0.4092629535
nac_ntrc__wt_cytd__2,-0.2444425329,-0.3336312925
nac_ntrc__wt_gln__1,0.3062614833,-0.0094309705
nac_ntrc__wt_gln__2,0.7338701899000001,-0.08377764950000001
nac_ntrc__bw_delnac_csn__1,1.7143868643,0.6560345075
nac_ntrc__bw_delnac_csn__2,1.3796970991,0.7540858505
nac_ntrc__bw_delnac_cytd__1,0.3163253881,0.0139186605
nac_ntrc__bw_delnac_cytd__2,0.10792939380000001,0.0637010475
nac_ntrc__bw_delnac_gln__1,0.22252648200000003,-0.0217182145
nac_ntrc__bw_delnac_gln__2,0.6976093281,0.0637045785
nac_ntrc__bw_delnac_nh4__1,-0.022851594000000003,-0.2476270455
nac_ntrc__bw_delnac_nh4__2,0.4946234183,-0.2196919785
misc__wt_no_te__1,0.5223240746,-0.2333086655
misc__wt_no_te__2,0.2880460466,-0.4699815115
misc__bw_delcbl__1,0.4920133682,-0.3098771175
misc__bw_delcbl__2,0.0145280066,-0.4283447375
misc__bw_delfabr__1,-0.28878006300000003,-0.23375132850000002
misc__bw_delfabr__2,-0.0847790782,-0.16033173950000001
misc__bw_delfadr__1,0.1550177084,-0.3722961785
misc__bw_delfadr__2,-0.3376970446,-0.42271290250000004
misc__nitr_031__1,0.9769863467000001,-0.3893421885
omics__wt_glu__1,-0.3883418293,-0.7429914225
omics__wt_glu__2,-0.8193174664,-0.8214519235000001
omics__wt_gly__1,-0.1554294242,-0.6929117935
omics__wt_gly__2,-0.2125853849,-0.6424187295
omics__wt_thr__1,2.6938325224,-0.2137108165
omics__wt_thr__2,1.7591461204,-0.5034068965
omics__bw_ac__1,2.7593083267000003,0.6123079965
omics__bw_ac__2,2.9876523987,0.6842576515000001
omics__bw_fum__1,1.7665761462,0.5016255285
omics__bw_fum__2,2.1092270964,0.5970307745
omics__bw_glc__1,0.5269054619,0.3367803125
omics__bw_glc__2,0.48921165050000004,0.5554821975
omics__bw_pyr__1,1.8438362584,1.1604495035
omics__bw_pyr__2,2.1256697547,0.8111097955000001
ompr__wt_nacl__1,0.5974170238000001,-0.7997401875
ompr__wt_nacl__2,0.8631934713,-0.8908497905
ompr__bw_delompr_nacl__1,0.38071543680000003,-0.8829798965000001
ompr__bw_delompr_nacl__2,0.9786312791,-0.8205827315
minspan__wt_ade__1,-0.4288571333,-0.49694595550000004
minspan__wt_glc__1,0.45434646770000003,-0.4928822075
minspan__wt_glc__2,0.21242629870000002,-0.5362858285000001
minspan__wt_glc__3,0.40100143450000003,-0.49010045550000003
minspan__wt_glc_anaero__1,-0.7563037837000001,-1.2272224065
minspan__wt_glc_anaero__2,-2.0541642005,-0.1317914145
minspan__wt_trp__1,0.47193200080000003,-0.4915949375
minspan__bw_delcra_glc__1,-0.1455585495,-0.2269722895
minspan__bw_delcra_trp__1,1.0747773892999999,-0.7542912975
minspan__bw_delmntr__1,0.7782168562,-0.3081818525
minspan__bw_delnac_ade__1,0.2196213242,-0.1441208965
minspan__bw_delnac_glc__1,0.0342387086,-0.1993390985
cra_crp__wt_ac__1,2.4848146049,-0.6232816895000001
cra_crp__wt_ac__2,2.3933213341,-0.5531507145
cra_crp__wt_fru__1,-0.36324803170000003,-0.8436350565
cra_crp__wt_fru__2,-0.0251161515,-0.8335763375
cra_crp__delcra_ac__1,3.2602403528,0.5572290625
cra_crp__delcra_ac__2,3.1597840347,0.6944068525
cra_crp__delcra_fru__1,0.370655232,-0.1345925845
cra_crp__delcra_fru__2,0.1187874855,-0.2003226095
cra_crp__delcra_glc__1,0.24615217900000003,-0.34369159050000003
cra_crp__delcra_glc__2,0.2546207218,-0.20435833450000002
rpoB__wt_031__1,0.837854199,0.1369638465
rpoB__wt_044__1,0.49721504110000003,-0.3090458405
rpoB__wt_lb__1,5.152817573,-0.0194986665
rpoB__wt_lb__2,5.5706713186,-0.3257727425
rpoB__rpoBE546V_031__1,1.6688673349,0.1534012995
rpoB__rpoBE546V_044__1,1.1506910793,-0.5004681725
rpoB__rpoBE546V_lb__1,6.1138483416,-0.1756688365
rpoB__rpoBE546V_lb__2,6.0956327178,0.0120860185
rpoB__rpoBE546V_glc__1,-0.6519189771,-0.48459542850000004
rpoB__rpoBE672K_glc__1,0.43638932490000004,-1.4504006635
rpoB__rpoBE672K_glc__2,0.9639483353,-1.0267997825
rpoB__rpoBE672K_lb__1,2.0922410351,-1.0693673675
rpoB__rpoBE672K_lb__2,2.5141769416,-0.7401639735000001
crp__wt_fru__1,0.18493968800000002,0.10274232550000001
crp__wt_glyc__1,0.1325452523,0.32983915150000004
crp__wt_glyc__2,-0.3318585764,0.2953776475
crp__delar1_glyc__1,0.8006004728,-0.7432408165000001
crp__delar1_glyc__2,0.9288802913,-0.9422106265
crp__delar1ar2_glyc__1,0.1351909826,-0.6202200605
crp__delar1ar2_glyc__2,0.5971499187,-0.9374331115000001
crp__delar1ar2_glyc__3,0.0383087873,-1.1541703745
crp__delar2_glyc__1,-0.8797691625,0.7307900645000001
crp__delar2_glyc__2,-1.1099769128,0.3834174315
crp__delar2_glyc__3,-1.1698442446,0.4333495935
crp__delcrp_fru__1,1.3580612915999999,-0.056672306500000005
crp__delcrp_fru__2,0.9886473334,-0.09377879950000001
crp__delcrp_fru__3,1.369430707,0.06733114750000001
crp__delcrp_glc__1,0.6815156842,0.1878097265
crp__delcrp_glc__2,1.4667358531,-0.0313282475
crp__delcrp_glc__3,1.694352917,0.1642089135
crp__delcrp_glyc__1,0.7995378196,-0.12420597550000001
crp__delcrp_glyc__2,1.037409384,-0.0094288885
crp__delcrp_glyc__3,0.5315945263,-0.2366516995
glu__glu_ale3__1,1.0335580882,0.3699384605
glu__glu_ale4__1,-0.5764102523,-0.3306494795
glu__glu_ale5__1,-0.23768309640000002,-0.4132837145
glu__glu_ale6__1,0.5999466747000001,-1.4167348225
glu__glu_ale8__1,1.0855731299,-0.0267058795
glu__glu_ale9__1,0.3730743722,-0.1752989775
glu__glu_ale10__1,-0.025603005800000002,-0.3143002165
42c__wt_42c__1,1.2603971528,-0.3099677525
42c__42c_ale1__1,0.9032031339000001,-0.00016391150000000002
42c__42c_ale2__1,1.5064585114,-0.19278617850000002
42c__42c_ale3__1,-0.0378819103,-0.1805640665
42c__42c_ale4__1,1.7490153968,0.0331595935
42c__42c_ale5__1,0.6544543691,-0.8203039625
42c__42c_ale6__1,-0.7677785664,-0.4612389585
42c__42c_ale8__1,1.2602834013,0.2108498305
42c__42c_ale9__1,0.8810046952,-0.5323498935000001
42c__42c_ale10__1,1.2113560157,-0.1859878745
ssw__wt_ac__1,3.4813956251000002,0.28892847450000003
ssw__wt_glc__1,-1.1397175180999999,-1.4666855994999999
ssw__wt_glyc__1,2.4885311526000002,1.0987779065
ssw__wt_xyl__1,0.8742691507,-0.22595239250000002
ssw__glc_ale1__1,0.13874267540000002,0.6943657955
ssw__glc_ale2__1,0.7281048868000001,0.3053713555
ssw__glc_ale3__1,0.33945352370000004,0.1301524815
ssw__glyc_ale1__1,-0.8094761881,0.6702187605000001
ssw__glyc_ale2__1,0.6097529821000001,-0.0282336525
ssw__xyl_ale1__1,1.7983080703,0.9037485115
ssw__xyl_ale2__1,1.8959794470000002,0.6720347365
ssw__xyl_ale3__1,3.3249725853,-0.0998614315
ssw__glc_ac_ac2__1,0.46933337890000004,-0.22311348550000001
ssw__glc_ac_glc1__1,0.9638290343,0.4668371685
ssw__glc_glyc_glc__1,1.4014020604000001,0.3960484675
ssw__glc_glyc_glyc__1,1.9127808112,0.6925594595
ssw__glc_xyl_glc__1,0.43124487110000004,0.3012280255
ssw__glc_xyl_xyl__1,0.9283931208,-0.1996633525
ica__wt_glc__1,0.0430737069,-0.7177838685
ica__wt_glc__2,0.4605425428,-0.7626096305000001
ica__wt_glc__3,0.5827715285,-0.3912386975
ica__wt_glc__4,0.4867258497,-0.4636397465
ica__arg_sbt__1,1.272149238,-0.045232812500000004
ica__arg_sbt__2,-0.07767930690000001,-0.3895766235
ica__cytd_rib__1,5.5322891718000005,-0.41664372850000003
ica__cytd_rib__2,5.3947589939,-0.1062408195
ica__gth__1,2.5278898884,0.4945169855
ica__gth__2,1.8606598857,0.3858933795
ica__leu_glcr__1,1.9644642771,-0.8356941685
ica__leu_glcr__2,1.6681060143000002,-0.6539927225000001
ica__met_glc__1,0.4161094564,-1.4438523825
ica__met_glc__2,0.6904661648,-1.1095761265
ica__no3_anaero__1,-0.011999059900000001,-0.4989244565
ica__no3_anaero__2,-0.39941608780000004,-0.5898278085
ica__phe_acgam__1,0.1695229845,-1.0133989225
ica__phe_acgam__2,0.415130331,-1.0310539445
ica__thm_gal__1,1.7433258752,0.0299475685
ica__thm_gal__2,1.581188063,0.0955075715
ica__tyr_glcn__1,1.2051675128000001,-1.1450212085
ica__tyr_glcn__2,1.1786317382,-0.9301491145
ica__ura_pyr__1,1.316695401,-0.4045416435
ica__ura_pyr__2,1.2197571992,-0.1200118075
ica__wt_glc__5,0.9768044638000001,-0.18795712250000002
ica__wt_glc__6,0.5074076684000001,-0.2695110805
ica__bw_delpurR_cytd__1,0.669240732,-0.3646891255
ica__bw_delpurR_cytd__2,1.5677163739000002,0.1052908005
ica__ade_glc__1,1.4257835768,0.037378074500000004
ica__ade_glc__2,0.9650606015000001,-0.37338670150000003
ytf__wt_glc__1,0.041256821900000004,0.006908221500000001
ytf__wt_glc__2,-0.06030124,0.059564702500000004
ytf__delyafC__1,0.29477067960000003,0.1046793305
ytf__delyafC__2,0.15576635160000002,0.0727536955
ytf__delyeiE__1,-0.8871149333,0.0291558355
ytf__delyeiE__2,-0.3241929635,-0.2456194455
ytf__delyiaJ__1,-0.1354509078,0.0551792065
ytf__delyiaJ__2,-0.2438819824,0.0045731115
ytf__delyieP__1,-0.47727101860000004,-0.11091010850000001
ytf__delyieP__2,0.1285281017,-0.1595402435
ytf__wt_ph5__1,0.0695548769,-0.2358445965
ytf__wt_ph5__2,0.6550175277,-0.5355435685000001
ytf__wt_ph8__1,-0.2549648093,-0.3974032035
ytf__wt_ph8__2,0.0987161042,-0.3514958765
ytf__delybaO__1,0.052021706300000005,-0.2462353655
ytf__delybaO__2,-0.4242422785,0.08571266550000001
ytf__delybaQ__1,0.0480715047,-0.3328104985
ytf__delybaQ__2,0.3472239912,-0.26100314750000003
ytf__delybiH__1,0.2960262226,-0.1588271825
ytf__delybiH__2,0.4165756722,-0.07456631550000001
ytf__delydcI_ph5__1,0.0512985471,-0.4246201835
ytf__delydcI_ph5__2,0.13903052030000002,-0.6228189585
ytf__delydcI_ph8__1,-0.2227631138,-0.4512381005
ytf__delydcI_ph8__2,0.062496061400000004,-0.4338863445
ytf__delyddM__1,0.11730037430000001,-0.0179397465
ytf__delyddM__2,-0.25350277800000004,-0.2370666635
ytf__delyheO__1,0.7265509704,-0.0294693915
ytf__delyheO__2,0.6683493163,0.1713177655
fps__bw_glc__1,0.4366981037,-0.5166263725
fps__bw_glc__2,0.4992448417,-0.2759049015
fps__fps_thrA_ale1__1,-0.0538322748,-0.0914066815
fps__fps_thrA_ale1__2,-0.110286085,-0.2794676135
fps__fps_thrA_ale2__1,-0.2039384185,-0.4074258535
fps__fps_thrA_ale2__2,0.20721136110000002,-0.2819310115
fps__fps_serB_ale1__1,-0.5319567994000001,-0.4053581455
fps__fps_serB_ale1__2,-0.2803809145,-0.3473037955
fps__fps_serB_ale4__1,0.456376149,-0.0518682525
fps__fps_serB_ale4__2,0.1938132006,-0.1567965115
fps__fps_ptsI_ale1__1,0.7181569037000001,-0.12138741850000001
fps__fps_ptsI_ale1__2,1.1908785749,-0.2809882765
fps__fps_ptsI_ale3__1,0.22780840330000002,-0.2847204695
fps__fps_ptsI_ale3__2,0.39168360560000004,-0.0684665485
pal__lyx_ale2_f6__1,3.4868173157,0.8914241525000001
pal__lyx_ale2__1,3.2064265909,0.6987395885000001
pal__lyx_ale2__2,3.3374495664,0.7158136195
pal__lyx_ale4__1,1.4524533555999999,0.3965964535
pal__lyx_ale4__2,1.8125180288,0.3238568365
pal__5drib_ale10_f18__1,5.4871629506,0.7648695415000001
pal__5drib_ale10_f18__2,5.5811204584,0.9361445715000001
pal__5drib_ale10__1,5.4207315835,0.7490962555
pal__arab_ale14_f9__1,5.957269932,0.4890762005
pal__arab_ale14_f9__2,5.6388867037,0.5813737365
pal__arab_ale14__1,0.8500248049,-0.0420715185
pal__arab_ale14__2,1.4255461455,-0.10198576050000001
pal__arab_ale16__1,2.7508282462,0.5217393755
pal__arab_ale16__2,3.7773278905,0.5560735945
pal__tartr_ale26_f10__1,5.4382275294,0.8118307685
pal__tartr_ale26_f10__2,5.1922009098,0.9050293485
pal__tartr_ale26__1,17.3309604451,1.5025473345
pal__tartr_ale26__2,17.7733903863,1.4413591665
pal__tartr_ale28_f10__1,22.9140849267,2.5473313685
pal__tartr_ale28_f10__2,23.8469854521,3.1513863855
pal__tartr_ale28__1,24.3438598259,3.7397355295
pal__tartr_ale28__2,22.5556958435,3.9044118795
efeU__delmenFentC_citr__1,0.5956369722,-0.2778807735
efeU__delmenFentC_citr__2,0.1394232693,-0.6927551875
efeU__delmenFentC__1,1.0579039862,-0.2413011695
efeU__delmenFentC__2,0.7216203289,-0.2301493775
efeU__menFentC_ale39__1,0.4361768588,-0.3406334775
efeU__menFentC_ale39__2,0.8277837252,-0.2693549865
efeU__menFentC_ale29__1,-0.49597850870000004,-0.7343657975
efeU__menFentC_ale29__2,0.5503938075,-0.47463564950000003
efeU__menFentC_ale30__1,0.3808730933,-0.0950527665
efeU__menFentC_ale30__2,-0.034515953200000005,-0.48454387050000003
efeU__menFentCubiC_ale36__1,0.5672132412,-0.3094952025
efeU__menFentCubiC_ale36__2,-0.20943857300000002,-0.2143962275
efeU__menFentCubiC_ale37__1,-0.24555316060000001,0.1027142055
efeU__menFentCubiC_ale37__2,0.350422877,-0.1668333975
efeU__menFentCubiC_ale38__1,-0.2406777973,-0.19689743950000002
efeU__menFentCubiC_ale38__2,0.49215660400000005,0.1874420745
misc2__salc_glc__1,-0.608186011,-0.3477846855
misc2__salc_glc__2,-0.0234472577,0.2173167395
misc2__dbcn_glc__1,-1.2942641542,-0.7311788625000001
misc2__dbcn_glc__2,-0.9610511378000001,-0.42683511550000003
misc2__tyr_glc__1,0.8886552860000001,-0.1216718895
misc2__tyr_glc__2,1.05626281,0.1160615095
misc2__arg_cytd__1,0.1988987398,-0.4096171145
misc2__arg_cytd__2,0.36072170530000003,-0.3034580545
misc2__delyheO_pyr__1,1.4837509862,0.0614130065
misc2__delyheO_pyr__2,1.849681269,0.07588513150000001
nquinone__delubiC__1,0.21655465370000002,-0.4776204135
nquinone__delubiC__2,0.24828047920000001,-0.0239463915
nquinone__ubiC_ale1__1,0.23080833350000002,-0.1477431915
nquinone__ubiC_ale1__2,-0.1608694398,-0.5737436925
nquinone__ubiC_ale2__1,0.7601845669,-0.1431178995
nquinone__ubiC_ale2__2,0.5826746341,-0.3041981995
nquinone__ubiC_ale3__1,0.5949389644,-1.0167449965
nquinone__ubiC_ale3__2,0.3251979742,-0.8795230975
nquinone__ubiC_ale4__1,-0.2150897216,-0.43173449150000004
nquinone__ubiC_ale4__2,0.39018234,-0.0788227255
nquinone__delpdhR__1,0.84556206,-0.4163047025
nquinone__delpdhR__2,0.8019882477,-0.4462448195
quinone__glu_ale4__1,0.1285882566,-0.3900424595
quinone__glu_ale4__2,0.3104620464,-0.1786345575
quinone__delmenF__1,-0.6664822912,-0.3584954835
quinone__delmenF__2,0.44078593260000004,-0.5435928415
quinone__menF_ale5__1,0.220846976,0.054081262500000005
quinone__menF_ale5__2,0.6169096831,-0.5969933625
quinone__menF_ale6__1,0.9665995964,-0.5271842755
quinone__menF_ale6__2,0.5491480468000001,-0.4948680835
quinone__menF_ale7__1,1.0118188446,-0.33799219550000004
quinone__menF_ale7__2,1.2997308003999999,-0.21677003450000001
quinone__menF_ale8__1,1.1910626324,-0.0958326835
quinone__menF_ale8__2,1.2059908783,-0.4046313405
quinone__delmenFubiC__1,0.7910442414000001,-0.1914111865
quinone__delmenFubiC__2,-0.0658818877,-0.2887150905
quinone__menFubiC_ale1__1,0.11090267690000001,-0.4600195735
quinone__menFubiC_ale1__2,-0.11710083060000001,-0.5769722565000001
quinone__menFubiC_ale2__1,-0.051529954700000005,-0.38256782650000004
quinone__menFubiC_ale2__2,0.364512732,-0.7651099575
quinone__menFubiC_ale3__1,0.1688911267,-0.1174831925
quinone__menFubiC_ale3__2,0.5598947212000001,-0.2822790455
quinone__menFubiC_ale4__1,0.8657387685,0.016116039500000002
quinone__menFubiC_ale4__2,1.0400376327,-0.0770320885
oxyR__wt_glc__1,0.6021837971,0.1857075315
oxyR__wt_glc__2,0.6507533074,0.0712079815
oxyR__wt_h2o2__1,0.4140253296,0.08544439150000001
oxyR__wt_h2o2__2,-0.0379996396,0.0099109305
oxyR__glu_ale4__1,0.1250199565,0.39944784050000004
oxyR__glu_ale4__2,-0.09654768,0.2738395635
oxyR__glu_ale4_h2o2__1,-0.2342720247,0.3613419165
oxyR__glu_ale4_h2o2__2,-0.0133222384,0.3439219195
oxyR__oxyR_ale17__1,-1.0729815019,0.1364172925
oxyR__oxyR_ale17__2,-0.7328498485,0.14318996150000002
oxyR__oxyR_ale17_h2o2__1,-0.5941580188000001,0.3173155335
oxyR__oxyR_ale17_h2o2__2,-0.9742646665,0.0516865675
oxyR__oxyR_ale18__1,0.4306006564,-0.2609724905
oxyR__oxyR_ale18__2,-0.1083250394,-0.18887249550000001
oxyR__oxyR_ale18_h2o2__1,-0.0665514995,0.1460487865
oxyR__oxyR_ale18_h2o2__2,-0.2062821282,0.1173019565
oxyR__oxyR_ale19__1,0.18597792900000001,-0.2662318665
oxyR__oxyR_ale19__2,-0.07498017380000001,-0.2959551385
oxyR__oxyR_ale19_h2o2__1,-0.4833456941,-0.3380166745
oxyR__oxyR_ale19_h2o2__2,0.2996170114,-0.22615001850000002
oxyR__oxyR_ale20__1,-0.8961923780000001,-0.0724469745
oxyR__oxyR_ale20__2,-0.8247885311,-0.2525845195
oxyR__oxyR_ale20_h2o2__1,-1.1409028415,0.0465589015
oxyR__oxyR_ale20_h2o2__2,-1.0917748306,0.0864280835
svns_pgi__BmePgi24_15__1,-0.09996379600000001,-0.0290050295
svns_pgi__BmePgi24_15__2,-0.0051495901,0.0448468995
svns_pgi__BmePgi24_26__1,0.2421753207,0.11970708050000001
svns_pgi__BmePgi24_26__2,-0.3099067123,0.28950439850000004
svns_pgi__BmePgi24_41__1,0.8913887030000001,0.2663259605
svns_pgi__BmePgi24_41__2,0.8593227761000001,0.0895377205
svns_pgi__BmePgi24_52__1,-0.2236892419,0.0260418305
svns_pgi__BmePgi24_52__2,0.18506411650000001,0.1012933215
svns_pgi__PaePgi2_34__1,0.7026171158000001,-0.3557467955
svns_pgi__PaePgi2_34__2,0.5817564953000001,-0.27092786950000003
svns_pgi__PaePgi2_63__1,1.023659588,-0.1207416775
svns_pgi__PaePgi2_63__2,1.0406899942,-0.12018569450000001
svns_pgi__PaePgi24_54__1,0.0562354926,0.0064752955000000004
svns_pgi__PaePgi24_54__2,0.1254283644,-0.0437912525
svns_pgi__PaePgi24_90__1,0.19533938380000002,-0.0355377445
svns_pgi__PaePgi24_90__2,-0.2378102513,0.22410272850000001
abx_media__m9_ctrl__1,-0.2171444657,-0.6872393045
abx_media__m9_ctrl__2,-0.22501917500000002,-0.9338959095
abx_media__rpmi_ctrl__1,0.1649481582,-0.5008378375
abx_media__rpmi_ctrl__2,0.2218220009,-0.5252634645
abx_media__camhb_ctrl__1,0.8391378705,-0.8629079315
abx_media__camhb_ctrl__2,0.4862136361,-0.6226212365
abx_media__m9_mero__1,-0.5052015776000001,-0.9692474525
abx_media__m9_mero__2,-0.17922295530000001,-0.8662982045000001
abx_media__rpmi_mero__1,0.49741202040000004,-0.9313983225
abx_media__rpmi_mero__2,0.2805313246,-0.9944895285
abx_media__camhb_mero__1,1.2312016944,-1.8005496465
abx_media__camhb_mero__2,0.7613381934,-1.6368669595
abx_media__m9_trisulf__1,-0.0511584966,-1.3165109295000001
abx_media__m9_trisulf__2,-0.17807418730000002,-1.2581276795
abx_media__rpmi_trisulf__1,-0.5700043564,-1.6908312135
abx_media__rpmi_trisulf__2,-0.0498323051,-1.9433322335
abx_media__camhb_trisulf__1,0.4649601313,-1.4696882045000002
abx_media__camhb_trisulf__2,0.46211783430000003,-1.4161715095
abx_media__m9_cef__1,0.44627609690000003,-1.2442526275
abx_media__m9_cef__2,0.4331211748,-1.4580469755
abx_media__rpmi_cef__1,-0.6612822447000001,-0.9789664685
abx_media__rpmi_cef__2,-0.9492295277,-1.2067699495
abx_media__camhb_cef__1,0.5564125965,-1.3468295685
abx_media__camhb_cef__2,0.64659756,-1.3988556045
abx_media__m9_cipro__1,0.9194226666,-1.4279106825
abx_media__m9_cipro__2,0.6135869505,-1.2251686695
abx_media__rpmi_cipro__1,-0.7496506255000001,-2.8972589495000003
abx_media__rpmi_cipro__2,-0.8755684304,-1.9383064155
abx_media__camhb_cipro__1,0.7230872489,-2.0921372165
abx_media__camhb_cipro__2,0.1505083495,-2.2205012065
hot_tale__42c_ale3_30c__1,-1.2113166004,-0.6194076925
hot_tale__42c_ale3_30c__2,-0.3382498765,-0.5606704095
hot_tale__42c_ale3_37c__1,-0.5332377572,-0.0937391075
hot_tale__42c_ale3_37c__2,-0.18051810040000002,-0.4940900265
hot_tale__42c_ale3_44c__1,1.3228478791,0.7125014235
hot_tale__42c_ale3_44c__2,1.7759840808,0.9032775695
hot_tale__hot_ale3_mid_30c__1,1.3395051722,-0.6326971795
hot_tale__hot_ale3_mid_30c__2,0.2976575891,-0.6551560125
hot_tale__hot_ale3_mid_37c__1,-0.7456525701000001,-0.6323563935000001
hot_tale__hot_ale3_mid_37c__2,0.055132038800000005,-0.5618417395
hot_tale__hot_ale3_mid_44c__1,-3.1422007649,0.0351811815
hot_tale__hot_ale3_mid_44c__2,1.2871085026,0.4249363505
hot_tale__hot_ale3_30c__1,0.9125792437,-0.8781438235000001
hot_tale__hot_ale3_30c__2,-0.7592345961,-0.5252220455000001
hot_tale__hot_ale3_37c__1,-0.2868375396,-0.3345703085
hot_tale__hot_ale3_37c__2,-0.3551915772,-0.0792149625
hot_tale__hot_ale3_44c__1,0.9542495660000001,0.3825942195
hot_tale__hot_ale3_44c__2,1.6256646633,0.1401820875
hot_tale__hot_ale4_30c__1,-1.2588054450000001,-0.8217033315000001
hot_tale__hot_ale4_30c__2,-1.1168051064,-0.8978762075000001
hot_tale__hot_ale4_37c__1,-0.1840414359,-0.4708220555
hot_tale__hot_ale4_37c__2,-0.24561195430000002,-0.1527888925
hot_tale__hot_ale4_44c__1,1.3498939987,0.3115267135
hot_tale__hot_ale4_44c__2,1.1567548065,0.1771277195
hot_tale__hot_ale8_30c__1,0.9861166926,-0.3039082085
hot_tale__hot_ale8_30c__2,-0.3868463023,-0.8298076485
hot_tale__hot_ale8_37c__1,-0.12751852860000001,-0.4331060765
hot_tale__hot_ale8_37c__2,0.674864859,-0.3226643765
hot_tale__hot_ale8_44c__1,2.2879226725,0.3955873735
hot_tale__hot_ale8_44c__2,1.6959106617000002,0.44628814450000004
hot_tale__hot_ale9_mid_30c__1,-0.8403374195000001,-0.4780440325
hot_tale__hot_ale9_mid_30c__2,-0.7373248221,-0.6681060545
hot_tale__hot_ale9_30c__1,-1.3439021115,-0.7378010865
hot_tale__hot_ale9_30c__2,-0.4819067936,-0.5925964535
hot_tale__hot_ale9_mid_37c__1,-0.42248301390000004,-0.4062475145
hot_tale__hot_ale9_mid_37c__2,-0.1741786384,-0.33784545250000003
hot_tale__hot_ale9_37c__1,-0.3247350705,-0.2910230225
hot_tale__hot_ale9_37c__2,0.0692037076,-0.46909108050000003
hot_tale__hot_ale9_mid_44c__1,1.1780861843000001,0.4399722495
