,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A
0,control__wt_glc,-2.3897550605056495e-14,0.13715778054695427,2.0,0.0,0.0969851967172238,1.0,-0.0969851967172716,,,,,,,,
1,fur__wt_dpd,-0.9920109464919551,0.14133913004467735,2.0,2.0,-1.0919528037935538,3.0,-0.8920690891903564,,,,,,,,
2,fur__wt_fe,0.13026006521316374,0.3176638487948325,2.0,4.0,-0.0943621964074804,5.0,0.3548823268338079,,,,,,,,
3,fur__delfur_dpd,-1.1773017006624915,0.20004644534683688,2.0,6.0,-1.3187558987195038,7.0,-1.035847502605479,,,,,,,,
4,fur__delfur_fe2,1.1388578459949334,0.35518885486987906,2.0,8.0,1.3900142938753093,9.0,0.8877013981145574,,,,,,,,
5,acid__wt_ph5,-0.37311404500404755,0.20042506603412558,2.0,10.0,-0.5148359683165393,11.0,-0.2313921216915558,,,,,,,,
6,acid__delgadx_ph5,-0.2451716639826257,,1.0,12.0,-0.2451716639826257,,,,,,,,,,
7,acid__delgadw_ph5,-0.299431386793244,0.4681981837984007,2.0,13.0,0.0316347239098307,14.0,-0.6304974974963187,,,,,,,,
8,acid__delgade_ph5,-0.6794307946244734,0.057774570783186714,2.0,15.0,-0.6385780038435399,16.0,-0.7202835854054069,,,,,,,,
9,oxidative__wt_pq,1.0599912842488615,0.057398445105211644,2.0,17.0,1.0194044544854024,18.0,1.1005781140123203,,,,,,,,
10,oxidative__deloxyr_pq,1.996839572865785,0.03304077023808782,2.0,19.0,1.9734762201748064,20.0,2.0202029255567635,,,,,,,,
11,oxidative__delsoxr_pq,0.45993855024569613,0.20932827479646493,2.0,21.0,0.3119211076430347,22.0,0.6079559928483576,,,,,,,,
12,oxidative__delsoxs_pq,0.5020731294809353,0.1532302908971059,2.0,23.0,0.3937229517044044,24.0,0.6104233072574662,,,,,,,,
13,nac_ntrc__wt_csn,0.43641917257637297,0.2705725431221047,2.0,25.0,0.6277428526209028,26.0,0.2450954925318432,,,,,,,,
14,nac_ntrc__wt_cytd,-0.2071692011575291,0.12387083797580851,2.0,27.0,-0.2947591106814834,28.0,-0.1195792916335748,,,,,,,,
15,nac_ntrc__wt_gln,0.5579361417197811,0.18205982564462353,2.0,29.0,0.6866718790147349,30.0,0.4292004044248273,,,,,,,,
16,nac_ntrc__bw_delnac_csn,0.19135037571024227,0.48418117131837907,2.0,31.0,0.5337181652723136,32.0,-0.1510174138518291,,,,,,,,
17,nac_ntrc__bw_delnac_cytd,-0.6899685925173904,0.2537341672997332,2.0,33.0,-0.5105514422010271,34.0,-0.8693857428337537,,,,,,,,
18,nac_ntrc__bw_delnac_gln,-0.11975030862706985,0.120303805292942,2.0,35.0,-0.2048179451522552,36.0,-0.0346826721018845,,,,,,,,
