,A,Fnr
R2,,0.009878033399180586
xmin,,-9.786193262000001
xmid,,
xmax,,2.044364117999999
ystart,,8.09393727852093
yend,,2.7815361473422486
control__wt_glc__1,0.0969851967172238,-0.0526320000000009
control__wt_glc__2,-0.0969851967172716,0.05263199999999912
fur__wt_dpd__1,-1.0919528037935538,-0.2233275490000004
fur__wt_dpd__2,-0.8920690891903564,-0.20726320800000053
fur__wt_fe__1,-0.0943621964074804,-0.559124369000001
fur__wt_fe__2,0.3548823268338079,-0.5180337210000019
fur__delfur_dpd__1,-1.3187558987195038,-0.35869387400000186
fur__delfur_dpd__2,-1.035847502605479,-0.3499676950000019
fur__delfur_fe2__1,1.3900142938753093,-0.2728296990000008
fur__delfur_fe2__2,0.8877013981145574,-0.2654058500000005
acid__wt_ph5__1,-0.5148359683165393,-0.5248469310000008
acid__wt_ph5__2,-0.2313921216915558,-0.5394919760000008
acid__delgadx_ph5__2,-0.2451716639826257,-0.4808098230000013
acid__delgadw_ph5__1,0.0316347239098307,-0.5694477410000012
acid__delgadw_ph5__2,-0.6304974974963187,-0.5457824470000006
acid__delgade_ph5__1,-0.6385780038435399,-0.4965959550000018
acid__delgade_ph5__2,-0.7202835854054069,-0.5235996460000011
oxidative__wt_pq__1,1.0194044544854024,-0.27798360400000105
oxidative__wt_pq__2,1.1005781140123203,-0.40360473400000174
oxidative__deloxyr_pq__1,1.9734762201748064,-0.11731480800000148
oxidative__deloxyr_pq__2,2.0202029255567635,-0.05299572400000052
oxidative__delsoxr_pq__1,0.3119211076430347,-0.4695711340000006
oxidative__delsoxr_pq__2,0.6079559928483576,-0.4755742960000013
oxidative__delsoxs_pq__1,0.3937229517044044,-0.1387633190000006
oxidative__delsoxs_pq__2,0.6104233072574662,-0.1421156520000011
nac_ntrc__wt_csn__1,0.6277428526209028,-0.1587119630000018
nac_ntrc__wt_csn__2,0.2450954925318432,-0.2040164890000007
nac_ntrc__wt_cytd__1,-0.2947591106814834,-0.2233020650000004
nac_ntrc__wt_cytd__2,-0.1195792916335748,-0.14878209200000114
nac_ntrc__wt_gln__1,0.6866718790147349,-0.1339289860000008
nac_ntrc__wt_gln__2,0.4292004044248273,-0.07252378100000101
nac_ntrc__bw_delnac_csn__1,0.5337181652723136,-0.17298681200000132
nac_ntrc__bw_delnac_csn__2,-0.1510174138518291,-0.2073357070000004
nac_ntrc__bw_delnac_cytd__1,-0.5105514422010271,-0.3990849310000009
nac_ntrc__bw_delnac_cytd__2,-0.8693857428337537,-0.4580705310000006
nac_ntrc__bw_delnac_gln__1,-0.2048179451522552,-0.3877521210000019
nac_ntrc__bw_delnac_gln__2,-0.0346826721018845,-0.3182893920000005
nac_ntrc__bw_delnac_nh4__1,-0.4423294394556877,-0.4074629840000004
nac_ntrc__bw_delnac_nh4__2,-0.0509765518764057,-0.4319254960000016
misc__wt_no_te__1,-0.0791717084024206,-0.5747228530000008
misc__wt_no_te__2,0.0846048680765824,-0.4345764080000016
misc__bw_delcbl__1,-0.4580179324845806,-0.5447975610000011
misc__bw_delcbl__2,-0.4126132388357308,-0.5101214760000019
misc__bw_delfabr__1,-0.8539304671855596,-0.5468835700000003
misc__bw_delfabr__2,-0.6894139896496505,-0.5969020620000016
misc__bw_delfadr__1,0.3983251901856299,-0.6318394690000009
misc__bw_delfadr__2,0.3690604606370978,-0.5991148660000007
misc__nitr_031__1,0.846504872970392,-0.4462157430000016
omics__wt_glu__1,1.0306374673881875,0.6836297179999988
omics__wt_glu__2,0.5195508091192647,0.7885854679999991
omics__wt_gly__1,0.7031056880621288,0.206760040999999
omics__wt_gly__2,0.6064772454768572,0.1833143229999994
omics__wt_thr__1,15.175343550388543,-0.542585261000001
omics__wt_thr__2,16.07245683881964,-0.6071561150000004
omics__bw_ac__1,1.2697410720978792,0.045715160999998616
omics__bw_ac__2,1.4569878634987048,0.09762738399999904
omics__bw_fum__1,1.4312040693828811,-0.1884815580000012
omics__bw_fum__2,2.119211478696017,-0.2422709619999992
omics__bw_glc__1,0.3242671680564295,-0.2345112470000004
omics__bw_glc__2,0.6830979723515785,-0.2088260980000012
omics__bw_pyr__1,1.691034420002905,0.08724294099999952
omics__bw_pyr__2,0.7667394582089366,0.02212409499999879
ompr__wt_nacl__1,-1.0580183755210009,-0.7696515920000007
ompr__wt_nacl__2,-1.9741144962699089,-0.6463673310000004
ompr__bw_delompr_nacl__1,-1.987787979214795,-1.035417797000001
ompr__bw_delompr_nacl__2,-1.8028734886196636,-0.9836439900000008
minspan__wt_ade__1,-0.0492506781875341,-0.579642380000001
minspan__wt_glc__2,4.156751001212196,-0.946672155
minspan__wt_glc__3,2.890853281161309,-0.702451240000002
minspan__wt_glc__4,3.401404337758596,-0.6560544730000011
minspan__wt_glc_anaero__1,15.402561395489442,-1.3752412100000004
minspan__wt_glc_anaero__2,15.927694946705495,-1.5192858430000022
minspan__wt_trp__1,20.055896389243927,-1.8579653490000012
minspan__bw_delcra_glc__2,18.102173243734786,-1.774069647000001
minspan__bw_delcra_trp__1,19.426332336696905,-1.6792622710000007
minspan__bw_delmntr__1,17.803717260171474,-1.529694333000002
minspan__bw_delnac_ade__1,0.6296690506350106,-0.24103003300000125
minspan__bw_delnac_glc__1,0.1083398115909757,-0.7240322750000008
cra_crp__wt_ac__1,1.8541956116685183,0.5630292579999985
cra_crp__wt_ac__2,2.196508988466291,0.5452901479999994
cra_crp__wt_fru__1,1.555693497410667,0.574998437999998
cra_crp__wt_fru__2,1.223472090106163,0.5622400479999996
cra_crp__delcra_ac__1,0.6254877332510843,-0.3505163840000005
cra_crp__delcra_ac__2,0.4234157857357993,-0.29769803800000183
cra_crp__delcra_fru__1,-0.0408708056231485,-0.4862878060000018
cra_crp__delcra_fru__2,-0.1555601363484307,-0.5381468600000012
cra_crp__delcra_glc__1,-0.4201168097034363,-0.5029783950000013
cra_crp__delcra_glc__2,-0.3515468301563881,-0.5727874140000004
rpoB__wt_031__1,1.8970911110226207,-0.4392632620000008
rpoB__wt_044__1,-0.316787561987642,-0.35546248300000194
rpoB__wt_lb__1,2.5755347253268908,-0.4312754440000006
rpoB__wt_lb__2,1.5183322217202055,-0.4756920160000018
rpoB__rpoBE546V_031__1,0.7917853833546711,-0.2190748840000012
rpoB__rpoBE546V_044__1,0.4205970033606971,-0.29527451800000115
rpoB__rpoBE546V_lb__1,2.250810528588953,-0.1772575130000007
rpoB__rpoBE546V_lb__2,2.371487618677006,-0.1896798920000009
rpoB__rpoBE546V_glc__1,0.8142604028867723,-0.13970386800000156
rpoB__rpoBE672K_glc__1,0.3631932413407021,-0.2144874060000017
rpoB__rpoBE672K_glc__2,-1.0664708038119894,-0.2133236690000011
rpoB__rpoBE672K_lb__1,0.9891114989916236,-0.31724649200000066
rpoB__rpoBE672K_lb__2,0.7460417803793397,-0.3099385020000014
crp__wt_fru__1,0.0881309172820268,-0.2229942960000013
crp__wt_glyc__1,0.0781956537099422,-0.17428477600000036
crp__wt_glyc__2,0.5037601102607236,-0.08995859500000059
crp__delar1_glyc__1,16.179711875151966,-1.2857264020000017
crp__delar1_glyc__2,18.952675792433325,-1.5015297130000018
crp__delar1ar2_glyc__1,-1.3625171170339885,-0.15562998200000067
crp__delar1ar2_glyc__2,-1.1067407276217534,-0.11493448800000115
crp__delar1ar2_glyc__3,-0.5456717574125268,-0.1471097530000005
crp__delar2_glyc__1,13.375680597973403,-1.2714837790000022
crp__delar2_glyc__2,13.398252425172876,-1.1773514360000004
crp__delar2_glyc__3,13.904396788988596,-1.1748534320000008
crp__delcrp_fru__1,-0.7005417329741735,-0.24670364600000205
crp__delcrp_fru__2,-0.7905317489412192,-0.21771090100000198
crp__delcrp_fru__3,-0.1212660702034089,-0.34636329800000176
crp__delcrp_glc__1,-0.9173764894727918,-0.14795257000000106
crp__delcrp_glc__2,-1.1220162353367786,-0.1338359880000013
crp__delcrp_glc__3,-1.5874323826334429,-0.2458932260000015
crp__delcrp_glyc__1,-0.4795346577875732,-0.17621799900000035
crp__delcrp_glyc__2,-1.1520109470895443,-0.25661334000000124
crp__delcrp_glyc__3,-0.173869104373839,-0.2795685010000017
glu__glu_ale3__1,21.78143539335057,-1.5312083710000015
glu__glu_ale4__1,4.845180971939053,-0.3330961230000007
glu__glu_ale5__1,5.974948018981925,-0.7786549400000009
glu__glu_ale6__1,-0.6307959058235959,-0.12059369700000032
glu__glu_ale8__1,22.303802453673505,-1.378413375000001
glu__glu_ale9__1,17.677716749266075,-0.7807343670000009
glu__glu_ale10__1,23.235156373722447,-1.3600023360000009
42c__wt_42c__1,5.226981094184449,-1.0145581910000008
42c__42c_ale1__1,22.91531377700414,-1.8717782250000008
42c__42c_ale2__1,4.825983226783826,-0.4431280230000017
42c__42c_ale3__1,1.065732799210355,-0.1727305000000019
42c__42c_ale4__1,10.210157931186885,-0.3207554420000012
42c__42c_ale5__1,0.0269161259548131,-0.5273028440000012
42c__42c_ale6__1,22.33041581788122,-1.720490645
42c__42c_ale8__1,16.761476682368876,-0.7990813750000001
42c__42c_ale9__1,-1.676928770183867,-0.4473727390000004
42c__42c_ale10__1,19.42095225509385,-0.9696312210000002
ssw__wt_ac__1,0.7670587822544129,-0.8082528600000014
ssw__wt_glc__1,-0.0829746104304018,-0.2496041240000011
ssw__wt_glyc__1,13.758048309418168,-0.3966449650000019
ssw__wt_xyl__1,5.280541030190702,0.2157472579999986
ssw__glc_ale1__1,9.319725852749835,-0.4638172160000007
ssw__glc_ale2__1,20.13258195131832,-1.507022258000001
ssw__glc_ale3__1,18.25943945627905,-1.2375372210000002
ssw__glyc_ale1__1,8.96439696377594,-0.391325409000002
ssw__glyc_ale2__1,18.99103654276041,-1.296498570000001
ssw__xyl_ale1__1,7.025183827139657,-0.9544926520000008
ssw__xyl_ale2__1,7.577132805058834,-0.6357546720000009
ssw__xyl_ale3__1,1.7613598800084649,-0.9828595450000002
ssw__glc_ac_ac2__1,23.42147237943893,-2.2943992480000013
ssw__glc_ac_glc1__1,1.4027785506871189,-0.3561024360000005
ssw__glc_glyc_glc__1,18.45362598755445,-1.4659991440000013
ssw__glc_glyc_glyc__1,8.254284850894415,-0.5806601790000006
ssw__glc_xyl_glc__1,17.887870787286232,-1.242127184000001
ssw__glc_xyl_xyl__1,1.965681141527461,-0.7752710380000014
ica__wt_glc__1,-0.3383663851291857,-0.7268877690000011
ica__wt_glc__2,0.0747676700858833,-0.7699083190000007
ica__wt_glc__3,0.3655939289134839,-0.5550889640000012
ica__wt_glc__4,0.9472094536143172,-0.701890070000001
ica__arg_sbt__1,5.841090459569837,-0.9857155870000014
ica__arg_sbt__2,6.392065551697727,-0.8052297820000014
ica__cytd_rib__1,1.057433178672878,-0.6435942390000005
ica__cytd_rib__2,1.5586343255935988,-0.6875447610000016
ica__gth__1,-1.0983577975408152,-0.8140340760000004
ica__gth__2,-1.3000111226291169,-0.9197743240000024
ica__leu_glcr__1,-0.256043510252085,-0.5381583960000018
ica__leu_glcr__2,0.0892792479593091,-0.5397882840000019
ica__met_glc__1,0.6117035255175646,-0.7339297900000012
ica__met_glc__2,0.2912893691774068,-0.7304694330000014
ica__no3_anaero__1,7.773002752388503,-0.7996812930000008
ica__no3_anaero__2,6.806244914909708,-0.7648052850000013
ica__phe_acgam__1,0.3993671722433748,-0.5583355860000019
ica__phe_acgam__2,0.4726267600220909,-0.4918045360000018
ica__thm_gal__1,0.0694328187166581,-0.6206503470000015
ica__thm_gal__2,0.0976663227102974,-0.6047507440000004
ica__tyr_glcn__1,-0.0521119026482303,-0.6034127080000005
ica__tyr_glcn__2,-0.335070204952707,-0.6014504730000017
ica__ura_pyr__1,0.7212247355542688,-0.5894554290000009
ica__ura_pyr__2,0.4710996644532543,-0.5449526920000007
ica__wt_glc__5,0.4855031762904311,-0.6705241160000011
ica__wt_glc__6,-0.7953610530629505,-0.6067997510000005
ica__bw_delpurR_cytd__1,-0.6136570893216137,-0.7190110720000007
ica__bw_delpurR_cytd__2,0.4995170539104321,-0.6968049610000016
ica__ade_glc__1,0.4504369419595814,-0.6706830310000012
ica__ade_glc__2,-1.175719769998815,-0.7218945370000007
ytf__wt_glc__1,8.816699051289268,-1.0162461270000005
ytf__wt_glc__2,11.619557045618354,-1.3082336250000015
ytf__delyafC__1,18.742516123393127,-1.7164273530000018
ytf__delyafC__2,18.811005509602943,-1.6210117860000004
ytf__delyeiE__1,0.7938897609022088,-0.1461128140000003
ytf__delyeiE__2,0.0935615309471275,-0.4326376600000009
ytf__delyiaJ__1,18.394246451167746,-1.55639051
ytf__delyiaJ__2,11.73518973113733,-0.8717574610000014
ytf__delyieP__1,18.15106417720598,-1.347170503000001
ytf__delyieP__2,16.49011196133104,-1.305195932000002
ytf__wt_ph5__1,0.8195045181722584,-0.5570430830000017
ytf__wt_ph5__2,0.961224412320028,-0.5606580010000021
ytf__wt_ph8__1,2.045148120628218,-0.5787427820000008
ytf__wt_ph8__2,1.746094286855104,-0.3957363220000012
ytf__delybaO__1,19.692369389986617,-1.6552725600000002
ytf__delybaO__2,18.42439434990931,-1.410532003000002
ytf__delybaQ__1,0.4000225635927962,-0.606795733000002
ytf__delybaQ__2,0.167659701292842,-0.5836305950000007
ytf__delybiH__1,11.9835189300144,-0.9780890030000008
ytf__delybiH__2,16.495822914758932,-1.476111577000001
ytf__delydcI_ph5__1,0.2559431810461416,-0.6045711670000014
ytf__delydcI_ph5__2,0.4374529160321902,-0.612837080000002
ytf__delydcI_ph8__1,1.744498841573688,-0.4941553620000008
ytf__delydcI_ph8__2,0.8408429343034429,-0.6297628440000018
ytf__delyddM__1,1.0471363239029745,-0.5226934970000006
ytf__delyddM__2,0.3160662218718092,-0.4254320210000007
ytf__delyheO__1,18.899683575617185,-1.8218537240000008
ytf__delyheO__2,19.76449501899937,-1.8295830700000009
fps__bw_glc__1,0.5703970610685382,-0.6606700440000015
fps__bw_glc__2,0.5034544673023581,-0.7722607140000015
fps__fps_thrA_ale1__1,1.1112925608628108,-0.5674762880000017
fps__fps_thrA_ale1__2,1.4017938413335045,-0.7100081640000013
fps__fps_thrA_ale2__1,1.7970360888399026,-0.7084273220000004
fps__fps_thrA_ale2__2,1.588677314468973,-0.6741296350000017
fps__fps_serB_ale1__1,0.7627518138985045,-0.7472038340000005
fps__fps_serB_ale1__2,0.8143213255118199,-0.6559473680000014
fps__fps_serB_ale4__1,1.3063773750460264,-1.1846466490000012
