,A,rcsB
ica__ade_glc__2,2.7353727953,0.107386676
ytf__wt_glc__1,0.0492075235,0.051857334000000005
ytf__wt_glc__2,-0.3313919448,0.18116453600000001
ytf__delyafC__1,-1.0992102588,-0.05139805200000001
ytf__delyafC__2,-1.0888948906,-0.108624759
ytf__delyeiE__1,-0.9987772344,0.322823789
ytf__delyeiE__2,-1.3994501225,0.30236347900000005
ytf__delyiaJ__1,-0.5145815297,0.227402755
ytf__delyiaJ__2,-0.4683039923,0.292790777
ytf__delyieP__1,-0.7196410487,0.274612124
ytf__delyieP__2,-0.4090112484,0.267896234
ytf__wt_ph5__1,-0.8477257881,0.250091585
ytf__wt_ph5__2,0.3091005361,0.391835113
ytf__wt_ph8__1,1.8435925435,0.13686278100000002
ytf__wt_ph8__2,2.6200171636,0.23090354000000002
ytf__delybaO__1,-0.5500671570000001,0.013097473
ytf__delybaO__2,-0.9445094402,0.112459691
ytf__delybaQ__1,-0.7704182850000001,0.09142707700000001
ytf__delybaQ__2,-0.0380789145,0.122734701
ytf__delybiH__1,0.4694365696,0.21183204100000003
ytf__delybiH__2,-0.6862296484,0.18947059100000002
ytf__delydcI_ph5__1,-0.1265623548,0.284202426
ytf__delydcI_ph5__2,0.24964155140000002,0.28862287000000003
ytf__delydcI_ph8__1,1.2421586573,0.213308506
ytf__delydcI_ph8__2,1.722267073,0.045815265
ytf__delyddM__1,-0.6465271097,0.46125338800000004
ytf__delyddM__2,-0.900185023,0.387992604
ytf__delyheO__1,-1.0050510632,-0.09492146500000001
ytf__delyheO__2,-1.0013596717,-0.06490021900000001
fps__bw_glc__1,-0.2781388178,0.033824412000000005
fps__bw_glc__2,-0.1076331836,0.01020461
fps__fps_thrA_ale1__1,-0.1269522668,0.18579162
fps__fps_thrA_ale1__2,0.3248920091,0.19884617500000001
fps__fps_thrA_ale2__1,1.1597390642,0.159044396
fps__fps_thrA_ale2__2,0.9859501149000001,0.177534362
fps__fps_serB_ale1__1,8.0323806803,0.063130878
fps__fps_serB_ale1__2,8.1047216839,0.113812674
fps__fps_serB_ale4__1,12.102501323,0.008345692
fps__fps_serB_ale4__2,12.5117707631,0.082973079
fps__fps_ptsI_ale1__1,0.0089075286,-0.31381894600000004
fps__fps_ptsI_ale1__2,0.11115156030000001,-0.200130981
fps__fps_ptsI_ale3__1,0.35254649460000004,-0.33651358400000003
fps__fps_ptsI_ale3__2,0.21358342970000002,-0.35404791700000005
pal__lyx_ale2_f6__1,-0.3757704043,-0.20818097600000002
pal__lyx_ale2__1,-0.46096267020000004,-0.09930234
pal__lyx_ale2__2,-0.5621739762,-0.055380955
pal__lyx_ale4__1,-0.868497092,-0.598408597
pal__lyx_ale4__2,-1.2178033433,-0.6819317180000001
pal__5drib_ale10_f18__1,0.364398802,-0.65852365
pal__5drib_ale10_f18__2,1.8625065141000001,-0.5372133570000001
pal__5drib_ale10__1,-0.651763387,-0.289009349
pal__arab_ale14_f9__1,2.4851588786,-0.14002446500000001
pal__arab_ale14_f9__2,0.6577369304,-0.16411446400000002
pal__arab_ale14__1,-0.2553122556,-0.276328287
pal__arab_ale14__2,-0.750259187,-0.279999704
pal__arab_ale16__1,0.0042123834,-0.31099897400000004
pal__arab_ale16__2,0.6293898797,-0.318843456
pal__tartr_ale26_f10__1,-0.5094841619,-0.151949355
pal__tartr_ale26_f10__2,-1.1936133854,-0.12736345100000002
pal__tartr_ale26__1,-1.4017189238,-0.236391012
pal__tartr_ale26__2,-2.132479568,-0.226593345
pal__tartr_ale28_f10__1,-0.2661351569,-0.5307150190000001
pal__tartr_ale28_f10__2,-0.1157181912,-0.49641425200000006
pal__tartr_ale28__1,-1.2602281452,-0.48560983100000005
pal__tartr_ale28__2,-0.8139360631,-0.34785414200000003
efeU__delmenFentC_citr__1,2.1189430258,0.037721897000000004
efeU__delmenFentC_citr__2,0.8964870791,-0.010764519
efeU__delmenFentC__1,2.727629296,0.427345427
efeU__delmenFentC__2,2.5184608228,0.49436651200000004
efeU__menFentC_ale39__1,0.3926964314,-0.165875191
efeU__menFentC_ale39__2,0.49967158910000004,-0.086127668
efeU__menFentC_ale29__1,0.1028226493,-0.101960669
efeU__menFentC_ale29__2,0.8528130384,-0.060432093000000006
efeU__menFentC_ale30__1,3.2434262713,-0.11670873200000001
efeU__menFentC_ale30__2,0.2690493558,-0.069827575
efeU__menFentCubiC_ale36__1,-0.3848818329,0.46294748500000005
efeU__menFentCubiC_ale36__2,0.1271101405,0.520303815
efeU__menFentCubiC_ale37__1,-0.15100082850000002,0.47262139999999997
efeU__menFentCubiC_ale37__2,-0.3618055633,0.507409024
efeU__menFentCubiC_ale38__1,5.7971577491,0.43562931800000004
efeU__menFentCubiC_ale38__2,5.9302276109,0.41561118500000005
misc2__salc_glc__1,1.4772870631,0.41598212100000004
misc2__salc_glc__2,0.9844744678,0.201298943
misc2__dbcn_glc__1,-0.3001985723,-0.506600383
misc2__dbcn_glc__2,-1.4886227984,-0.449422951
misc2__tyr_glc__1,1.3191665565,0.27434384300000003
misc2__tyr_glc__2,2.0178269082,0.33443702200000003
misc2__arg_cytd__1,-0.2299695447,-0.077107955
misc2__arg_cytd__2,-0.0798240114,-0.06313379
misc2__delyheO_pyr__1,0.15475991760000002,0.085268019
misc2__delyheO_pyr__2,0.0411736993,0.003338409
nquinone__delubiC__1,0.5423606423,0.11625088400000001
nquinone__delubiC__2,0.3217688892,0.29940419100000004
nquinone__ubiC_ale1__1,1.9436815813,0.278471823
nquinone__ubiC_ale1__2,1.9883473645,0.355380167
nquinone__ubiC_ale2__1,1.8770769928000002,0.17645096700000001
nquinone__ubiC_ale2__2,0.6809034118,0.092330321
nquinone__ubiC_ale3__1,7.4845278171,-0.195357789
nquinone__ubiC_ale3__2,8.4188184876,-0.20839960600000002
nquinone__ubiC_ale4__1,2.0611413144,0.26897453400000004
nquinone__ubiC_ale4__2,2.7511697504,0.35289098300000005
nquinone__delpdhR__1,3.7645222743,0.000960302
nquinone__delpdhR__2,2.7455647826,-0.038792998
quinone__glu_ale4__1,0.45644600750000003,-0.16090156900000002
quinone__glu_ale4__2,0.35739487210000004,-0.120336678
quinone__delmenF__1,1.0610086549,0.202090564
quinone__delmenF__2,1.0188157643,0.127261843
quinone__menF_ale5__1,1.5058826798,-0.103952636
quinone__menF_ale5__2,1.4393334567,-0.184115622
quinone__menF_ale6__1,1.9526353306000002,-0.245551766
quinone__menF_ale6__2,0.587768042,-0.18675407200000002
quinone__menF_ale7__1,2.8192903464,-0.46693991500000004
quinone__menF_ale7__2,2.3275597325,-0.449365055
quinone__menF_ale8__1,1.5991382435000001,0.010495287
quinone__menF_ale8__2,1.3440114589,0.32107951700000004
quinone__delmenFubiC__1,0.9556522735,0.182750777
quinone__delmenFubiC__2,0.9823551303,0.235241633
quinone__menFubiC_ale1__1,2.3723551404,-0.15496806400000002
quinone__menFubiC_ale1__2,1.4195155297,-0.19050253
quinone__menFubiC_ale2__1,1.969295099,-0.29792464100000005
quinone__menFubiC_ale2__2,0.7224217849,-0.15680385400000002
quinone__menFubiC_ale3__1,0.5946200225,0.189791385
quinone__menFubiC_ale3__2,0.7717829546,0.11615682000000001
quinone__menFubiC_ale4__1,0.3793662902,0.11565003
quinone__menFubiC_ale4__2,-0.004815221000000001,0.10617655100000001
oxyR__wt_glc__1,0.0538464675,-0.237466153
oxyR__wt_glc__2,-0.5025088157,-0.176404357
oxyR__wt_h2o2__1,1.4786372178,-0.215261211
oxyR__wt_h2o2__2,1.735631042,0.13244497
oxyR__glu_ale4__1,-0.9106411337,0.21471446
oxyR__glu_ale4__2,-0.9487813861000001,0.01062306
oxyR__glu_ale4_h2o2__1,-0.1450288028,0.037586265
oxyR__glu_ale4_h2o2__2,-0.26141760880000003,-0.016210148
oxyR__oxyR_ale17__1,-0.2284403545,0.10888821200000001
oxyR__oxyR_ale17__2,0.6058066111,0.09364722900000001
oxyR__oxyR_ale17_h2o2__1,-0.3914119559,0.06792644
oxyR__oxyR_ale17_h2o2__2,-0.7787060171,0.12032191800000001
oxyR__oxyR_ale18__1,-0.35052412510000003,-0.36362154300000005
oxyR__oxyR_ale18__2,-0.9061030075000001,-0.31480268
oxyR__oxyR_ale18_h2o2__1,-0.5646547767,-0.051506092
oxyR__oxyR_ale18_h2o2__2,-0.4626852818,-0.176330219
oxyR__oxyR_ale19__1,-0.9047904124,-0.39175196900000003
oxyR__oxyR_ale19__2,-1.1316344364,-0.24950633700000002
oxyR__oxyR_ale19_h2o2__1,-0.5567283158,-0.36805706
oxyR__oxyR_ale19_h2o2__2,-0.20714808,-0.352157155
oxyR__oxyR_ale20__1,-0.09735653550000001,-0.195289859
oxyR__oxyR_ale20__2,0.21598659280000002,-0.324469909
oxyR__oxyR_ale20_h2o2__1,-0.7372444274000001,-0.05646546400000001
oxyR__oxyR_ale20_h2o2__2,0.032647956,-0.11510633
svns_pgi__BmePgi24_15__1,-0.10815890140000001,0.131462052
svns_pgi__BmePgi24_15__2,-0.1738467767,0.13458648
svns_pgi__BmePgi24_26__1,-0.6315635683,-0.06246476
svns_pgi__BmePgi24_26__2,-0.3280870831,0.061857892000000005
svns_pgi__BmePgi24_41__1,0.0988607808,0.28205419800000003
svns_pgi__BmePgi24_41__2,0.0617128302,0.035021679
svns_pgi__BmePgi24_52__1,-0.7214788238000001,0.043165433
svns_pgi__BmePgi24_52__2,-0.23346050940000002,-0.032152082000000005
svns_pgi__PaePgi2_34__1,3.4571614931,0.054121772000000005
svns_pgi__PaePgi2_34__2,3.022000592,0.18865046700000002
svns_pgi__PaePgi2_63__1,0.5285890333000001,0.08579721700000001
svns_pgi__PaePgi2_63__2,0.8624731673,0.13252001100000002
svns_pgi__PaePgi24_54__1,25.0117057156,0.186546017
svns_pgi__PaePgi24_54__2,25.9670477655,0.146816941
svns_pgi__PaePgi24_90__1,19.6360363105,0.256619728
svns_pgi__PaePgi24_90__2,18.3855092394,0.45316969300000004
abx_media__m9_ctrl__1,8.6271651832,0.161402709
abx_media__m9_ctrl__2,7.3626688244,0.399292751
abx_media__rpmi_ctrl__1,1.0245020357,-0.42464305700000005
abx_media__rpmi_ctrl__2,0.027621075800000002,-0.253634458
abx_media__camhb_ctrl__1,7.1711318043,-0.900441452
abx_media__camhb_ctrl__2,6.355420824,-1.178765114
abx_media__m9_mero__1,16.11762727,0.6962036580000001
abx_media__m9_mero__2,17.3574363052,0.413507481
abx_media__rpmi_mero__1,1.6257175526,-0.750920193
abx_media__rpmi_mero__2,0.9742560038,-0.485463474
abx_media__camhb_mero__1,10.1043876622,-1.149495965
abx_media__camhb_mero__2,10.1793397769,-1.117561676
abx_media__m9_trisulf__1,3.607869796,0.392217417
abx_media__m9_trisulf__2,4.1150050609,0.45355338300000003
abx_media__rpmi_trisulf__1,1.3490870358,-0.211266151
abx_media__rpmi_trisulf__2,1.3054630116000001,-0.21645914900000002
abx_media__camhb_trisulf__1,12.166229364,-0.36967703
abx_media__camhb_trisulf__2,12.3526844607,-0.5245353700000001
abx_media__m9_cef__1,6.8331406121,0.23451977400000001
abx_media__m9_cef__2,6.7423056963,0.191847543
abx_media__rpmi_cef__1,0.7953624252,-0.872203406
abx_media__rpmi_cef__2,1.2072313812,-0.864210495
abx_media__camhb_cef__1,11.8490318691,-0.456387586
abx_media__camhb_cef__2,11.7955746585,-0.500715546
abx_media__m9_cipro__1,2.5604705149,0.382382637
abx_media__m9_cipro__2,2.2701630578,0.392957528
abx_media__rpmi_cipro__1,0.9117013358,-1.025702689
abx_media__rpmi_cipro__2,1.3581579263,-1.054188657
abx_media__camhb_cipro__1,8.5219551406,-0.561300374
abx_media__camhb_cipro__2,8.2826854863,-0.5550499440000001
hot_tale__42c_ale3_30c__1,0.9036213031,0.039063907
hot_tale__42c_ale3_30c__2,1.8499886595000001,0.061821153000000004
hot_tale__42c_ale3_37c__1,0.4918499201,-0.029877737
hot_tale__42c_ale3_37c__2,0.8004482372,0.069826941
hot_tale__42c_ale3_44c__1,0.3006881263,0.184385918
hot_tale__42c_ale3_44c__2,0.3084434314,0.22226915900000002
hot_tale__hot_ale3_mid_30c__1,21.6894987708,0.224759478
hot_tale__hot_ale3_mid_30c__2,21.3060180242,0.138166101
hot_tale__hot_ale3_mid_37c__1,0.12919363420000002,-0.050541759000000006
hot_tale__hot_ale3_mid_37c__2,0.1509604239,-0.29951858800000003
hot_tale__hot_ale3_mid_44c__1,6.6867568295,-0.196647346
hot_tale__hot_ale3_mid_44c__2,0.1610276282,-0.08337512100000001
hot_tale__hot_ale3_30c__1,21.8332577182,0.068670278
hot_tale__hot_ale3_30c__2,22.1429606594,0.07544809400000001
hot_tale__hot_ale3_37c__1,2.5013125911,-0.31850500600000003
hot_tale__hot_ale3_37c__2,2.9397888791,-0.34936874700000004
hot_tale__hot_ale3_44c__1,-0.2936722363,-0.24125028
hot_tale__hot_ale3_44c__2,0.34192594930000003,-0.326894093
hot_tale__hot_ale4_30c__1,26.9642250947,-0.061413458000000004
hot_tale__hot_ale4_30c__2,27.0065388536,-0.051974795000000004
hot_tale__hot_ale4_37c__1,7.2781360946,-0.308058098
hot_tale__hot_ale4_37c__2,8.2098446033,-0.27906854600000003
hot_tale__hot_ale4_44c__1,-0.5227124183,0.028960437000000002
hot_tale__hot_ale4_44c__2,-0.6628319693,-0.023490576000000003
hot_tale__hot_ale8_30c__1,1.9292493762,0.05222404
hot_tale__hot_ale8_30c__2,0.9993488121,0.025260289000000002
hot_tale__hot_ale8_37c__1,-0.2847425458,-0.12458946700000001
hot_tale__hot_ale8_37c__2,0.4221182463,-0.13757549500000002
hot_tale__hot_ale8_44c__1,-0.9751123405000001,-0.21135415500000002
hot_tale__hot_ale8_44c__2,-0.45465793460000004,-0.257414138
hot_tale__hot_ale9_mid_30c__1,3.4818972442,0.044539064
hot_tale__hot_ale9_mid_30c__2,2.288648857,0.018605325000000002
hot_tale__hot_ale9_30c__1,1.4186168742,-0.039262481
hot_tale__hot_ale9_30c__2,1.3429064706,-0.042800009
hot_tale__hot_ale9_mid_37c__1,0.16161662640000002,-0.137963354
hot_tale__hot_ale9_mid_37c__2,0.6583561755,-0.073970931
hot_tale__hot_ale9_37c__1,0.3393631532,-0.16286522
hot_tale__hot_ale9_37c__2,0.9146623678,-0.054050327
hot_tale__hot_ale9_mid_44c__1,0.2407249271,0.045120014
hot_tale__hot_ale9_mid_44c__2,-0.4154474259,0.020711175000000002
hot_tale__hot_ale9_44c__1,-0.4297964161,-0.271020961
hot_tale__hot_ale9_44c__2,0.0899607488,-0.181474503
hot_tale__hot_ale10_30c__1,21.7582525492,0.09049594100000001
hot_tale__hot_ale10_30c__2,22.1133092427,0.11336935000000001
hot_tale__hot_ale10_37c__1,1.7665763984,-0.232987314
hot_tale__hot_ale10_37c__2,1.3612182547,-0.13240622400000002
hot_tale__hot_ale10_44c__1,1.4740026669000001,-0.20471693800000001
hot_tale__hot_ale10_44c__2,1.9080835435,0.01443641
hot_tale__hot_ale16_30c__1,4.0768388066,-0.052219856
hot_tale__hot_ale16_30c__2,3.6368456229,0.117919276
hot_tale__hot_ale16_37c__1,0.5186679827,-0.195801843
hot_tale__hot_ale16_37c__2,1.3358620071,-0.213210479
hot_tale__hot_ale16_44c__1,0.2295068411,0.074674655
hot_tale__hot_ale16_44c__2,0.4654656051,0.055597213000000006
pdhr_ale__pdhR-13_51__1,-0.4633747794,0.08135254700000001
pdhr_ale__pdhR-13_51__2,-0.0920633428,0.009339666
pdhr_ale__pdhR-14_46__1,0.0359884332,0.116768175
pdhr_ale__pdhR-14_46__2,0.28269427750000004,0.08845326
pdhr_ale__pdhR-15_51__1,0.5976454584,-0.048091642000000004
pdhr_ale__pdhR-15_51__2,0.39003752810000003,0.010596309
pdhr_ale__pdhR-16_49__1,0.8948338296,0.07511390300000001
pdhr_ale__pdhR-16_49__2,0.8832889357,0.02080721
tcs__del_atoC_LiAcet__1,0.7881543767,-0.288233287
tcs__del_atoC_LiAcet__2,0.4644859387,-0.201776686
tcs__del_atoC_LiCl__1,0.7307189941000001,-0.039691428
tcs__del_atoC_LiCl__2,0.579358884,0.020835152000000003
tcs__del_atoC_m9__1,1.1632415967,-0.111642926
tcs__del_atoC_m9__2,0.3618021113,-0.053574119
tcs__del_baeR_etoh__1,-0.5633973092,0.634923648
tcs__del_baeR_etoh__2,-0.11721958960000001,0.624544451
tcs__del_baeR_lb__1,-0.7529625769,-0.233124128
tcs__del_baeR_lb__2,-0.7788252983,-0.236724287
tcs__del_btsR_01xlb__1,0.46138661740000003,-0.7566430160000001
tcs__del_btsR_01xlb__2,1.1310337352,-0.8023124020000001
tcs__del_btsR_lb__1,-1.7665645337,0.19596144000000001
tcs__del_btsR_lb__2,-1.8679063825000002,0.11676546300000001
tcs__del_btsR_pyruvate__1,0.8830467573,-0.638303709
tcs__del_btsR_pyruvate__2,0.8951354272000001,-0.6714029650000001
tcs__del_cpxR_etoh__1,-0.2484487072,0.797270162
tcs__del_cpxR_etoh__2,-0.6359069425,0.852643958
