,0
Title,<i>B. subtilis</i> Modulome
Organism,<i>Bacillus subtilis</i>
Strain,168
Publication,"Sastry, et al., Forthcoming"
Number of Samples,265
Number of Unique Conditions,93
Number of Genes,4325
Number of iModulons,72
