,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,LB__LBexp,-9.864543179033333,0.6734043513468146,3.0,0.0,-9.5125110342,1.0,-9.4401190403,2.0,-10.6409994626,,,,,,,,,,
1,LB__LBtran,-11.5534992092,0.11874079932018973,3.0,3.0,-11.4174457004,4.0,-11.6362385256,5.0,-11.6068134016,,,,,,,,,,
2,LB__LBstat,-11.2147085386,0.6696113374284781,3.0,6.0,-11.9805779034,7.0,-10.7397823878,8.0,-10.9237653246,,,,,,,,,,
3,LB__LBGexp,-8.941832890333332,0.5189313964893513,3.0,9.0,-9.1929157287,10.0,-8.3451143808,11.0,-9.2874685615,,,,,,,,,,
4,LB__LBGtran,-10.33564772895,0.431928901936842,2.0,12.0,-10.6410675845,13.0,-10.0302278734,,,,,,,,,,,,
5,LB__LBGstat,-8.535536530166667,0.3550323173757144,3.0,14.0,-8.2601538671,15.0,-8.4102236069,16.0,-8.9362321165,,,,,,,,,,
6,Life Cycle__S0,6.338210277666668,1.8195746496882659,3.0,17.0,4.2398397794000005,18.0,7.2952931664000005,19.0,7.4794978872,,,,,,,,,,
7,Life Cycle__S1,2.8496857284333337,1.4876371789521277,3.0,20.0,1.2299050146,21.0,3.1643012066,22.0,4.1548509641,,,,,,,,,,
8,Life Cycle__S2,0.33944041433333333,0.7625598133007027,3.0,23.0,-0.4955895216,24.0,0.9989083187000001,25.0,0.5150024459,,,,,,,,,,
9,Life Cycle__S3,0.8678630403,3.202786922223743,2.0,26.0,-1.3968493111,27.0,3.1325753917,,,,,,,,,,,,
10,Life Cycle__S4,5.114894899366667,0.20655013701006134,3.0,28.0,5.0455338876,29.0,5.3471981434,30.0,4.9519526671000005,,,,,,,,,,
11,Life Cycle__S5,7.9536377723,1.39955640132591,3.0,31.0,6.3901395157,32.0,9.0894533092,33.0,8.381320492,,,,,,,,,,
12,Life Cycle__S6,9.501908711875,1.3685132602252075,8.0,34.0,8.4089492603,35.0,11.3661997933,36.0,10.445231339,37.0,7.8066017429,38.0,11.1689851495,39.0,8.3228775399,40.0,8.8136132221,41.0,9.682811648
13,Life Cycle__S7,6.71100821,0.6245243200018211,3.0,42.0,6.1077108325,43.0,6.6705241292,44.0,7.3547896683000005,,,,,,,,,,
14,Life Cycle__S8,5.38091656305,0.34716287720798683,2.0,45.0,5.1354353384,46.0,5.6263977877,,,,,,,,,,,,
15,Life Cycle__G135,-5.9852042307,0.44296557427210725,2.0,47.0,-5.6719802693,48.0,-6.2984281921,,,,,,,,,,,,
16,Life Cycle__G150,-7.013434089033333,0.8445664741453609,3.0,49.0,-7.0335804909,50.0,-7.8477471274,51.0,-6.1589746488,,,,,,,,,,
17,Life Cycle__G180,-5.703361822533334,0.817259636581358,3.0,52.0,-6.2465142971,53.0,-6.1001061338,54.0,-4.7634650366999995,,,,,,,,,,
18,Stress Time Course__C30,-5.94614444135,0.0960897184948288,2.0,55.0,-5.8781987498,56.0,-6.0140901329,,,,,,,,,,,,
19,Stress Time Course__C90,-6.5186886015,0.5444273036867375,2.0,57.0,-6.9036568398,58.0,-6.1337203632,,,,,,,,,,,,
20,Biofilm__BI,-9.88709604085,0.025302055681007966,2.0,59.0,-9.8692047857,60.0,-9.904987296,,,,,,,,,,,,
21,Biofilm__BC,-3.4977598233250005,3.3638461866324443,4.0,61.0,0.6082004926,62.0,-6.4829429872,63.0,-2.1154590068,64.0,-6.0008377919,,,,,,,,
22,Biofilm__Sw,-9.931212606999999,0.28610411578930683,2.0,65.0,-9.7289064466,66.0,-10.1335187674,,,,,,,,,,,,
23,Life Cycle__BT,-0.03362526215,0.953021438458269,2.0,67.0,-0.7075131839000001,68.0,0.6402626596000001,,,,,,,,,,,,
24,Life Cycle__B36,-2.2126989287,0.22052898918368705,2.0,69.0,-2.3686364724,70.0,-2.056761385,,,,,,,,,,,,
25,Life Cycle__B60,5.070375815449999,0.010914507618000285,2.0,71.0,5.0626580931,72.0,5.0780935378,,,,,,,,,,,,
26,M9__M9exp,0.0,9.589160577448816,3.0,73.0,5.6661638439,74.0,5.4054216467,75.0,-11.0715854906,,,,,,,,,,
27,M9__M9tran,-6.863067600666667,5.095522578474951,3.0,76.0,-9.3738393963,77.0,-10.2159752146,78.0,-0.9993881911,,,,,,,,,,
28,M9__M9stat,-8.8755136156,3.8200278024963525,3.0,79.0,-4.4647365814,80.0,-11.1182769608,81.0,-11.0435273046,,,,,,,,,,
29,Supplement__M+G,-7.367529438999999,1.2261890638757738,3.0,82.0,-8.7273342392,83.0,-7.0292961762,84.0,-6.3459579016,,,,,,,,,,
30,Supplement__Glu,-8.473246784266665,4.288322917951323,3.0,85.0,-10.1285914861,86.0,-11.6871816492,87.0,-3.6039672175,,,,,,,,,,
31,Supplement__Fru,-8.446429813966667,2.732386878855966,3.0,88.0,-11.6015183545,89.0,-6.8683547041,90.0,-6.8694163833,,,,,,,,,,
32,Supplement__Mal,-4.543988509066667,1.8190176197274224,3.0,91.0,-6.5299602972,92.0,-4.1432543718,93.0,-2.9587508582,,,,,,,,,,
33,Supplement__G+S,7.548211273250001,0.5410621339368352,2.0,94.0,7.1656225693,95.0,7.9307999772,,,,,,,,,,,,
34,Supplement__Pyr,7.640273481733334,0.4803515009658188,3.0,96.0,7.1053678451,97.0,7.7806651557,98.0,8.0347874444,,,,,,,,,,
35,Supplement__Gly,1.1936317480999998,2.6968774450924893,3.0,99.0,2.65104134,100.0,2.848226328,101.0,-1.9183724237000002,,,,,,,,,,
36,Supplement__Glucon,2.1931410070999995,10.112639287147188,3.0,102.0,7.8441806032,103.0,8.2171854336,104.0,-9.4819430155,,,,,,,,,,
37,Stressors__aero,2.746907956333333,6.213544704151479,3.0,105.0,9.0823052419,106.0,-3.3371572128,107.0,2.4955758399,,,,,,,,,,
38,Stressors__nit,4.895342495266667,4.31844606865001,3.0,108.0,9.843923492,109.0,2.9526872449,110.0,1.8894167489,,,,,,,,,,
39,Stressors__ferm,3.129279592866667,6.161348478834962,3.0,111.0,10.2270220748,112.0,0.0032012359,113.0,-0.8423845321000001,,,,,,,,,,
40,Glc Growth/Exhaust__T-5.40H,-10.0352016448,,1.0,114.0,-10.0352016448,,,,,,,,,,,,,,
41,Glc Growth/Exhaust__T-4.40H,-10.0586587681,,1.0,115.0,-10.0586587681,,,,,,,,,,,,,,
42,Glc Growth/Exhaust__T-3.40H,-10.3209923086,,1.0,116.0,-10.3209923086,,,,,,,,,,,,,,
43,Glc Growth/Exhaust__T-2.40H,-10.1323778751,,1.0,117.0,-10.1323778751,,,,,,,,,,,,,,
44,Glc Growth/Exhaust__T-1.40H,-9.792314857400001,,1.0,118.0,-9.792314857400001,,,,,,,,,,,,,,
45,Glc Growth/Exhaust__T-1.10H,-10.3446452867,,1.0,119.0,-10.3446452867,,,,,,,,,,,,,,
46,Glc Growth/Exhaust__T-0.40H,-11.394821654,,1.0,120.0,-11.394821654,,,,,,,,,,,,,,
47,Glc Growth/Exhaust__T0.0H,-10.5721488527,,1.0,121.0,-10.5721488527,,,,,,,,,,,,,,
48,Glc Growth/Exhaust__T0.30H,-11.3375885741,,1.0,122.0,-11.3375885741,,,,,,,,,,,,,,
49,Glc Growth/Exhaust__T1.0H,-9.9287633351,,1.0,123.0,-9.9287633351,,,,,,,,,,,,,,
50,Glc Growth/Exhaust__T1.30H,-9.1928195787,,1.0,124.0,-9.1928195787,,,,,,,,,,,,,,
51,Glc Growth/Exhaust__T2.0H,-7.9432266222,,1.0,125.0,-7.9432266222,,,,,,,,,,,,,,
52,Glc Growth/Exhaust__T2.30H,-9.7293134356,,1.0,126.0,-9.7293134356,,,,,,,,,,,,,,
53,Glc Growth/Exhaust__T3.0H,-8.8313841077,,1.0,127.0,-8.8313841077,,,,,,,,,,,,,,
54,Glc Growth/Exhaust__T3.30H,-7.6314712733,,1.0,128.0,-7.6314712733,,,,,,,,,,,,,,
55,Glc Growth/Exhaust__T4.0H,-5.4794154117,,1.0,129.0,-5.4794154117,,,,,,,,,,,,,,
56,Glc Growth/Exhaust__T5.0H,-3.8164237257,,1.0,130.0,-3.8164237257,,,,,,,,,,,,,,
57,Stressors__HPh,-10.3344402682,0.29600616383310935,3.0,131.0,-10.0192135032,132.0,-10.6064814183,133.0,-10.3776258831,,,,,,,,,,
58,Stressors__LPh,-10.010841584166668,0.6820976705072235,3.0,134.0,-9.6690796492,135.0,-10.7962600338,136.0,-9.5671850695,,,,,,,,,,
59,Stressors__LPhT,-12.3830793228,0.284650414630406,3.0,137.0,-12.0606034859,138.0,-12.599388645,139.0,-12.4892458375,,,,,,,,,,
60,Stressors__SMMPr,7.5251831514333345,1.0662958659213806,3.0,140.0,7.0689470282,141.0,6.7629107226,142.0,8.7436917035,,,,,,,,,,
61,Stressors__HiTm,-10.272087411166666,0.6932435589925123,3.0,143.0,-10.1542375912,144.0,-11.0167018989,145.0,-9.6453227434,,,,,,,,,,
62,Stressors__LoTm,6.583341002200001,2.1007370165889117,3.0,146.0,7.0990331245,147.0,4.2727791207,148.0,8.3782107614,,,,,,,,,,
63,Stressors__HiOs,-2.8252022095666667,1.8534830890625298,3.0,149.0,-3.1899974828,150.0,-0.8164440204000001,151.0,-4.4691651255,,,,,,,,,,
