,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X,rep13_idx,rep13_X,rep14_idx,rep14_X,rep15_idx,rep15_X,rep16_idx,rep16_X,rep17_idx,rep17_X,rep18_idx,rep18_X
0,aat__00m_00s,-3.333333493486338e-11,0.08780755967698714,3.0,0.0,-0.0756434123,6.0,0.0962915545,12.0,-0.020648142300000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,aat__00m_30s,0.031330816366666674,0.0900732011134399,3.0,1.0,0.0058192930000000006,7.0,0.1314081286,13.0,-0.0432349725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,aat__01m_00s,0.10215707976666667,0.12814036768708312,3.0,2.0,0.1059689035,8.0,0.2283490068,14.0,-0.027846671000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,aat__02m_00s,0.3955629108666667,0.016577811307207993,3.0,3.0,0.37835843300000005,9.0,0.4114334566,15.0,0.396896843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,aat__05m_00s,0.7702933111666667,0.13462081464993406,3.0,4.0,0.7894088921,10.0,0.6271364576,16.0,0.8943345838000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,aat__10m_00s,-0.1861289131666667,0.2358054987577791,3.0,5.0,-0.2749693911,11.0,-0.3646094601,17.0,0.0811921117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,abx_mega__dmso-2,-1.52235154065,0.15289097902382934,2.0,18.0,-1.6304617887,71.0,-1.4142412926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,abx_mega__ery_dmso,-1.4945214842999999,0.21152670893106523,3.0,19.0,-1.5259990857,70.0,-1.6885454521,205.0,-1.2690199151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,abx_mega__nal_naoh,-1.019768327825,0.6028439857512361,8.0,20.0,-1.899169255,32.0,-0.8478773881,55.0,-0.6459981344,67.0,-0.7410277794,126.0,-0.8778994594,147.0,-0.8769197157,203.0,-0.28118282910000003,210.0,-1.9880720615,,,,,,,,,,,,,,,,,,,,
9,abx_mega__dmso-5,-0.17263694763333334,0.09840963171289982,3.0,21.0,-0.1066110715,34.0,-0.2857429152,61.0,-0.1255568562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,abx_mega__rif_dmso,-1.2335846097499998,0.23314705858230775,8.0,22.0,-1.1273098549,104.0,-1.1893305527,111.0,-1.4704495489,133.0,-1.3910914395,165.0,-1.5074343455,238.0,-1.2163642105,265.0,-1.190483965,270.0,-0.776212961,,,,,,,,,,,,,,,,,,,,
11,abx_mega__novo_h2o,-2.977436450828571,0.24243661856298818,7.0,23.0,-2.8344676156,56.0,-2.9630328945,82.0,-3.1670019461,118.0,-2.6548267025,134.0,-3.4047605538,137.0,-2.911783799,227.0,-2.9061816443,,,,,,,,,,,,,,,,,,,,,,
12,abx_mega__rach_dmso,-1.116179699375,0.25586633536740766,4.0,24.0,-0.7426950459,101.0,-1.194082197,139.0,-1.2041428834,149.0,-1.3237986712,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,abx_mega__metro_dmso,-1.283608149475,0.21541923940145868,4.0,25.0,-1.2468077634,123.0,-1.4638363271000001,155.0,-1.4299471326,191.0,-0.9938413748,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,abx_mega__dmso-6,-0.3136474428666667,0.12612761833427952,3.0,26.0,-0.3455659017,59.0,-0.17462690720000001,159.0,-0.4207495197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
