,BSU04970
M9exp_1,7.4506
M9exp_2,7.4389
M9exp_3,7.792000000000002
M9tran_1,7.6947
M9tran_2,7.7062
M9tran_3,7.3924
M9stat_1,7.825
M9stat_2,7.8968
M9stat_3,7.6458
MG-0.1_1,7.5771
MG-0.1_2,7.2219
MG-0.1_3,8.4056
MG-0.2_2,7.3136
MG-0.2_3,8.1482
MG+5_1,7.779
MG+5_2,7.287000000000001
MG+5_3,8.1786
MG+10_1,7.9356
MG+10_2,7.7073
MG+10_3,8.4055
MG+15_1,7.7032
MG+15_2,8.589
MG+15_3,8.5154
MG+25_1,7.9081
MG+25_2,7.7775
MG+25_3,8.673
MG+45_1,8.2792
MG+45_2,7.7499
MG+45_3,9.0493
MG+60_2,8.3088
MG+60_3,8.7338
MG+90_2,8.0749
MG+90_3,9.2154
MG+120_1,8.644
MG+120_2,9.3084
MG+120_3,9.094
MG+150_1,8.4834
MG+150_3,8.173
GM-0.1_1,7.4777
GM-0.1_2,7.6807
GM-0.1_3,7.6669
GM-0.2_1,7.8657
GM-0.2_2,8.2292
GM-0.2_3,7.0841
GM+5_1,7.307
GM+5_2,7.3075
GM+5_3,7.2645
GM+10_2,7.2801
GM+10_3,6.9759
GM+15_1,7.2701
GM+15_2,7.3899
GM+15_3,7.1536
GM+25_1,7.1529
GM+25_2,7.4646
GM+25_3,7.3695
GM+45_1,7.3537
GM+45_2,6.7277
GM+45_3,7.686
GM+60_1,7.0959
GM+60_2,7.4051
GM+60_3,7.5792
GM+90_1,7.3317
GM+90_2,7.8824
GM+90_3,7.6514
GM+120_1,7.8036
GM+120_3,8.251
GM+150_1,7.7113
GM+150_2,7.5209
GM+150_3,7.5266
BT_1,7.096
BT_2,6.8817
B36_1,6.6736
B36_2,6.7377
B60_1,6.8385
B60_2,6.9346
S0_1,6.5412
S0_2,6.8568
S0_3,7.0322
S1_1,6.8922
S1_2,6.8823
S1_3,6.6678
S2_1,7.5951
S2_2,7.1812
S2_3,7.1048
S3_1,7.2229
S3_2,6.8504
S4_1,7.4492
S4_2,6.9512
S4_3,7.0347
S5_1,6.9763
S5_2,7.0215
S5_3,7.0972
S6_1,7.1287
S6_2,7.255
S6_3,7.0513
S6/t_1,7.7876
S6/t_2,7.4296
S6_4,7.4523
S6_5,7.7276
S6_6,7.3417
S7_4,8.5866
S7_5,8.4581
S7_6,9.0455
S8_4,8.2194
S8_5,8.9169
G135_1,7.4264
G135_3,7.4719
G150_1,7.2602
G150_2,6.8574
G150_3,7.2946
G180_1,7.1873
G180_2,6.8753
G180_3,6.9691
T-5.40H_1,7.3374
T-4.40H_1,7.4604
T-3.40H_1,7.2797
T-2.40H_1,7.4294
T-1.40H_1,7.6001
T-1.10H_1,8.8046
T-0.40H_1,9.991
T0.0H_1,11.5021
T0.30H_1,13.5732
T1.0H_1,12.9509
T1.30H_1,12.5003
T2.0H_1,11.3893
T2.30H_1,11.6184
T3.0H_1,10.2306
T3.30H_1,10.1878
T4.0H_1,9.9434
T5.0H_1,8.9736
LBexp_1,6.9463
LBexp_2,6.7728
LBexp_3,7.1166
LBtran_1,7.1308
LBtran_2,6.9346
LBtran_3,7.1632
LBstat_1,7.0659
LBstat_2,7.3109
LBstat_3,7.3898
LBGexp_1,6.8679999999999986
LBGexp_2,6.9648
LBGexp_3,7.0773
LBGtran_2,7.4924
LBGtran_3,7.3893
LBGstat_1,7.2441
LBGstat_2,7.1741
LBGstat_3,7.6844
Mt0_1,7.0399
Mt0_3,6.4218
M0t45_1,7.0453
M0t45_2,6.8236
M0t45_3,6.7088
M0t90_1,7.3539
M0t90_2,6.7489
M0t90_3,6.9902
M40t45_1,7.269
M40t45_2,7.1741
M40t45_3,6.5413
M40t90_1,7.1121
M40t90_2,6.8115
M40t90_3,6.8358
dia0_1,6.9125
dia0_2,6.9605
dia0_3,6.4091
dia5_1,7.1149
dia5_2,7.2379
dia5_3,6.6361
dia15_1,6.9041
dia15_2,6.9878
dia15_3,7.2067
C30_1,8.6474
C30_2,8.6961
C90_1,7.9923
C90_2,6.6538
SMM_1,7.13
SMM_2,6.9367
SMM_3,6.7981
Salt_1,7.0606
Salt_2,7.0484
Salt_3,7.0587
M+G_1,8.7207
M+G_2,7.6406
M+G_3,7.6305
Glu_1,7.9124
Glu_2,7.8617
Glu_3,7.6185
Fru_1,7.5165
Fru_2,7.686
Fru_3,7.4882
Mal_1,7.6358
Mal_2,7.786
Mal_3,7.7639
G+S_2,7.985
G+S_3,8.0777
Pyr_1,7.6016
Pyr_2,8.1994
Pyr_3,8.3023
Gly_1,8.1118
Gly_2,8.5276
Gly_3,8.2866
Glucon_1,8.2043
Glucon_2,7.8244
Glucon_3,8.2672
BI_1,6.7527
BI_2,6.6631
BC_2,6.6541
BC/t_1,7.2211
BC/t_2,8.5503
BC_1,7.0155
Sw_1,6.5179
Sw_2,6.3781
BMM_1,6.7358
BMM_2,6.8719
BMM_3,7.039
Heat_1,7.4786
Heat_2,7.0258
Heat_3,7.5273
Cold_1,6.8737
Cold_2,7.2109
Cold_3,7.2851
Etha_1,7.7368
Etha_2,7.8617
Etha_3,7.5129
SMMPr_1,6.6773
SMMPr_2,7.0796
