,-0.2229898581988044,-0.19511612592395386,-0.16724239364910332,-0.13936866137425277,-0.11149492909940223,-0.08362119682455169,-0.05574746454970114,-0.0278737322748506,-5.551115123125783e-17,0.027873732274850516,0.05574746454970103,0.08362119682455155,0.11149492909940212,0.1393686613742527,0.1672423936491032,0.19511612592395372,0.2229898581988043,0.25086359047365486,0.27873732274850543,0.3066110550233559
thresh,-0.1254317952368275,0.1254317952368275,1,,,,,,,,,,,,,,,,,
unreg,1,0,2,0,0,0,11,352,3545,322,14,4,0,0,0,3,1,2,0,0
unreg_genes,['luxS'],[],['arcA' 'cyaA'],[],[],[],[],[],[],[],[],[],[],[],[],['insB-1' 'insB9' 'insB-5'],['insA-1'],['insA-5' 'insA9'],[],[]
