,PSPTO_RS26525
SRX1828913,-0.804926935
SRX1828914,0.0385479444
SRX1828915,0.6938747673
SRX1828916,-0.804926935
SRX1828917,0.1110521678
SRX1828918,0.3645197047
SRX3983989,-0.5027152610000001
SRX3983990,0.045385055300000005
SRX3983993,-0.8460145855000001
SRX3983994,-1.8905908185
SRX3983995,-0.1157790645
SRX3983996,0.0986053471
SRX3983997,-0.1668360938
SRX3983998,0.0597452159
SRX3983999,-0.2157446089
SRX3984000,-0.4329749981
SRX3984001,-1.0514329576
SRX3984002,-1.685357073
SRX3984003,-1.035815109
SRX3984004,-1.6940730123
SRX3984005,0.2565967792
SRX3984006,-0.11913162170000001
SRX3984007,-0.6593974057
SRX3984008,-0.17417107950000002
SRX3984009,-0.4876092725
SRX3984010,-0.42154048720000004
SRX3984011,-0.379336634
SRX3984012,-0.6732157974
SRX3984013,-0.21156838190000002
SRX3984014,-0.32872868920000003
SRX3984015,0.6374808423
SRX3984016,-1.3874214704
SRX3984017,-0.38703666270000003
SRX3984019,0.2319941184
SRX3984020,-1.2176213236
SRX3984021,-1.3302379056
SRX3984022,-0.8810818020000001
SRX3984023,0.272809819
SRX3984024,-0.1405502316
SRX3984025,0.16363426120000002
SRX3984026,-2.9309708572
SRX3984027,-0.4299064534
SRX3984028,-1.3744122658
SRX3984029,-0.013778207700000001
SRX3984031,-1.5295383945
SRX3984032,-0.08904399290000001
SRX3984034,-0.49663647860000004
SRX3984035,-2.3948072598
SRX3984036,-0.2453386525
SRX3984037,2.3298592231
SRX3984038,-2.9309708572
SRX3984039,0.614886182
SRX3984040,-0.7619529498000001
SRX3984041,0.3832445022
SRX3984042,0.39258920680000003
SRX3984043,-0.6006851673
SRX3984045,-2.9309708572
SRX3984046,0.0146092246
SRX3984047,0.17468490520000002
SRX3984048,0.593617614
SRX3984049,0.6153641278
SRX3984050,0.3542230335
SRX3984051,-1.0482053894
SRX3984052,0.09238050860000001
SRX3984056,-1.4703997383
SRX3984057,-0.6666537727
SRX3984058,-0.6342272751
SRX3984059,-0.4259372038
SRX3984061,0.6828326688
SRX3984062,0.48424699940000004
SRX3984063,-0.3552320665
SRX3984064,-0.5083724621
SRX3984065,-0.48423888870000004
SRX3984066,0.2503122333
SRX3984067,0.1705455477
SRX3984068,-0.39347552820000004
SRX3984069,-0.2129721618
SRX3984070,0.0133066256
SRX3984071,-0.5688481630000001
SRX3984073,-0.7497650451000001
SRX3984074,-0.1325713012
SRX3984077,-0.9993868612000001
SRX3984078,-0.3470688757
SRX3984079,-0.18712384640000002
SRX3984080,0.209217435
SRX3984082,0.54832166
SRX3984084,-2.0510199725
SRX6997963,-0.0096438435
SRX6997964,-0.2379357951
SRX6997965,-1.4835353841
SRX6997967,1.2260037825
SRX6997968,0.051595723600000004
SRX6997969,-0.5358364214
SRX6997971,-1.216359939
SRX6997972,-4.0705481983
SRX6997973,0.2838415738
SRX3159100,0.0
SRX3159101,0.0
SRX3159102,0.0
SRX3159103,0.0
SRX3159000,-1.1183144368
SRX3159001,-1.1183144368
SRX3159002,-1.1183144368
SRX3159003,2.2563252278
SRX3159004,0.787691664
SRX3159005,2.0033317012
SRX3159006,-1.1183144368
SRX3159007,-1.1183144368
SRX3159008,3.8030908762
SRX3159009,-1.1183144368
SRX3159010,2.9937637076
SRX3159012,0.7253441893
SRX3159013,0.2851889127
SRX3159014,-1.1183144368
SRX3159015,-1.1183144368
SRX3159016,4.1147434109
SRX3159017,-1.1183144368
SRX3159018,-1.1183144368
SRX3159019,-1.1183144368
SRX3159020,-1.1183144368
SRX3159021,1.7566178896
SRX3159022,-1.1183144368
SRX3159023,-1.1183144368
SRX3159024,-1.1183144368
SRX3159025,-1.1183144368
SRX3159026,-1.1183144368
SRX3159027,-1.1183144368
SRX3159028,-1.1183144368
SRX3159029,2.4249383415
SRX3159030,-1.1183144368
SRX3159034,-1.1183144368
SRX3159036,-1.1183144368
SRX3159037,1.1661137768
SRX3159041,1.431310763
SRX3159042,-1.1183144368
SRX3159043,3.2846320245
SRX3159045,4.1902776474
SRX3159047,1.2758686938000001
SRX3159048,-1.1183144368
SRX3159049,0.9084357583
SRX3159050,-1.1183144368
SRX3159051,2.7340768730000002
SRX3159052,-1.1183144368
SRX3159053,1.6809684514
SRX3159054,2.3867251282
SRX3159055,-1.1183144368
SRX3159056,-1.1183144368
SRX3159057,2.4429810212
SRX3159058,2.7455486781
SRX3159060,-1.1183144368
SRX3159061,-1.1183144368
SRX3159062,-1.1183144368
SRX3159063,-1.1183144368
SRX3159066,2.5323345944
SRX3159069,-1.1183144368
SRX3159070,3.034663315
SRX3159071,1.4300626508
