,A,ihfB,Fnr,Fis,ArcA,NarL
elyC__delelyC_37C__3,-0.2696599599,0.11349563530000001,0.0057575253,0.051536903700000004,0.1088100151,0.061852098800000005
evo_acid_w__F9_2__1,0.1922052158,1.2565419311000001,-7.3552758056,-0.5093630551,0.1425476608,-0.0888399111
evo_acid_w__F11_1__1,2.2046484105,-0.8093952846,0.7139563072,1.0448240257,-0.4960096405,0.7065790823
evo_acid_w__F11_1__2,1.8704467111,-0.5522377374,0.9185294265,1.3949710003,-0.3588527667,0.7386335782
evo_acid_w__F11_1__3,0.5339402491,-0.2151484244,0.7798311562,1.0738428079,-0.14995993500000002,0.8138956489
evo_acid_w__wt__1,0.5631423376,-0.1374971984,0.0845328856,0.6279534183000001,0.5268494525,-0.0839775374
evo_acid_w__F11_2__1,2.0837286362,0.2263643548,0.196271321,-0.3132555821,0.3300483652,0.7062556104000001
evo_acid_w__B11_2__1,2.3752949778,0.1338611287,-0.21254939720000002,-0.5439089850000001,0.1176002028,0.6953554794
evo_acid_w__F11_2__2,-2.8881878824,0.2189045622,0.45666608210000004,0.17956962810000002,-0.2104390858,1.6437094670999999
evo_acid_w__wt__2,0.5366613814,-0.7429114568,0.0023046192,0.7840393394,0.0149251139,-0.043374079
evo_acid_w__B11_1__1,-0.8486737010000001,0.0881715998,0.030882746500000002,-0.7293389396000001,0.0050649824,0.3553058173
evo_acid_w__H9_1__1,-8.5881626684,-0.8041098849,0.9365946801,1.7779188062,-2.0450412115,-0.3280518362
evo_acid_w__H9_2__1,-1.4991996906,0.7958109651,0.39447972600000003,0.8633148513000001,0.2509442296,0.4331012071
evo_acid_w__B11_2__2,2.6598292128,-0.0253147293,-0.2747681118,-1.0434970141,-0.0192003367,0.6206496690000001
evo_acid_w__wt__3,1.3938878802,-0.5291315211000001,0.1197434681,0.0930653412,0.1182597891,-0.29263095580000004
evo_acid_w__H9_2__2,-1.2607998823,0.861613673,0.4314267907,0.8914924555,0.39856133250000003,0.5051565148
evo_acid_w__B11_2__3,2.6540041153000002,0.0989163598,-0.2345901954,-1.0738210716,-0.13303799560000001,0.6962143766000001
evo_acid_w__F11_2__3,-2.0911919087,0.1265679443,0.456708999,-0.2266908223,-0.3410695594,1.6755633808
evo_acid_w__F9_2__2,0.2468649919,1.226954437,-7.8525940196,-0.6093413027,0.155742511,0.1400424825
evo_acid_w__wt__4,-3.8401561424,0.9211761875000001,0.2973060844,0.40157637690000003,0.12230633960000001,0.6123452586
evo_acid_w__wt__5,-2.7821251125,0.9600903644000001,0.3124097697,0.3272748216,-0.0231116861,0.7063927401
evo_acid_w__wt__6,2.3443499028,-0.823212393,-0.1751172912,-1.0786827828,-0.7123728968,-0.4659502613
evo_acid_w__H9_1__2,-7.9849532246,-0.6308114248000001,0.9036193136,1.9312242163,-2.0397357955,-0.38384030410000003
evo_acid_w__F9_1__1,0.07672770570000001,-0.1923440525,-7.5369515417,0.3365615109,-0.3836625166,-0.1033873485
evo_acid_w__F9_1__2,-0.1207406471,-6.0176e-05,-7.0361766568,-0.0320332964,-0.4890135682,-0.010538875100000001
evo_acid_w__B11_1__2,0.0087487859,0.1408796672,-0.0131986588,-0.2880409691,0.1264931956,0.5218018408
evo_acid_w__H9_2__3,-0.9468078424,0.8741056694,0.1964461357,0.7264883133000001,0.24165958950000002,0.6081714487000001
evo_acid_w__wt__7,-1.2775186036,0.7605394983,0.1707039968,0.39649041,0.6254806809,0.0180629813
evo_acid_w__F9_1__3,-0.22654566350000002,-0.0228632045,-7.7499151628,0.1565363276,-0.3886040764,0.046942355500000005
evo_acid_w__F9_2__3,0.5803500629,1.3315944608999999,-7.0926670476,-0.47432717080000003,0.11163370210000001,-0.0829499602
evo_acid_w__wt__8,1.7103605515,-0.4763504617,-0.22741367480000002,-0.5565783599,-0.5679767338,-0.2819431939
evo_acid_w__B11_1__3,-0.1514569402,0.2004499127,-0.0619256138,-0.3943179129,-0.0194579248,0.5324068082
evo_acid_w__wt__9,1.3513978049,0.0672969808,-0.5844698577,-0.9951385649000001,-0.1043600593,-0.16892495270000002
evo_bz__c3_1_bz__1,-3.0076063635,0.2288210901,1.2617788521,0.1932521797,-0.38558688100000005,0.5762343186000001
evo_bz__c3_1_bz__2,1.3330345315,0.6101915694,0.013602002200000001,-0.11367726040000001,-0.2343390475,1.2983206766
evo_bz__c3_1_bz__3,0.29152525030000004,0.576618225,-0.011886655900000001,-0.055300474200000005,-0.1768228467,0.7465112118
evo_bz__c3_1_bz__4,0.024434604500000002,0.6110947582,0.0928465604,-0.050601478500000005,-0.1829866169,0.8942923287000001
evo_bz__g5_1_bz__1,-1.2259794994,0.5652189377,1.4522089644,1.0977452562,-0.1312277256,0.25686588790000003
evo_bz__g5_1_bz__2,-2.765624848,-0.2131127912,1.4799556311,1.6067169379,-0.6927357911,0.5486288687
evo_bz__g5_1_bz__3,-0.1625074172,0.46224616560000004,1.2878835212,1.2337849475,-0.05061829700000001,0.3260326055
evo_bz__g5_1_bz__4,0.7862479075000001,0.5648670378,0.5038059594000001,0.6487535925,-0.2321428443,0.7897283174
evo_bz__g5_1_bz__5,0.2947663418,0.2495908246,0.360903352,0.4313845094,-0.33308463520000003,0.49558195120000004
evo_bz__g5_1_bz__6,0.8176091722000001,0.25883636260000004,0.5015165093,0.5314377797000001,-0.3163096863,0.4566782632
evo_bz__w3110d13__1,-0.7488779259,-0.3371452922,-0.2848580515,-0.090826216,0.1901686705,0.1724557368
evo_bz__w3110d13__2,0.094524176,-0.4144919876,-0.061697307900000005,-0.2275090176,-0.058796187400000005,-0.030635029900000003
evo_bz__w3110d13__3,0.41341933140000003,0.0859386959,0.1678169173,0.1507807058,0.0858430565,-0.0722359716
evo_bz__w3110d13__4,-0.4160922654,-0.5315682872,-0.3500729039,0.26904184870000003,0.0028923649,0.0013491506000000001
evo_bz__w3110d13__5,-0.0840050595,0.6184017657,0.2581440398,-0.3688713026,-0.1846147007,-0.26139924600000003
evo_bz__w3110d13__6,0.7410317433,0.5788651053,0.2706673062,0.2673839818,-0.035493203800000005,0.19046536020000002
evo_bz__w3110d13_bz__1,-1.9307684175,-0.5625498558,0.4075951256,0.0702495348,-0.23346584150000002,0.7234735221
evo_bz__w3110d13_bz__2,-2.406891318,-0.31589760570000003,0.4723477928,0.4987004956,-0.1391940875,0.8461263958
evo_bz__w3110d13_bz__3,-0.332263254,1.1900981018,0.0966315491,-0.31829052350000003,0.0132220698,0.9141561881
evo_bz__w3110d13_bz__4,-1.7041796589,-0.2427241886,0.4559032226,0.1930835283,-0.15327054480000002,0.664258193
evo_bz__c3_1_bz__5,-2.8048306148,0.9276404627,1.3849591353,-0.0603150774,-0.40193558090000003,0.7452993698
evo_bz__c3_1_bz__6,-2.7611415704,0.0796417516,1.4019401177,0.030817823100000002,-0.5313746106,0.5785401985
evo_bz__g5_2_bz__1,1.4085244243,0.2109846849,0.032233089300000003,0.0996390431,-0.6203175706,0.4802957195
evo_bz__g5_2_bz__2,1.8289840078,0.23533751830000002,-0.0453090219,-0.2768246876,-0.6981566933000001,0.49381386400000005
evo_bz__g5_2_bz__3,1.8940991259,0.21035469750000002,0.0014162464,-0.6500033339,-0.7595007277,0.5898432175
evo_bz__g5_2_bz__4,-1.2886601238,0.351986183,0.2852736966,-0.3410497646,-0.0372590058,0.9554701996
evo_bz__g5_2_bz__5,-1.3353918986,0.13782204180000002,0.2818975743,-0.4108510732,0.09376858960000001,0.7713469477
evo_bz__g5_2_bz__6,-2.4064212565,0.2137416066,0.9043918405,-0.0331066877,0.0231333739,0.657317507
evo_bz__w3110d13_bz__5,-0.7554693806,1.1509351128,0.2892210988,-0.5176073027,0.1127304596,0.8135768659
evo_bz__w3110d13_bz__6,-0.7369588378,1.210246552,0.2841031,0.0390048894,-0.0380817781,0.8840772914
evo_bz__a1_1_bz__1,-1.0721654789,0.9463787208000001,-0.4692650607,-1.8786517409,-0.2157053013,0.2345764287
evo_bz__a1_1_bz__2,1.8802554124,0.6894988855,0.359532976,0.5361451732,-0.4094781025,0.6899307175
evo_bz__a1_1_bz__3,0.5879148998,1.0535282181,1.0300605526,1.3088622026,-0.1995304755,0.4485482959
evo_bz__a1_1_bz__4,1.0326823855,-0.1420939679,0.06453909170000001,0.2024257022,-0.4656880963,0.478671245
evo_bz__a1_1_bz__5,0.76319196,0.9057751446000001,1.0883072748,1.8037451479,-0.0487554939,0.1767654194
evo_bz__a1_1_bz__6,0.4656675421,1.1254304514,0.9656259972000001,1.2205659637,-0.215019177,0.4141056352
evo_metab__wt__1,0.2159700839,1.4426827544,0.1288576417,-1.6493450053,1.0693941837,0.3706986647
evo_metab__del_zwf__1,-2.0488543907,0.6087812218,-0.0383819357,-0.7442162344000001,0.2635843553,0.39092617890000003
evo_metab__zwf_ale1__1,-1.282806435,1.453697321,0.1318576497,-0.6383483829000001,0.9174621933,0.5842403459000001
evo_metab__zwf_ale2__1,-2.146909697,1.5126676941000001,0.019056687000000003,0.28114724700000004,-0.1218903694,0.5959497501000001
evo_metab__del_ppk__1,-2.2041882481,1.1758653763,-0.0419896674,0.2732446559,-0.8918312391000001,-0.8026795525
evo_metab__ppk_ale1__1,-1.6662142769,0.7068659902000001,0.23862317660000001,1.0259451355,-0.6881736304,-1.1079643948
evo_metab__ppk_ale2__1,-2.1768745131,2.7404168595,0.1611058857,-0.9024142098,0.7699156984000001,0.7774519143
evo_metab__ppk_ale3__1,-2.7117069043,1.4055007212000001,0.4581252995,-0.652088098,0.9700102006,0.3939165264
evo_metab__del_dapF__1,-1.5055865701,1.5731943474999999,0.3172238424,-2.1722072706,1.0384347552,0.243656734
evo_metab__dapF_ale1__1,-1.2469926538,1.3286870738,0.1383090976,-1.6052180138,1.1285368322,0.5492736877000001
evo_metab__dapF_ale3__1,-1.2018058215,-0.5334557359000001,-0.3716839181,0.3620233339,0.8161619262,-0.7256898118
evo_metab__del_entC__1,-0.7194276718,1.0691534304,-0.2415756215,-0.49893765240000004,-0.0201403201,-0.1402465632
evo_metab__entC_ale1__1,0.07730248020000001,-0.2272644741,-0.15906388330000001,0.5466123304,-0.10491848840000001,-0.3618465671
evo_metab__entC_ale2__1,-0.7533625098000001,1.2407535673,0.007812727200000001,-1.2977643723,0.7603654310000001,0.6184222671
evo_metab__del_dgk__1,-1.8711416455,-0.2811494248,-0.12566082550000002,0.1951553286,-1.0891380371,-0.6088164535
evo_metab__dgk_ale1__1,-2.3695192812,0.3734034026,0.0504878854,0.4056362652,-0.8079639627,-0.4372946351
evo_metab__dgk_ale2__1,-3.0165600864,1.0406558945,0.5392612067,-1.1910265089,-0.6936482731,0.21005723110000002
evo_metab__dgk_ale3__1,-2.8335961235,1.5872047917,-0.1771450645,-0.1072731442,0.44997349200000003,0.3298116539
evo_metab__wt__2,-0.7803230760000001,-0.5988409250000001,-0.0641102801,0.83271207,-0.3344079171,-0.147708369
evo_metab__del_zwf__2,-0.4839662194,1.4638075866,0.4335230942,-0.2743643188,0.6810912996,0.1776874777
evo_metab__zwf_ale1__2,-3.5845551694,-0.065066414,-0.1511554798,0.7857869584,-0.7281520391,-0.6758762535
evo_metab__zwf_ale2__2,-3.2289278734,-0.3694768094,-0.0774772219,0.39781253320000004,-1.0546255310000001,-0.3830104012
evo_metab__del_ppk__2,-0.330063528,-1.3381919271,-0.1502114202,0.9618331763,-0.8944886509000001,-0.6258374279000001
evo_metab__ppk_ale1__2,-2.4892386442,-0.3357301543,0.1315080696,0.37364485550000004,-0.7695802995000001,-0.8211100075000001
evo_metab__ppk_ale2__2,-1.9308913846,-0.4951080302,-0.0719380109,0.6290338879,-0.5339921031,-1.323253442
evo_metab__ppk_ale3__2,-3.2864046216,-0.4177804027,0.12563758,1.5166701272,-0.0834480876,-0.9410560172
evo_metab__del_dapF__2,-2.5065841392,0.8912843678,0.9592729955,-0.5625280567000001,0.6391570357,0.0507837041
evo_metab__dapF_ale1__2,-4.8174704857,0.7457290625,0.8334966567000001,-0.6907673522000001,0.9185526292,-0.36151505040000004
evo_metab__dapF_ale3__2,-2.5020675487,0.4106332983,1.0963381317,-0.5231355216,0.6901443962,0.015682493000000002
evo_metab__del_entC__2,-0.91256218,-1.5295929048999999,-0.09922067500000001,0.8212813583,-0.6312365123,-0.8430240657
evo_metab__entC_ale1__2,-0.73441846,-0.42164055240000003,-0.1683037611,0.3088496385,-0.6568917332,-0.7095500967
evo_metab__entC_ale2__2,-0.9754522065000001,-1.8189793688,0.12045115120000001,-0.0104370819,-1.0174438648,-0.9011111180000001
evo_metab__entC_ale3__1,-3.3349251323,-0.6449885269,-0.10618114270000001,0.5082582503,-0.6496157627,-0.9978276163
evo_metab__del_dgk__2,-1.2624939788,-1.0202695171,-0.4606796238,0.18013646660000002,-0.7033841573,-0.5477391271000001
evo_metab__dgk_ale1__2,-2.7332556584,-0.4636976262,-0.2463820843,0.6615309996000001,-0.6182618178,-0.3795001022
evo_metab__dgk_ale2__2,-2.5481265214,-0.0876755152,0.3616560525,-0.21710432870000002,-0.5516249936000001,-0.8229495654000001
evo_metab__dgk_ale3__2,-2.6553486363000003,0.2687374822,-1.0284903831,-0.0723385831,-0.7842142551,-0.49900804390000003
evo_metab__wt__3,0.5643529921,-0.8438418294000001,-0.0647473615,0.8166329353,-0.7349862666,-0.2229902957
evo_metab__del_zwf__3,-0.6139797824000001,-0.8046802190000001,-0.0761053958,1.4229401458,-0.31267291070000003,-1.050438918
evo_metab__zwf_ale1__3,-3.5441716259,-0.1292274729,-0.09697300660000001,0.680223743,-0.4842923424,-0.9253455741000001
evo_metab__zwf_ale2__3,-2.0646266675,-1.3119733839,-0.2615945059,0.8789431159000001,-1.0148851516,-1.143631335
evo_metab__del_ppk__3,-0.9745724082,-1.1567435402,-0.162388314,0.9800089392,-0.6907153027,-0.6899662739
evo_metab__ppk_ale1__3,-1.8529188889000001,-0.5962353548,0.06995235600000001,1.6211682894,-0.5100728839,-0.431709809
evo_metab__ppk_ale2__3,-0.8457111727000001,-0.42237850050000003,0.16927389210000002,0.4227996136,-0.3755575815,-0.8646589433
evo_metab__ppk_ale3__3,-1.3049389171999999,-0.2330364484,-0.21989089520000002,0.6111533806,-0.2196301371,-0.45853898340000004
evo_metab__del_dapF__3,-2.0243360668,0.7267281071,0.8976741623000001,-0.6977877481,0.4059186527,-0.2640806834
evo_metab__dapF_ale1__3,-4.4866290823,1.633609074,0.7015805322,-0.6402862152000001,0.6795316201,-0.5786324041
evo_metab__dapF_ale3__3,-3.2586654435,0.5375879140000001,0.8552512050000001,-0.058366774,0.5180514967000001,-0.680639905
evo_metab__del_entC__3,-1.4645421143,-1.2151198529,-0.3455777802,0.4816537571,-0.5719402797,-0.9313440660000001
evo_metab__entC_ale1__3,-0.5627020717,-0.9595485512,-0.3496650475,0.3647950216,-1.1732918553,-0.8045448596
evo_metab__entC_ale2__3,-1.531575645,-0.9363784741000001,-0.3209950742,1.2040757313000001,-0.7755120344,-0.9736267228000001
evo_metab__entC_ale3__2,-2.6560833264,-1.1393529857,0.10337487640000001,1.1202764922,-0.5555756714,-1.7514730810999999
evo_metab__del_dgk__3,-0.5996309268000001,-1.6868286117,-0.1810282464,1.0180106172,-1.0030252318,-0.9426322646
evo_metab__dgk_ale1__3,-2.3874581663,-1.0194093062,-0.1042635281,1.2066855321,-0.5831005596000001,-0.9324803580000001
evo_metab__dgk_ale2__3,-2.3454928811,-2.0533163881,0.17177478340000002,0.6882293386,-0.9335797538,-1.1485021186
evo_metab__dgk_ale3__3,-3.1148855033,0.1201491622,-0.3989806461,0.13935533020000002,-0.8369083792,-0.5130261229
flag_reg__wt__1,-0.2310474093,0.16429681270000002,0.0,0.0730248436,-0.0588099996,0.027978306
flag_reg__del_fliA__1,0.2091170466,-0.015058738600000001,0.1430180401,0.0643501076,0.0707141134,-0.28426126290000003
flag_reg__del_flhC__1,0.1767826711,0.1129815054,0.0,1.0720314628,0.0792301926,-0.40835610370000003
flag_reg__del_flhD__1,-0.9453000292,0.1308799863,0.0,0.9546770033,0.1165178999,-0.18742537580000002
flag_reg__wt__2,0.2310474093,-0.16429681270000002,0.0,-0.0730248436,0.0588099996,-0.027978306
flag_reg__del_fliA__2,0.8961184359000001,0.10135033510000001,0.1810243454,0.2858839488,0.1391146988,-0.12312843670000001
flag_reg__del_flhC__2,0.16015226500000002,-0.0248447382,0.0,-0.3191639852,-0.2406300043,-0.2665569219
flag_reg__del_flhD__2,0.7060107529,0.021092889,0.3016847958,0.7770957466,0.09393124500000001,-0.3419932559
flgM__27C__1,0.023379249300000002,0.24784995,-0.5190136381,0.6023896792,0.8784288994,0.4951291902
flgM__27C__2,0.6035914657,0.1064565189,-0.3222420219,0.9399468184,0.7269323781,0.5282612775000001
flgM__27C__3,0.5095367459,0.005539048,-0.4530709885,0.9580009028,0.7669138366,0.5388327452
flgM__32C__1,0.4244747699,-0.0982544908,-0.2782649171,0.5457587479,0.3543791704,0.0733341685
flgM__32C__2,0.2048182154,-0.15643323380000002,-0.2806686959,0.5130037107000001,0.6126265213000001,0.23331332970000002
flgM__32C__3,-0.10459295360000001,0.0867734718,-0.4037237883,0.6993471295,0.7204335675,0.2936524889
flgM__37C__1,0.3376134648,-0.033570588000000005,-0.0037651177,0.019990185,0.0023349412,0.0053444871
flgM__37C__2,-0.11386448860000001,-0.057117415000000005,-0.0090358951,0.013572340300000001,0.0138897402,-0.0380483048
flgM__37C__3,-0.2237489762,0.090688003,0.0128010128,-0.0335625254,-0.0162246814,0.0327038177
flgM__42C__1,0.4758435603,0.1092855969,-0.093188196,0.0142478612,-0.5224664074,-0.1505166587
flgM__42C__2,0.1210685471,0.1973599473,-0.0238553789,-0.2213432794,-0.5060912851,-0.1406825428
flgM__42C__3,-0.8857877887000001,0.0520428904,-0.0313487078,-0.5866124358,-0.2103690696,0.19901135550000001
histone__untreated__1,-0.7297453579000001,0.0126545278,0.0095465275,0.0883832858,-0.0026986212,-0.0307052643
histone__untreated__2,-0.3957442605,-0.0106326912,0.0232059397,-0.222208977,0.0232666232,-0.29837836030000003
histone__untreated__3,1.1254896184,-0.0020218365,-0.032752467300000004,0.1338256911,-0.0205680019,0.3290836246
histone__10ug_H2A__1,0.5639341929,-0.129348762,-0.15256787230000002,0.2707169634,-0.0248110193,0.1228972319
histone__10ug_H2A__2,0.37932325240000003,-0.0711125526,-0.12441594560000001,-0.0203041477,-0.0365080084,-0.1692551499
histone__10ug_H2A__3,0.8054984103,-0.0494529187,-0.10435943240000001,0.2616089287,0.10535953910000001,0.3676494218
histone__50ug_H2A__1,0.28045041130000004,-0.0136252659,-0.4254753164,0.401276157,0.2585635182,0.3538193458
histone__50ug_H2A__2,-0.4418686563,0.040501495900000004,-0.3196076483,0.5326771554,0.303827907,0.41197237610000004
histone__50ug_H2A__3,-0.2487261131,0.0660673569,-0.3156598178,0.3627152817,0.24080459610000002,0.27205525880000003
histone__100ug_H2A__1,-0.3331542603,0.0680506139,-0.5449668212000001,0.2758458686,0.2868203253,0.1546633298
histone__100ug_H2A__2,-0.6854776595000001,0.1463277796,-0.523218044,0.3746823043,0.2959739772,0.181779925
histone__100ug_H2A__3,-0.24151177840000002,0.058645976,-0.5631612565,0.22114017330000002,0.24580874260000002,0.241015746
hns__del_hns_spike__1,-2.0881781475,0.8947661931,-1.8529613086,0.0544761327,0.9327413782,0.1025900143
hns__del_hns_spike__2,0.3083656963,0.8245761367000001,4.4171410107,-0.2892167136,0.9261506939,0.0325783359
hns__del_hns__1,-2.3397951572,0.9172620950000001,-1.9114182228,0.0579722669,1.0687949022,0.2102891741
hns__del_hns__2,0.1726604387,0.4369839626,4.1511978614,-0.4665531661,0.5925125441,0.1220451763
hns__wt_spike__1,-1.2247096702,0.7686354297,-1.9114182228,0.44239441760000003,0.191028469,0.4081639314
hns__wt_spike__2,4.1627222883,-0.7693821899000001,1.5058805974,-1.3861222248,0.0868822129,-0.4645212761
hns__wt__1,-0.41319428620000004,0.5138647472,-1.8065297164,-0.0160536305,0.12093167490000001,0.18506455360000001
hns__wt__2,0.41319428620000004,-0.5138647472,1.8065297164,0.0160536305,-0.12093167490000001,-0.18506455360000001
hns_stpA__evo100G4_delhns_delstpA__1,-1.1767470604999999,-2.0371496979,-1.6696986845000001,0.4686909125,-1.0591036869,-1.1222129359
hns_stpA__evo100G4_delhns_delstpA__2,-1.5075801722,-2.2684730482,-1.4652493593,0.1449711787,-1.0120794948,-1.0371567741
hns_stpA__evo100G12_delhns_delstpA__1,-0.6726720031,-1.3068979798,-0.35889479760000004,1.3782961321,-1.4965225604,-1.1150671133
hns_stpA__evo100G12_delhns_delstpA__2,-2.0605284022,-1.0530082661,-0.8014556473000001,1.4721652701,-1.193941523,-1.2359529551
hns_stpA__delhns_delstpA_delrpoS__1,0.5884525358,-1.886946245,-0.8388314320000001,-0.058826803100000005,-1.4967474998,-1.1514785621
hns_stpA__delhns_delstpA_delrpoS__2,-1.3790091284,-2.0984424845,-0.4152274681,2.003139303,-1.8797889081,-0.9487566627
hns_stpA__wt__1,0.8941809575,-0.2592372978,0.1043733763,0.2868207166,0.0614368063,0.0560385855
hns_stpA__wt__2,-0.8941809575,0.2592372978,-0.1043733763,-0.2868207166,-0.0614368063,-0.0560385855
hns_stpA__delhns_delstpA__1,-2.0269526339,-1.4481975116,-1.5472205910999999,1.3011462374,-1.2240719898,0.5119362405
hns_stpA__delhns_delstpA__2,-1.1911934592,-1.5487593325,-1.5531352302,1.5140560712,-0.9646090827,0.8331544412
hu__wt_log_pH7__1,1.8728050205,0.5725168552000001,-0.19100837710000002,0.9224140444000001,-2.3862196642,-0.5857785061
hu__wt_log_pH7__2,2.5082400784,0.5767602426,0.7087330881,1.2645704017,-1.2660276597,-0.1325261094
hu__wt_log_pH7__3,2.9403058162,0.5408314315,0.34349852080000004,0.6514656069,-2.3724224758,-0.2807598049
hu__wt_lag_pH7__1,-0.6314183099,-0.3724250743,0.1536742525,0.2599690871,0.011139977700000001,-0.1085302749
hu__wt_lag_pH7__2,-1.2990215887,-0.5506885260000001,-0.0322767413,-0.0199836324,-0.2115586693,-0.7430338169
hu__wt_lag_pH7__3,1.9304398986,0.9231136003,-0.1213975112,-0.23998545470000002,0.2004186917,0.8515640918
hu__delhupA_lag_pH7__1,0.4534963899,-0.015400114400000001,0.21202446060000002,0.1187457385,0.2432724134,-0.4063618183
hu__delhupA_lag_pH7__2,-2.0724488248,-0.1280760356,0.5987173526,0.9327793190000001,-0.25783494830000003,-1.4274961940000002
hu__delhupA_lag_pH7__3,2.8414170496,0.8585979411,-0.1807484194,-0.2498376408,0.27401214690000003,0.6691944452
hu__delhupB_lag_pH7__1,-1.0323454134,-0.1118771202,0.1036303247,0.7348410063,0.043676152100000004,-0.3338674667
hu__delhupB_lag_pH7__2,-1.5047076552,-0.3732720155,0.0875729346,0.5334120243,-0.2864002101,-0.736156319
hu__delhupB_lag_pH7__3,2.6613193681,0.8058659089,-0.3900321698,-0.7344683120000001,-0.1341877166,0.4992284853
hu__delhupAhupB_lag_pH7__1,2.3009633091,0.4054833875,-0.5681724135,-0.3699780399,-0.5771907675,-1.053754119
hu__delhupAhupB_lag_pH7__2,-0.97596295,-0.02338005,0.019754427,0.9189064052,-0.5073577501000001,-1.0941416626
hu__delhupAhupB_lag_pH7__3,3.227235003,0.9979107099000001,0.27332833030000003,-0.5182375265,-0.7561764232,-0.2991678736
hu__hupAE34K_hupB_lag_pH7__1,0.8675776178,-0.5737993512,-0.0690832475,-0.0689418056,-0.139486361,0.5698469427
hu__hupAE34K_hupB_lag_pH7__2,0.3224242269,-0.3996532846,0.6704954660000001,0.3746936563,-0.7649544516,-0.6646076642000001
hu__hupAE34K_hupB_lag_pH7__3,3.0582539697,0.6080325268,-0.2908193112,-0.7608564287,-0.2798375699,0.6551848883
hu__hupAE34K_delhupB_lag_pH7__1,0.6325885663,-0.1255185965,-0.2406689964,-0.0869920052,-0.3225539216,0.0231489962
hu__hupAE34K_delhupB_lag_pH7__2,-0.0052141804,-0.7386780321,0.14526903260000001,0.022969023,-0.3566598492,-0.1375288171
hu__hupAE34K_delhupB_lag_pH7__3,2.8449824703,0.6323031777,-0.21581755660000002,-0.7389180066000001,-0.16903673660000001,0.6588762081
hu__wt_lag_pH5__1,4.1868639146,0.41266472940000004,0.5535835338,0.4791797057,-1.0507190625,-0.4082138135
hu__wt_lag_pH5__2,4.3719914904,0.5379466454,1.2081234349,0.2768522707,-1.3019793658,-0.52645941
hu__wt_lag_pH5__3,4.3374954443,0.917368182,0.8957372423000001,0.4107719428,-1.200284001,-0.1553081325
hu__delhupA_lag_pH5__1,3.2950646609,0.714406406,0.6569229851,0.2936627287,-0.692848533,-0.6733790077
hu__delhupA_lag_pH5__2,4.5212904712,0.48906684650000004,0.6167569178,0.3069653719,-0.721131519,-0.2355483518
hu__delhupA_lag_pH5__3,4.360996912,1.106647775,0.8316677062000001,0.8933818621,-1.1946762861,0.18508565870000002
hu__delhupAhupB_lag_pH5__1,2.4959488036,0.8958872998,0.1999734554,0.0821911966,-1.1387573988,-0.8351352551000001
hu__delhupAhupB_lag_pH5__2,3.120327795,0.7264677902000001,0.2197027038,0.2544607079,-1.0754994254,-0.6537333584
hu__delhupAhupB_lag_pH5__3,3.1908284098,1.4966062456,0.25218964180000003,0.5337478762,-1.1412931212,0.2899388066
hu__hupAE34K_hupB_lag_pH5__1,5.0515727671,0.4676500039,0.5340236142,0.392014586,-1.3610413978,-0.6891596525
hu__hupAE34K_hupB_lag_pH5__2,4.6614888056,0.9145932295,1.0834013949,0.7716121418,-1.2445931649,0.31635242010000003
hu__hupAE34K_hupB_lag_pH5__3,4.4334857472,0.8961990470000001,1.0978565866,0.574429488,-1.0844773372,0.3645427518
hu__hupAE34K_delhupB_lag_pH5__1,4.3119392594,0.9549122993,0.9741019127,0.6561657774,-1.2057146664,0.0826919113
hu__hupAE34K_delhupB_lag_pH5__2,5.2359555002,-0.0356378772,0.6802497518,0.10918116800000001,-1.1663520224,-0.34104628670000003
hu__hupAE34K_delhupB_lag_pH5__3,5.7138573197,0.7947546427000001,0.9403858490000001,0.5678315908,-1.3199865412,0.3577856265
hyperpersistence__low_GFP__1,-6.2888842557,0.6483579828,-0.20978116330000002,-1.2296048182,1.3487612159,-1.4476102875999999
hyperpersistence__wt__1,1.4632575077,0.1013773724,-0.0744435516,-0.0819279125,-0.1205748881,-0.0238770435
hyperpersistence__high_GFP__1,-7.372374671,0.7561082961000001,0.4468453882,-1.3519210233,1.3799665865000001,-0.8985766062
hyperpersistence__pth_mut__1,0.954050986,0.4480533525,-0.1340233916,-0.12980234100000002,0.3409236023,0.5490952302000001
hyperpersistence__pth_mut__2,1.1600284096,0.4746197462,-0.0619563058,-0.2494201341,0.21495707700000002,0.6266259750000001
hyperpersistence__metG_mut__1,0.6587635838,0.9323482898000001,0.0976427973,-0.0536076146,0.5988323535,0.8819797836000001
hyperpersistence__metG_mut__2,2.4221135228,0.5534249098,-0.21477502510000002,-0.3022908939,0.17335244460000002,0.4671128256
hyperpersistence__high_GFP__2,-3.8593869048,1.5819909601000002,0.3342765871,-1.2008574747,1.1378923818,-0.25440008680000004
hyperpersistence__wt__2,-1.4632575077,-0.1013773724,0.0744435516,0.0819279125,0.1205748881,0.0238770435
hyperpersistence__low_GFP__2,-2.0845709233,1.5114326746,0.0047005741,-1.2161106948,1.0703387567,-0.8698364328
kan_efg__cpxAF218Y__1,-0.6344318567,-0.22883507590000002,-0.7086893064,-0.7821384977,0.9847594599,0.7143911841
kan_efg__cpxAF218Y__2,1.1668299871,-0.16930334090000002,-0.6762833235,-0.932373954,1.0641314952,0.6505880478
kan_efg__cyaAN600Y__1,0.0661803118,-0.0495267151,-0.5961064718,-1.221042918,0.4470775843,0.7390140172
