,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A
0,Chrom__sac_log,-1.2622322882480759,0.8187828377041749,2.0,0.0,-0.6832653913882893,1.0,-1.8411991851078624,,
1,Chrom__sac_sta,-1.6597178436525342,1.195669520357214,2.0,2.0,-0.8142518177498814,3.0,-2.505183869555187,,
2,Chrom__sac_MW001,-1.7763568394002505e-15,0.8668556165687401,2.0,4.0,0.6129594847854001,5.0,-0.6129594847854036,,
3,Chrom__sac_fadR,0.72644019889303,0.0935572700818411,2.0,6.0,0.6602852187888589,7.0,0.7925951789972012,,
4,FadR__wt_p,-5.10702591327572e-15,2.863573941022047,2.0,8.0,2.0248525521257714,9.0,-2.0248525521257816,,
5,FadR__ko_p,0.32520084112710446,1.9509405466212215,2.0,10.0,1.70472413133476,11.0,-1.0543224490805512,,
6,GDGT__75_2.4_log,1.942890293094024e-15,0.379915529065721,3.0,12.0,0.022089306548377728,27.0,-0.3904782523761179,50.0,0.368388945827746
7,GDGT__80_3.5_stat,8.470226718276791,0.7418536496094444,3.0,13.0,7.717226162426315,20.0,8.493047113249224,42.0,9.200406879154832
8,GDGT__80_2.4_log,8.75258334827451,6.143244580032755,3.0,14.0,11.662545376242251,37.0,1.6950542785448226,41.0,12.900150390036455
9,GDGT__75_3.5_stat,6.632174150772126,2.1124680988545883,3.0,15.0,7.802360116830767,24.0,7.900596765817954,28.0,4.193565569667658
10,GDGT__80_1.6_stat,1.8955100004331011,1.3452440299693733,3.0,16.0,1.1646704612185632,17.0,1.073880202369015,33.0,3.4479793377117254
11,GDGT__75_2.4_stat,3.25173589873323,0.7565538657669304,3.0,18.0,4.117950846726634,26.0,2.9167482479705478,31.0,2.7205086015025093
12,GDGT__80_2.4_stat,4.495381925087891,0.8974832261965484,3.0,19.0,5.423178047642429,29.0,4.431323716168711,30.0,3.631644011452533
13,GDGT__80_1.6_log,-0.38737931448601226,0.4200547880847346,2.0,21.0,-0.6844029036106063,39.0,-0.09035572536141827,,
14,GDGT__65_3.5_stat,4.960053263278358,2.3204785054719435,3.0,22.0,2.447091943099457,23.0,5.41130752860616,34.0,7.021760318129456
15,GDGT__75_1.6_stat,2.18360700466812,1.9769365708977462,3.0,25.0,4.003046049389016,32.0,0.07994050808236106,38.0,2.4678344565329837
16,GDGT__75_1.6_log,3.901159827436455,0.42816836481041864,2.0,35.0,4.203920581683458,36.0,3.598399073189453,,
17,GDGT__65_2.4_stat,3.8547345482056983,2.6949256549259837,3.0,40.0,6.957756419247162,46.0,2.1005767857742192,49.0,2.5058704395957148
18,GDGT__65_2.4_log,5.333604643816314,0.5927577366137836,3.0,43.0,6.004502198547497,44.0,4.8807502123820825,47.0,5.115561520519363
19,GDGT__80_3.5_log,7.86763331760329,6.716504619211398,3.0,45.0,0.13379371953769226,51.0,11.232329955648416,52.0,12.236776277623765
20,GDGT__65_1.6_log,5.464348139760115,0.39052247683502644,3.0,48.0,5.304353022810362,53.0,5.179230679607243,54.0,5.909460716862737
21,NutLim__t0,1.1032841307212493e-15,0.14676756481768785,2.0,55.0,-0.10378034034082212,56.0,0.10378034034082433,,
22,NutLim__t05,-3.432090278339011,1.4998146323591566,3.0,57.0,-5.147500367856638,58.0,-2.36830248315096,59.0,-2.7804679840094364
23,NutLim__t1,-4.944451765779423,3.4198215074406586,3.0,60.0,-8.450030363631031,61.0,-1.6173790859252468,62.0,-4.765945847781992
24,NutLim__t15,-5.570327740853557,2.2205571579496337,3.0,63.0,-7.611194206821125,64.0,-3.2056392706517283,65.0,-5.894149745087818
25,NutLim__t2,-5.172225122747146,2.821545651634626,3.0,66.0,-6.059931709231107,67.0,-2.0135785359940344,68.0,-7.4431651230162945
26,NutLim__t4,-7.5831338558731805,0.7479424705769372,2.0,69.0,-7.054258662990809,70.0,-8.112009048755553,,
27,UV_irr__wt0,3.515706244646329e-16,0.5640629403129925,3.0,71.0,-0.2373208648194099,72.0,0.6439471217285612,73.0,-0.4066262569091502
28,UV_irr__wt1,-2.0669505994329347,0.9801957654518737,3.0,74.0,-2.281274825726964,75.0,-2.9222502170198665,76.0,-0.9973267555519734
29,UV_irr__wt2,-2.0873382154899964,0.490613547564623,3.0,77.0,-2.4849461473821903,78.0,-1.5390594973424652,79.0,-2.238009001745334
30,UV_irr__mut0,0.4996097948517963,0.4060458296429029,3.0,80.0,0.09538717295160104,81.0,0.90745459779698,82.0,0.4959876138068078
31,UV_irr__mut1,-4.004654835571233,0.18522819791696207,3.0,83.0,-4.165691648032664,84.0,-4.046037389458811,85.0,-3.802235469222224
32,UV_irr__mut2,-3.3080692510802194,0.6831568939191955,3.0,86.0,-2.6128529825137417,87.0,-3.3328630476247207,88.0,-3.978491723102197
33,YtrA__overexpr,1.2650930522463126,0.19410422588210127,3.0,89.0,1.313117651607505,90.0,1.4306768466642965,91.0,1.051484658467137
34,YtrA__wt,-2.7940612786399774e-15,0.3062954078735324,3.0,92.0,0.06445195396993086,93.0,0.2689406481687926,94.0,-0.33339260213873184
