,-0.09276958128569714,-0.06626398663264081,-0.03975839197958449,-0.013252797326528162,0.013252797326528162,0.03975839197958449,0.06626398663264081,0.09276958128569714,0.11927517593875346,0.14578077059180977,0.17228636524486612,0.19879195989792242,0.22529755455097877,0.2518031492040351,0.2783087438570914,0.3048143385101477,0.3313199331632041,0.3578255278162604,0.3843311224693167,0.410836717122373
thresh,-0.1060223786122253,0.1060223786122253,1,,,,,,,,,,,,,,,,,
unreg,0,0,39,2064,1724,48,4,0,0,1,0,1,0,0,1,1,2,1,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],['ygbI'],[],['STM2913'],[],[],['STM2914'],['ygbM'],['ygbL' 'ygbK'],['ygbJ'],[],[]
