,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A
0,AB0057_PGcoculture__PGAB,3.181549868533333,1.1787806048855884,3.0,0.0,3.3780807532,1.0,1.9168559359000001,2.0,4.2497129165,,
1,AB0057_PGcoculture__AB ,-1.3877787807814457e-17,0.38354871502816845,4.0,3.0,0.1636063314,4.0,-0.47781866510000004,5.0,-0.10451039100000001,6.0,0.4187227247
2,AB0057_PGcoculture__ABPG,0.46762846467499997,0.9719653264550396,4.0,7.0,1.3461995859,8.0,0.9081786118,9.0,-0.8983802143,10.0,0.5145158753
3,AB5075_AZI__AZI_000,0.0,0.07396861434737301,2.0,11.0,0.0523037088,17.0,-0.0523037088,,,,
4,AB5075_AZI__preculture,-14.84818177385,0.10610060155851837,2.0,12.0,-14.773157319,13.0,-14.9232062287,,,,
5,AB5075_AZI__AZI_040,-20.75992347855,2.0407209024761284,2.0,14.0,-19.3169158899,18.0,-22.2029310672,,,,
6,AB5075_AZI__AZI_028,-0.0866292431,0.7925862492218768,2.0,15.0,0.4738138684,19.0,-0.6470723546,,,,
7,AB5075_AZI__AZI_003,0.28985356135,0.18041724127709025,2.0,16.0,0.1622793066,20.0,0.4174278161,,,,
8,AB5075_VIR-O_AV-T__AV-T/vector,1.8522874184333336,1.8958890204661873,3.0,21.0,-0.2980601774,28.0,2.5719347184,29.0,3.2829877143,,
9,AB5075_VIR-O_AV-T__VIR-O/vector,-3.700743415417188e-17,1.6505826646308315,3.0,22.0,1.2017069707,23.0,-1.8820046865000002,24.0,0.6802977158,,
10,AB5075_VIR-O_AV-T__VIR-O/1645,10.1665251339,1.7210775845694277,3.0,25.0,8.6343986756,26.0,9.8364362573,27.0,12.0287404688,,
11,AB5075_VIR-O_LSO__VIR-O,0.0,1.7100421463637299,3.0,30.0,1.5338361988,32.0,0.31000066670000004,34.0,-1.8438368655000001,,
12,AB5075_VIR-O_LSO__LSO,-2.3543209466333335,0.4299790631667092,3.0,31.0,-1.9144382493,33.0,-2.7736598986,35.0,-2.374864692,,
13,AB5075_Zinc__Control,-7.401486830834377e-17,2.5425680750481106,3.0,36.0,-1.3527501872,37.0,2.9329660212,38.0,-1.580215834,,
14,AB5075_Zinc__Zinc,8.6474768039,0.3846745046675496,2.0,39.0,8.9194827547,40.0,8.3754708531,,,,
15,AB5075_biofilm+abx__planktonic,0.0,5.208793182491004,3.0,41.0,2.6483571913,42.0,-6.0008418889,44.0,3.3524846976,,
16,AB5075_biofilm+abx__biofilm,-11.385317651533333,4.046590533554983,3.0,43.0,-15.9804215633,45.0,-8.3538311098,46.0,-9.8217002815,,
17,AB5075_biofilm+abx__cip_biofilm,-14.84509407933333,0.9553517764325687,3.0,47.0,-15.9445847867,48.0,-14.3730478572,50.0,-14.2176495941,,
18,AB5075_biofilm+abx__tet_biofilm,-14.605891972233332,1.5319963906192757,3.0,49.0,-14.8378445127,51.0,-12.9711459844,52.0,-16.0086854196,,
19,AB5075_gigAB__kan_gigB,18.623367164833336,1.1624211448907156,3.0,53.0,19.9058592777,54.0,18.3250983721,55.0,17.6391438447,,
20,AB5075_gigAB__gigB,10.6109099756,2.767235079016655,3.0,56.0,7.4691728502,57.0,11.6770946187,58.0,12.6864624579,,
21,AB5075_gigAB__kan_gigA,15.369790053233336,3.5786580510483277,3.0,59.0,14.1284497701,60.0,12.577089548,61.0,19.4038308416,,
22,AB5075_gigAB__gigA,7.9164544996999995,3.661246384359275,3.0,62.0,11.4463580901,63.0,4.1366675825,64.0,8.1663378265,,
23,AB5075_gigAB__kan_WT,15.770940068233331,0.5405659020328172,3.0,65.0,16.141290691,66.0,16.0208989966,67.0,15.1506305171,,
24,AB5075_gigAB__WT,1.850371707708594e-17,2.956377571571668,3.0,68.0,-2.853161963,69.0,3.0497779675,70.0,-0.1966160045,,
25,AB5075_med__CA-MHB,2.0590571232499997,0.8055692271740822,2.0,71.0,1.48943366,72.0,2.6286805865,,,,
26,AB5075_med__CA-MHB_pH6,4.61157774465,1.0511854386443849,2.0,73.0,3.8682773927,74.0,5.3548780966,,,,
27,AB5075_med__RPMI+_pH7,13.9211357175,2.595259142785481,2.0,75.0,12.0860103787,76.0,15.7562610563,,,,
28,AB5075_med__RPMI+_pH6,8.5969899864,5.923809056916579,2.0,77.0,12.785755541,78.0,4.4082244318,,,,
29,AB5075_med__RPMI+_-HCO3,-2.12878156355,1.645025756786123,2.0,79.0,-3.2919904314,80.0,-0.9655726957,,,,
30,AB5075_med__LB,0.0,0.7280108884490974,2.0,81.0,0.514781436,82.0,-0.514781436,,,,
31,AB5075_med__M9+AA,-0.03434302909999998,1.9237088559912099,2.0,83.0,1.3259245480000001,84.0,-1.3946106062,,,,
32,AB5075_med__M9-AA,2.54616594325,2.7568698547606107,2.0,85.0,4.4955673124,86.0,0.5967645741000001,,,,
33,AYE_adeB__WT,-3.333326207647739e-11,2.9219654853638484,3.0,87.0,3.2562932127,88.0,-2.3931944364,89.0,-0.8630987764,,
34,AYE_adeB__adeB,3.956103672,3.319886209187334,3.0,90.0,0.19491305690000002,91.0,5.195038392,92.0,6.4783595671,,
35,COL__0ug/ml,0.0,0.5714068875453275,2.0,93.0,0.40404568500000004,94.0,-0.40404568500000004,,,,
36,COL__0.25ug/ml,0.22260361015000008,1.845938831840512,2.0,95.0,1.5278794758,96.0,-1.0826722555,,,,
37,COL__1ug/ml,1.1535346901,2.7717041433420304,2.0,97.0,-0.8063561051,98.0,3.1134254853,,,,
38,H2O2__0ug/ml,0.0,1.2816665850371873,2.0,99.0,0.9062751335,100.0,-0.9062751335,,,,
39,H2O2__1.25ug/ml,0.9168801635499999,0.6277646342255796,2.0,101.0,1.3607767934,102.0,0.4729835337,,,,
40,H2O2__2.5ug/ml,0.8099349632,1.1016346350021677,2.0,103.0,0.0309616424,104.0,1.588908284,,,,
41,H2O2__5ug/ml,1.7043414280500002,0.391141676913198,2.0,105.0,1.4277624959000002,106.0,1.9809203602,,,,
42,MRP__0ug/ml,0.0,1.974599026694447,2.0,107.0,1.3962523619,108.0,-1.3962523619,,,,
43,MRP__25ug/ml,-0.5959471456,1.4898039365882998,2.0,109.0,0.45750332060000004,110.0,-1.6493976118,,,,
44,MRP__100ug/ml,-1.6654570437,0.42999928906039536,2.0,111.0,-1.3614016305,112.0,-1.9695124569,,,,
45,MRP__200ug/ml,-1.3970334603,0.0051156129402833254,2.0,113.0,-1.4006507449,114.0,-1.3934161757,,,,
46,growth__2h,0.0,0.7659221379424435,2.0,115.0,-0.5415887376,116.0,0.5415887376,,,,
47,growth__4h,2.3242744456000004,0.012002812624365101,2.0,117.0,2.3157871754,118.0,2.3327617158000002,,,,
48,growth__6h,25.9432398834,5.538221204622926,2.0,119.0,29.8593536529,120.0,22.0271261139,,,,
