,-0.06238887898984316,-0.04159258599322877,-0.020796292996614382,6.938893903907228e-18,0.020796292996614396,0.04159258599322879,0.062388878989843174,0.08318517198645756,0.10398146498307195,0.12477775797968635,0.14557405097630075,0.1663703439729151,0.1871666369695295,0.20796292996614388,0.22875922296275827,0.24955551595937267,0.2703518089559871,0.29114810195260143,0.3119443949492159,0.3327406879458302
thresh,-0.07278702548815036,0.07278702548815036,2,,,,,,,,,,,,,,,,,
unreg,0,19,550,2843,415,40,2,0,1,1,1,0,0,2,0,0,0,0,0,0
GacA,0,0,3,6,0,2,0,2,0,0,1,1,0,1,1,2,2,0,0,0
unreg_genes,[],[],[],[],[],[],[],[],['ABUW_1111'],['aroP3'],['ABUW_1113'],[],[],['caiD' 'paaN'],[],[],[],[],[],[]
GacA_genes,[],[],['astE' 'astD' 'astB'],['astA1' 'ABUW_2312' 'algZ' 'ABUW_2730' 'ABUW_1490' 'ABUW_1489'],[],['paaY' 'paaX'],[],['paaI1' 'paaF'],[],[],['paaE'],['paaC'],[],['paaB'],['paaJ'],['paaK' 'paaI2'],['paaG' 'paaH'],[],[],[]
