k,name,in_iM,gene_weight,regulator,function,category
5,Lead,False,-0.01247769626788795,,,
6,Iron,False,0.011160352174192669,,,
10,Copper,False,-0.00428429705556482,,,
13,UC-6,False,-0.003156416735146195,,,
7,Zinc - Steady,False,0.002998091392219067,,,
8,Zinc - Fast,False,-0.0024511632113717497,,,
0,UC-1,False,0.0017583611991722134,,,
2,UC-3,False,-0.0015080334700178356,,,
14,UC-7,False,0.0009205916139762848,,,
9,UC-5,False,-0.0008668965710529003,,,
3,Cadmium,False,0.0008297157910419628,,,
12,Zinc - Intermediate,False,-0.0005826577997672153,,,
4,UC-4,False,0.0005573005060432478,,,
11,Chromium,False,5.394081490521785e-05,,,
1,UC-2,False,1.1481601711693655e-05,,,
