,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A,rep19_idx,rep19_A,rep20_idx,rep20_A,rep21_idx,rep21_A
0,ME_vs_LE__THY_None_WT_earlylog-planktonic,-3.700743415417188e-17,0.7274902908042891,3.0,0.0,0.6073679875,1.0,0.19887965300000002,2.0,-0.8062476405000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ME_vs_LE__THY_None_WT_latelog-planktonic,10.099727809433334,2.607694069702545,3.0,3.0,11.6184627828,4.0,11.5920599967,5.0,7.0886606488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ME_vs_LE__THY_None_WT_earlystationary-planktonic,9.291284736233333,0.680794667282501,3.0,6.0,9.9256403414,7.0,8.5720172625,8.0,9.3761966048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ME_vs_S__THY_None_WT_mid-exponential_OD1.0,2.114710523095536e-17,2.919930633809188,21.0,9.0,-2.3036742870999998,10.0,-3.3059536771999998,11.0,-2.9608205243,12.0,-0.8383394749,13.0,-5.0561092069,14.0,-3.3177954594,15.0,-0.4299784917,16.0,2.2254893659,17.0,0.8189295204,18.0,2.966943914,19.0,-1.9658806029,20.0,1.0563003273,21.0,1.1227398277,22.0,1.2818375544,23.0,1.3216475765,24.0,-1.3360922963,25.0,-0.4183520569,26.0,0.8741591363000001,27.0,-1.0562324632,28.0,8.4957195596,29.0,2.8254617587
4,ME_vs_S__THY_None_WT_early-stationary_OD1.8,8.512580574057141,2.3457631131504444,21.0,30.0,7.3974443186,31.0,12.6896112724,32.0,9.4216380115,33.0,7.2495039262,34.0,8.6415703973,35.0,6.8834053573,36.0,7.607054104,37.0,9.2388982567,38.0,6.1259090722,39.0,6.8914863059,40.0,6.311137096,41.0,11.6912874499,42.0,10.1523435231,43.0,7.1897229039,44.0,9.0199848525,45.0,11.803081432900001,46.0,11.6004161085,47.0,11.6172976881,48.0,5.6945944671,49.0,4.3632041822,50.0,7.1746013289
5,WT_vs_Del_ccpA__THY_None_WT_exponential,-3.333329908391155e-11,0.6101058264940222,3.0,51.0,0.45258800920000003,52.0,0.24125512640000002,53.0,-0.6938431357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,WT_vs_Del_ccpA__THY_None_Del-ccpA_exponential,1.5888873461,0.5866074785907852,4.0,54.0,0.9741334677000001,55.0,1.4587241054,56.0,1.5370762718000002,57.0,2.3856155395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,WT_vs_Del_covR__THY_None_WT_late-exponential,0.0,1.2039296298289262,4.0,58.0,0.7445179,59.0,-0.4747344107,60.0,1.19406808,61.0,-1.4638515693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,WT_vs_Del_covR__THY_None_covR-D53A_late-exponential,1.087186306975,0.3888517069331135,4.0,62.0,0.9945146542000001,63.0,1.5308465464,64.0,0.6062431532,65.0,1.2171408741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,WT_vs_Del_covR__THY_None_covS-E281A_late-exponential,1.3540011017000002,0.5005527710535689,4.0,66.0,1.4501159847,67.0,1.998350969,68.0,0.820841773,69.0,1.1466956801000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,WT_vs_Del_covR__THY_None_covS-T284A_late-exponential,0.24702780279999997,0.9240031802332962,4.0,70.0,1.4235590779,71.0,0.4952866159,72.0,-0.24123117330000002,73.0,-0.6895033093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,WT_vs_Del_dahA__THY_None_WT_mid-exponential,-1.850371707708594e-17,1.0440038367671856,6.0,74.0,1.4560529186,75.0,0.2754765843,76.0,0.6806178878,86.0,-1.4331968603,88.0,-0.8481370736,90.0,-0.1308134568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,WT_vs_Del_dahA__THY_None_WT_early-stationary,6.13498998815,1.3018472189132149,6.0,77.0,5.1335705004,78.0,4.8643634766,79.0,4.9482098746,87.0,7.6826405546,89.0,7.4272770978,91.0,6.7538784249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,WT_vs_Del_dahA__THY_None_Del_dahA_mid-exponential,-0.2708750603,0.24292524662343748,3.0,80.0,-0.37210550270000003,82.0,0.0062947318,84.0,-0.44681441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,WT_vs_Del_dahA__THY_None_Del_dahA_early-stationary,9.455143622466666,0.42427853742597593,3.0,81.0,9.074194247,83.0,9.9123962278,85.0,9.3788403926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,WT_vs_Del_fabT__THY_35°C_WT_mid-exponential_OD1.0,0.0,1.7047059971190823,3.0,92.0,0.1803387807,93.0,-1.7877061292,94.0,1.6073673485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,WT_vs_Del_fabT__THY_35°C_Del_fabT_mid-exponential_OD1.0,1.2324053268333333,0.6053375322752611,3.0,95.0,1.728094097,96.0,1.4113548151,97.0,0.5577670684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,WT_vs_Del_fabT__THY_40°C_WT_mid-exponential_OD1.0,-0.060926330933333384,0.583246476383887,3.0,98.0,0.2261127926,99.0,-0.7320658870000001,100.0,0.3231741016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,WT_vs_Del_fabT__THY_40°C_Del_fabT_mid-exponential_OD1.0,-0.1909127247,1.0931316676727596,3.0,101.0,-1.3928387952,102.0,0.7439172506,103.0,0.0761833705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,WT_vs_Del_fabT__THY_35°C_WT_stationary,6.602769703933333,0.3826780954126577,3.0,104.0,6.1776600488,105.0,6.7109029794,106.0,6.9197460836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,WT_vs_Del_fabT__THY_35°C_Del_fabT_stationary,6.931711281933333,0.419016720609285,3.0,107.0,7.3514442398,108.0,6.9302751156,109.0,6.5134144904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,WT_vs_Del_fabT__THY_40°C_WT_stationary,4.294705326333333,0.3169324781924905,3.0,110.0,3.9287654115,111.0,4.4811652382,112.0,4.4741853293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,WT_vs_Del_fabT__THY_40°C_Del_fabT_stationary,7.024266362833333,0.7752593743268392,3.0,113.0,6.1545921477,114.0,7.275317815,115.0,7.6428891258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
