,A,PhoB
ml_abx__lvx__3,0.825408314,-0.6217774088
ml_abx__mec__1,0.0875866378,0.1331745046
ml_abx__mec__2,-0.0296006226,-0.3514127274
ml_abx__mec__3,0.2936330722,-0.35728426820000003
ml_abx__mem__1,0.0913157463,0.3101118963
ml_abx__mem__2,-0.5921888053000001,-0.07403362000000001
ml_abx__mem__3,0.5675609142,-0.3197544881
ml_abx__nit__1,2.7793924951999998,0.5051405826
ml_abx__nit__2,2.5738035958000003,0.4312668838
ml_abx__nit__3,2.8777739157,0.5263768151
ml_abx__ntx__1,2.9431855872,3.573820804
ml_abx__ntx__2,3.2456408753,3.5753473215
ml_abx__nor__1,0.5648087938,-0.5464218289
ml_abx__nor__2,-0.028879428000000002,-0.6945565322
ml_abx__nor__3,0.9609962676,-1.0972394194
ml_abx__pb__1,1.5692382648,0.9346282317000001
ml_abx__pb__2,1.0581408808,0.2272160749
ml_abx__pb__3,1.0154141873,0.5278879963
ml_abx__tmp__1,0.3574208493,-0.40270260080000003
ml_abx__tmp__2,0.7764114881,-0.3812913254
ml_abx__tmp__3,1.8099850465,-1.1792706725
mut_abx__del_mutS_000nor__1,-3.2257374135,0.0200048926
mut_abx__del_mutS_000nor__2,2.3827041526,-0.0443978433
mut_abx__del_mutS_000nor__3,0.8430332608000001,0.024392950700000002
mut_abx__del_mutS_125nor__1,-2.5000949687,-0.0375270019
mut_abx__del_mutS_125nor__2,-3.2913748985,-0.257536154
mut_abx__del_mutS_125nor__3,-5.010391811,-0.034788797100000005
mut_abx__del_mutS_250nor__1,-5.4796048385,-0.0193283574
mut_abx__del_mutS_250nor__2,-1.3617078185,0.0482892075
mut_abx__del_mutS_250nor__3,-5.23284211,-0.5635419814
mut_abx__del_mutS_375nor__1,-5.8539407857,-0.3507659402
mut_abx__del_mutS_375nor__2,-2.3162194721000002,0.1221561496
mut_abx__del_mutS_375nor__3,-6.3805390097,-0.1111210135
mut_abx__del_mutS_500nor__1,-6.8510153631,-0.40211579610000003
mut_abx__del_mutS_500nor__2,-7.2187488081,-0.1622862081
mut_abx__del_mutS_500nor__3,-7.0117976739,-0.18760440120000002
mut_abx__del_mutS_625nor__1,-3.3333923163,0.3213333473
mut_abx__del_mutS_625nor__2,-6.6277159819,-0.29706353890000003
mut_abx__del_mutS_625nor__3,-7.39433989,-0.0719614092
mut_abx__del_mutS_750nor__1,-7.5970022052,-0.0495649881
mut_abx__del_mutS_750nor__2,-7.7226149255,0.1128211271
mut_abx__del_mutS_750nor__3,-7.6905307594,-0.2900561438
mut_abx__del_mutS_875nor__1,-7.4451290592,0.6355622769
mut_abx__del_mutS_875nor__2,-7.4545347075,-0.1829869677
mut_abx__del_mutS_875nor__3,-7.9667524413,0.3148752215
nit_yeaG__wt_Nminus__1,0.5805734343,0.0125612871
nit_yeaG__wt_Nminus__2,-0.5805734343,-0.0125612871
nit_yeaG__wt_Nplus__1,1.4773073279,-1.3714731106
nit_yeaG__wt_Nplus__2,0.49397377800000003,-1.4921312859
nit_yeaG__del_yeaG_Nminus_24h__1,2.3753624942,-1.4331532946
nit_yeaG__del_yeaG_Nminus_24h__2,-1.0571499348,0.6160469632000001
nit_yeaG__del_yeaG_Nminus_24h__3,-0.8250446165,-0.5410369995000001
nit_yeaG__del_yeaG_Nminus__1,0.5658609856,-0.1686152699
nit_yeaG__del_yeaG_Nminus__2,0.12941995550000002,0.061889750800000004
nit_yeaG__del_yeaG_Nplus__1,1.8106982573,-1.0944854598
nit_yeaG__del_yeaG_Nplus__2,0.8392346715000001,-1.5747868106
opex__amp__1,2.6347072171,0.5193110119000001
opex__amp__2,0.20971343820000002,0.272891812
opex__amp__3,0.9413815803000001,0.39703548240000003
opex__bak_amp__1,1.1138646268,1.0009289262
opex__bak_amp__2,-0.6782360709,0.4154175791
opex__bak_amp__3,-1.1069757833,0.8641511771
opex__bak_kan__1,2.1655954815,0.9266342033
opex__bak_kan__2,-0.3275225122,0.7912225042000001
opex__bak_kan__3,-1.1784549928,0.6564709469000001
opex__bak_nor__1,-0.39961836310000004,0.48006758060000004
opex__bak_nor__2,-0.292674721,0.49604862110000003
opex__bak_nor__3,0.0447331004,0.8382449088
opex__bak_rif__1,1.4087998395,1.0359657791
opex__bak_rif__2,1.6376081011,1.2318749054
opex__bak_rif__3,1.290645102,0.9969558475
opex__chx_amp__1,-1.5209319566000001,0.5239522141
opex__chx_amp__2,2.6014527389,0.5750661606
opex__chx_amp__3,0.4828502206,0.45724997230000003
opex__chx_kan__1,-0.6002363759,0.45774011200000003
opex__chx_kan__2,-0.5733420571,0.42177159610000003
opex__chx_kan__3,-0.1405393032,0.1385597515
opex__chx_nor__1,-0.5298250904,0.6632347349000001
opex__chx_nor__2,-0.1871331031,0.0678233656
opex__chx_nor__3,0.4131097836,0.0234582615
opex__chx_rif__1,-1.6501784725,0.39918277080000003
opex__chx_rif__2,0.1410039888,0.4499494795
opex__chx_rif__3,-0.4037228123,0.3109385509
opex__ctrl__1,-0.9167752073000001,-0.0309322053
opex__ctrl__2,-0.1025345966,0.0097729926
opex__ctrl__3,1.0193098039,0.0211592127
opex__etoh_amp__1,0.0558175522,0.6002110457000001
opex__etoh_amp__2,0.1087254572,0.8570117392000001
opex__etoh_amp__3,-0.6962728653,0.6237711661
opex__etoh_kan__1,-1.0972530643,1.0064691008
opex__etoh_kan__2,-0.6607394472,1.025245325
opex__etoh_kan__3,-2.3105030771,1.0515298704
opex__etoh_nor__1,-0.0696332835,0.8325266914
opex__etoh_nor__2,0.6745665105,1.0372032599
opex__etoh_nor__3,2.8641291513000002,1.0631504653
opex__etoh_rif__1,-1.0694448922,0.8972531468
opex__etoh_rif__2,0.026935802800000002,0.9951607950000001
opex__etoh_rif__3,3.1170672769,1.0120530969
opex__glual_amp__1,1.6717963797,0.42015878770000004
opex__glual_amp__2,3.6134921982,0.5809780586000001
opex__glual_amp__3,1.748740672,0.6318669279
opex__glual_kan__1,0.5932178207000001,0.6289344542
opex__glual_kan__2,0.5506599691,0.127977262
opex__glual_kan__3,1.8689248308000002,0.6828194793
opex__glual_nor__1,2.0461489887,0.44061972660000004
opex__glual_nor__2,1.7425234485,0.0078783242
opex__glual_nor__3,2.1008150569,0.39834423880000003
opex__glual_rif__1,4.8187471398,0.7125619209
opex__glual_rif__2,4.0462939025,0.5541400107000001
opex__glual_rif__3,4.1081887518,0.9171121785
opex__h2o2_amp__1,2.6373090546,0.4530664814
opex__h2o2_amp__2,2.227713874,0.24765332510000002
opex__h2o2_amp__3,1.4063316874,0.3872729727
opex__h2o2_kan__1,1.5725714414,0.5090665073
opex__h2o2_kan__2,3.9370768771,0.6916299425
opex__h2o2_kan__3,6.0389719211,0.6705325790000001
opex__h2o2_nor__1,2.2832697075,0.1594879485
opex__h2o2_nor__2,1.513443259,0.1804813096
opex__h2o2_nor__3,5.809591408,0.812847113
opex__h2o2_rif__1,3.8827534616,1.2923615643
opex__h2o2_rif__2,7.4095984346,1.5550422735
opex__h2o2_rif__3,4.8482285017,1.3262772566
opex__ippoh_amp__1,-2.2992453891,0.8835001122
opex__ippoh_amp__2,-2.3572478059,1.0633537921
opex__ippoh_amp__3,0.1638875765,1.0460073266
opex__ippoh_kan__1,-3.2502882267,1.2235418106
opex__ippoh_kan__2,1.6754835169,0.9270424031000001
opex__ippoh_kan__3,-1.9603002421000002,1.1403875652
opex__ippoh_nor__1,-2.3149373094,1.1715839991
opex__ippoh_nor__2,-2.3990147645,1.2589613483
opex__ippoh_nor__3,5.1496040677,1.3118854643
opex__ippoh_rif__1,-1.4942075275,1.4480450968
opex__ippoh_rif__2,-1.1020937285,1.3301480664
opex__ippoh_rif__3,-1.7873355690000001,1.4776514554
opex__kan__1,0.7685190661,0.3099208261
opex__kan__2,0.8119856922,0.28297823580000003
opex__kan__3,0.4020853871,0.4145231238
opex__nor__1,-0.4905028282,0.1370156353
opex__nor__2,2.8981779931,0.1281515775
opex__nor__3,1.3730924687,0.4202111008
opex__paa_amp__1,-0.41301630840000003,0.2960130431
opex__paa_amp__2,-0.0788330215,0.3430986682
opex__paa_amp__3,-0.9214084406,0.4882949058
opex__paa_kan__1,2.6316270237,0.9824126638
opex__paa_kan__2,1.8761497229000001,0.9567065680000001
opex__paa_kan__3,2.2788003266,0.7786251821
opex__paa_nor__1,-1.3656456179,0.15407808080000002
opex__paa_nor__2,-0.8083075021,0.1445482338
opex__paa_nor__3,-1.2689838011,0.5251847972
opex__paa_rif__1,1.9319303939,1.1050026648
opex__paa_rif__2,2.908106028,1.0959296554
opex__paa_rif__3,1.3744738283,0.7554159228
opex__phenol_amp__1,0.389636184,-0.1076498791
opex__phenol_amp__2,3.2455199710000002,0.13847691980000001
opex__phenol_amp__3,0.9424293514000001,0.6088734617
opex__phenol_kan__1,0.0428215677,0.2704658413
opex__phenol_kan__2,-0.18067602630000001,0.2290360414
opex__phenol_kan__3,-0.45396849710000003,0.8348746765
opex__phenol_nor__1,-0.42885569500000004,-0.22959151790000001
opex__phenol_nor__2,-0.3535692941,0.6231437306000001
opex__phenol_nor__3,0.640811117,0.3120524937
opex__phenol_rif__1,4.2253926437,0.9090448133000001
opex__phenol_rif__2,2.2389774295000002,0.8758091208000001
opex__phenol_rif__3,1.054592193,0.9679992727000001
opex__pvpi_amp__1,-0.9209369321,0.1140117115
opex__pvpi_amp__2,-0.4648112861,0.1988973886
opex__pvpi_amp__3,0.1637783041,0.0092867711
opex__pvpi_kan__1,2.0066451591,0.2283527938
opex__pvpi_kan__2,0.1207344734,0.6393848936000001
opex__pvpi_kan__3,1.5181236395000002,0.1359342673
opex__pvpi_nor__1,-0.7946159989,0.0356234552
opex__pvpi_nor__2,-0.1449254418,-0.31678053310000004
opex__pvpi_nor__3,-1.7350542139,-0.2620311374
opex__pvpi_rif__1,2.1719357531,1.1263234705
opex__pvpi_rif__2,2.5698206436,1.3394154433
opex__pvpi_rif__3,1.9790764268,1.0685554825
opex__rif__1,3.7217374413,1.2672612618999999
opex__rif__2,5.0016725175,1.4754065117000001
opex__rif__3,2.7437433553,1.3138612216
opex__naocl_amp__1,0.8597412782,0.230036336
opex__naocl_amp__2,0.5372632014000001,0.08153224390000001
opex__naocl_amp__3,-0.9457636662000001,-0.2291038587
opex__naocl_kan__1,-1.1947340953,0.461402093
opex__naocl_kan__2,-1.187706414,0.6584178841
opex__naocl_kan__3,-1.2912794931,0.1440206651
opex__naocl_nor__1,-0.5169390765,0.1451959894
opex__naocl_nor__2,-0.3853658797,-0.4079402749
opex__naocl_nor__3,-0.9380790087,-0.0190075457
opex__naocl_rif__1,1.7424564334000001,1.2433218637
opex__naocl_rif__2,2.79413252,1.1448596599
opex__naocl_rif__3,2.6325841455,1.4631959323000001
phage_lysogen__wt_ctrl__1,0.3474339824,0.0434379658
phage_lysogen__wt_ctrl__2,0.135480464,0.0479962798
phage_lysogen__wt_ctrl__3,-0.4829144463,-0.0914342456
phage_lysogen__O104_H4__1,0.5267793106,0.3240650822
phage_lysogen__O104_H4__2,0.2906263293,-0.0633251128
phage_lysogen__O104_H4__3,-0.8030482408,-0.1256045342
phage_lysogen__O157_H7_PA8__1,0.2473680677,0.5076438578
phage_lysogen__O157_H7_PA8__2,-0.2530304799,-0.3358234975
phage_lysogen__O157_H7_PA8__3,-1.0353225583,-0.4132621181
phage_resist__ygbE_oe__1,1.0754932818,1.1544599497
phage_resist__wt__1,2.0381962077,-0.6593870003
phage_resist__wt__2,-0.5476244919000001,0.3558517061
phage_resist__wt__3,-0.8134242094,0.1900396754
phage_resist__wt__4,-0.6771475063,0.1134956188
phage_resist__ygbE_oe__2,-0.5861925232,1.0242121611
phage_resist__ygbE_oe__3,-0.3210959982,0.9340868206
phage_resist__ygbE_oe__4,-0.345131878,0.7733980125000001
phage_resist__yahA_oe__1,-0.6184068857,1.3384113323
phage_resist__yahA_oe__2,-0.5891423702,1.3782981216
phage_resist__yahA_oe__3,-0.5019753666,1.3364161429
phage_resist__yrfF_ko__1,-0.9463818685000001,0.4760603237
phage_resist__yrfF_ko__2,-1.1004958684,0.6050520322
phage_resist__yrfF_ko__3,-0.7331443863,0.14763992550000002
pollution__wt_ctrl__1,0.49516246480000004,-0.20326500390000002
pollution__wt_ctrl__2,-0.5413150458,-0.2054212762
pollution__wt_ctrl__3,0.046152581000000005,0.4086862801
pollution__wt_urban__1,1.3115396988999999,0.6467409261
pollution__wt_urban__2,1.1976737369000001,0.4228642823
pollution__wt_urban__3,1.7710826259,0.3847100048
pollution__wt_diesel__1,1.5477606044,0.6539531222
pollution__wt_diesel__2,0.3312203539,0.6072115690000001
pollution__wt_diesel__3,0.3403229526,0.596822618
pollution__evo_diesel__1,0.9362282509000001,0.589893416
pollution__evo_diesel__2,0.715552823,0.2745200919
pollution__evo_diesel__3,1.8952525107,0.7828507684
ppGpp__wt_relAtrunc_00m__1,0.1685572841,-0.20866590640000002
ppGpp__wt_relAtrunc_00m__2,0.0861012689,-0.2328752871
ppGpp__mut_delrelA_10m__1,-0.17556872,1.5918510552
ppGpp__mut_delrelA_05m__1,-0.7080848688,1.483047366
ppGpp__mut_delrelA_10m__2,-0.6498799143,1.2068216481
ppGpp__mut_delrelA_10m__3,-0.9920298342,1.3829849039
ppGpp__mut_delrelA_00m__1,-0.7176530131000001,0.911726864
ppGpp__mut_delrelA_00m__2,-0.4519813426,1.0991464862
ppGpp__mut_delrelA_05m__2,-0.2843194389,1.6145061368
ppGpp__mut_delrelA_05m__3,-0.5422453261,1.8181238511000002
ppGpp__mut_delrelA_00m__3,-0.16836427280000002,1.3662316589
ppGpp__wt_delrelA_10m__1,-0.3596087149,1.1501002546
ppGpp__wt_delrelA_05m__1,-0.9976001830000001,1.2039920075000001
ppGpp__wt_delrelA_05m__2,-1.2419093313,1.2287951281
ppGpp__wt_delrelA_10m__2,0.0550603875,1.1049974973
ppGpp__wt_delrelA_10m__3,-0.06782770590000001,1.3079504055
ppGpp__wt_delrelA_00m__1,0.1274861977,0.13880382430000002
ppGpp__wt_delrelA_00m__2,0.0782678415,-0.0730461743
ppGpp__wt_delrelA_05m__3,-0.31099368790000004,1.3400737514
ppGpp__wt_delrelA_00m__3,-0.20575403920000002,-0.0657576499
ppGpp__mut_relAtrunc_10m__1,-0.1266101673,1.2341578477
ppGpp__mut_relAtrunc_05m__1,-0.1903804435,1.0393894686
ppGpp__mut_relAtrunc_05m__2,-0.14080406680000002,0.8706566125
ppGpp__wt_relAtrunc_10m__1,0.3875818178,0.0247559928
ppGpp__wt_relAtrunc_10m__2,0.2683296773,-0.0756375192
ppGpp__wt_relAtrunc_10m__3,0.0648706719,-0.0555604888
ppGpp__mut_relAtrunc_00m__1,-0.7223203498,1.3092494337
ppGpp__wt_relAtrunc_00m__3,-0.1822221959,-0.5663708195
ppGpp__wt_relAtrunc_05m__1,0.5021793457,-0.2824008603
ppGpp__wt_relAtrunc_05m__2,0.1309795456,-0.1326137762
ppGpp__wt_relAtrunc_05m__3,0.1124626637,-0.1361281473
ppGpp__mut_relAtrunc_00m__2,-0.19160189700000002,0.7187506795
ppGpp__mut_relAtrunc_00m__3,-0.5082927793,0.7998133
ppGpp__mut_relAtrunc_10m__2,-0.07284645320000001,1.0153320072
ppGpp__mut_relAtrunc_05m__3,0.09391736490000001,1.1058943873
ppGpp__mut_relAtrunc_10m__3,-0.13591882190000001,1.2487884198
pressure__high_pressure__1,-0.5055162136,-0.9705782984
pressure__high_pressure__2,0.1464900297,0.22891925170000002
pressure__low_pressure__1,0.2530649397,0.014511285300000001
pressure__low_pressure__2,-0.2530649397,-0.014511285300000001
quantum_dots__ctrl__1,0.11255596500000001,0.0048173441
quantum_dots__ctrl__2,-0.11255596500000001,-0.0048173441
quantum_dots__cdte_light__1,-0.0737613352,0.0612995031
quantum_dots__cdte_light__2,-0.7387785375,0.1968907875
quantum_dots__cdte_dark__1,0.20872752360000002,0.2073817336
quantum_dots__cdte_dark__2,-0.5122902218000001,0.06837316310000001
quantum_dots__cdse_light__1,-0.1113632175,-0.4972030242
quantum_dots__cdse_light__2,-0.3639289477,-0.13080704440000002
quantum_dots__cdse_dark__1,-0.2675280976,0.0476622659
quantum_dots__cdse_dark__2,-0.6134763134,0.21922026860000002
raman__wt__1,0.013864152400000001,-0.0492787521
raman__del_cyaA__1,2.227547114,0.8500089493
raman__del_cyaA_01mM__1,2.3959683517,0.9035842251
raman__del_cyaA_05mM__1,0.2662730379,0.4953929449
raman__del_cyaA_1mM__1,-0.7008407963000001,-0.27949542250000003
raman__wt__2,-0.545014674,0.0523859026
raman__del_cyaA__2,2.5582950918,0.8911278582000001
raman__del_cyaA_01mM__2,1.577032639,0.8254137563
raman__del_cyaA_05mM__2,0.6569333707,0.4666069196
raman__del_cyaA_1mM__2,-0.2941857097,-0.2929120921
raman__wt__3,0.5311505217,-0.0031071505
raman__del_cyaA__3,2.3343768015,0.7970228570000001
raman__del_cyaA_01mM__3,1.178422472,0.5184772865
raman__del_cyaA_05mM__3,1.3969973427,0.3771072589
raman__del_cyaA_1mM__3,-1.0713042974,-0.19360438600000002
rand_barrel__mut_nanE__1,-0.5994320201000001,0.379240676
rand_barrel__mut_nanE__2,0.8873074693,0.591565161
rand_barrel__mut_nanE__3,-2.7012263942,0.2808700579
rand_barrel__mut_pdxJ_1__1,0.5971035051,0.5233196582
rand_barrel__mut_pdxJ_1__2,0.806007272,0.5287751729
rand_barrel__mut_pdxJ_1__3,-2.5566326053,-0.3186616633
rand_barrel__mut_pdxJ_2__1,-1.122501828,-0.06323148370000001
rand_barrel__mut_pdxJ_2__2,-0.6937094669,0.8415052428
rand_barrel__mut_pdxJ_3__1,-0.9112954999999999,0.8505813548000001
rand_barrel__mut_pdxJ_3__2,-0.1185241873,0.7745752746
rand_barrel__del_serB__1,-0.6887707609,-0.6170751637
rand_barrel__del_serB__2,0.6887707609,0.6170751637
rockhopper__CV104_pHDB3__1,-8.9011711832,-1.4837136195
rockhopper__CV104_pHDB3__2,-8.542810939,-1.2408094786000001
rockhopper__CV104_pHDB3__3,-8.4558742922,-1.2323308224
rockhopper__CV104_pLCV1__1,-8.3764899933,-1.5175041793
rockhopper__CV104_pLCV1__2,-7.9506241433,-1.4195817739
rockhopper__CV104_pLCV1__3,-8.3374610827,-1.1771752777
rockhopper__wt_lb__1,-8.8150973904,-1.689757174
rockhopper__wt_lb__2,-8.8170201354,-1.7937287253
rockhopper__wt_lb__3,-8.118223632,-1.2590788787
rockhopper__wt_lb_aMG__1,-7.7894995154,-2.4929573456
rockhopper__wt_lb_aMG__2,-8.6140867613,-1.9400854851
rockhopper__wt_lb_aMG__3,-9.2193973794,-1.741091433
rockhopper__del_sgrR_lb_aMG__1,-9.3684906761,-2.3848353454
rockhopper__del_sgrR_lb_aMG__2,-9.4294149812,-1.5302046847000002
rockhopper__del_sgrR_lb_aMG__3,-8.7568180921,-1.8569422588000002
rockhopper__del_sgrS_glyc_aMG__1,-9.6049847465,-0.8211600567
rockhopper__del_sgrS_glyc_aMG__2,-9.9196377791,-0.7607356171
rockhopper__del_sgrS_glyc_aMG__3,-9.2998209884,-0.43284299940000004
rockhopper__del_sgrS_glyc__1,-8.030521414,-1.6747278796
rockhopper__del_sgrS_glyc__2,-8.2916991636,-1.5145306829
rockhopper__del_sgrS_glyc__3,-7.0469256557,-1.5660891953
rockhopper__wt_lb_aMG__4,-9.0640684737,-2.3495700225
rockhopper__wt_lb_aMG__5,-9.5089704693,-2.4580020686
rockhopper__wt_lb_aMG__6,-8.980423885,-2.3943307856000002
rockhopper__wt_glyc_aMG__1,-8.828021905,-0.9747915564
rockhopper__wt_glyc_aMG__2,-9.9789743349,-2.1544580221
rockhopper__wt_glyc_aMG__3,-10.3638974088,-0.9967085714
rockhopper__wt_glyc__1,-8.3330975349,-1.6722553272
rockhopper__wt_glyc__2,-7.8128871768,-1.9216318066
rockhopper__wt_glyc__3,-7.6620636397,-1.6421483634
rockhopper__CV108_glyc_aMG__1,-6.5369033653,-0.7413948130000001
rockhopper__CV108_glyc_aMG__2,-1.7626463049,-1.0627793993
rockhopper__CV108_glyc_aMG__3,-5.2820205695,-0.49565825300000005
rockhopper__wt_glyc__4,1.6743202338,0.1972671345
rockhopper__wt_glyc__5,-4.8275767323,0.0959058042
rockhopper__wt_glyc__6,6.2110087443,1.0054081646
rockhopper__wt_glyc_aMG__4,1.6953362518000001,-0.1840782256
rockhopper__wt_glyc_aMG__5,-1.9710626877,-1.4164481505
rockhopper__wt_glyc_aMG__6,-2.3678342831,-0.9644936107000001
rockhopper__wt_glyc__7,4.4434535531,0.745122861
rockhopper__wt_glyc__8,1.0499620301,0.2410336654
rockhopper__wt_glyc__9,5.3361296658,0.6894213558000001
rockhopper__wt_glyc__10,5.4764408781,0.9928862449
rockhopper__wt_glyc__11,2.2521179702,0.7960036760000001
rockhopper__wt_glyc__12,2.1921920082,0.47298659070000004
rpoD__wt__1,0.3350102366,-0.4642884699
rpoD__wt__2,0.0155109922,0.1544305523
rpoD__rpoD_mut__1,-2.2570046696,1.3136797815999999
rpoD__rpoD_mut__2,-1.1747991153,0.6918040480000001
rpoD__rpoD_mut__3,-2.2177318276,0.4849629526
rpoD__wt__3,-0.35052122880000003,0.30985791760000003
rpoN_peptide__ctrl__1,-0.5636120059,0.0623789399
rpoN_peptide__ctrl__2,-0.616094985,-0.0274825221
rpoN_peptide__ctrl__3,1.1797069909,-0.0348964178
rpoN_peptide__nminus__1,-0.7838038998,0.2145033819
rpoN_peptide__nminus__2,-0.5570520759,0.1684703623
rpoN_peptide__nminus__3,1.2492416424,0.0806363204
rpoN_peptide__nplus__1,-0.3481558004,-0.6421980926
rpoN_peptide__nplus__2,-0.3384102893,-0.5602804238
rpoN_peptide__nplus__3,-0.7400763551,-0.6679248958
rpoN_peptide__s54_wt__1,-0.5585313286,-0.1761011208
rpoN_peptide__s54_wt__2,-0.30799092840000003,-0.16681772020000002
rpoN_peptide__s54_wt__3,-0.16531354550000002,-0.192658763
rsd__wt_ee__1,0.012744373500000001,0.11093295700000001
rsd__wt_ee__2,-0.012744373500000001,-0.11093295700000001
rsd__del_rsd_ee__1,0.4589287701,0.2884461057
rsd__del_rsd_ee__2,0.1788426611,-0.0731925948
rsd__del_ssrS_ee__1,-1.8253991635,0.4944766762
rsd__del_ssrS_ee__2,-1.0305353649,0.3812696584
rsd__del_rsd_ssrS_ee__1,-0.9144494093000001,1.1292437577
rsd__del_rsd_ssrS_ee__2,-0.1992955991,1.2105677341
rsd__del_rpoS_ee__1,0.5178580434,0.45723896500000005
rsd__del_rpoS_ee__2,-1.1516026759,0.2289847384
rsd__wt_me__1,-0.158217633,0.2955263289
rsd__wt_me__2,1.187292308,0.348549537
rsd__del_rpoS_me__1,-0.128349543,0.2006809099
rsd__del_rpoS_me__2,3.6807983454,1.076456334
rsd__wt_ts__1,1.481159297,0.578339328
rsd__wt_ts__2,-0.0145825482,0.48447474830000004
rsd__del_rsd_ssrS_ts__1,1.4995025425000001,1.3052417183
rsd__del_rsd_ssrS_ts__2,0.1845267106,1.1899295115
rsd__del_rpoS_ts__1,-1.0525757605,0.3102825877
rsd__del_rpoS_ts__2,-1.2658835853000001,0.5901768352
rsd__wt_s__1,-0.0360160163,0.5956707287
rsd__wt_s__2,-0.0203437018,0.5520981213
rsd__del_rsd_s__1,0.1027897067,0.9195291983
rsd__del_rsd_s__2,1.2166638136,0.6928497188
rsd__del_rsd_ssrS_s__1,1.5602861300000002,1.1206588849
rsd__del_rsd_ssrS_s__2,3.5356769793,1.2442280307
rsd__del_rsd_ls__1,2.5859616973,0.7507823221000001
rsd__del_rsd_ls__2,4.3748472320000005,0.7967185305000001
rsd__del_ssrS_ls__1,2.5757959265,0.5627211097
rsd__del_ssrS_ls__2,2.4463149354000002,0.3550998448
rsd__del_rsd_ssrS_ls__1,4.3826356789,2.442985619
rsd__del_rsd_ssrS_ls__2,3.5757622854,2.1949755504
rsd__del_rpoS_ls__1,1.7524729388,-0.5333261340000001
rsd__del_rpoS_ls__2,2.4923023986,0.5584559403
sdsR_ryeA__wt_3h__1,-0.1331654585,0.39774377040000003
sdsR_ryeA__wt_8h__1,1.5654743396000002,0.8405424604
sdsR_ryeA__wt_3h__2,0.1331654585,-0.39774377040000003
sdsR_ryeA__wt_8h__2,1.6896376202,0.6525006204
starve_series__t00_growth1__1,0.1845322275,0.1615828907
starve_series__t00_growth1__2,0.23363702150000001,0.0213174044
starve_series__t00_growth1__3,-0.3225023382,0.10816138580000001
starve_series__t00_growth1__4,-0.0956669108,-0.2910616809
starve_series__t01_starve__1,1.6930315362,0.4805040933
starve_series__t01_starve__2,1.8387870203,0.1700332916
starve_series__t02_starve__1,2.7521223911,0.9100770299000001
starve_series__t02_starve__2,2.9593863312,0.8151309346000001
starve_series__t03_starve__1,3.1071836898,1.6103844966
starve_series__t03_starve__2,2.2784053227,1.7344010198
starve_series__t04_starve__1,3.0162074991,1.5741359251
starve_series__t04_starve__2,2.7403788629,1.5197147029
starve_series__t05_starve__1,3.2917063724,1.1622167348999999
starve_series__t05_starve__2,4.2523628771,1.2088438965
starve_series__t06_starve__1,3.6021066516999998,1.2042555101
starve_series__t06_starve__2,3.6452992448,1.221436894
starve_series__t07_starve__1,4.0189107172,0.7080298549
starve_series__t07_starve__2,3.6275070081000003,1.0540980877
starve_series__t08_starve__1,4.1379751654,0.8459790330000001
starve_series__t08_starve__2,3.9761483312,0.8879031610000001
starve_series__t09_starve__1,4.0757177469,0.5717097425000001
starve_series__t09_starve__2,3.6134874256,0.7999427245
starve_series__t10_starve__1,3.3714484185,0.7083019817
starve_series__t10_starve__2,3.8254687497,0.7638814687000001
starve_series__t11_starve__1,4.0747202284,0.3673552022
starve_series__t11_starve__2,4.005807784,0.43359205970000003
starve_series__t12_starve__1,3.2653575556,0.3469037337
starve_series__t12_starve__2,3.7098727908,0.272330365
starve_series__t14_starve__1,3.1162846147,0.2616788082
starve_series__t14_starve__2,3.1576398049,0.4522359597
starve_series__t16_starve__1,2.9336454931000002,0.5274241409
starve_series__t16_starve__2,2.7274902407,0.1426739215
starve_series__t17_starve__1,2.7363767343000003,0.7111755541
starve_series__t17_starve__2,2.8517641414,0.4393378231
starve_series__t18_starve__1,2.1385238441,0.4373228388
starve_series__t18_starve__2,2.4647847035,0.43395586150000004
starve_series__t20_starve__1,-1.4112158055,0.7173143611
starve_series__t20_starve__2,-0.6604700748,0.7727790085
starve_series__t21_growth2__1,1.267310018,0.5610600843
starve_series__t21_growth2__2,1.3117860011,0.6890924933
starve_series__t22_growth2__1,0.1973931542,0.3485824679
starve_series__t22_growth2__2,1.2718149298,0.2670285228
starve_series__t23_growth2__1,0.0047346642000000005,0.1817022811
starve_series__t23_growth2__2,0.2842243759,0.0383848617
starve_series__t25_growth2__1,0.9553124669,0.24801399600000001
starve_series__t25_growth2__2,1.3906774843,0.1494071492
starve_series__t26_growth2__1,1.6766679195,0.0092043985
starve_series__t26_growth2__2,2.984994349,-0.2167106476
starve_series__t27_growth2__1,1.292251105,-0.2909199905
starve_series__t27_growth2__2,1.4308440252999999,-0.3037452102
starve_series__t28_growth2__1,0.7653206234000001,0.1757077722
starve_series__t28_growth2__2,0.8357127351,0.16961361960000002
time_course__lb_4hr__1,-0.12669596090000002,0.1647803025
time_course__lb_4hr__2,-0.011504190400000001,-0.16985545700000002
time_course__lb_4hr__3,0.13820015130000002,0.0050751545
time_course__lb_8hr__1,2.1327880136,0.4116257581
time_course__lb_8hr__2,1.8975059077,0.301836476
time_course__lb_8hr__3,2.6133651823,0.31276729070000003
time_course__lb_24hr__1,5.533584176,0.43599446300000005
time_course__lb_24hr__2,2.2327072306,0.6201372623
time_course__lb_24hr__3,2.9625893327,0.4618820279
time_course__lb_72hr__1,3.8468402402,0.7309178848
