,-0.3821518637658276,-0.318459886471523,-0.2547679091772184,-0.19107593188291383,-0.12738395458860924,-0.06369197729430465,-5.551115123125783e-17,0.06369197729430454,0.12738395458860913,0.19107593188291366,0.2547679091772183,0.31845988647152296,0.3821518637658275,0.44584384106013203,0.5095358183544367,0.5732277956487413,0.6369197729430458,0.7006117502373503,0.7643037275316549,0.8279957048259596
thresh,-0.4139978524129799,0.4139978524129799,1,,,,,,,,,,,,,,,,,
unreg,0,0,0,0,0,15,4178,17,0,0,0,0,0,0,0,0,0,0,1,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['ytiD'],[]
