,0
gene_id,PA2585
name,uvrC
operon,<i>Not Available</i>
gene_product,excinuclease ABC subunit C
cog,"Replication, recombination and repair"
regulator,<i>Not Available</i>
link,"<a href=""https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2585&e1=1&assembly=complete"">Pseudomonas Genome DB</a>"
